symbol,overlay_type,net_notional_usd,gross_notional_usd,n_legs
AMZO,flow_program,15612.4694920824,15612.4694920824,1
DUST,flow_program,13065.737997599997,13065.737997599997,1
ZSL,flow_program,11292.821279999998,11292.821279999998,1
TSLQ,flow_program,10085.190882800001,10085.190882800001,1
FAZ,flow_program,9936.215885200001,9936.215885200001,1
SDS,flow_program,9911.664922259999,9911.664922259999,1
LABD,flow_program,9706.31088525,9706.31088525,1
SQQQ,flow_program,8909.913680639998,8909.913680639998,1
NVDQ,flow_program,6275.54900544,6275.54900544,1
SOXS,flow_program,4192.7773536,4192.7773536,1
EWV,flow_program,2213.4472517976,2213.4472517976,1
TSYY,flow_program,-57.65506604,57.65506604,1
NVYY,flow_program,-72.39252210400001,72.39252210400001,1
TQQY,flow_program,-341.255945394,341.255945394,1
