symbol,description,realized_pnl,unrealized_pnl,dividends,withholding_tax,pil_dividends,borrow_fees,short_credit_interest,other_fees,bond_interest,total_pnl
AMZO,TRADR 2X SHORT AMZN DAILY ET,0.0,3918.123416,0.0,0.0,0.0,-85.8,19.259497695214915,0.0,0.0,3851.5829136952148
SOXS,DIREXION DAILY SEMI BEAR 3X,0.0,1717.483835,0.0,0.0,-25.53,-52.47,3.6713053506868203,0.0,0.0,1643.155140350687
NVDQ,T-REX 2X INVERSE NVIDIA DLY,0.0,1002.608562,0.0,0.0,0.0,-98.41,7.851227839559597,0.0,0.0,912.0497898395596
LABD,DRX DLY S&P BIOTECH BEAR 3X,0.0,935.520339,0.0,0.0,-15.54,-58.230000000000004,6.035149879928435,0.0,0.0,867.7854888799285
SQQQ,PROSHARES ULTRAPRO SHORT QQQ,0.0,843.256689,0.0,0.0,-29.37,-18.88,6.743489562869651,0.0,0.0,801.7501785628697
SDS,PROSHARES ULTRASHORT S&P500,0.0,429.96717,0.0,0.0,-26.99,-38.78,10.988110904268778,0.0,0.0,375.1852809042688
FAZ,DIREXION DAILY FIN BEAR 3X,0.0,216.373238,0.0,0.0,-26.13,-53.64,7.380272268420959,0.0,0.0,143.98351026842093
AZYY,GRANITE YIELDBOOST AMZN ETF,149.34178575,0.0,0.0,0.0,-43.59,-6.33,0.0,0.0,0.0,99.42178575000001
TQQY,GRANITE YIELDBOOST QQQ,159.88451495,-1.996812,0.0,0.0,-113.9,-13.98,0.9613928664659497,0.0,0.0,30.96909581646595
TSYY,GRANITE YIELDBOOST TSLA ETF,0.0,7.287703,0.0,0.0,-6.49,-0.37,0.2550989970433541,0.0,0.0,0.6828019970433534
NVYY,GRANITE YIELDBOOST NVDA,104.42386226,2.134704,0.0,0.0,-152.38,-6.97,0.30338484565896023,0.0,0.0,-52.48804889434103
TSLQ,TRADR 2X SHORT TSLA DAILY ET,0.0,-48.065475,0.0,0.0,0.0,-39.19,10.81472820856575,0.0,0.0,-76.44074679143424
EWV,PROSHARES ULTSHRT MSCI JAPAN,-379.67922922,-3.842625,0.0,0.0,-1.46,-5.47,1.9930640768726682,0.0,0.0,-388.4587901431274
ZSL,PROSHARES ULTRASHORT SILVER,0.0,-1112.037632,0.0,0.0,0.0,-327.06,11.157448468696353,0.0,0.0,-1427.9401835313035
DUST,DIREXION DAILY GOLD MINERS I,-3.4059583,-1342.729378,0.0,0.0,-90.65,-117.76,12.865842244029254,0.0,0.0,-1541.679494055971
