underlying,symbol,leg_class,net_notional_usd,gross_notional_usd,_ratio_b1,_ratio_b2,_ratio_b4
AAL,AAL,spot,1983.4,1983.4,1.0,0.0,0.0
AAL,AALG,core_levered_etf,-1670.9411439324,1670.9411439324,1.0,0.0,0.0
AAPL,AAPL,spot,15857.119999999999,15857.119999999999,1.0,0.0,0.0
AAPL,AAPB,core_levered_etf,-7593.208438179599,7593.208438179599,1.0,0.0,0.0
AAPL,AAPU,core_levered_etf,-7674.108162210001,7674.108162210001,1.0,0.0,0.0
ACHR,ACHR,spot,2121.75,2121.75,1.0,0.0,0.0
ACHR,ARCX,core_levered_etf,-1889.3753326800002,1889.3753326800002,1.0,0.0,0.0
ADBE,ADBE,spot,2158.24,2158.24,1.0,0.0,0.0
ADBE,ADBG,core_levered_etf,-2096.5656436,2096.5656436,1.0,0.0,0.0
AFRM,AFRM,spot,2133.48,2133.48,1.0,0.0,0.0
AFRM,AFRU,core_levered_etf,-1945.59660792,1945.59660792,1.0,0.0,0.0
ALAB,ALAB,spot,8393.0,8393.0,1.0,0.0,0.0
ALAB,LABX,core_levered_etf,-8669.824363200001,8669.824363200001,1.0,0.0,0.0
ALB,ALB,spot,2294.46,2294.46,1.0,0.0,0.0
ALB,ALBG,core_levered_etf,-2140.7470146216,2140.7470146216,1.0,0.0,0.0
AMD,AMD,spot,24915.24,24915.24,1.0,0.0,0.0
AMD,AMUU,core_levered_etf,-7971.2466246768,7971.2466246768,1.0,0.0,0.0
AMD,AMDG,core_levered_etf,-8064.2945654369005,8064.2945654369005,1.0,0.0,0.0
AMD,AMDL,core_levered_etf,-8113.6641564,8113.6641564,1.0,0.0,0.0
AMZN,AMZN,spot,17390.99,17390.99,1.0,0.0,0.0
AMZN,AMZZ,core_levered_etf,-8420.87163456,8420.87163456,1.0,0.0,0.0
AMZN,AMZU,core_levered_etf,-8463.07524384,8463.07524384,1.0,0.0,0.0
APP,APP,spot,3145.31,3145.31,1.0,0.0,0.0
APP,APPX,core_levered_etf,-3156.1962616799997,3156.1962616799997,1.0,0.0,0.0
ASHR,ASHR,spot,8198.4,8198.4,1.0,0.0,0.0
ASHR,CHAU,core_levered_etf,-8140.72327488,8140.72327488,1.0,0.0,0.0
ASML,ASML,spot,8109.48,8109.48,1.0,0.0,0.0
ASML,ASMU,core_levered_etf,-7808.7475608384,7808.7475608384,1.0,0.0,0.0
ASTS,ASTS,spot,9318.630000000001,9318.630000000001,1.0,0.0,0.0
ASTS,ASTX,core_levered_etf,-7618.60225632,7618.60225632,1.0,0.0,0.0
AVGO,AVGO,spot,17806.41,17806.41,1.0,0.0,0.0
AVGO,AVGG,core_levered_etf,-9337.7763689084,9337.7763689084,1.0,0.0,0.0
AVGO,AVL,core_levered_etf,-9375.082073700001,9375.082073700001,1.0,0.0,0.0
BA,BA,spot,15152.24,15152.24,1.0,0.0,0.0
BA,BOEU,core_levered_etf,-6770.468560925001,6770.468560925001,1.0,0.0,0.0
BA,BOEG,core_levered_etf,-6778.0014805008,6778.0014805008,1.0,0.0,0.0
BABA,BABA,spot,7783.599999999999,7783.599999999999,1.0,0.0,0.0
BABA,BABX,core_levered_etf,-7752.8417503499995,7752.8417503499995,1.0,0.0,0.0
BE,BE,spot,3929.2499999999995,3929.2499999999995,1.0,0.0,0.0
BE,BEX,core_levered_etf,-3634.1904959999997,3634.1904959999997,1.0,0.0,0.0
BIDU,BIDU,spot,2340.04,2340.04,1.0,0.0,0.0
BIDU,BIDG,core_levered_etf,-2358.475602224,2358.475602224,1.0,0.0,0.0
BLSH,BLSH,spot,11415.6,11415.6,0.0,0.0,0.0
BMNR,BMNR,spot,8939.25,8939.25,1.0,0.0,0.0
BMNR,BMNG,core_levered_etf,-8464.637223,8464.637223,1.0,0.0,0.0
BULL,BULL,spot,2417.53,2417.53,1.0,0.0,0.0
BULL,BULG,core_levered_etf,-2093.9928966,2093.9928966,1.0,0.0,0.0
CEG,CEG,spot,10554.25,10554.25,1.0,0.0,0.0
CEG,CEGX,core_levered_etf,-9716.58196992,9716.58196992,1.0,0.0,0.0
CIFR,CIFR,spot,5442.87,5442.87,1.0,0.0,0.0
CIFR,CIFG,core_levered_etf,-4518.6108144408,4518.6108144408,1.0,0.0,0.0
CLS,CLS,spot,1589.34,1589.34,1.0,0.0,0.0
CLS,CSEX,core_levered_etf,-1512.6784026000003,1512.6784026000003,1.0,0.0,0.0
CLSK,CLSK,spot,-19.1,19.1,1.0,0.0,0.0
CMG,CMG,spot,6642.240000000001,6642.240000000001,1.0,0.0,0.0
CMG,CMGG,core_levered_etf,-5938.51225464,5938.51225464,1.0,0.0,0.0
COIN,COIN,spot,3864.6,3864.6,1.0,0.0,0.0
COIN,CONX,core_levered_etf,-4580.716924735,4580.716924735,1.0,0.0,0.0
COPX,COPX,spot,6857.639999999999,6857.639999999999,1.0,0.0,0.0
COPX,COPZ,core_levered_etf,-5823.068678883001,5823.068678883001,1.0,0.0,0.0
CORZ,CORZ,spot,8168.719999999999,8168.719999999999,1.0,0.0,0.0
CORZ,COZX,core_levered_etf,-7673.055451200001,7673.055451200001,1.0,0.0,0.0
COST,COST,spot,8026.56,8026.56,1.0,0.0,0.0
COST,COTG,core_levered_etf,-8682.796433919999,8682.796433919999,1.0,0.0,0.0
CRCL,CRCL,spot,10276.2,10276.2,1.0,0.0,0.0
CRCL,CRCG,core_levered_etf,-11139.115617630001,11139.115617630001,1.0,0.0,0.0
CRDO,CRDO,spot,6359.49,6359.49,1.0,0.0,0.0
