symbol,overlay_type,net_notional_usd,gross_notional_usd,n_legs
SOXS,flow_program,11028.253148,11028.253148,1
DUST,flow_program,11019.01464,11019.01464,1
FAZ,flow_program,10917.9460604,10917.9460604,1
LABD,flow_program,10365.206375999998,10365.206375999998,1
SQQQ,flow_program,9803.279043359998,9803.279043359998,1
TSLQ,flow_program,9191.342288700002,9191.342288700002,1
ZSL,flow_program,8958.971548799998,8958.971548799998,1
SDS,flow_program,8955.583018799998,8955.583018799998,1
NVDQ,flow_program,8138.901748380001,8138.901748380001,1
TSYY,flow_program,-11.451792600000001,11.451792600000001,1
NVYY,flow_program,-15.946571956400001,15.946571956400001,1
TQQY,flow_program,-59.97629484,59.97629484,1
