underlying,symbols,net_notional_usd,gross_notional_usd,n_legs
HOOD,"HOOD, HOOW",0.0,8343.0672,2
IBIT,"IBIT, XBTY",0.0,8609.50626228,2
MARA,"MAAY, MARA, MARO",0.0,16008.3755625376,3
META,"FBYY, META",0.0,10698.0671894202,2
MSFT,"MSFT, MSFW",0.0,6622.3491914999995,2
MSTR,"MSTR, MSTW, MTYY",0.0,30618.066341679998,3
NFLX,"NFLW, NFLX",0.0,10340.47778472,2
PLTR,"PLTR, PLTW",0.0,6567.7099691,2
TSLA,TSYY,-11.4517689,11.4517689,1
NVDA,NVYY,-15.9465401032,15.9465401032,1
QQQ,TQQY,-59.97629484,59.97629484,1
