underlying,symbols,net_notional_usd,gross_notional_usd,n_legs
SMCI,"SMCI, SMCL, SMCX, SMYY",17709.131300055993,78606.048699944,4
AMD,"AMD, AMDG, AMDL, AMUU, AMYY",11253.466687118402,93801.01331288161,5
NBIS,"NBIG, NBIL, NBIS, NBIZ, NEBX",10290.011152870007,105902.68440231,5
IONQ,"IONL, IONQ, IONX, IOYY, QPUX",10236.501208840004,114939.09879116001,5
MSTR,"MSTR, MSTU, MSTX, MSTZ, MTYY",6493.507167481497,95234.8893157185,5
META,"FBL, FBYY, META",5858.616692525,75454.023307475,3
BE,"BE, BEG, BEX, BEZ",5057.829088491597,65971.2045115084,4
CRCL,"CCUP, CRCA, CRCD, CRCG, CRCL",4284.7475047000025,58380.905558219994,5
IBIT,"BITU, BITX, BTCL, IBIT, XBTY",3527.385513925001,86042.114486075,5
RIOT,"RIOT, RIOX, RTYY",2996.92449424,57887.47550576,3
MARA,"MAAY, MARA, MRAL",2957.2649254544995,37453.335074545495,3
HOOD,"HODU, HOOD, HOOG, HOOX, HOYY, ROBN",2602.936489092505,50910.5235109075,6
CRWV,"CORD, CRWG, CRWU, CRWV, CWVX",2091.2524391499974,89467.70954535,5
CVNA,CVNA,1533.0,1533.0,1
BMNR,"BMNG, BMNR, BMNU",1282.9451449299995,43997.97485507,3
BULL,"BULG, BULL",1272.057162396,3057.062837604,2
TSUI,"TSUI, TXXS",1182.5631588694996,18637.1718411305,2
COIN,"COIA, COIG, COIN, CONL, CONX, COYY",908.1403688749997,115176.899631125,6
BABA,"BABA, BABU, BABX, BBYY",869.5526852799994,57900.04731472001,4
OKTA,"OKTA, OKTG",724.9466531999999,3034.0533468000003,2
SBET,"SBET, SBTU",494.6223265000017,13773.3776735,2
ETHA,"ETHA, ETHT, ETHU, ETU",432.0480893499989,25551.78191065,4
LITE,"LITE, LITX",353.16995940000197,33934.6100406,2
TDOG,"TDOG, TXXD",331.8330718879997,8052.3221281119995,2
XRPZ,"UXRP, XRPT, XRPZ, XXRP",325.3026915699975,26042.13730843,4
GLXY,"GLGG, GLXU, GLXY",284.1005336199996,27827.75946638,3
HIMS,"HIMS, HIMZ, HMYY",210.66054970799905,26350.139450292,3
FIG,"FIG, FIGG",201.4571136248005,10425.862886375198,2
GEMI,"GEMG, GEMI",197.47194429560022,14934.528055704399,2
PAAS,"PAAS, PAAU",181.7787623475001,6109.981237652501,2
OSCR,"OSCR, OSCX",156.94457994039885,7539.5554200596,2
NVDA,"NVDA, NVDB, NVDG, NVDL, NVDU, NVYY",153.51221182999996,25358.48778817,6
NFLX,"NFLU, NFLX, NFXL",142.95819133999981,1953.4418086599999,3
CLS,"CLS, CSEX",127.47904899999958,13465.120951,2
ASML,"ASML, ASMU",94.44662868,3101.29337132,2
CRWD,"CRWD, CRWL",70.20639173999996,1220.5136082600002,2
SOEZ,"SOEZ, SOLT",61.571352150000166,9881.98864785,2
PLTR,"PLTA, PLTG, PLTR, PLTU, PTIR",45.17687971999976,11880.72312028,5
SOUN,"SOUN, SOUX",23.69608686599986,5325.263913134,2
UBER,"UBER, UBRL",20.085045199999968,2667.6549548000003,2
KLAC,"KLAC, KLAG",17.07961670079976,3897.3003832992003,2
PYPL,"PYPG, PYPL",-0.1274106399999937,1137.8874106399999,2
ADBE,"ADBE, ADBG",-15.280160600000045,2397.6801606,2
AAPL,"AAPB, AAPL",-18.926736319999918,1262.32673632,2
KWEB,"CWEB, KWEB",-19.760322400000177,2237.0403224,2
FXI,"FXI, YINN",-21.82722327999977,3059.3472232799995,2
DKNG,"DKNG, DKNX",-27.109693766399914,2383.6896937663996,2
NVO,"NVO, NVOX",-27.763242720000335,2611.66324272,2
EWW,"EWW, MEXX",-51.87123408000002,2120.4312340799997,2
KTOS,"KTOS, KTUP",-53.003854560000036,5095.40385456,2
BLSH,"BLSG, BLSH",-56.5670685767991,8979.767068576799,2
SNAP,"SNAG, SNAP",-59.12648985600026,5668.646489856,2
SPOT,"SPOG, SPOT",-61.370934401299564,3138.3509344013,2
AVGO,"AVGG, AVGO, AVL",-63.19034993280002,5969.2303499328,3
SATS,"SATG, SATS",-63.983622900000114,1778.4236228999998,2
COHR,"COHR, COHX",-64.23474399999941,7667.834744,2
NEM,"NEM, NEMG",-65.60335110000028,3282.5033511,2
ARKK,"ARKK, TARK",-75.49509097600003,3193.495090976,2
UEC,"UEC, UECG",-77.56957499999953,11017.729575,2
UPS,"UPS, UPSG",-86.68114459580002,295.62114459580005,2
CRM,"CRM, CRMG",-96.65939532000004,1516.7393953199999,2
RDDT,"RDDT, RDTL",-98.70694817999947,7499.82694818,2
TTD,"TTD, TTDU",-99.67957965000016,1972.0395796500002,2
PANW,"PALU, PANG, PANW",-105.41356552800005,3583.993565528,3
XOP,"GUSH, XOP",-111.25051317999987,1418.13051318,2
NOW,"NOW, NOWL",-111.27072887999975,3991.83072888,2
QCOM,"QCMU, QCOM",-111.27267749999987,2445.2726775,2
MRNA,"MRNA, MRNX",-123.58574539160008,5170.2457453915995,2
NIO,"NIO, NIOG",-125.07826866019991,2735.5782686601997,2
SHOP,"SHOP, SHPU",-125.33858709120022,4602.5385870912,2
MRVL,"MRVL, MVLL",-143.03091015999985,2130.0309101599996,2
URA,"URA, URAA",-143.78714367999987,4156.58714368,2
DNN,"DNN, DNNG",-144.3453954944,3764.8653954944,2
TER,"TER, TERG",-148.81430133000003,4658.7743013300005,2
GOOGL,"GGLL, GOOGL, GOOX",-157.85486884,2490.83486884,3
SPY,"SPXL, SPY",-164.74809375999985,3166.58809376,2
ALB,"ALB, ALBG",-171.58235749760001,2656.1623574976,2
NET,"NET, NETG",-178.33300260000004,1015.2130026,2
GDX,"GDX, GDXU, NUGT",-183.91977912000016,7702.63977912,3
RBLX,"RBLU, RBLX",-185.26148225999987,3105.58148226,2
XPEV,"XPEG, XPEV",-188.31357916000024,4004.71357916,2
LMND,"LMND, LMNX",-202.52900352719962,4506.4090035272,2
GDXJ,"GDXJ, JNUG",-205.9468992000002,3132.5068992,2
CEG,"CEG, CEGX",-210.54251539999973,3097.3425153999997,2
BA,"BA, BOEG, BOEU",-210.7772683999998,2902.3772684,3
FIGR,"FGRU, FIGR",-212.88042163249884,17121.5204216325,2
ZETA,"ZETA, ZETX",-213.14877676999913,5311.66877677,2
CMG,"CMG, CMGG",-222.13203786749995,1202.8320378674998,2
LAC,"LAC, LACG",-228.34836759680002,6203.9883675968,2
IWM,"IWM, URTY",-229.75603149000017,3133.45603149,2
UNH,"UNH, UNHG, UNHU",-230.8385115277,1766.8785115277,3
SOFI,"SOFA, SOFI, SOFX",-233.28002759999958,6798.3000276,3
VRT,"VRT, VRTL",-238.43073748000006,3436.23073748,2
XYZ,"XYZ, XYZG",-253.52718795659985,2538.9671879566,2
INTC,"INTC, INTW, LINT",-254.4821670999998,9996.0821671,3
JOBY,"JOBX, JOBY",-272.1039695000002,3555.3839695000006,2
ANET,"ANEL, ANET",-272.45639474999984,3050.03639475,2
LEU,"LEU, LEUX",-277.2324814496003,3879.8324814496,2
FCX,"FCX, FCXG",-279.9158632199999,2697.85586322,2
U,"U, UNX",-290.82375239680096,11394.823752396802,2
VST,"VST, VSTL",-292.6966566400001,1894.1966566400001,2
CNC,"CNC, CNCG",-296.6854541409998,5943.4054541410005,2
TEM,"TEM, TEMT",-304.0071663599997,5398.36716636,2
DUOL,"DUOG, DUOL",-313.72132907820105,6998.5613290782,2
MP,"MP, MPG, MPL",-314.77826502250014,6314.0982650225,3
COPX,"COPX, COPZ",-315.78396666699996,3587.203966667,2
GLW,"GLW, GLWG",-316.3380047999999,3752.3580047999994,2
APH,"APH, APHU",-338.7247067999997,4545.9247068,2
MSFT,"MSFT, MSFU, MSFX",-346.80977099000006,1997.4897709900001,3
AVAV,"AVAV, AVXX",-348.0203240000001,7236.660324,2
QUBT,"QUBT, QUBX",-353.9351673300025,17758.01516733,2
RKT,"RKT, RKTL",-355.1580032799998,7575.77800328,2
LRCX,"LRCU, LRCX",-370.5264780000002,3559.8264780000004,2
ORCL,"ORCL, ORCU, ORCX",-375.21491528,6867.854915280001,3
SNOW,"SNOU, SNOW",-381.29211541999985,4938.05211542,2
ARM,"ARM, ARMG",-393.4948867999997,6447.6948868,2
PONY,"PONX, PONY",-404.11610599999995,5527.356105999999,2
AFRM,"AFRM, AFRU",-450.9693891300001,4254.72938913,2
UPST,"UPST, UPSX",-470.03471999999965,7474.1947199999995,2
DELL,"DELL, DLLL",-472.1898018400004,3525.3898018400005,2
TSLA,"TSLA, TSLI, TSLL, TSLR, TSLT, TSYY",-487.41802304000026,10175.33802304,6
CORZ,"CORZ, COZX",-537.9269401600004,8806.726940159999,2
QQQ,"QQQ, TQQQ, TQQY",-651.092500539,3568.892500539,3
ACHR,"ACHR, ARCX",-695.4746400200006,7979.0746400200005,2
QS,"QS, QSU",-723.0154542000005,7482.635454200001,2
TSM,"TMYY, TSM, TSMG, TSMU",-845.4217072113997,5072.7217072114,4
EWY,"EWY, KORU",-881.2362651600006,10795.736265160001,2
BBAI,"BAIG, BBAI",-895.2620566688001,13157.482056668801,2
GEV,"GEV, GEVG, GEVX",-912.3757181459998,5039.935718146,3
OKLO,"OKLL, OKLO",-927.1210206000014,30632.2810206,2
UUUU,"UUUG, UUUU",-968.5334572000011,27796.233457200004,2
PLUG,"PLUG, PLUL",-1009.1991455963998,15971.159145596399,2
WDC,"WDC, WDCX",-1159.53116881,14955.13116881,2
APP,"APP, APPX",-1253.421709379999,13745.681709379998,2
SOXX,"SOXL, SOXX",-1257.1867649599994,9152.90676496,2
USAR,"USAR, USGG",-1277.3700429155997,28618.170042915597,2
AMZN,"AMZN, AMZU, AMZZ",-1437.5153599800033,54720.11535998001,3
OPEN,"OPEG, OPEN, OPEX",-1454.5202600956009,22820.0202600956,3
ALAB,"ALAB, LABX",-1636.0932588800006,33518.43325888,2
CRDO,"CRDO, CRDU",-1959.1792076799993,29391.69920768,2
PL,"PL, PLU",-2014.9917402999981,23923.3117403,2
HUT,"HUT, HUTG",-2179.789126254198,32060.3491262542,2
RKLB,"RKLB, RKLX, RKLZ",-2311.7682720000003,17179.870709400002,3
RGTI,"RGTI, RGTU, RGTX",-2338.890478999998,35378.930479,3
AAOI,"AAOI, AAOX",-2363.9879813000007,145868.3279813,2
ONDS,"ONDG, ONDL, ONDS",-2468.283803919998,41650.68380392,3
MU,"MU, MULL, MUU, MUYY",-2584.0679837999996,24865.9079838,4
WULF,"WULF, WULX",-2736.4646873200018,32792.22468732,2
LUNR,"LUNL, LUNR",-2752.6069569799984,40430.16695698,2
