ETF,Underlying,inverse_etf_short_usd,inverse_short_solved_usd,ratchet_floor_usd,ratchet_creep_ratio,ratchet_gap_usd,ratchet_trim_lambda,ratchet_trim_usd,underlying_short_usd,hedge_ratio,ratchet_binding,ratchet_released,forward_edge_annual,ratchet_source,ratchet_explain
LITZ,LITE,45516.466590999946,11.480316239955643,60719.16583979999,5288.9802485122655,60707.68552356004,0.25042462280826094,15202.699248800045,33638.52811782284,0.3695679140311104,True,True,1.9638358479449272,edge_trim,"continuous trim lambda=0.25 of gap 60,708 (pinned 60,719 - solved 11); inverse -> 45,516; underlying re-solved = h(0.370)*beta(2.000)*inv*phr(1.00) = 33,639 [fwd_edge=1.964, borrow=0.367]"
SNDQ,SNDK,37410.156214541494,9.093080081917801,42753.165233750005,4701.725361329165,42744.07215366809,0.125,5343.009019208511,32050.233651584822,0.42505348093583406,True,True,3.296826862405448,edge_trim,"continuous trim lambda=0.12 of gap 42,744 (pinned 42,753 - solved 9); inverse -> 37,410; underlying re-solved = h(0.425)*beta(2.016)*inv*phr(1.00) = 32,050 [fwd_edge=3.297, borrow=0.341]"
MSTZ,MSTR,14055.583259515366,9.307923706160686,22550.310286875,2422.7003785978072,22541.00236316884,0.3768566672633734,8494.727027359633,9980.452239535223,0.35634757876494394,True,True,1.1209555515775105,edge_trim,"continuous trim lambda=0.38 of gap 22,541 (pinned 22,550 - solved 9); inverse -> 14,056; underlying re-solved = h(0.356)*beta(1.993)*inv*phr(1.00) = 9,980 [fwd_edge=1.121, borrow=0.423]"
RKLZ,RKLB,14404.181148758862,12.58855781574972,20775.74119638,1650.3670635239234,20763.15263856425,0.3068686224358328,6371.560047621138,15892.48236922563,0.5531586960746349,True,True,1.5875425170944482,edge_trim,"continuous trim lambda=0.31 of gap 20,763 (pinned 20,776 - solved 13); inverse -> 14,404; underlying re-solved = h(0.553)*beta(1.995)*inv*phr(1.00) = 15,892 [fwd_edge=1.588, borrow=0.797]"
QBTZ,QBTS,51611.580862505136,10.398416035480158,60099.16713962,5779.646335995524,60088.76872358452,0.14125079374081995,8487.58627711487,53074.465923717966,0.5165401404035925,True,True,2.6916613750612,edge_trim,"continuous trim lambda=0.14 of gap 60,089 (pinned 60,099 - solved 10); inverse -> 51,612; underlying re-solved = h(0.517)*beta(1.991)*inv*phr(1.00) = 53,074 [fwd_edge=2.692, borrow=0.422]"
DAMD,AMD,4595.6753080382605,14.614510437074403,7842.26,536.607779902472,7827.645489562926,0.41475877980046594,3246.5846919617397,4160.951869883857,0.44673593419367646,True,True,0.8682748013302272,edge_trim,"continuous trim lambda=0.41 of gap 7,828 (pinned 7,842 - solved 15); inverse -> 4,596; underlying re-solved = h(0.447)*beta(2.027)*inv*phr(1.00) = 4,161 [fwd_edge=0.868, borrow=0.394]"
NBIZ,NBIS,34235.7258726037,9.404831975090596,40325.070253215,4287.697043394181,40315.665421239915,0.15104164391152997,6089.344380611301,30920.483686338004,0.44599095941617745,True,True,2.6263890405898,edge_trim,"continuous trim lambda=0.15 of gap 40,316 (pinned 40,325 - solved 9); inverse -> 34,236; underlying re-solved = h(0.446)*beta(2.025)*inv*phr(1.00) = 30,920 [fwd_edge=2.626, borrow=0.283]"
CORD,CRWV,60375.18417885984,8.895173068021704,78432.07015314001,8817.374271795185,78423.17498007198,0.23024936160603776,18056.88597428017,47396.87927879006,0.3921983315224803,True,True,2.098337589293082,edge_trim,"continuous trim lambda=0.23 of gap 78,423 (pinned 78,432 - solved 9); inverse -> 60,375; underlying re-solved = h(0.392)*beta(2.002)*inv*phr(1.00) = 47,397 [fwd_edge=2.098, borrow=1.234]"
CONI,COIN,7233.09340179266,10.647053677511344,13230.9326029125,1242.684878245595,13220.28554923499,0.4536845424996825,5997.83920111984,5314.651864815334,0.3810945001468772,True,True,0.6087697166687835,edge_trim,"continuous trim lambda=0.45 of gap 13,220 (pinned 13,231 - solved 11); inverse -> 7,233; underlying re-solved = h(0.381)*beta(1.928)*inv*phr(1.00) = 5,315 [fwd_edge=0.609, borrow=0.588]"
SSPC,SPCX,1830.140257963857,6.850515927714265,3653.43,533.3072776635378,3646.5794840722856,0.5,1823.2897420361428,2745.2103869457856,0.75,True,True,,edge_trim,"continuous trim lambda=0.50 of gap 3,647 (pinned 3,653 - solved 7); inverse -> 1,830; underlying re-solved = h(0.750)*beta(2.000)*inv*phr(1.00) = 2,745 [fwd_edge=nan, borrow=0.545]"
MUZ,MU,3092.384269728046,10.328539456092237,6174.44,597.803786900193,6164.111460543907,0.5,3082.0557302719535,2601.6736159049137,0.4206582023736838,True,True,,edge_trim,"continuous trim lambda=0.50 of gap 6,164 (pinned 6,174 - solved 10); inverse -> 3,092; underlying re-solved = h(0.421)*beta(2.000)*inv*phr(1.00) = 2,602 [fwd_edge=nan, borrow=0.319]"
