symbol,description,realized_pnl,unrealized_pnl,dividends,withholding_tax,pil_dividends,borrow_fees,short_credit_interest,other_fees,bond_interest,total_pnl
AMZO,TRADR 2X SHORT AMZN DAILY ET,0.0,4581.056186,0.0,0.0,0.0,-175.46,29.213078089400017,0.0,0.0,4434.8092640894
SOXS,DIREX DAI SEMI BE 3X ETF-USD,0.0,2471.847821,0.0,0.0,-25.53,-55.21,3.320867693861514,0.0,0.0,2394.428688693861
NVDQ,T-REX 2X INVERSE NVIDIA DLY,0.0,1637.503862,0.0,0.0,0.0,-129.41,10.583322082543946,0.0,0.0,1518.6771840825438
SQQQ,PROSHARES ULTRAPRO SHORT QQQ,0.0,1478.408082,0.0,0.0,-29.37,-24.22,9.277543823053575,0.0,0.0,1434.0956258230535
TSLQ,TRADR 2X SHORT TSLA DAILY ET,0.0,974.980642,0.0,0.0,0.0,-53.81,13.973464572161761,0.0,0.0,935.1441065721618
LABD,DIRE DLY SP BT BE 3X ETF-USD,0.0,836.902916,0.0,0.0,-15.54,-84.64,10.665832151260863,0.0,0.0,747.3887481512609
SDS,PROSHARES ULTRASHORT S&P500,0.0,767.729892,0.0,0.0,-26.99,-52.66,17.74777424774342,0.0,0.0,705.8276662477434
AZYY,GRANITE YIELDBOOST AMZN ETF,149.34178575,0.0,0.0,0.0,-43.59,-6.33,0.0,0.0,0.0,99.42178575000001
TSYY,GRANITE YIELDBOOST TSLA ETF,0.0,11.161186,0.0,0.0,-11.97,-0.83,0.4651471653211542,0.0,0.0,-1.173666834678846
FAZ,DIREX DLY FIN BEA 3X ETF-USD,0.0,72.615122,0.0,0.0,-26.13,-64.69,13.027027798775574,0.0,0.0,-5.17785020122442
TQQY,GRANITE YIELDBOOST QQQ,159.88451495,-16.751611,0.0,0.0,-127.43,-23.78,1.8907314216689153,0.0,0.0,-6.186364628331079
NVYY,GRANITE YIELDBOOST NVDA,104.42386226,5.495803,0.0,0.0,-158.52,-7.45,0.541269110961705,0.0,0.0,-55.509065629038304
EWV,PROSHARES ULTSHRT MSCI JAPAN,-379.67922922,103.037875,0.0,0.0,-1.46,-10.34,3.7295928140470838,0.0,0.0,-284.7117614059529
ZSL,PROSHARES ULTRASHORT SILVER,0.0,-9.897632,0.0,0.0,0.0,-402.34,14.14261595086654,0.0,0.0,-398.09501604913345
DUST,DIR DLY GOL MN IDX BR 2X ETF,-3.4059583,-854.209378,0.0,0.0,-90.65,-172.75,19.300853199980605,0.0,0.0,-1101.7144831000194
