underlying,symbol,leg_class,net_notional_usd,gross_notional_usd,_ratio_b1,_ratio_b2,_ratio_b4
AAL,AAL,spot,2677.5899999999997,2677.5899999999997,1.0,0.0,0.0
AAL,AALG,core_levered_etf,-2724.3728592768,2724.3728592768,1.0,0.0,0.0
AAPL,AAPL,spot,18277.600000000002,18277.600000000002,1.0,0.0,0.0
AAPL,AAPB,core_levered_etf,-19470.0728839,19470.0728839,1.0,0.0,0.0
ACHR,ACHR,spot,6952.32,6952.32,1.0,0.0,0.0
ACHR,ARCX,core_levered_etf,-7443.313142319999,7443.313142319999,1.0,0.0,0.0
ADBE,ADBE,spot,1926.64,1926.64,1.0,0.0,0.0
ADBE,ADBG,core_levered_etf,-1869.8308208000003,1869.8308208000003,1.0,0.0,0.0
AFRM,AFRM,spot,5103.540000000001,5103.540000000001,1.0,0.0,0.0
AFRM,AFRU,core_levered_etf,-5128.492810439999,5128.492810439999,1.0,0.0,0.0
AI,AI,spot,799.8899999999999,799.8899999999999,0.06868808915400848,0.9313119108459915,0.0
AI,AIYY,yieldboost_etf,-744.9470843666,744.9470843666,0.0,1.0,0.0
ALAB,ALAB,spot,25348.079999999998,25348.079999999998,1.0,0.0,0.0
ALAB,LABX,core_levered_etf,-25558.31608512,25558.31608512,1.0,0.0,0.0
AMD,AMD,spot,78002.46,78002.46,1.0,0.0,0.0
AMD,AMUU,core_levered_etf,-36461.13102972,36461.13102972,1.0,0.0,0.0
AMD,AMDG,core_levered_etf,-36902.77665942,36902.77665942,1.0,0.0,0.0
AMD,AMDL,core_levered_etf,-37146.9789108,37146.9789108,1.0,0.0,0.0
AMZN,AMZN,spot,26050.36,26050.36,1.0,0.0,0.0
AMZN,AMZZ,core_levered_etf,-26800.517596680005,26800.517596680005,1.0,0.0,0.0
ANET,ANET,spot,2423.18,2423.18,1.0,0.0,0.0
ANET,ANEL,core_levered_etf,-1930.4673551999997,1930.4673551999997,1.0,0.0,0.0
APH,APH,spot,2301.66,2301.66,1.0,0.0,0.0
APH,APHU,core_levered_etf,-2022.9114531999999,2022.9114531999999,1.0,0.0,0.0
APP,APP,spot,9323.11,9323.11,1.0,0.0,0.0
APP,APPX,core_levered_etf,-10336.281079,10336.281079,1.0,0.0,0.0
ARKK,ARKK,spot,2815.56,2815.56,1.0,0.0,0.0
ARKK,TARK,core_levered_etf,-2852.1403680000003,2852.1403680000003,1.0,0.0,0.0
ARM,ARM,spot,3326.72,3326.72,1.0,0.0,0.0
ARM,ARMG,core_levered_etf,-3398.979816119999,3398.979816119999,1.0,0.0,0.0
ASML,ASML,spot,9125.64,9125.64,1.0,0.0,0.0
ASML,ASMU,core_levered_etf,-9936.54859824,9936.54859824,1.0,0.0,0.0
ASTS,ASTS,spot,12476.159999999998,12476.159999999998,1.0,0.0,0.0
ASTS,ASTX,core_levered_etf,-10037.275823520002,10037.275823520002,1.0,0.0,0.0
AVAV,AVAV,spot,2364.04,2364.04,1.0,0.0,0.0
AVAV,AVXX,core_levered_etf,-1979.7941821000002,1979.7941821000002,1.0,0.0,0.0
AVGO,AVGO,spot,28931.7,28931.7,1.0,0.0,0.0
AVGO,AVL,core_levered_etf,-13876.07899615,13876.07899615,1.0,0.0,0.0
AVGO,AVGG,core_levered_etf,-15098.91516,15098.91516,1.0,0.0,0.0
BA,BA,spot,19897.08,19897.08,1.0,0.0,0.0
BA,BOEU,core_levered_etf,-8685.8182424736,8685.8182424736,1.0,0.0,0.0
BA,BOEG,core_levered_etf,-11971.958364959999,11971.958364959999,1.0,0.0,0.0
BABA,BABA,spot,7952.02,7952.02,1.0,0.0,0.0
BABA,BABX,core_levered_etf,-7857.510068159999,7857.510068159999,1.0,0.0,0.0
BBAI,BBAI,spot,13747.390000000001,13747.390000000001,1.0,0.0,0.0
BBAI,BAIG,core_levered_etf,-13866.000810124,13866.000810124,1.0,0.0,0.0
BE,BE,spot,14876.57,14876.57,1.0,0.0,0.0
BE,BEX,core_levered_etf,-17555.47123761,17555.47123761,1.0,0.0,0.0
BLSH,BLSH,spot,10272.0,10272.0,1.0,0.0,0.0
BLSH,BLSG,core_levered_etf,-9552.255090632,9552.255090632,1.0,0.0,0.0
BULL,BULL,spot,3510.0,3510.0,1.0,0.0,0.0
BULL,BULG,core_levered_etf,-3300.4479600000004,3300.4479600000004,1.0,0.0,0.0
CEG,CEG,spot,10569.6,10569.6,1.0,0.0,0.0
CEG,CEGX,core_levered_etf,-10346.329290779999,10346.329290779999,1.0,0.0,0.0
CIFR,CIFR,spot,10932.699999999999,10932.699999999999,1.0,0.0,0.0
CIFR,CIFG,core_levered_etf,-10668.948180551999,10668.948180551999,1.0,0.0,0.0
CLS,CLS,spot,5985.12,5985.12,1.0,0.0,0.0
CLS,CSEX,core_levered_etf,-5327.3249106,5327.3249106,1.0,0.0,0.0
CLSK,CLSK,spot_b4_structural,10641.300000000001,10641.300000000001,1.0448602948695618,0.0,-0.0448602948695617
CLSK,CLSX,core_levered_etf,-10997.186382720001,10997.186382720001,1.0,0.0,0.0
CMG,CMG,spot,6893.370000000001,6893.370000000001,1.0,0.0,0.0
CMG,CMGG,core_levered_etf,-6434.8462813152,6434.8462813152,1.0,0.0,0.0
CNC,CNC,spot,11268.9,11268.9,1.0,0.0,0.0
