underlying,symbol,leg_class,net_notional_usd,gross_notional_usd,_ratio_b1,_ratio_b2,_ratio_b4
AAOI,AAOI,spot,94247.04,94247.04,1.0,0.0,0.0
AAOI,AAOX,core_levered_etf,-80238.92481279999,80238.92481279999,1.0,0.0,0.0
AAPL,AAPL,spot,625.32,625.32,1.0,0.0,0.0
AAPL,AAPB,core_levered_etf,-871.6058978000001,871.6058978000001,1.0,0.0,0.0
ACHR,ACHR,spot,7254.87,7254.87,1.0,0.0,0.0
ACHR,ARCX,core_levered_etf,-7373.479550399999,7373.479550399999,1.0,0.0,0.0
ADBE,ADBE,spot,1526.49,1526.49,1.0,0.0,0.0
ADBE,ADBG,core_levered_etf,-1797.2812368,1797.2812368,1.0,0.0,0.0
AFRM,AFRM,spot,2230.28,2230.28,1.0,0.0,0.0
AFRM,AFRU,core_levered_etf,-2679.1707703272,2679.1707703272,1.0,0.0,0.0
ALAB,ALAB,spot,11251.24,11251.24,1.0,0.0,0.0
ALAB,LABX,core_levered_etf,-11382.4264554,11382.4264554,1.0,0.0,0.0
ALB,ALB,spot,1611.23298,1611.23298,1.0,0.0,0.0
ALB,ALBG,core_levered_etf,-1588.4474880312002,1588.4474880312002,1.0,0.0,0.0
AMAT,AMAT,spot,5927.9,5927.9,1.0,0.0,0.0
AMAT,AMA,core_levered_etf,-6163.27798458,6163.27798458,1.0,0.0,0.0
AMD,AMD,spot_b4_structural,29258.649999999998,29258.649999999998,0.3145364604315524,0.8634104889184689,-0.17794694935002128
AMD,DAMD,inverse_b4_etf,5206.4875096,5206.4875096,0.0,0.0,1.0
AMD,AMDG,core_levered_etf,-2987.1491761632,2987.1491761632,1.0,0.0,0.0
AMD,AMUU,core_levered_etf,-3084.01285464,3084.01285464,1.0,0.0,0.0
AMD,AMDL,core_levered_etf,-3087.3194381400003,3087.3194381400003,1.0,0.0,0.0
AMD,AMYY,yieldboost_etf,-25140.26180622,25140.26180622,0.0,1.0,0.0
AMKR,AMKR,spot,6708.48,6708.48,1.0,0.0,0.0
AMKR,AMKL,core_levered_etf,-6510.37806036,6510.37806036,1.0,0.0,0.0
AMPX,AMPX,spot,17462.06,17462.06,1.0,0.0,0.0
AMPX,AMPU,core_levered_etf,-16899.3498051,16899.3498051,1.0,0.0,0.0
AMZN,AMZN,spot,1464.96,1464.96,1.0,0.0,0.0
AMZN,AMZU,core_levered_etf,-487.84169125999995,487.84169125999995,1.0,0.0,0.0
AMZN,AMZZ,core_levered_etf,-1287.1642089939999,1287.1642089939999,1.0,0.0,0.0
ANET,ANET,spot,1906.08,1906.08,1.0,0.0,0.0
ANET,ANEL,core_levered_etf,-1961.207786295,1961.207786295,1.0,0.0,0.0
APH,APH,spot,667.24,667.24,1.0,0.0,0.0
APH,APHU,core_levered_etf,-938.0513456722999,938.0513456722999,1.0,0.0,0.0
APP,APP,spot,10875.8,10875.8,1.0,0.0,0.0
APP,APPX,core_levered_etf,-11759.174878430002,11759.174878430002,1.0,0.0,0.0
ARKK,ARKK,spot,1170.54,1170.54,1.0,0.0,0.0
ARKK,TARK,core_levered_etf,-1526.6889728955,1526.6889728955,1.0,0.0,0.0
ARM,ARM,spot,2900.16,2900.16,1.0,0.0,0.0
ARM,ARMG,core_levered_etf,-2692.99276092,2692.99276092,1.0,0.0,0.0
ASML,ASML,spot,1825.07,1825.07,1.0,0.0,0.0
ASML,ASMU,core_levered_etf,-1771.4782589999998,1771.4782589999998,1.0,0.0,0.0
ASTS,ASTS,spot_b4_structural,39916.8,39916.8,1.5748496497805435,0.0,-0.5748496497805436
ASTS,ASTN,inverse_b4_etf,22946.158500360005,22946.158500360005,0.0,0.0,1.0
ASTS,ASTX,core_levered_etf,-84214.6859136,84214.6859136,1.0,0.0,0.0
AVAV,AVAV,spot,13970.36,13970.36,1.0,0.0,0.0
AVAV,AVXX,core_levered_etf,-15679.1391744,15679.1391744,1.0,0.0,0.0
AVGO,AVGO,spot,2247.32595,2247.32595,1.0,0.0,0.0
AVGO,AVGG,core_levered_etf,-903.8889911519999,903.8889911519999,1.0,0.0,0.0
AVGO,AVL,core_levered_etf,-1292.87541906,1292.87541906,1.0,0.0,0.0
AXTI,AXTI,spot,195641.6,195641.6,1.0,0.0,0.0
AXTI,AXTU,core_levered_etf,-78728.509728,78728.509728,1.0,0.0,0.0
AXTI,AXTX,core_levered_etf,-96634.41534677999,96634.41534677999,1.0,0.0,0.0
BA,BA,spot,2110.86,2110.86,1.0,0.0,0.0
BA,BOEG,core_levered_etf,-1222.5314585991,1222.5314585991,1.0,0.0,0.0
BA,BOEU,core_levered_etf,-1263.7035152496,1263.7035152496,1.0,0.0,0.0
BABA,BABA,spot,24771.23,24771.23,0.07104074142301367,0.9289592585769864,0.0
BABA,BABU,core_levered_etf,-313.30213200000003,313.30213200000003,1.0,0.0,0.0
BABA,BABX,core_levered_etf,-949.70829096,949.70829096,1.0,0.0,0.0
BABA,BBYY,yieldboost_etf,-23011.463454840003,23011.463454840003,0.0,1.0,0.0
BBAI,BBAI,spot,13421.42,13421.42,1.0,0.0,0.0
BBAI,BAIG,core_levered_etf,-13511.7166914288,13511.7166914288,1.0,0.0,0.0
BE,BE,spot,28619.850000000002,28619.850000000002,1.0,0.0,0.0
BE,BEG,core_levered_etf,-11380.593277825199,11380.593277825199,1.0,0.0,0.0
BE,BEX,core_levered_etf,-18163.338796120002,18163.338796120002,1.0,0.0,0.0
BIDU,BIDU,spot,1143.9,1143.9,1.0,0.0,0.0
BIDU,BIDG,core_levered_etf,-1264.9226397696,1264.9226397696,1.0,0.0,0.0
BLSH,BLSH,spot,8210.13,8210.13,1.0,0.0,0.0
