etf,weight
NVTX,0.09999999997453841
ASTX,0.09999999994743414
IRE,0.09999999983773404
SMU,0.09999999981733644
CLSX,0.09956316731976947
NBIG,0.05125457304510336
NEBX,0.04874542345706436
WULX,0.04037403118177109
MTYY,0.039999999973599674
SMYY,0.039999999971129324
MAAY,0.03999999996243379
IOYY,0.03999999996135479
XBTY,0.03999999985305295
OKLL,0.02927802663387081
PLTZ,0.025000000003257042
CONI,0.02500000000305075
CORD,0.024999999998854626
ETHD,0.024999999997276378
MSDD,0.02499999997715557
GLXU,0.005784772197950272
NBIL,3.338398695086194e-09
CRDU,5.184474460116047e-10
FBYY,1.8268022079235996e-10
CWVX,9.595949737896415e-11
COYY,9.574934139205485e-11
QBTX,9.259187772403709e-11
IREX,8.086175441401674e-11
LABX,7.986663995070887e-11
ETU,7.866860248459287e-11
ETHU,7.460573642108974e-11
QUBX,6.068173662372856e-11
RKLX,5.314489467965522e-11
APPX,5.2811858922177746e-11
ETHT,4.9684698346271215e-11
SBTU,3.773832821481518e-11
RGTU,3.534441904184365e-11
CRWU,3.492036756441315e-11
AVXX,3.2586134243101104e-11
CONL,3.1515818800073957e-11
COIA,3.072835665675696e-11
RGTX,2.9116580434800925e-11
KTUP,2.760895063272622e-11
SOUX,2.7594544108048737e-11
TEMT,2.7448732314286402e-11
ARCX,2.7302915224315137e-11
RDTL,2.6887278170629747e-11
MUU,2.679000315172357e-11
UPSX,2.668346690072017e-11
OSCX,2.6525752570300263e-11
RIOX,2.6282209499165915e-11
COZX,2.6226170077536323e-11
INTW,2.6163965824984333e-11
PTIR,2.6014942450823162e-11
MPL,2.541794737223597e-11
GDXU,2.4942675796829414e-11
COIG,2.4769188992520535e-11
RBLU,2.4662298135341654e-11
ROBN,2.46028842535772e-11
PONX,2.4498564099058078e-11
QSU,2.44351699084289e-11
OPEX,2.3968235293652473e-11
HOOX,2.3798988018379128e-11
AMDL,2.3268778074724976e-11
AMUU,2.2867789530270107e-11
MPG,2.27991580803158e-11
AMDG,2.2587037329859768e-11
MULL,2.189937964341214e-11
SNOU,2.188246426037126e-11
PLTU,2.116970063263364e-11
HOOG,2.0748093258046004e-11
VRTL,2.0716597208117166e-11
MSTZ,2.040564858900027e-11
BULX,1.9935174989689133e-11
NUGT,1.9604728969291855e-11
JNUG,1.9603915986469533e-11
SOFX,1.9377263971823607e-11
PLTA,1.9272823187159197e-11
HIMZ,1.863917781387415e-11
CVNX,1.8113095381867215e-11
LRCU,1.7731409687890414e-11
GEVX,1.7250115314913553e-11
ANEL,1.7035566504006394e-11
BABX,1.6884613354727796e-11
GLGG,1.6850484879394285e-11
URAA,1.6790282885071974e-11
MVLL,1.676409046801079e-11
DKNX,1.6620469846990822e-11
TSLI,1.639237960173197e-11
BITX,1.5972933531041013e-11
MSTX,1.546013557999661e-11
BTCL,1.5117162544528905e-11
TSLL,1.4992276332770185e-11
SOXL,1.4946913373156195e-11
AFRU,1.492623371184344e-11
SHPU,1.4808358441671273e-11
BITU,1.4800054526521364e-11
PLTG,1.478939015864958e-11
TSLR,1.4433068182200968e-11
JOBX,1.418602498812108e-11
VSTL,1.3899203616995574e-11
ETRL,1.389594441529847e-11
QPUX,1.3789828490563916e-11
IONX,1.3760779034804949e-11
IONL,1.3498617003644225e-11
UNHG,1.3376015179822267e-11
TSLT,1.3210768706890086e-11
UBRL,1.3201817858148233e-11
MRAL,1.3196511701029079e-11
NOWL,1.2990211843203349e-11
CEGX,1.2969778355181879e-11
AVGG,1.2909290151982684e-11
QCMU,1.2792700209876923e-11
LLYX,1.2762318266846477e-11
MSTU,1.2674870649006645e-11
ORCX,1.2665289361197426e-11
TARK,1.26594463036452e-11
DLLL,1.260771495133649e-11
ARMG,1.258630712816029e-11
TSLG,1.254469048694242e-11
CWEB,1.252872075288911e-11
ASMG,1.246598791780546e-11
YINN,1.245841220802824e-11
TTDU,1.2409780522163624e-11
CRWL,1.2383394566081697e-11
CRMG,1.2358476145329354e-11
GOOX,1.2357042795119363e-11
MSFU,1.2320908608345398e-11
SMCL,1.2317910718350945e-11
NVOX,1.2310871901642676e-11
AVL,1.1672106631882925e-11
METU,1.1543634309819421e-11
FBL,1.1451083613628392e-11
AVGU,1.1364605523650017e-11
PANG,1.110949365480238e-11
AMZU,1.1101211676587687e-11
TSMU,1.1070594420342456e-11
NFXL,1.102231422951465e-11
BOEG,1.1016486451325212e-11
NFLU,1.1000718813238962e-11
TSMG,1.0975210285502924e-11
AVGX,1.0918974713411419e-11
PALU,1.0806015996710277e-11
AMZZ,1.076603883972298e-11
BOEU,1.0596882999982908e-11
NVDB,9.201373989825213e-12
NVDL,8.952015932178976e-12
NVDU,8.855837684407862e-12
NVDG,8.56397760625993e-12
NVDX,0.0
PYPG,0.0
XYZG,0.0
GMEU,0.0
CRWG,0.0
BAIG,0.0
LMNX,0.0
SRPU,0.0
LULG,0.0
