underlying,pnl_total,pnl_share_b1,pnl_share_b2,pnl_share_b4,exp_net_total,exp_share_b1,exp_share_b2,exp_share_b4,ratio_spot_b1,ratio_spot_b2,ratio_spot_b4,diff_exp_b1,diff_exp_b2,diff_exp_b4,diff_pnl_b1,diff_pnl_b2,diff_pnl_b4,max_diff
LITE,568.021366,0.20869993563500247,0.0,0.7913000643649976,12255.04,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.7913000643649976,0.0,0.7913000643649976,0.7913000643649976
SMCI,2589.501156060001,0.9899806354317291,0.010019364568270883,0.0,31119.3,0.20733747400118552,0.7926625259988145,0.0,0.20733747400118552,0.7926625259988145,0.0,0.0,0.0,0.0,0.7826431614305436,0.7826431614305436,0.0,0.7826431614305436
BULL,350.90236200000004,1.0,0.0,0.0,2338.56,0.41852118146551726,0.0,0.0,0.41852118146551726,0.0,0.0,0.0,0.0,0.0,0.5814788185344828,0.0,0.0,0.5814788185344828
AMD,43431.54311300001,0.7334495644818944,0.2591986717798062,0.007351763738299521,31451.98,0.23682314168475552,0.7631768583152446,0.0,0.23682314168475552,0.7631768583152446,0.0,0.0,0.0,0.0,0.49662642279713887,0.5039781865354385,0.007351763738299521,0.5039781865354385
HIMS,2888.95432917,0.025385014384514414,0.9746149856154855,0.0,17969.37,0.48087977300038903,0.49217540568200224,0.0,0.48087977300038903,0.49217540568200224,0.0,0.0,0.0,0.0,0.45549475861587463,0.4824395799334833,0.0,0.4824395799334833
CRCL,-5693.129317720001,0.48613130911090635,0.16843569631842817,0.34543299457066545,20966.36,0.7800702844487176,0.21992971555128235,0.0,0.7800702844487176,0.21992971555128235,0.0,0.0,0.0,0.0,0.29393897533781127,0.05149401923285418,0.34543299457066545,0.34543299457066545
QBTS,6931.449236660001,0.7410252098335489,0.25775507465047404,0.001219715515977168,7349.580000000001,0.5,0.5,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.24102520983354891,0.24224492534952596,0.001219715515977168,0.24224492534952596
ASML,1438.471125,0.7614825782477908,0.23851742175220933,0.0,1803.89,0.9119852286115006,0.0,0.0,0.9119852286115006,0.0,0.0,0.0,0.0,0.0,0.1505026503637098,0.23851742175220933,0.0,0.23851742175220933
COIN,-12092.165099549999,0.0027315419744521536,0.9854954976573057,0.011772960368242137,44518.01,0.21093900027017937,0.7890609997298206,0.0,0.21093900027017937,0.7890609997298206,0.0,0.0,0.0,0.0,0.2082074582957272,0.19643449792748513,0.011772960368242137,0.2082074582957272
HOOD,3594.02861922,0.13478980421005027,0.8652101957899497,0.0,42068.85,0.3170444400487772,0.6768823674546582,0.0,0.3170444400487772,0.6768823674546582,0.0,0.0,0.0,0.0,0.18225463583872692,0.1883278283352915,0.0,0.1883278283352915
NVTS,37537.401622,1.0,0.0,0.0,29622.69,0.812673206352968,0.0,0.0,0.812673206352968,0.0,0.0,0.0,0.0,0.0,0.18732679364703197,0.0,0.0,0.18732679364703197
SOUN,-253.19596700000002,1.0,0.0,0.0,1827.8,0.8162085615384617,0.0,0.0,0.8162085615384617,0.0,0.0,0.0,0.0,0.0,0.18379143846153834,0.0,0.0,0.18379143846153834
XPEV,-198.016664,1.0,0.0,0.0,1107.2,0.8271907869039017,0.0,0.0,0.8271907869039017,0.0,0.0,0.0,0.0,0.0,0.1728092130960983,0.0,0.0,0.1728092130960983
