symbol,overlay_type,net_notional_usd,gross_notional_usd,n_legs
AMZO,flow_program,17572.306207560003,17572.306207560003,1
DUST,flow_program,12344.4753408,12344.4753408,1
ZSL,flow_program,10671.716109599998,10671.716109599998,1
SDS,flow_program,10667.752334239998,10667.752334239998,1
FAZ,flow_program,9397.4498376,9397.4498376,1
LABD,flow_program,8610.671755,8610.671755,1
TSLQ,flow_program,8107.821327100001,8107.821327100001,1
SQQQ,flow_program,8046.702846,8046.702846,1
NVDQ,flow_program,6113.838273270001,6113.838273270001,1
EWV,flow_program,3177.5226471,3177.5226471,1
SOXS,flow_program,1709.4392719799998,1709.4392719799998,1
TSYY,flow_program,-68.24688552,68.24688552,1
NVYY,flow_program,-98.66907605700001,98.66907605700001,1
TQQY,flow_program,-473.16621331349995,473.16621331349995,1
