symbol,description,realized_pnl,unrealized_pnl,dividends,withholding_tax,pil_dividends,borrow_fees,short_credit_interest,other_fees,bond_interest,total_pnl
AMZO,TRADR 2X SHORT AMZN DAILY ET,0.0,3483.506608,0.0,0.0,0.0,-301.18,34.61240229323417,0.0,0.0,3216.9390102932343
SOXS,DIREXION DAILY SEMI BEAR 3X,0.0,2939.845888,0.0,0.0,-25.53,-56.02,2.244719080901322,0.0,0.0,2860.540607080901
SQQQ,PROSHARES ULTRAPRO SHORT QQQ,0.0,1779.227687,0.0,0.0,-29.37,-33.14,10.581306735288766,0.0,0.0,1727.2989937352888
NVDQ,T-REX 2X INVERSE NVIDIA DLY,0.0,1435.024204,0.0,0.0,0.0,-207.85999999999999,12.084210980063679,0.0,0.0,1239.248414980064
LABD,DRX DLY S&P BIOTECH BEAR 3X,0.0,1018.725835,0.0,0.0,-15.54,-128.01,11.313267495483634,0.0,0.0,886.4891024954836
SDS,PROSHARES ULTRASHORT S&P500,0.0,903.57656,0.0,0.0,-26.99,-73.8,21.13407606667979,0.0,0.0,823.9206360666798
TSLQ,TRADR 2X SHORT TSLA DAILY ET,0.0,657.851913,0.0,0.0,0.0,-73.01,15.922373555398913,0.0,0.0,600.7642865553989
FAZ,DIREXION DAILY FIN BEAR 3X,0.0,602.831216,0.0,0.0,-26.13,-86.54,12.372620074428022,0.0,0.0,502.53383607442805
AZYY,GRANITE YIELDBOOST AMZN ETF,149.34178575,0.0,0.0,0.0,-43.59,-6.33,0.0,0.0,0.0,99.42178575000001
TSYY,GRANITE YIELDBOOST TSLA ETF,0.49581973,21.852349,0.0,0.0,-17.95,-1.79,0.5567158738283425,0.0,0.0,3.1648846038283445
TQQY,GRANITE YIELDBOOST QQQ,159.88451495,11.312054,0.0,0.0,-151.44,-50.18,2.63521640191643,0.0,0.0,-27.788214648083567
NVYY,GRANITE YIELDBOOST NVDA,104.42386226,17.12934,0.0,0.0,-168.01000000000002,-8.39,0.7768559301389693,0.0,0.0,-54.06994180986104
EWV,PROSHARES ULTSHRT MSCI JAPAN,-379.67922922,195.147545,0.0,0.0,-1.46,-18.41,6.277243449910271,0.0,0.0,-198.12444077008976
DUST,DIREXION DAILY GOLD MINERS I,-3.4059583,-1564.095048,0.0,0.0,-90.65,-302.45,24.4898225007105,0.0,0.0,-1936.1111837992896
ZSL,PROSHARES ULTRASHORT SILVER,0.0,-1619.817632,0.0,0.0,0.0,-517.52,20.918705383120024,0.0,0.0,-2116.4189266168796
