pair,realized_pnl,unrealized_pnl,dividends,withholding_tax,pil_dividends,borrow_fees,short_credit_interest,other_fees,bond_interest,total_pnl
LMT | LMTL,-718.31629425,0.0,0.0,0.0,0.0,-18.08,0.0,0.0,0.0,-736.3962942500001
RDDT (spot),-749.25319325,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-749.25319325
NFLX | NFLW,495.24985191,-1122.076129,0.0,0.0,-120.75,-8.01,2.251026593241129,0.0,0.0,-753.3352504967589
AI (spot),-766.57665521,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-766.57665521
RBLX (spot),-2.5e-07,-788.784418,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-788.7844182499999
TEM (spot),0.0,-792.068933,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-792.068933
UNH (spot),0.0,-823.394479,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-823.394479
OPEN (spot),-127.80801094,-708.010685,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-835.81869594
CELH | CELT,-412.24386325,-435.060235,0.0,0.0,0.0,-14.67,1.8949954558042494,0.0,0.0,-860.0791027941956
CRM (spot),0.0,-911.237599,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-911.237599
NU (spot),0.0,-930.183088,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-930.183088
BLSH (spot),0.0,-947.901649,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-947.901649
CEG | CEGX,-19.56461841,-958.366176,0.0,0.0,0.0,-21.66,2.5470351714027752,0.0,0.0,-997.0437592385972
CRWD (spot),-1034.38816825,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1034.38816825
CVNA (spot),-1037.36098325,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1037.36098325
XYZ (spot),-1039.91217525,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1039.91217525
CRWV (spot),15.10061921,-1066.683565,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1051.58294579
MARA (spot),0.0,-1065.707109,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1065.707109
IREN (spot),0.0,-1153.929297,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1153.929297
GDX | GDXU,-497.19994005,-771.082924,0.0,0.0,0.0,-1.28,1.2536188734248035,0.0,0.0,-1268.3092451765754
COIN (spot),-1277.30851355,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1277.30851355
PYPL (spot),-1302.17782025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1302.17782025
MSTR (spot),417.49004429,-1780.217603,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1362.72755871
MDB (spot),0.0,-1369.152671,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1369.152671
BA (spot),0.0,-1429.475713,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1429.475713
APP (spot),-2e-08,-1461.351122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1461.35112202
XRPZ | XRP,-1464.28323713,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1464.28323713
NVDA (spot),-328.10516754,-1163.412794,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1491.5179615400002
XRPZ | GXRP,-1628.31466873,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1628.31466873
NFLX | NFLU,0.0,-1752.387419,0.0,0.0,0.0,-14.74,3.049590816167626,0.0,0.0,-1764.0778281838323
BABA (spot),0.0,-1797.397949,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1797.397949
DKNG (spot),-753.82671957,-1043.945994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1797.77271357
NFLX | NFXL,-736.62573833,-1057.45492,0.0,0.0,0.0,-11.74,1.9705470188858822,0.0,0.0,-1803.8501113111142
ALAB (spot),0.0,-2074.947394,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2074.947394
SNOW (spot),0.0,-2084.175365,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2084.175365
SOEZ (spot),0.0,-2284.253558,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2284.253558
TSLA (spot),-768.27121211,-1559.306586,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2327.57779811
TER | TERG,0.0,-2351.002774,0.0,0.0,0.0,-25.14,2.2190981257737143,0.0,0.0,-2373.9236758742263
VRT | VRTL,-372.66358244,-2048.565268,0.0,0.0,0.0,-11.2,1.836461382880413,0.0,0.0,-2430.5923890571194
AMZN (spot),-350.82660825,-2292.552917,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2643.37952525
HOOD (spot),0.0,-2707.56706,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2707.56706
PLTR (spot),-365.34988346,-2472.845959,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2838.19584246
PANW (spot),3.33739533,-3022.428116,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3019.09072067
MSFT (spot),0.0,-3696.886837,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3696.886837
AMD (spot),3.18639533,-3918.996891,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3915.81049567
ETHA (spot),5.5848484,-6649.599903,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6644.0150546
IBIT (spot),9.48513912,-7171.676509,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-7162.19136988
