underlying,symbol,leg_class,net_notional_usd,gross_notional_usd,_ratio_b1,_ratio_b2,_ratio_b4
AAPL,AAPL,spot,16379.16,16379.16,1.0,0.0,0.0
AAPL,AAPB,core_levered_etf,-8045.200051766699,8045.200051766699,1.0,0.0,0.0
AAPL,AAPU,core_levered_etf,-8121.2127766,8121.2127766,1.0,0.0,0.0
ALAB,ALAB,spot,8318.1,8318.1,1.0,0.0,0.0
ALAB,LABX,core_levered_etf,-8115.967444480001,8115.967444480001,1.0,0.0,0.0
AMD,AMD,spot,25226.460000000003,25226.460000000003,1.0,0.0,0.0
AMD,AMUU,core_levered_etf,-8378.41641318,8378.41641318,1.0,0.0,0.0
AMD,AMDG,core_levered_etf,-8455.30449687,8455.30449687,1.0,0.0,0.0
AMD,AMDL,core_levered_etf,-8456.308089299999,8456.308089299999,1.0,0.0,0.0
AMZN,AMZN,spot,16800.0,16800.0,1.0,0.0,0.0
AMZN,AMZZ,core_levered_etf,-8467.340636160001,8467.340636160001,1.0,0.0,0.0
AMZN,AMZU,core_levered_etf,-8472.58560909,8472.58560909,1.0,0.0,0.0
APP,APP,spot,3043.39,3043.39,1.0,0.0,0.0
APP,APPX,core_levered_etf,-3006.11964576,3006.11964576,1.0,0.0,0.0
ASHR,ASHR,spot,8317.960000000001,8317.960000000001,1.0,0.0,0.0
ASHR,CHAU,core_levered_etf,-8322.8425938,8322.8425938,1.0,0.0,0.0
ASML,ASML,spot,8703.36,8703.36,1.0,0.0,0.0
ASML,ASMU,core_levered_etf,-8703.26251431,8703.26251431,1.0,0.0,0.0
AVGO,AVGO,spot,16936.15,16936.15,1.0,0.0,0.0
AVGO,AVL,core_levered_etf,-8536.0778811,8536.0778811,1.0,0.0,0.0
AVGO,AVGG,core_levered_etf,-8539.412109800001,8539.412109800001,1.0,0.0,0.0
BA,BA,spot,16837.22,16837.22,1.0,0.0,0.0
BA,BOEU,core_levered_etf,-8402.1081688922,8402.1081688922,1.0,0.0,0.0
BA,BOEG,core_levered_etf,-8454.911965900801,8454.911965900801,1.0,0.0,0.0
BABA,BABA,spot,8358.380000000001,8358.380000000001,1.0,0.0,0.0
BABA,BABX,core_levered_etf,-8353.782150000001,8353.782150000001,1.0,0.0,0.0
BLSH,BLSH,spot,8600.86,8600.86,1.0,0.0,0.0
BLSH,BLSX,core_levered_etf,-8800.0003476,8800.0003476,1.0,0.0,0.0
CEG,CEG,spot,11545.8,11545.8,1.0,0.0,0.0
CEG,CEGX,core_levered_etf,-11617.596840960001,11617.596840960001,1.0,0.0,0.0
CELH,CELH,spot,8470.38,8470.38,1.0,0.0,0.0
CELH,CELT,core_levered_etf,-8607.285224356001,8607.285224356001,1.0,0.0,0.0
CLS,CLS,spot,1665.78,1665.78,1.0,0.0,0.0
CLS,CSEX,core_levered_etf,-1709.42394618,1709.42394618,1.0,0.0,0.0
CLSK,CLSZ,inverse_b4_etf,6026.287404571201,6026.287404571201,0.0,0.0,1.0
