underlying,pnl_total,pnl_share_b1,pnl_share_b2,pnl_share_b4,exp_net_total,exp_share_b1,exp_share_b2,exp_share_b4,ratio_spot_b1,ratio_spot_b2,ratio_spot_b4,diff_exp_b1,diff_exp_b2,diff_exp_b4,diff_pnl_b1,diff_pnl_b2,diff_pnl_b4,max_diff
CLSK,-114.50635173434094,1.0,0.0,0.0,-9552.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
SLV,14.249725109812411,1.0,0.0,0.0,-8923.949999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
SPY,-151.29138663598056,1.0,0.0,0.0,-8231.880000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
XLF,8.87299315455828,1.0,0.0,0.0,-9411.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
XLK,63.94788707032715,1.0,0.0,0.0,-16789.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
XBI,-28.097279547736854,1.0,0.0,0.0,-9425.380000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
EWJ,32.212389954700946,1.0,0.0,0.0,-8313.300000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
DIA,8.430851703426935,1.0,0.0,0.0,-17627.760000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
QQQ,-655.2111934758846,1.0,0.0,0.0,-17611.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
NFLX,3847.86555738,0.11108604953709382,0.8889139504629062,0.0,28294.559999999998,0.7886847515051042,0.21131524849489583,0.0,0.7886847515051042,0.21131524849489583,0.0,0.0,0.0,0.0,0.6775987019680104,0.6775987019680104,0.0,0.6775987019680104
MSFT,-3696.886837,0.2853946149939174,0.7146053850060826,0.0,28670.02,0.8692030784453586,0.13077750765433718,0.0,0.8692030784453586,0.13077750765433718,0.0,0.0,0.0,0.0,0.5838084634514412,0.5838278773517455,0.0,0.5838278773517455
IBIT,-7162.19136988,0.2763816175940461,0.723618382405954,0.0,29789.19,0.8310413117738347,0.1592374013915786,0.0,0.8310413117738347,0.1592374013915786,0.0,0.0,0.0,0.0,0.5546596941797886,0.5643809810143754,0.0,0.5643809810143754
PLTR,-2838.19584246,0.34967651124844273,0.6503234887515572,0.0,28535.52,0.8861301834803111,0.11386981651968892,0.0,0.8861301834803111,0.11386981651968892,0.0,0.0,0.0,0.0,0.5364536722318685,0.5364536722318682,0.0,0.5364536722318685
META,345.83154775,0.9244253738010257,0.0755746261989742,0.0,15556.32,0.5477321005276312,0.43473730995734206,0.0,0.5477321005276312,0.43473730995734206,0.0,0.0,0.0,0.0,0.3766932732733945,0.35916268375836785,0.0,0.3766932732733945
SOEZ,-2284.253558,1.0,0.0,0.0,8199.359999999999,0.9109089881161456,0.0,0.0,0.9109089881161456,0.0,0.0,0.0,0.0,0.0,0.08909101188385438,0.0,0.0,0.08909101188385438
MSTR,-1362.727558,0.08151556433144375,0.9184844356685563,0.0,18130.0,0.0,0.9892687723938225,0.0,0.0,0.9892687723938225,0.0,0.0,0.0,0.0,0.08151556433144375,0.07078433672526618,0.0,0.08151556433144375
