underlying,etf,delta,realized_pnl,unrealized_pnl,dividends,withholding_tax,pil_dividends,borrow_fees,short_credit_interest,other_fees,bond_interest,total_pnl
ASTS,ASTN,-2.009004,0.0,2897.014970765505,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2897.014970765505
QBTS,QBTZ,-2.006812,0.0,864.0821691796237,0.0,0.0,0.0,0.0,0.0,0.0,0.0,864.0821691796237
CRWV,CORD,-2.007455,0.0,511.5269890325974,0.0,0.0,0.0,0.0,0.0,0.0,0.0,511.5269890325974
IREN,IREZ,-2.017233,0.0,475.77118739426356,0.0,0.0,0.0,0.0,0.0,0.0,0.0,475.77118739426356
DKNG,DKUP,-1.0,0.0,371.8241014310552,0.0,0.0,0.0,0.0,0.0,0.0,0.0,371.8241014310552
XLK,WEBS,-2.789294,313.26477971,0.0,0.0,0.0,0.0,-1.1875,0.0,0.0,0.0,312.07727971
CELH,CELT,-1.0,0.0,272.12799992021337,0.0,0.0,0.0,0.0,0.0,0.0,0.0,272.12799992021337
COIN,CONI,-1.924942,0.0,196.31257343206357,0.0,0.0,0.0,0.0,0.0,0.0,0.0,196.31257343206357
CLSK,CLSZ,-2.025434,342.45757941,-162.54176538428487,0.0,0.0,0.0,-0.12203582450483652,0.0,0.0,0.0,179.7937782012103
DASH,DASX,-1.0,0.0,164.72563111142568,0.0,0.0,0.0,0.0,0.0,0.0,0.0,164.72563111142568
AXON,AXUP,-1.0,0.0,105.63595632620907,0.0,0.0,0.0,0.0,0.0,0.0,0.0,105.63595632620907
QQQ,QID,-1.996857,72.44317078,0.0,0.0,0.0,0.0,-0.79,0.0,0.0,0.0,71.65317078
RKLB,RKLZ,-2.020436,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SVIX,UVIX,-1.984351,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RGTI,RGTZ,-1.99887,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SMCI,SMCZ,-2.039615,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SNDK,SNDQ,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
QS,QSX,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SPHB,HIBS,-3.006971,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
