symbol,description,realized_pnl,unrealized_pnl,dividends,withholding_tax,pil_dividends,borrow_fees,short_credit_interest,other_fees,bond_interest,total_pnl
NVDQ,T-REX 2X INVERSE NVIDIA DLY,0.0,137.996712,0.0,0.0,0.0,-25.509999999999998,5.3007294086917,0.0,0.0,117.7874414086917
SQQQ,PROSHARES ULTRAPRO SHORT QQQ,0.0,-104.768751,0.0,0.0,0.0,-4.77,4.196642572327359,0.0,0.0,-105.34210842767263
TSLQ,TRADR 2X SHORT TSLA DAILY ET,0.0,-134.032151,0.0,0.0,0.0,-5.14,5.955296944055235,0.0,0.0,-133.21685405594474
LABD,DRX DLY S&P BIOTECH BEAR 3X,0.0,-196.218574,0.0,0.0,0.0,-19.96,4.376716064630661,0.0,0.0,-211.80185793536933
SDS,PROSHARES ULTRASHORT S&P500,0.0,-220.381061,0.0,0.0,0.0,-8.959999999999999,5.815714582852979,0.0,0.0,-223.525346417147
SOXS,DIREXION DAILY SEMI BEAR 3X,0.0,-286.119684,0.0,0.0,0.0,-8.1,4.455170888147553,0.0,0.0,-289.76451311185247
EWV,PROSHARES ULTSHRT MSCI JAPAN,-409.18712052,0.0,0.0,0.0,0.0,-2.39,0.0,0.0,0.0,-411.57712052
FAZ,DIREXION DAILY FIN BEAR 3X,0.0,-438.801031,0.0,0.0,0.0,-14.530000000000001,4.627974737222289,0.0,0.0,-448.70305626277775
ZSL,PROSHARES ULTRASHORT SILVER,0.0,-1135.437632,0.0,0.0,0.0,-35.97,6.283082291063704,0.0,0.0,-1165.1245497089362
DUST,DIREXION DAILY GOLD MINERS I,-3.4059583,-1872.549378,0.0,0.0,0.0,-20.86,7.9002261524892745,0.0,0.0,-1888.9151101475106
