symbol,target_net_usd,actual_net_usd,discrepancy_usd,abs_discrepancy_usd,target_gross_usd,actual_gross_usd,gross_gap_usd,under_exposed
HMYY,-118723.48508833029,-770.0,117953.48508833029,117953.48508833029,118723.48508833029,770.0,-117953.48508833029,True
QBY,-103632.4291687036,0.0,103632.4291687036,103632.4291687036,103632.4291687036,0.0,-103632.4291687036,True
MTYY,-73490.88579478221,-44678.385,28812.50079478221,28812.50079478221,73490.88579478221,44678.385,-28812.50079478221,True
NFLU,-1290.284990125646,-16275.820000000002,-14985.535009874355,14985.535009874355,1290.284990125646,16275.820000000002,14985.535009874355,False
FBYY,-25424.57799881378,-11035.6472,14388.93079881378,14388.93079881378,25424.57799881378,11035.6472,-14388.93079881378,True
AMZO,0.0,-9371.9064,-9371.9064,9371.9064,0.0,9371.9064,9371.9064,False
MAAY,-22681.92419489724,-31834.6496,-9152.72540510276,9152.72540510276,22681.92419489724,31834.6496,9152.72540510276,False
MRVU,-2060.009889827817,-11027.6,-8967.590110172183,8967.590110172183,2060.009889827817,11027.6,8967.590110172183,False
NBIG,-8200.714312166054,0.0,8200.714312166054,8200.714312166054,8200.714312166054,0.0,-8200.714312166054,True
CRWG,-7940.772762404299,0.0,7940.772762404299,7940.772762404299,7940.772762404299,0.0,-7940.772762404299,True
EOSU,0.0,-7853.450000000001,-7853.450000000001,7853.450000000001,0.0,7853.450000000001,7853.450000000001,False
OKLL,-10616.204042580985,-2803.76,7812.444042580984,7812.444042580984,10616.204042580985,2803.76,-7812.444042580984,True
BTFL,-7576.848268207804,0.0,7576.848268207804,7576.848268207804,7576.848268207804,0.0,-7576.848268207804,True
NBIL,-6441.162725829429,0.0,6441.162725829429,6441.162725829429,6441.162725829429,0.0,-6441.162725829429,True
OPEG,-7862.545450249763,-1426.6636999999998,6435.881750249763,6435.881750249763,7862.545450249763,1426.6636999999998,-6435.881750249763,True
NUGT,-1595.5638410819674,-7823.88,-6228.316158918033,6228.316158918033,1595.5638410819674,7823.88,6228.316158918033,False
CRCA,-5906.251730644574,0.0,5906.251730644574,5906.251730644574,5906.251730644574,0.0,-5906.251730644574,True
MSFL,-755.0608776951227,-6503.32,-5748.259122304877,5748.259122304877,755.0608776951227,6503.32,5748.259122304877,False
TSLQ,0.0,-5703.33,-5703.33,5703.33,0.0,5703.33,5703.33,False
RDYY,-5513.976497168558,0.0,5513.976497168558,5513.976497168558,5513.976497168558,0.0,-5513.976497168558,True
INTW,-3276.9655178190183,-8651.29,-5374.324482180982,5374.324482180982,3276.9655178190183,8651.29,5374.324482180982,False
ZSL,0.0,-5183.099999999999,-5183.099999999999,5183.099999999999,0.0,5183.099999999999,5183.099999999999,False
DUST,0.0,-5137.72,-5137.72,5137.72,0.0,5137.72,5137.72,False
RCAX,-9531.376203202011,-4491.5199999999995,5039.856203202012,5039.856203202012,9531.376203202011,4491.5199999999995,-5039.856203202012,True
PANG,-999.2653476859828,-6005.44,-5006.174652314017,5006.174652314017,999.2653476859828,6005.44,5006.174652314017,False
AMZZ,-1158.1374017379858,-6152.5875,-4994.450098262014,4994.450098262014,1158.1374017379858,6152.5875,4994.450098262014,False
AMZU,-420.0225082501764,-5399.37,-4979.347491749823,4979.347491749823,420.0225082501764,5399.37,4979.347491749823,False
BOEG,-419.9757112927032,-5341.4174,-4921.441688707297,4921.441688707297,419.9757112927032,5341.4174,4921.441688707297,False
NNEX,-10845.311460549854,-5932.527599999999,4912.783860549855,4912.783860549855,10845.311460549854,5932.527599999999,-4912.783860549855,True
GUSH,-778.6157184365227,-5594.4,-4815.784281563477,4815.784281563477,778.6157184365227,5594.4,4815.784281563477,False
SDS,0.0,-4805.280000000001,-4805.280000000001,4805.280000000001,0.0,4805.280000000001,4805.280000000001,False
BMNU,-4702.5671286728575,0.0,4702.5671286728575,4702.5671286728575,4702.5671286728575,0.0,-4702.5671286728575,True
AAOX,-13321.547675475344,-17986.43,-4664.882324524657,4664.882324524657,13321.547675475344,17986.43,4664.882324524657,False
CEGX,-576.504526156684,-5238.72,-4662.215473843316,4662.215473843316,576.504526156684,5238.72,4662.215473843316,False
IOYY,-4623.9199173655725,0.0,4623.9199173655725,4623.9199173655725,4623.9199173655725,0.0,-4623.9199173655725,True
CRWU,-4538.410040461708,0.0,4538.410040461708,4538.410040461708,4538.410040461708,0.0,-4538.410040461708,True
ASMU,-442.2423596082131,-4964.85,-4522.607640391787,4522.607640391787,442.2423596082131,4964.85,4522.607640391787,False
CCUP,-4495.764778370635,0.0,4495.764778370635,4495.764778370635,4495.764778370635,0.0,-4495.764778370635,True
QBTX,-9313.418289553689,-4829.82,4483.598289553689,4483.598289553689,9313.418289553689,4829.82,-4483.598289553689,True
KLAG,-1638.379905119741,-6085.693200000001,-4447.3132948802595,4447.3132948802595,1638.379905119741,6085.693200000001,4447.3132948802595,False
XRPT,-4319.170206689304,0.0,4319.170206689304,4319.170206689304,4319.170206689304,0.0,-4319.170206689304,True
MSTU,-4251.797516835318,0.0,4251.797516835318,4251.797516835318,4251.797516835318,0.0,-4251.797516835318,True
CSCL,-415.0939942853233,-4578.382799999999,-4163.2888057146765,4163.2888057146765,415.0939942853233,4578.382799999999,4163.2888057146765,False
UNX,-5745.7677841046825,-1636.5900000000001,4109.177784104682,4109.177784104682,5745.7677841046825,1636.5900000000001,-4109.177784104682,True
XOMX,-420.81725682244735,-4518.235,-4097.417743177552,4097.417743177552,420.81725682244735,4518.235,4097.417743177552,False
