symbol,overlay_type,net_notional_usd,gross_notional_usd,n_legs
AMZO,flow_program,18414.671447231998,18414.671447231998,1
TSLQ,flow_program,10671.586312950001,10671.586312950001,1
ZSL,flow_program,10490.1123717,10490.1123717,1
DUST,flow_program,10198.93421148,10198.93421148,1
SQQQ,flow_program,9759.143734999998,9759.143734999998,1
FAZ,flow_program,9549.25814016,9549.25814016,1
SDS,flow_program,9300.355149600002,9300.355149600002,1
LABD,flow_program,8487.8763813,8487.8763813,1
NVDQ,flow_program,7655.8142038,7655.8142038,1
SOXS,flow_program,6168.234163840001,6168.234163840001,1
EWV,flow_program,1207.038609,1207.038609,1
