underlying,net_notional_usd,gross_notional_usd,ratio_spot_b1,ratio_spot_b2,ratio_spot_b4,ratio_spot_source,net_bucket_1,net_bucket_2,net_bucket_4
NVDA,36158.21,36158.21,0.9981933993942885,0.0018066006057114634,0.0,sleeve_balance,36092.886555912555,65.3234440874423,0.0
IBIT,35684.22,35684.22,0.8076915398259475,0.19230846017405245,0.0,sleeve_balance,28821.842599287877,6862.3774007121265,0.0
AMD,34062.54,34062.54,1.0,0.0,0.0,sleeve_balance,34062.54,0.0,0.0
NFLX,31773.28,31773.28,1.0,0.0,0.0,sleeve_balance,31773.28,0.0,0.0
AAOI,30025.239999999998,30025.239999999998,1.0,0.0,0.0,sleeve_balance,30025.239999999998,0.0,0.0
MSFT,28827.75,28827.75,0.993743894919999,0.0,0.0,sleeve_balance,28647.40056678,0.0,0.0
PLTR,28327.18,28327.18,0.8673431199575813,0.0,0.0,sleeve_balance,24569.384680799998,0.0,0.0
ETHA,27293.839999999997,27293.839999999997,1.0,0.0,0.0,sleeve_balance,27293.839999999997,0.0,0.0
AVGO,22405.25,22405.25,1.0,0.0,0.0,sleeve_balance,22405.25,0.0,0.0
NVTS,21770.940000000002,21770.940000000002,1.0,0.0,0.0,sleeve_balance,21770.940000000002,0.0,0.0
PANW,21613.829999999998,21613.829999999998,0.9188767739766622,0.0,0.0,sleeve_balance,19860.44638368,0.0,0.0
AMZN,21110.32,21110.32,1.0,0.0,0.0,sleeve_balance,21110.32,0.0,0.0
CRML,20164.38,20164.38,1.0,0.0,0.0,sleeve_balance,20164.38,0.0,0.0
GDX,19953.56,19953.56,1.0,0.0,0.0,sleeve_balance,19953.56,0.0,0.0
MRVL,19169.800000000003,19169.800000000003,1.0,0.0,0.0,sleeve_balance,19169.800000000003,0.0,0.0
GOOGL,18957.29,18957.29,1.0,0.0,0.0,sleeve_balance,18957.29,0.0,0.0
MSTR,18530.4,18530.4,0.0,0.9479666186617667,0.0,sleeve_balance,0.0,17566.200630450003,0.0
XRPZ,17953.32,17953.32,0.9848610710843456,0.0,0.0,sleeve_balance,17681.525964720004,0.0,0.0
BA,17771.199999999997,17771.199999999997,1.0,0.0,0.0,sleeve_balance,17771.199999999997,0.0,0.0
TSLA,17621.0,17621.0,0.9870630844805064,0.002649525802167868,0.0,sleeve_balance,17393.038611631004,46.68729416,0.0
NBIS,17001.6,17001.6,1.0,0.0,0.0,sleeve_balance,17001.6,0.0,0.0
TSM,16261.08,16261.08,1.0,0.0,0.0,sleeve_balance,16261.08,0.0,0.0
AAPL,16070.4,16070.4,0.9912054482601553,0.0,0.0,sleeve_balance,15929.06803572,0.0,0.0
INTC,15186.940000000002,15186.940000000002,1.0,0.0,0.0,sleeve_balance,15186.940000000002,0.0,0.0
QUBT,14779.91,14779.91,1.0,0.0,0.0,sleeve_balance,14779.91,0.0,0.0
META,14594.189999999999,14594.189999999999,0.5407294644163192,0.428345254771714,0.0,sleeve_balance,7891.508542290001,6251.3520337368,0.0
ALAB,13677.189999999999,13677.189999999999,1.0,0.0,0.0,sleeve_balance,13677.189999999999,0.0,0.0
PLUG,13420.65,13420.65,1.0,0.0,0.0,sleeve_balance,13420.65,0.0,0.0
CRWV,13232.4,13232.4,1.0,0.0,0.0,sleeve_balance,13232.4,0.0,0.0
EOSE,13090.0,13090.0,1.0,0.0,0.0,sleeve_balance,13090.0,0.0,0.0
TER,12954.55,12954.55,1.0,0.0,0.0,sleeve_balance,12954.55,0.0,0.0
FIGR,12913.23,12913.23,1.0,0.0,0.0,sleeve_balance,12913.23,0.0,0.0
WULF,12720.3,12720.3,1.0,0.0,0.0,sleeve_balance,12720.3,0.0,0.0
GSOL,12402.06,12402.06,0.9968765571816296,0.0,0.0,sleeve_balance,12363.32287476,0.0,0.0
ASTS,12173.31,12173.31,1.0,0.0,0.0,sleeve_balance,12173.31,0.0,0.0
ONDS,12083.720000000001,12083.720000000001,0.982075662143777,0.0,0.0,sleeve_balance,11867.127320160002,0.0,0.0
NNE,11809.800000000001,11809.800000000001,0.9999537541189857,0.0,0.0,sleeve_balance,11809.253845394398,0.0,0.0
FLY,11717.599999999999,11717.599999999999,0.9998386877125008,0.0,0.0,sleeve_balance,11715.709807139998,0.0,0.0
XOP,11470.92,11470.92,0.9804543339854169,0.0,0.0,sleeve_balance,11246.7132288,0.0,0.0
SNDK,11430.0,11430.0,1.0,0.0,0.0,sleeve_balance,11430.0,0.0,0.0
MARA,11043.76,11043.76,0.0,0.8995847676805725,0.0,sleeve_balance,0.0,9934.79827392,0.0
KLAC,10612.68,10612.68,1.0,0.0,0.0,sleeve_balance,10612.68,0.0,0.0
BMNR,10539.900000000001,10539.900000000001,0.9983725628298179,0.0,0.0,sleeve_balance,10522.74697497,0.0,0.0
CORZ,10290.5,10290.5,1.0,0.0,0.0,sleeve_balance,10290.5,0.0,0.0
CRCL,10262.720000000001,10262.720000000001,0.9957527896347167,0.0,0.0,sleeve_balance,10219.13206924,0.0,0.0
CEG,10210.2,10210.2,1.0,0.0,0.0,sleeve_balance,10210.2,0.0,0.0
VRT,10198.64,10198.64,1.0,0.0,0.0,sleeve_balance,10198.64,0.0,0.0
BBAI,10130.4,10130.4,0.9249508890961857,0.0,0.0,sleeve_balance,9370.1224869,0.0,0.0
GEV,9911.2,9911.2,1.0,0.0,0.0,sleeve_balance,9911.2,0.0,0.0
SRPT,9827.289999999999,9827.289999999999,0.9582214128685019,0.0,0.0,sleeve_balance,9416.7197084685,0.0,0.0
UNH,9703.0,9703.0,1.0,0.0,0.0,sleeve_balance,9703.0,0.0,0.0
QBTS,9669.0,9669.0,0.9948829780825318,0.0,0.0,sleeve_balance,9619.52351508,0.0,0.0
HUT,9626.880000000001,9626.880000000001,1.0,0.0,0.0,sleeve_balance,9626.880000000001,0.0,0.0
FXI,9625.44,9625.44,1.0,0.0,0.0,sleeve_balance,9625.44,0.0,0.0
LEU,9599.5,9599.5,1.0,0.0,0.0,sleeve_balance,9599.5,0.0,0.0
IREN,9389.26,9389.26,1.0,0.0,0.0,sleeve_balance,9389.26,0.0,0.0
RCAT,9326.7,9326.7,0.9668718322064609,0.0,0.0,sleeve_balance,9017.72351744,0.0,0.0
XOM,9311.039999999999,9311.039999999999,0.9648372553597665,0.0,0.0,sleeve_balance,8983.638278145,0.0,0.0
CSCO,9223.199999999999,9223.199999999999,1.0,0.0,0.0,sleeve_balance,9223.199999999999,0.0,0.0
ASML,9001.2,9001.2,1.0,0.0,0.0,sleeve_balance,9001.2,0.0,0.0
CRM,8813.82,8813.82,0.9293308754773753,0.0,0.0,sleeve_balance,8190.955056899999,0.0,0.0
NU,8685.949999999999,8685.949999999999,0.9294181598667274,0.0,0.0,sleeve_balance,8072.8796656944,0.0,0.0
SOXX,8653.48,8653.48,1.0,0.0,0.0,sleeve_balance,8653.48,0.0,0.0
BLSH,8649.12,8649.12,0.986100777460597,0.0,0.0,sleeve_balance,8528.90395635,0.0,0.0
MU,8531.2,8531.2,1.0,0.0,0.0,sleeve_balance,8531.2,0.0,0.0
SOFI,8525.0,8525.0,1.0,0.0,0.0,sleeve_balance,8525.0,0.0,0.0
SOEZ,8520.56,8520.56,0.9855046986207482,0.0,0.0,sleeve_balance,8397.051914880001,0.0,0.0
LUNR,8519.09,8519.09,1.0,0.0,0.0,sleeve_balance,8519.09,0.0,0.0
CRDO,8464.68,8464.68,1.0,0.0,0.0,sleeve_balance,8464.68,0.0,0.0
UEC,8453.699999999999,8453.699999999999,0.9636664100285676,0.0,0.0,sleeve_balance,8146.546730458501,0.0,0.0
UBER,8246.76,8246.76,0.9888313370410196,0.0,0.0,sleeve_balance,8154.654717056399,0.0,0.0
URA,8192.26,8192.26,1.0,0.0,0.0,sleeve_balance,8192.26,0.0,0.0
ASHR,7991.099999999999,7991.099999999999,1.0,0.0,0.0,sleeve_balance,7991.099999999999,0.0,0.0
COPX,7977.780000000001,7977.780000000001,1.0,0.0,0.0,sleeve_balance,7977.780000000001,0.0,0.0
COST,7846.8,7846.8,1.0,0.0,0.0,sleeve_balance,7846.8,0.0,0.0
USAR,7756.98,7756.98,1.0,0.0,0.0,sleeve_balance,7756.98,0.0,0.0
QCOM,7743.160000000001,7743.160000000001,1.0,0.0,0.0,sleeve_balance,7743.160000000001,0.0,0.0
KWEB,7725.679999999999,7725.679999999999,0.9981324032499406,0.0,0.0,sleeve_balance,7711.25154514,0.0,0.0
MRNA,7703.36,7703.36,0.981888536146954,0.0,0.0,sleeve_balance,7563.840873812999,0.0,0.0
CIFR,7583.52,7583.52,1.0,0.0,0.0,sleeve_balance,7583.52,0.0,0.0
SBET,7537.5,7537.5,1.0,0.0,0.0,sleeve_balance,7537.5,0.0,0.0
RBLX,7495.799999999999,7495.799999999999,0.9866104635315778,0.0,0.0,sleeve_balance,7395.43471254,0.0,0.0
RKT,7384.24,7384.24,1.0,0.0,0.0,sleeve_balance,7384.24,0.0,0.0
PONY,7248.879999999999,7248.879999999999,1.0,0.0,0.0,sleeve_balance,7248.879999999999,0.0,0.0
BABA,7168.5599999999995,7168.5599999999995,1.0,0.0,0.0,sleeve_balance,7168.5599999999995,0.0,0.0
CMG,7056.360000000001,7056.360000000001,1.0,0.0,0.0,sleeve_balance,7056.360000000001,0.0,0.0
TEM,6851.0199999999995,6851.0199999999995,0.9702376281925904,0.0,0.0,sleeve_balance,6647.1173955,0.0,0.0
SNOW,6846.240000000001,6846.240000000001,0.8151610780340741,0.0,0.0,sleeve_balance,5580.78837888,0.0,0.0
DUOL,6734.16,6734.16,0.9896943253549071,0.0,0.0,sleeve_balance,6664.759938032001,0.0,0.0
CLSK,6671.2,6671.2,1.0,0.0,0.0,sleeve_balance,6671.2,0.0,0.0
GLXY,6502.5,6502.5,1.0,0.0,0.0,sleeve_balance,6502.5,0.0,0.0
LAC,6070.68,6070.68,1.0,0.0,0.0,sleeve_balance,6070.68,0.0,0.0
F,5958.4,5958.4,0.0,0.0,0.0,sleeve_balance,0.0,0.0,0.0
FIG,5715.64,5715.64,0.8778355407212489,0.0,0.0,sleeve_balance,5017.391929967999,0.0,0.0
RDW,5554.4400000000005,5554.4400000000005,0.97481623675474,0.0,0.0,sleeve_balance,5414.558298079999,0.0,0.0
OKLO,5447.94,5447.94,1.0,0.0,0.0,sleeve_balance,5447.94,0.0,0.0
MDB,5431.219999999999,5431.219999999999,0.9657587577284663,0.0,0.0,sleeve_balance,5245.24828015,0.0,0.0
IONQ,5356.8,5356.8,1.0,0.0,0.0,sleeve_balance,5356.8,0.0,0.0
HL,5202.9,5202.9,0.9719268448595976,0.0,0.0,sleeve_balance,5056.83818112,0.0,0.0
PAAS,4925.22,4925.22,0.9720003235476788,0.0,0.0,sleeve_balance,4787.315433543499,0.0,0.0
COIN,4712.31,4712.31,0.9797646173120188,0.0,0.0,sleeve_balance,4616.9546038056,0.0,0.0
BE,4593.42,4593.42,1.0,0.0,0.0,sleeve_balance,4593.42,0.0,0.0
UPST,4349.3,4349.3,1.0,0.0,0.0,sleeve_balance,4349.3,0.0,0.0
GRAB,4300.69,4300.69,1.0,0.0,0.0,sleeve_balance,4300.69,0.0,0.0
SATS,4143.15,4143.15,1.0,0.0,0.0,sleeve_balance,4143.15,0.0,0.0
RDDT,3883.1,3883.1,1.0,0.0,0.0,sleeve_balance,3883.1,0.0,0.0
DELL,3606.0099999999998,3606.0099999999998,1.0,0.0,0.0,sleeve_balance,3606.0099999999998,0.0,0.0
