underlying,symbols,net_notional_usd,gross_notional_usd,n_legs
SMCI,"SMCI, SMCL, SMCX",8194.043142489994,19424.788297749994,3
IONQ,"IONL, IONQ, IONX, QPUX",4409.462905715593,33053.104219775596,4
HOOD,"HODU, HOOD, HOOG, HOOX, ROBN",3857.538440668197,32181.063107661394,5
COIN,"COIA, COIG, COIN, CONL, CONX",2938.4796138308952,21105.503946569097,5
ONDS,"ONDG, ONDL, ONDS",2586.0643948800025,53720.815605120006,3
IBIT,"BITU, BITX, BTCL, IBIT",2234.9840879900103,7273.621969600011,4
MARA,"MARA, MRAL",2057.2227218330013,3845.3532782330017,2
AMD,"AMD, AMDG, AMDL, AMUU",1897.5353531750993,19652.4825438927,4
META,"FBL, META, METU",1604.5568390099995,4862.364326589999,3
HIMS,"HIMS, HIMZ",1589.6401647200018,15923.052352880002,2
RIOT,"RIOT, RIOX",1498.8508846599998,8293.26180334,2
BULL,"BULG, BULL",1280.2461975599997,2965.3538024399995,2
CVNA,CVNA,1257.61,1257.61,1
OKLO,"OKLL, OKLO",1201.6767959800018,29270.06320402,2
FLY,"FLY, FLYT",870.0839902999978,47568.67600969999,2
UUUU,"UUUG, UUUU",738.3558603056008,20348.8241396944,2
CRDO,"CRDO, CRDU",585.35596128,23774.64403872,2
APP,"APP, APPX",552.01769952,10625.38230048,2
MSTR,"MSTP, MSTR, MSTU, MSTX",532.9413449949943,7326.921715910994,4
BABA,"BABA, BABU, BABX",480.95880693999675,4672.0012570599965,3
OPEN,"OPEG, OPEN, OPEX",427.9165360529987,18184.083463947,3
ETHA,"ETHA, ETHT, ETHU, ETU",358.29745785999967,20476.54254214,4
WDC,"WDC, WDCX",352.89634751999984,13459.10365248,2
PL,"PL, PLU",344.0074448100013,16719.75255519,2
KEEL,"KEEL, KEEX",328.16903759199704,41644.37096240801,2
BBAI,"BAIG, BBAI",317.5429046399977,16434.69709536,2
ACHR,"ACHR, ARCX",316.69916368000077,8423.90083632,2
RKT,"RKT, RKTL",310.16210400000045,6992.797896,2
PONY,"PONX, PONY",288.4311008000004,7512.5288992,2
RGTI,"RGTI, RGTU, RGTX",284.0792312000003,21266.6407688,3
RCAT,"RCAT, RCAX",253.7968224000033,51041.403177600005,2
XRPZ,"UXRP, XRPT, XRPZ, XXRP",224.6446884699999,25142.23531153,4
LMND,"LMND, LMNX",202.5655674088,4026.1744325911995,2
MU,"MU, MULL, MUU",194.9630933658009,17195.6938997658,3
INTC,"INTC, INTW, LINT",159.31880159999992,10124.4411984,3
GDXJ,"GDXJ, JNUG",153.60368080000012,3427.1963192000003,2
TDOG,"TDOG, TXXD",126.80467645499994,7182.311323545,2
FIG,"FIG, FIGG",123.34829600000103,11086.631704,2
U,"U, UNX",121.41812799999934,9908.601872000001,2
SOEZ,"SOEZ, SOLT",118.55050425000081,9073.21969575,2
DUOL,"DUOG, DUOL",117.86693906209985,7522.6330609379,2
AFRM,"AFRM, AFRU",116.30134474000033,4555.29865526,2
ALB,"ALB, ALBG",104.99410331879994,2545.4058966812,2
AVGO,"AVGG, AVGO, AVL",102.46825405999994,4924.45174594,3
ZETA,"ZETA, ZETX",98.74239166000052,7633.3576083399985,2
AVAV,"AVAV, AVXX",97.9443513999995,9304.4556486,2
QS,"QS, QSU",95.67355473999987,6914.08644526,2
ASML,"ASML, ASMU",87.25667152000005,3427.68332848,2
SOUN,"SOUN, SOUX",70.98951961209991,4094.2104803879,2
TTD,"TTD, TTDU",67.76681024999993,2708.19318975,2
SOFI,"SOFA, SOFI, SOFX",64.28299237759938,7824.717007622399,3
PLUG,"PLUG, PLUL",59.793556135299696,8400.2064438647,2
NVO,"NVO, NVOX",53.611529639999844,2571.38847036,2
QUBT,"QUBT, QUBX",50.61393393000071,19061.906066069998,2
DKNG,"DKNG, DKNX",47.1133259904002,2489.8866740096,2
UPST,"UPST, UPSX",34.958666400000766,7580.7613336,2
NIO,"NIO, NIOG",22.88406500500014,2799.355934995,2
SHOP,"SHOP, SHPU",22.120450880000135,5547.79954912,2
GLW,"GLW, GLWG",20.01028224000038,4329.389717759999,2
CRWD,"CRWD, CRWL",18.065454379999892,1420.1145456200002,2
NU,"NU, NUG",15.747074855999983,226.652925144,2
SPOT,"SPOG, SPOT",12.276295086900063,2949.2037049131,2
CMG,"CMG, CMGG",12.168906403300184,1227.7510935966998,2
SBUX,"SBU, SBUX",11.26068736000002,553.57931264,2
TSUI,"TSUI, TXXS",9.165060610799628,18065.7041393892,2
PLTR,"PLTA, PLTG, PLTR, PLTU, PTIR",8.296672919999764,11327.70332708,5
NET,"NET, NETG",7.443065087999912,2141.676934912,2
NOW,"NOW, NOWL",7.067119670000011,3096.29288033,2
EWW,"EWW, MEXX",3.1558211880000044,2008.4641788120002,2
CORZ,"CORZ, COZX",1.9328708000002734,8147.7871292,2
PYPL,"PYPG, PYPL",-0.3965906250000444,1539.396590625,2
MP,"MP, MPG, MPL",-5.279276400000299,5372.9992764,3
UBER,"UBER, UBRL",-5.680366800000229,2749.6603668,2
APH,"APH, APHU",-12.803268449000143,1480.5032684490002,2
KWEB,"CWEB, KWEB",-16.070322400000123,2240.7303223999997,2
SATS,"SATG, SATS",-16.113935960000163,2010.3539359600002,2
AAPL,"AAPB, AAPL",-19.289517279999927,1264.20951728,2
XYZ,"XYZ, XYZG",-20.160812485199813,2713.9808124851997,2
OSCR,"OSCR, OSCX",-24.64980264639871,9323.049802646401,2
XPEV,"XPEG, XPEV",-24.96485374299982,2714.5648537429997,2
FXI,"FXI, YINN",-25.034483999999793,3075.454484,2
TER,"TER, TERG",-29.313439619999826,4097.913439620001,2
OKTA,"OKTA, OKTG",-39.057421808999834,3990.417421809,2
KTOS,"KTOS, KTUP",-42.00789832000055,4733.6078983200005,2
CRM,"CRM, CRMG",-44.067300699999805,3441.5673006999996,2
ORCL,"ORCL, ORCU, ORCX",-46.64398207999966,9500.24398208,3
CEG,"CEG, CEGX",-48.188764310000124,2694.0887643099995,2
LAC,"LAC, LACG",-48.311064640000495,6423.31106464,2
PANW,"PALU, PANG, PANW",-52.41049229999999,4520.4104922999995,3
ADBE,"ADBE, ADBG",-67.51057079999998,1618.0305708,2
SNOW,"SNOU, SNOW",-68.53289647999964,6417.2128964799995,2
IBM,IBX,-69.22123595999999,69.22123595999999,1
NFLX,"NFLU, NFLX, NFXL",-73.07972024000003,2519.87972024,3
BLSH,"BLSG, BLSH",-74.52923694079982,8913.2092369408,2
MRNA,"MRNA, MRNX",-74.71462740949983,4924.1746274095,2
ANET,"ANEL, ANET",-75.54440960000011,3727.7644096,2
GEMI,"GEMG, GEMI",-75.61478177659956,14924.2947817766,2
PAAS,"PAAS, PAAU",-79.54076586300062,5718.999795862999,2
NEM,"NEM, NEMG",-80.70643611000037,3330.6064361100007,2
