bucket,etf,underlying,w_book,frac_sleeve,n_obs_decay,n_obs_beta,mu_used,sigma_eff,w_pre,prev_w_book,delta_w_book,haircut_factor,ema_applied
core_leveraged,NVTX,NVTS,0.09999999983600098,0.14814814790518663,0.0,0.0,1.086582317545798,0.17177853290483888,2.213919310579444,0.09999999983600098,0.0,1.0,False
core_leveraged,ASTX,ASTS,0.09999999981369462,0.14814814787214017,0.0,0.0,0.9163964475529239,0.11627323270271583,2.7584917799918687,0.09999999981369462,0.0,1.0,False
core_leveraged,IRE,IREN,0.09999999978908407,0.1481481478356801,0.0,0.0,0.8984756171362082,0.1350732174805186,2.328118570530297,0.09999999978908407,0.0,1.0,False
core_leveraged,SMU,SMR,0.0999999997789837,0.14814814782071659,0.0,0.0,0.8355048127329259,0.1351590893931274,2.1635739465953625,0.0999999997789837,0.0,1.0,False
core_leveraged,CLSX,CLSK,0.09999999966540439,0.14814814765245093,0.0,0.0,0.7775148405313508,0.14135964308787097,1.9250911238988706,0.09999999966540439,0.0,1.0,False
core_leveraged,NBIG,NBIS,0.099999994529909,0.14814814004430962,0.0,0.0,0.8369972523656957,0.12251775776005384,2.391074107818089,0.099999994529909,0.0,1.0,False
core_leveraged,WULX,WULF,0.07499999922719273,0.11111110996621146,0.0,0.0,0.7380507593462613,0.16847516205867977,1.533269133649621,0.07499999922719273,0.0,1.0,False
whitelist_stock,IOYY,IONQ,0.03999999998821572,0.19999999994107856,0.0,0.0,0.5932301134989253,0.26826695080684526,0.7739698800025493,0.03999999998821572,0.0,1.0,False
whitelist_stock,MAAY,MARA,0.039999999984814204,0.19999999992407097,0.0,0.0,0.5770089807709469,0.2539926558008446,0.7951141052998896,0.039999999984814204,0.0,1.0,False
whitelist_stock,MTYY,MSTR,0.039999999967520114,0.19999999983760053,0.0,0.0,0.5278188691463831,0.26318686433342864,0.7019218252746583,0.039999999967520114,0.0,1.0,False
whitelist_stock,SMYY,SMCI,0.03999999996595929,0.19999999982979644,0.0,0.0,0.5250177588623346,0.2740435310679673,0.6705365928022674,0.03999999996595929,0.0,1.0,False
whitelist_stock,XBTY,IBIT,0.03999999994840279,0.1999999997420139,0.0,0.0,0.5029723900564718,0.21170235870678145,0.8315464107019702,0.03999999994840279,0.0,1.0,False
inverse_decay_bucket4,MSDD,MSTR,0.025000000014953682,0.20000000011962946,0.0,0.0,1.0779873420469552,0.4337188320447181,0.8699082028274338,0.025000000014953682,0.0,1.0,False
inverse_decay_bucket4,ETHD,ETHA,0.025000000010597465,0.20000000008477972,0.0,0.0,1.1318838934892521,0.30106243085983114,1.3158711353981007,0.025000000010597465,0.0,1.0,False
inverse_decay_bucket4,CORD,CRWV,0.025000000005028118,0.20000000004022495,0.0,0.0,0.8738330124831828,0.9925464042879254,0.3081382926257553,0.025000000005028118,0.0,1.0,False
inverse_decay_bucket4,CONI,COIN,0.024999999988053467,0.19999999990442774,0.0,0.0,0.6562780248116088,0.4465912411484712,0.5143345581372457,0.024999999988053467,0.0,1.0,False
inverse_decay_bucket4,PLTZ,PLTR,0.024999999981367278,0.19999999985093822,0.0,0.0,0.6241217588356408,0.2664824843433857,0.8197259798546163,0.024999999981367278,0.0,1.0,False
