symbol,overlay_type,net_notional_usd,gross_notional_usd,n_legs
DUST,flow_program,13839.954736,13839.954736,1
ZSL,flow_program,11968.07968512,11968.07968512,1
FAZ,flow_program,10585.643852700001,10585.643852700001,1
SQQQ,flow_program,10539.54486208,10539.54486208,1
LABD,flow_program,10128.453158459999,10128.453158459999,1
SOXS,flow_program,9584.544870600002,9584.544870600002,1
SDS,flow_program,9297.467735400001,9297.467735400001,1
TSLQ,flow_program,8908.4516352,8908.4516352,1
NVDQ,flow_program,8594.31515576,8594.31515576,1
EWV,flow_program,443.30595180000006,443.30595180000006,1
