underlying,symbols,net_notional_usd,gross_notional_usd,n_legs
CRCL,"CRCG, CRCL",2348.2224224400015,19254.65757756,2
MSFT,"MSFL, MSFT, MSFU, MSFW, MSFX",2171.3736614400023,53484.626338559996,5
MSTR,"MSTR, MSTW, MTYY",1938.4928331256015,37017.9071668744,3
META,"FBL, FBYY, META",1921.073307181201,26633.646692818802,3
PANW,"PALU, PANG, PANW",1467.9043594639952,33466.255640536,3
SMCI,"SMCI, SMCL",1363.0040287500003,4553.29597125,2
SMR,"SMR, SMUP",1266.8934889743978,49982.0665110256,2
XRPZ,"UXRP, XRPZ, XXRP",1252.6633416640016,36091.216658335994,3
LEU,"LEU, LEUX",1203.947270149998,19281.61272985,2
MU,"MU, MUU",1064.653685449999,14218.94631455,2
NFLX,"NFLU, NFLW, NFLX",1041.981247159997,55802.49875284001,3
GOOGL,"GGLL, GOOGL, GOOX",1032.7987930400004,30387.64120696,3
HOOD,"HOOD, HOOW",888.8178198400001,8541.38218016,2
MARA,"MAAY, MARA, MARO",876.7899922799993,16776.17000772,3
FIG,"FIG, FIGG",830.9580180800003,11738.681981919999,2
NBIS,"NBIS, NEBX",786.8343354000008,21310.445664599996,2
CRML,"CRML, CRMU",651.1855102175978,30046.7344897824,2
COIN,"COIN, CONX",634.94997582,8420.05002418,2
CRM,"CRM, CRMG",616.796562786003,17943.123437214,2
PLTR,"PLTA, PLTR, PLTU, PLTW, PTIR",610.4923784692037,70361.1876215308,5
KWEB,"CWEB, KWEB",602.1908703200006,15075.12912968,2
AMZN,"AMZN, AMZU, AMZZ",560.5464610199997,34583.31353898,3
SOFI,"SOFA, SOFI",558.1446739548,15273.2153260452,2
BE,"BE, BEX",527.7546433600005,6983.24535664,2
SNOW,"SNOU, SNOW",514.3177807500006,15867.902219250002,2
U,"U, UNX",499.2712519416,4627.128748058401,2
IBIT,"BITU, BITX, BTCL, IBIT, XBTY",486.0421019888008,68445.6778980112,5
UPST,"UPST, UPSX",475.18833600000016,7195.271664,2
EWY,"EWY, KORU",473.98611359999995,4380.1338864,2
ACHR,"ACHR, ARCX",422.54351459999975,3413.8564853999997,2
RBLX,"RBLU, RBLX",407.3033236000001,13301.996676399998,2
BA,"BA, BOEG, BOEU",387.83923360850076,29154.4407663915,3
ZETA,"ZETA, ZETX",378.66882114999976,3874.93117885,2
OSCR,"OSCG, OSCR",366.8650267000005,3442.6549733,2
AAPL,"AAPB, AAPL, AAPU",363.5085888729991,30961.371411127002,3
TEM,"TEM, TEMT",363.49362011999983,12822.82637988,2
CRDO,"CRDO, CRDU",363.39943397999923,11482.34056602,2
ALAB,"ALAB, LABX",361.6464914999997,17447.1935085,2
OPEN,"OPEG, OPEN",353.81262631679965,7347.187373683199,2
UPS,"UPS, UPSG",328.6283519100002,3802.9116480899997,2
UEC,"UEC, UECG",327.5026943999983,14564.0173056,2
AAL,"AAL, AALG",306.8529196218999,3731.3870803781,2
ADBE,"ADBE, ADBG",304.909314,3491.090686,2
ETOR,"ETOR, ETRL",297.6091017990002,5226.590898201,2
KTOS,"KTOS, KTUP",293.1143022900003,4025.8056977099995,2
CORZ,"CORZ, COZX",290.29514720000043,16862.004852799997,2
UBER,"UBER, UBRL",287.81376335999903,15935.94623664,2
FXI,"FXI, YINN",283.13549280000007,17788.8645072,2
CEG,"CEG, CEGX",278.34792089999974,20954.052079099998,2
SHOP,"SHOP, SHPU",269.1987933600001,3993.9212066399996,2
QBTS,"QBTS, QBTX",265.2323712000016,21105.567628800003,2
ISRG,"ISRG, ISUL",265.0601930208004,5374.6998069792,2
NOW,"NOW, NOWL",255.42542015999993,3866.97457984,2
MRNA,"MRNA, MRNX",253.5588117719999,17307.561188228,2
RDW,"RDW, RDWU",252.79444555999999,8467.525554439999,2
XYZ,"XYZ, XYZG",250.67375496800014,4070.046245032,2
UNH,"UNH, UNHG",246.67006949999995,14904.129930500001,2
GDXJ,"GDXJ, JNUG",237.3354300000001,3841.10457,2
LLY,"ELIL, LLY",218.2728460251999,3446.9671539747997,2
UUUU,"UUUG, UUUU",216.98005300649993,6533.0199469935,2
QCOM,"QCMU, QCOM",206.1468732000003,15175.1531268,2
EWW,"EWW, MEXX",205.84634857000037,4905.03365143,2
AVGO,"AVGG, AVGO, AVL",205.81256533000123,33588.04743467,3
RDDT,"RDDT, RDTL",205.58617458859953,6217.3938254114,2
RTX,"RTX, RTXG",199.67604149999988,4090.3239585,2
ORCL,"ORCL, ORCU",193.94409374759994,4186.6559062524,2
URA,"URA, URAA",192.78107424000063,14590.118925760002,2
SOEZ,"SOEZ, SOLT",168.19337760000053,18356.2866224,2
SBUX,"SBU, SBUX",165.82115118000002,4283.77884882,2
OKLO,"OKLL, OKLO",156.8603664000011,11891.9996336,2
FCX,"FCX, FCXG",147.33279720869996,4534.0472027913,2
PYPL,"PYPG, PYPL",146.3948074824002,4338.6051925176,2
BIDU,"BIDG, BIDU",141.50722303199973,4251.292776968001,2
LMT,"LMT, LMTL",140.14700880900023,3605.052991191,2
CRWD,"CRWD, CRWL",134.38540474560023,3724.2145952544,2
LAC,"LAC, LACG",132.35274355559977,10681.147256444401,2
ASML,"ASML, ASMU",131.89948948480014,16594.7805105152,2
ARKK,"ARKK, TARK",120.78178912000021,4352.81821088,2
ORLY,"ORLG, ORLY",104.71806192979966,4453.2819380702,2
BABA,"BABA, BABX",96.38446095000108,14449.05553905,2
APP,"APP, APPX",93.58555583999942,6020.07444416,2
DNN,"DNN, DNNG",83.91637982999964,4392.86362017,2
CMG,"CMG, CMGG",77.98023827199995,13182.019761728,2
BULL,"BULG, BULL",68.31880601999978,4003.1611939799996,2
LRCX,"LRCU, LRCX",68.12937710000006,4600.8706229,2
SNAP,"SNAG, SNAP",62.32225310720037,3224.3577468927997,2
RKT,"RKT, RKTL",50.72986239999955,13153.2301376,2
CLSK,"CLSK, CLSX",49.352804000000106,11603.847196,2
DKNG,DKNG,42.84,42.84,1
VALE,"VALE, VALG",40.5613282360996,4622.5586717639,2
NEM,"NEM, NEMG",36.520101809999915,3212.1198981899997,2
NOK,"LNOK, NOK",18.63375301999986,4405.02624698,2
ASHR,"ASHR, CHAU",8.338098960000934,15295.261901040001,2
TSM,"TSM, TSMG, TSMU",-25.446367754600033,27845.4463677546,3
GLXY,"GLXU, GLXY",-29.777859400000125,12358.517859399999,2
WDC,"WDC, WDCX",-30.695382399999744,4768.935382399999,2
INTC,"INTC, INTW",-33.22100169999976,17301.1010017,2
NVDA,"NVDA, NVDB, NVDG, NVDL, NVDU",-34.69372394749735,65074.2137239475,5
BMNR,"BMNG, BMNR",-38.95249968000098,18517.75249968,2
APH,"APH, APHU",-45.87146723199976,4165.231467231999,2
PLUG,"PLUG, PLUL",-55.362510799999654,19295.882510800002,2
IREN,"IREG, IREN",-73.91341011179975,17723.0934101118,2
ETHA,"ETHA, ETHT, ETHU, ETU",-98.783535999999,48278.543536,4
OKTA,"OKTA, OKTG",-108.12974881679975,5107.8097488168005,2
NU,"NU, NUG",-111.98820607839934,15033.428206078399,2
CLS,"CLS, CSEX",-127.67971749999992,3754.3197175000005,2
TSLA,"TSLA, TSLI, TSLL, TSLR",-144.82773427500206,37967.927734275,4
LITE,"LITE, LITX",-170.5071925000002,6387.8671925,2
CSCO,"CSCL, CSCO",-181.64099719500155,17856.920997195,2
SATS,"SATG, SATS",-208.30936000000065,7590.649359999999,2
KLAC,"KLAC, KLAG",-217.95623510519908,18743.796235105197,2
COPX,"COPX, COPZ",-232.08474264570032,13242.1647426457,2
GDX,"GDX, GDXU, NUGT",-283.6354385400009,28769.23543854,3
COST,"COST, COTG",-358.045226799999,15955.8052268,2
VRT,"VRT, VRTL",-429.6010080399992,18656.16100804,2
XLE,"ERX, XLE",-442.82137499999953,19825.221375,2
CIFR,"CIFG, CIFR",-456.73144960969876,13065.4514496097,2
CRWV,"CRWV, CWVX",-480.1548200800007,18871.954820079998,2
XOP,"GUSH, XOP",-525.3886264799985,23772.74862648,2
PBR,"PBR, PBRG",-542.806428547,6052.766428547,2
MRVL,"MRVL, MRVU",-545.9878736049995,25158.487873605,2
ASTS,"ASTS, ASTX",-593.7267263699996,21150.56672637,2
TER,"TER, TERG",-603.631577447899,21298.6715774479,2
RCAT,"RCAT, RCAX",-630.9433360799994,23578.96333608,2
HUT,"HUT, HUTG",-682.4235746304012,14031.2235746304,2
DELL,"DELL, DLLL",-685.6365643199997,6573.956564319999,2
GEV,"GEV, GEVX",-724.372287799999,19198.1722878,2
WULF,"WULF, WULX",-768.2228999999988,20460.702899999997,2
XOM,"XOM, XOMX",-793.3998422400018,19078.51984224,2
AMD,"AMD, AMDG, AMDL, AMUU",-1834.0725049171997,57342.1125049172,4
SRPT,"SRPT, SRPU",-3037.4008065000016,20579.6608065,2
