symbol,overlay_type,net_notional_usd,gross_notional_usd,n_legs
AMZO,flow_program,20494.1586698667,20494.1586698667,1
DUST,flow_program,16060.025087999999,16060.025087999999,1
ZSL,flow_program,15174.728594999999,15174.728594999999,1
SDS,flow_program,11004.39248504,11004.39248504,1
FAZ,flow_program,9714.1350594,9714.1350594,1
TSLQ,flow_program,9332.964323100001,9332.964323100001,1
SQQQ,flow_program,8281.704337199999,8281.704337199999,1
NVDQ,flow_program,6778.03085505,6778.03085505,1
LABD,flow_program,5980.009833,5980.009833,1
EWV,flow_program,3178.7437352039997,3178.7437352039997,1
SOXS,flow_program,1340.22992598,1340.22992598,1
TSYY,flow_program,-66.07249452,66.07249452,1
NVYY,flow_program,-95.7561778575,95.7561778575,1
TQQY,flow_program,-468.925111326,468.925111326,1
