symbol,target_net_usd,actual_net_usd,discrepancy_usd,abs_discrepancy_usd,target_gross_usd,actual_gross_usd,gross_gap_usd,under_exposed
CWY,-288864.36094914924,-28241.7,260622.66094914923,260622.66094914923,288864.36094914924,28241.7,-260622.66094914923,True
MUYY,0.0,-172532.21959999998,-172532.21959999998,172532.21959999998,0.0,172532.21959999998,172532.21959999998,False
XBTY,-235535.79374558787,-68038.08,167497.71374558785,167497.71374558785,235535.79374558787,68038.08,-167497.71374558785,True
MAAY,-276590.3947699271,-115226.1,161364.29476992707,161364.29476992707,276590.3947699271,115226.1,-161364.29476992707,True
MTYY,0.0,-150012.105,-150012.105,150012.105,0.0,150012.105,150012.105,False
COYY,-255857.09218414733,-107603.2,148253.89218414732,148253.89218414732,255857.09218414733,107603.2,-148253.89218414732,True
IOYY,0.0,-128010.90000000001,-128010.90000000001,128010.90000000001,0.0,128010.90000000001,128010.90000000001,False
RTYY,0.0,-123530.52,-123530.52,123530.52,0.0,123530.52,123530.52,False
SMYY,0.0,-121031.99819999999,-121031.99819999999,121031.99819999999,0.0,121031.99819999999,121031.99819999999,False
AMYY,0.0,-107649.3762,-107649.3762,107649.3762,0.0,107649.3762,107649.3762,False
HOYY,0.0,-78947.6868,-78947.6868,78947.6868,0.0,78947.6868,78947.6868,False
CBRZ,-114722.21978085648,-41268.0,73454.21978085648,73454.21978085648,114722.21978085648,41268.0,-73454.21978085648,True
QBY,0.0,-70190.19739999999,-70190.19739999999,70190.19739999999,0.0,70190.19739999999,70190.19739999999,False
TMYY,0.0,-60566.1178,-60566.1178,60566.1178,0.0,60566.1178,60566.1178,False
FBYY,0.0,-57700.144,-57700.144,57700.144,0.0,57700.144,57700.144,False
BBYY,0.0,-45814.424999999996,-45814.424999999996,45814.424999999996,0.0,45814.424999999996,45814.424999999996,False
HMYY,0.0,-37688.7078,-37688.7078,37688.7078,0.0,37688.7078,37688.7078,False
CRY,0.0,-28262.324999999997,-28262.324999999997,28262.324999999997,0.0,28262.324999999997,28262.324999999997,False
ASTN,0.0,-21672.57,-21672.57,21672.57,0.0,21672.57,21672.57,False
NBIZ,0.0,-17652.085000000003,-17652.085000000003,17652.085000000003,0.0,17652.085000000003,17652.085000000003,False
IREZ,0.0,-12165.85,-12165.85,12165.85,0.0,12165.85,12165.85,False
CRMX,0.0,-12019.65,-12019.65,12019.65,0.0,12019.65,12019.65,False
AMZO,0.0,-10241.3493,-10241.3493,10241.3493,0.0,10241.3493,10241.3493,False
RKLZ,0.0,-8948.95,-8948.95,8948.95,0.0,8948.95,8948.95,False
DUST,0.0,-8083.2,-8083.2,8083.2,0.0,8083.2,8083.2,False
ZSL,0.0,-7546.5,-7546.5,7546.5,0.0,7546.5,7546.5,False
RGTZ,0.0,-6901.179999999999,-6901.179999999999,6901.179999999999,0.0,6901.179999999999,6901.179999999999,False
BEG,0.0,-6834.1943,-6834.1943,6834.1943,0.0,6834.1943,6834.1943,False
CORD,-41029.29937907312,-35175.58,5853.719379073118,5853.719379073118,41029.29937907312,35175.58,-5853.719379073118,True
CONI,-14769.08000528702,-9026.8031,5742.276905287021,5742.276905287021,14769.08000528702,9026.8031,-5742.276905287021,True
MSTZ,-21197.603112524583,-15648.989999999998,5548.613112524585,5548.613112524585,21197.603112524583,15648.989999999998,-5548.613112524585,True
SDS,0.0,-5530.96,-5530.96,5530.96,0.0,5530.96,5530.96,False
DAMD,-6824.20372556134,-1498.18,5326.02372556134,5326.02372556134,6824.20372556134,1498.18,-5326.02372556134,True
LUNL,0.0,-5161.9800000000005,-5161.9800000000005,5161.9800000000005,0.0,5161.9800000000005,5161.9800000000005,False
SNDQ,-12681.318192179202,-17649.72,-4968.401807820799,4968.401807820799,12681.318192179202,17649.72,4968.401807820799,False
TSLQ,0.0,-4649.94,-4649.94,4649.94,0.0,4649.94,4649.94,False
CCUP,-6038.601495691541,-2012.85,4025.7514956915406,4025.7514956915406,6038.601495691541,2012.85,-4025.7514956915406,True
LITZ,-25202.94015047527,-28869.84,-3666.899849524729,3666.899849524729,25202.94015047527,28869.84,3666.899849524729,False
NVDQ,0.0,-3398.85,-3398.85,3398.85,0.0,3398.85,3398.85,False
TXXD,0.0,-3255.9424,-3255.9424,3255.9424,0.0,3255.9424,3255.9424,False
FAZ,0.0,-3244.7400000000002,-3244.7400000000002,3244.7400000000002,0.0,3244.7400000000002,3244.7400000000002,False
XXRP,-4697.696571341489,-1571.82,3125.8765713414896,3125.8765713414896,4697.696571341489,1571.82,-3125.8765713414896,True
QBTZ,-13388.820310631409,-16307.64,-2918.819689368591,2918.819689368591,13388.820310631409,16307.64,2918.819689368591,False
SQQQ,0.0,-2762.9,-2762.9,2762.9,0.0,2762.9,2762.9,False
CRMU,-44560.24349703,-42276.520000000004,2283.723497029998,2283.723497029998,44560.24349703,42276.520000000004,-2283.723497029998,True
GEMG,0.0,-2264.9447999999998,-2264.9447999999998,2264.9447999999998,0.0,2264.9447999999998,2264.9447999999998,False
OSCX,0.0,-2186.1252,-2186.1252,2186.1252,0.0,2186.1252,2186.1252,False
AAOX,-55480.81184802262,-53409.72,2071.0918480226173,2071.0918480226173,55480.81184802262,53409.72,-2071.0918480226173,True
LABD,0.0,-1993.3200000000002,-1993.3200000000002,1993.3200000000002,0.0,1993.3200000000002,1993.3200000000002,False
USGG,-5705.009177584275,-3960.12,1744.8891775842749,1744.8891775842749,5705.009177584275,3960.12,-1744.8891775842749,True
AXTX,-62008.80447160614,-60269.08,1739.7244716061396,1739.7244716061396,62008.80447160614,60269.08,-1739.7244716061396,True
RCAX,-23048.604528404376,-21372.88,1675.7245284043747,1675.7245284043747,23048.604528404376,21372.88,-1675.7245284043747,True
FGRU,0.0,-1639.04,-1639.04,1639.04,0.0,1639.04,1639.04,False
NVTX,-16279.365885477082,-14642.32,1637.0458854770823,1637.0458854770823,16279.365885477082,14642.32,-1637.0458854770823,True
MRNX,0.0,-1608.54,-1608.54,1608.54,0.0,1608.54,1608.54,False
EWV,0.0,-1593.1619999999998,-1593.1619999999998,1593.1619999999998,0.0,1593.1619999999998,1593.1619999999998,False
OKLL,-12145.444097408224,-11040.300000000001,1105.1440974082234,1105.1440974082234,12145.444097408224,11040.300000000001,-1105.1440974082234,True
MUU,-2489.210412684499,-3547.2000000000003,-1057.9895873155015,1057.9895873155015,2489.210412684499,3547.2000000000003,1057.9895873155015,False
PAAU,0.0,-1002.8895,-1002.8895,1002.8895,0.0,1002.8895,1002.8895,False
CRCG,-11103.475135132328,-10166.52,936.955135132328,936.955135132328,11103.475135132328,10166.52,-936.955135132328,True
SSPC,-1880.2565542314892,-990.28,889.9765542314892,889.9765542314892,1880.2565542314892,990.28,-889.9765542314892,True
RGTX,-8083.517176170476,-7203.490000000001,880.0271761704753,880.0271761704753,8083.517176170476,7203.490000000001,-880.0271761704753,True
QUBX,-7653.132550263995,-6815.25,837.8825502639947,837.8825502639947,7653.132550263995,6815.25,-837.8825502639947,True
SPCG,0.0,-788.76,-788.76,788.76,0.0,788.76,788.76,False
CRWG,-8653.888876799943,-7902.5,751.3888767999433,751.3888767999433,8653.888876799943,7902.5,-751.3888767999433,True
ASTX,-18671.22262079746,-17925.11,746.1126207974594,746.1126207974594,18671.22262079746,17925.11,-746.1126207974594,True
DUOG,-2588.172341123945,-1851.4232000000002,736.7491411239448,736.7491411239448,2588.172341123945,1851.4232000000002,-736.7491411239448,True
CRCA,-8974.678825367875,-8247.800000000001,726.878825367874,726.878825367874,8974.678825367875,8247.800000000001,-726.878825367874,True
UUUG,-8216.648519615812,-7498.4400000000005,718.2085196158114,718.2085196158114,8216.648519615812,7498.4400000000005,-718.2085196158114,True
ONDG,-13772.317059321778,-13080.96,691.3570593217792,691.3570593217792,13772.317059321778,13080.96,-691.3570593217792,True
QBTX,-8900.068781333259,-8220.78,679.2887813332582,679.2887813332582,8900.068781333259,8220.78,-679.2887813332582,True
IREX,-7541.906684996035,-6864.88,677.0266849960353,677.0266849960353,7541.906684996035,6864.88,-677.0266849960353,True
KEEX,-7012.439518585592,-7683.0,-670.5604814144081,670.5604814144081,7012.439518585592,7683.0,670.5604814144081,False
TQQY,0.0,-662.5716,-662.5716,662.5716,0.0,662.5716,662.5716,False
CWVX,-8100.666478728435,-7444.58,656.0864787284354,656.0864787284354,8100.666478728435,7444.58,-656.0864787284354,True
HUTG,-6172.366862579435,-6824.5199999999995,-652.1531374205642,652.1531374205642,6172.366862579435,6824.5199999999995,652.1531374205642,False
IRE,-7262.59565864313,-6637.32,625.2756586431306,625.2756586431306,7262.59565864313,6637.32,-625.2756586431306,True
BAIG,-6752.629732974188,-6139.0956,613.5341329741887,613.5341329741887,6752.629732974188,6139.0956,-613.5341329741887,True
PLUL,-4174.760459178164,-3582.0735999999997,592.686859178164,592.686859178164,4174.760459178164,3582.0735999999997,-592.686859178164,True
RKLX,-4998.610231017314,-4417.110000000001,581.5002310173131,581.5002310173131,4998.610231017314,4417.110000000001,-581.5002310173131,True
