underlying,symbols,net_notional_usd,gross_notional_usd,n_legs
CRWV,"CRWV, CWY",3545.8079315557397,15695.048371155739,2
SMCI,"SMCI, SMYY",0.0,48345.021361008,2
CRCL,"CRCL, CRY",0.0,11125.9729581,2
MARA,"MAAY, MARA",-821.9520412659331,61746.511615334064,2
IBIT,"IBIT, XBTY",-1415.0477375321134,65776.77462342789,2
COIN,"COIN, COYY",-1861.9124879953379,78392.85820000464,2
HIMS,"HIMS, HMYY",-3826.1219938482445,13747.368679135752,2
IONQ,"IONQ, IOYY",-4069.37236445869,55447.75945974131,2
QBTS,"QBTS, QBY",-12639.092179547597,15180.652179547598,2
HOOD,"HOOD, HOYY",-13925.754337179074,40000.094713055325,2
MSTR,"MSTR, MTYY",-14885.252132257203,77071.2681601128,2
MU,"MU, MUYY",-17314.9424930628,27023.422493062797,2
TSM,"TMYY, TSM",-19564.182291050998,20869.152291051,2
BABA,"BABA, BBYY",-21763.95744738892,24591.535911861083,2
AMD,"AMD, AMYY",-22477.4044960584,29531.0233286952,2
META,"FBYY, META",-26591.558921220476,29391.08259247553,2
RIOT,"RIOT, RTYY",-31589.87627748625,35024.20369355373,2
