underlying,symbols,net_notional_usd,gross_notional_usd,n_legs
CRWV,"CORD, CRWG, CRWU, CRWV, CWVX, CWY",45282.301985100006,142067.08131190002,6
ASTS,"ASTN, ASTS, ASTX",43418.66017258001,114949.74373330001,3
LITE,"LITE, LITX, LITZ",36815.0790939,80495.73219026001,3
IREN,"IRE, IREG, IREN, IREX, IREZ",24429.674243568006,111295.251694132,5
NBIS,"NBIG, NBIL, NBIS, NBIZ, NEBX",20150.862731990008,91777.32331439,5
SNDK,"SNDK, SNDQ, SNDU, SNXX",18986.543122639996,80697.32098216,4
RKLB,"RKLB, RKLX, RKLZ",18637.89025803,36247.82121897,3
RGTI,"RGTI, RGTX, RGTZ",14247.77942374,42886.37766318,3
COIN,"COIA, COIG, COIN, CONI, CONL, CONX, COYY",12188.755357764516,133456.6411532345,7
MSTR,"MSTP, MSTR, MSTU, MSTX, MSTZ, MTYY",11967.202590958994,111040.190780561,6
TSUI,TSUI,6786.9475,6786.9475,1
XRPZ,"UXRP, XRPT, XRPZ, XXRP",6525.368340110001,43358.751659890004,4
LUNR,"LUNL, LUNR",5471.075746139997,26057.124253859998,2
RDW,RDW,4330.8,4330.8,1
QBTS,"QBTS, QBTX, QBTZ, QBY",3646.699029852407,64047.9922954276,4
CRCL,"CCUP, CRCA, CRCG, CRCL, CRY",2688.0751593800014,95572.60484062001,5
AXTI,"AXTI, AXTX",2237.950568639979,243891.88943136,2
GEMI,"GEMG, GEMI",1754.4271469264004,10812.3128530736,2
PLTR,"PLTA, PLTG, PLTR, PLTU, PTIR",1530.8466550999979,17563.2133449,5
CLSK,"CLSK, CLSX",1368.7173792000012,19770.1226208,2
CIFR,"CIFG, CIFR",1219.6530520139986,19786.586947985998,2
NVTS,"NVTS, NVTX",1217.5105294399982,59387.28947056,2
USAR,"USAR, USGG",1112.3737131199996,16903.14628688,2
ETHA,"ETHA, ETHT, ETHU, ETU",957.7143097600001,34168.36569024,4
ASML,"ASML, ASMU",889.1899177308002,2793.1700822692,2
GDX,"GDX, GDXU, NUGT",852.5182548400005,7471.18174516,3
SPCX,"SPCG, SPCX, SSPC",804.0799999999999,6312.08,3
RCAT,"RCAT, RCAX",784.6339996800016,86266.06600031999,2
SOFI,"SOFA, SOFI, SOFX",766.9566671151999,9751.443332884799,3
GLXY,"GLGG, GLXU, GLXY",764.7728379789987,39703.547162021,3
AVGO,"AVGG, AVGO, AVL",735.1437930400003,4569.59620696,3
ORCL,"ORCL, ORCU, ORCX",721.6515160800002,6901.34848392,3
BULL,"BULG, BULL",706.733767728,3824.226232272,2
NOW,"NOW, NOWL",680.3892806699998,2363.29071933,2
QUBT,"QUBT, QUBX",616.0131967500001,27762.966803249998,2
JOBY,"JOBX, JOBY",610.7394733999997,2759.8605266000004,2
PONY,"PONX, PONY",600.5425791999996,5775.0574208,2
URA,"URA, URAA",583.9832463999999,3808.0167536,2
OKLO,"OKLL, OKLO",570.7767198000001,44726.1032802,2
GDXJ,"GDXJ, JNUG",561.8693943999999,2962.5306056,2
FIGR,"FGRU, FIGR",549.2913171199993,7093.148682880001,2
ONDS,"ONDG, ONDL, ONDS",540.5156665600007,94092.23433343999,3
GLW,"GLW, GLWG",537.45911768,5846.82088232,2
OPEN,"OPEG, OPEN, OPEX",534.6155899495989,34080.3844100504,3
COPX,"COPX, COPZ",526.92090536,3450.0390946400003,2
BBAI,"BAIG, BBAI",511.9642264528011,25056.2157735472,2
ACHR,"ACHR, ARCX",503.7993038399991,12438.78069616,2
WULF,"WULF, WULX",483.2626009600008,20729.577399039998,2
VRT,"VRT, VRTL",482.14809999999966,4075.8319,2
PLUG,"PLUG, PLUL",432.6796665536003,14694.340333446398,2
MRVL,"MRVL, MVLL",394.81653968,4105.34346032,2
ZETA,"ZETA, ZETX",388.1888174999999,7085.6511825,2
PAAS,"PAAS, PAAU",387.3371463154999,4395.3068076845,2
FIG,"FIG, FIGG",378.3496159999995,18010.930384,2
EWY,"EWY, KORU",371.71225045999927,15208.28774954,2
TSLA,"TSLA, TSLI, TSLL, TSLR, TSLT, TSYY",369.6521310259997,7882.987868974,6
DKNG,"DKNG, DKNX",335.21741927360017,3083.5825807264,2
UUUU,"UUUG, UUUU",333.04069616000197,30237.35930384,2
QS,"QS, QSU",331.38990699999977,8595.370093000001,2
RKT,"RKT, RKTL",327.16451600000073,13802.515484,2
BLSH,"BLSG, BLSH",321.4951977588007,13200.3448022412,2
SOUN,"SOUN, SOUX",321.2205319436998,8323.0994680563,2
LMND,"LMND, LMNX",308.9914639888002,6409.8085360112,2
WDC,"WDC, WDCX",297.47289077999994,11862.65390322,2
LAC,"LAC, LACG",286.7542045711998,11317.1457954288,2
XPEV,"XPEG, XPEV",281.20397052,2936.95602948,2
UPST,"UPST, UPSX",274.2690300000004,12715.91097,2
KTOS,"KTOS, KTUP",268.11981727999955,4827.08018272,2
SBET,"SBET, SBTU",267.429238499999,19231.130761499997,2
FXI,"FXI, YINN",266.50258464000035,2474.45735136,2
UEC,"UEC, UECG",263.8894810720003,15282.230518927998,2
SOEZ,"SOEZ, SOLT",259.14426748000096,16371.585036519999,2
DUOL,"DUOG, DUOL",236.70195073359946,7679.3380492664,2
RBLX,"RBLU, RBLX",233.8921398800003,6910.16786012,2
NIO,"NIO, NIOG",227.0745863704002,2119.0054136296003,2
