bucket,etf,underlying,w_book,frac_sleeve,n_obs_decay,n_obs_beta,mu_used,sigma_eff,w_pre,q_prior,prev_w_book,delta_w_book,haircut_factor,ema_applied
core_leveraged,NVTX,NVTS,0.09999999825320181,0.14814814556029898,479.0,164.0,1.077924207275485,0.16909278284479357,2.231162478961095,0.01207822768058844,0.1000000000384741,-1.7852722911104735e-09,1.0,True
core_leveraged,ASTX,ASTS,0.06803914431623427,0.10079873232034706,479.0,205.0,0.8987108448318196,0.11314603794313569,2.7800248370095035,0.015049452137939545,0.09999999964505948,-0.03196085532882521,1.0,True
core_leveraged,QBTX,QBTS,0.06295960998242567,0.09327349627026024,479.0,257.0,0.9205715748843613,0.14452740554716553,2.2293353291004636,0.01206833654436176,0.09999999974626433,-0.037040389763838666,1.0,True
core_leveraged,IRE,IREN,0.044037941434107594,0.06524139471719644,479.0,134.0,0.849415472174311,0.13340175305484997,2.22857202737637,0.012064204468773574,0.08088180669184235,-0.036843865257734754,1.0,True
core_leveraged,SMU,SMR,0.04314289288923231,0.06391539687293675,479.0,205.0,0.8450255231098721,0.1317332208124484,2.245135519077105,0.012153869666101635,0.0790843399922637,-0.0359414471030314,1.0,True
whitelist_stock,IOYY,IONQ,0.03999999924252623,0.19999999621263112,479.0,124.0,0.5927043489936146,0.2737109424024631,0.7579036494738923,0.03150770414871665,0.03999999990525533,-6.627291007643699e-10,1.0,True
whitelist_stock,MAAY,MARA,0.03999999837434963,0.1999999918717481,479.0,124.0,0.5726345943083029,0.2566372458559165,0.7809548740264641,0.03246599372018425,0.0399999998395803,-1.4652306729034947e-09,1.0,True
core_leveraged,NBIG,NBIS,0.03845410538441671,0.05696904501395068,363.0,130.0,0.818119580310344,0.12046042913449627,2.3770615393451275,0.012868041101313767,0.06875511092182814,-0.030301005537411427,1.0,True
whitelist_stock,MTYY,MSTR,0.033099447705172376,0.16549723852586185,479.0,154.0,0.5325901249415828,0.269828943737807,0.6908322774694079,0.028719401245791244,0.03999999528100433,-0.0069005475758319515,1.0,True
core_leveraged,NEBX,NBIS,0.03283299381525128,0.04864147231889079,363.0,164.0,0.816890089931527,0.11702238855491184,2.4432207802857544,0.013226189099404824,0.036233558196206654,-0.003400564380955373,1.0,True
whitelist_stock,XBTY,IBIT,0.032658065344385756,0.16329032672192875,479.0,245.0,0.5034094096645091,0.2169945023102897,0.8119712320205784,0.03375541122348775,0.03519923244471429,-0.002541167100328534,1.0,True
whitelist_stock,SMYY,SMCI,0.029811016552136554,0.14905508276068274,479.0,149.0,0.5216610190092845,0.27749374332981747,0.657965669648418,0.027353064830450736,0.0365240519913603,-0.006713035439223747,1.0,True
core_leveraged,CWVX,CRWV,0.025691876435990385,0.0380620391644302,255.0,205.0,0.8020917378465484,0.13741362885324965,2.0429713601850854,0.011059469431704789,0.03023867621027796,-0.004546799774287576,1.0,True
