symbol,description,realized_pnl,unrealized_pnl,dividends,withholding_tax,pil_dividends,borrow_fees,short_credit_interest,other_fees,bond_interest,total_pnl
AMZO,TRADR 2X SHORT AMZN DAILY ET,0.0,3473.366608,0.0,0.0,0.0,-479.68,55.52554342763748,0.0,0.0,3049.2121514276373
SOXS,DIREXION DAILY SEMI BEAR 3X,0.0,2955.835888,0.0,0.0,-30.14,-56.53,3.495854835895769,0.0,0.0,2872.661742835896
LABD,DIRE DLY SP BT BE 3X ETF-USD,0.0,2302.405835,0.0,0.0,-32.54,-147.85,10.020313666206604,0.0,0.0,2132.036148666207
SQQQ,PROSHARES ULTRAPRO SHORT QQQ,0.0,1658.127687,0.0,0.0,-74.0,-42.9,17.719910257613673,0.0,0.0,1558.9475972576136
NVDQ,T-REX 2X INVERSE NVIDIA DLY,0.0,1391.344204,0.0,0.0,0.0,-320.28,19.639125088659107,0.0,0.0,1090.703329088659
SDS,PROSHARES ULTRASHORT S&P500,0.0,891.35656,0.0,0.0,-84.78999999999999,-90.25,33.941560923228806,0.0,0.0,750.2581209232288
TSLQ,TRADR 2X SHORT TSLA DAILY ET,0.0,718.891913,0.0,0.0,0.0,-83.27,25.127838237780157,0.0,0.0,660.7497512377802
FAZ,DIREX DLY FIN BEA 3X ETF-USD,0.0,757.811216,0.0,0.0,-46.84,-101.49,18.846541848629187,0.0,0.0,628.3277578486291
AZYY,GRANITE YIELDBOOST AMZN ETF,149.34178575,0.0,0.0,0.0,-43.59,-6.33,0.0,0.0,0.0,99.42178575000001
TSYY,GRANITE YIELDBOOST TSLA ETF,0.49581973,26.772349,0.0,0.0,-21.88,-2.39,0.8609845189328115,0.0,0.0,3.8591532489328118
TQQY,GRANITE YIELDBOOST QQQ,159.88451495,22.11205,0.0,0.0,-166.57,-69.14,4.154351358371818,0.0,0.0,-49.55908369162815
NVYY,GRANITE YIELDBOOST NVDA,104.42386226,23.19933,0.0,0.0,-173.48000000000002,-9.23,1.2064646626067026,0.0,0.0,-53.880343077393306
EWV,PROSHARES ULTSHRT MSCI JAPAN,-379.67922922,163.197545,0.0,0.0,-18.34,-29.22,10.260191835433924,0.0,0.0,-253.78149238456612
ZSL,PROSHARES ULTRASHORT SILVER,0.0,-3664.977632,0.0,0.0,0.0,-617.29,46.43632085430848,0.0,0.0,-4235.831311145692
DUST,DIREXION DAILY GOLD MINERS I,-3.4059583,-3841.215048,0.0,0.0,-131.54000000000002,-418.03000000000003,53.623571024237926,0.0,0.0,-4340.567435275761
