ETF,Underlying,Leverage,Beta,Beta_n_obs,Beta_source
ETU,ETHA,2.0,1.989403,339,ols
CCUP,CRCL,2.0,1.981464,142,ols
CRWU,CRWV,2.0,1.989389,152,ols
AAPX,AAPL,2.0,1.994686,501,ols
GOOX,GOOGL,2.0,1.981955,501,ols
MSFX,MSFT,2.0,2.007974,501,ols
NFLU,NFLX,2.0,1.988931,358,ols
ROBN,HOOD,2.0,2.011953,273,ols
ARMU,ARM,2.0,1.997678,252,ols
DJTU,DJT,2.0,2.002149,252,ols
RBLU,RBLX,2.0,2.021327,252,ols
SNOU,SNOW,2.0,2.023246,216,ols
SMUP,SMR,2.0,2.061554,152,ols
DKUP,DKNG,2.0,1.98358,149,ols
BULU,BULL,2.0,1.972514,149,ols
GLXU,GLXY,2.0,2.010181,143,ols
AFRU,AFRM,2.0,1.962178,117,ols
AXUP,AXON,2.0,1.971633,117,ols
KTUP,KTOS,2.0,2.022581,117,ols
TTDU,TTD,2.0,1.981571,116,ols
BKNU,BKNG,2.0,2.008739,116,ols
PXIU,UPXI,2.0,1.917351,116,ols
BMNU,BMNR,2.0,1.942446,109,ols
SBTU,SBET,2.0,2.027678,92,ols
CIFU,CIFR,2.0,1.992562,69,ols
SOLX,GSOL,2.0,1.977046,62,ols
XRPK,XRPZ,2.0,1.959097,62,ols
XRPT,XRPZ,2.0,2.020906,68,ols
GMEU,GME,2.0,1.966071,216,ols
APLX,APLD,2.0,1.993587,122,ols
APPX,APP,2.0,1.983626,215,ols
ARCX,ACHR,2.0,1.989976,184,ols
ASTX,ASTS,2.0,1.990072,163,ols
AURU,AUR,2.0,1.850768,99,ols
BEX,BE,2.0,1.979733,75,ols
BLSX,BLSH,2.0,2.027907,90,ols
CEGX,CEG,2.0,1.985623,163,ols
CELT,CELH,2.0,1.97816,101,ols
CLSX,CLSK,2.0,2.000446,117,ols
COZX,CORZ,2.0,2.043545,81,ols
CRDU,CRDO,2.0,1.986726,117,ols
CSEX,CLS,2.0,2.005004,75,ols
CWVX,CRWV,2.0,1.989588,163,ols
DASX,DASH,2.0,2.016762,90,ols
DOGD,DDOG,2.0,2.016057,141,ols
ENPX,ENPH,2.0,2.016808,117,ols
FLYT,FLY,2.0,1.965484,90,ols
GEVX,GEV,2.0,1.995749,163,ols
IREX,IREN,2.0,1.982568,90,ols
JOBX,JOBY,2.0,1.981877,122,ols
LABX,ALAB,2.0,1.993767,141,ols
LRCU,LRCX,2.0,2.055698,136,ols
LYFX,LYFT,2.0,1.839153,99,ols
MDBX,MDB,2.0,1.989249,136,ols
NEBX,NBIS,2.0,1.998116,122,ols
NETX,NET,2.0,1.554729,100,ols
NNEX,NNE,2.0,1.992449,75,ols
NVTX,NVTS,2.0,2.001965,122,ols
NWMX,NEM,2.0,1.221794,68,ols
OKTX,OKTA,2.0,1.692947,80,ols
OPEX,OPEN,2.0,1.998363,90,ols
PONX,PONY,2.0,2.015132,122,ols
QBTX,QBTS,2.0,1.992915,215,ols
QSX,QS,2.0,1.697939,67,ols
QUBX,QUBT,2.0,1.966097,175,ols
RGTU,RGTI,2.0,1.987305,175,ols
SMU,SMR,2.0,1.98609,163,ols
SNPX,SNPS,2.0,1.907794,75,ols
SRPU,SRPT,2.0,1.956263,90,ols
TARK,ARKK,2.0,1.976554,501,ols
TEMT,TEM,2.0,1.984617,203,ols
UNX,U,2.0,2.027264,117,ols
UPSX,UPST,2.0,1.988,184,ols
VOYX,VOYG,2.0,1.970606,122,ols
WULX,WULF,2.0,1.992666,90,ols
CRMU,CRML,2.0,1.929105,16,ols_short_history
UECG,UEC,2.0,2.020528,16,ols_short_history
DNNG,DNN,2.0,1.750478,16,ols_short_history
RCAX,RCAT,2.0,2.029516,21,ols_short_history
RDWU,RDW,2.0,2.002196,23,ols_short_history
OKLL,OKLO,2.0,1.996908,175,ols
GDXU,GDX,2.0,3.043499,501,ols
MRNX,MRNA,2.0,1.994215,20,ols_short_history
ZETX,ZETA,2.0,2.080468,20,ols_short_history
LITX,LITE,2.0,1.977986,26,ols_short_history
SNXX,SNDX,2.0,1.333801,26,ols_short_history
WDCX,WDC,2.0,2.077329,26,ols_short_history
LNOK,NOK,2.0,1.964061,30,ols
USGG,USAR,2.0,2.011994,35,ols
ONDG,ONDS,2.0,2.003542,35,ols
PLUL,PLUG,2.0,1.923526,35,ols
ALBG,ALB,2.0,1.986051,35,ols
UUUG,UUUU,2.0,2.001437,35,ols
HUTG,HUT,2.0,2.009181,35,ols
XPEG,XPEV,2.0,1.992985,33,ols
ORLG,ORLY,2.0,2.011845,33,ols
LUNL,LUNR,2.0,2.020496,35,ols
RKTL,RKT,2.0,1.929315,35,ols
EOSU,EOSE,2.0,1.980876,34,ols
BTFL,BITF,2.0,2.033541,44,ols
FGRU,FIGR,2.0,1.973853,11,ols_short_history
APHU,APH,2.0,1.967131,11,ols_short_history
COPZ,COPX,2.0,2.037815,11,ols_short_history
LEUX,LEU,2.0,2.045294,10,ols_short_history
COHX,COHR,2.0,2.068397,10,ols_short_history
AXPG,AXP,2.0,2.018894,10,ols_short_history
FCXG,FCX,2.0,1.952054,10,ols_short_history
BITX,IBIT,2.0,2.003361,501,ols
ETHU,ETHA,2.0,2.001064,405,ols
XXRP,XRPZ,2.0,2.023813,68,ols
AALG,AAL,2.0,1.97885,163,ols
ABNG,ABNB,2.0,2.004812,72,ols
ADBG,ADBE,2.0,1.988582,239,ols
AMDG,AMD,2.0,2.00311,278,ols
ARMG,ARM,2.0,1.99699,285,ols
ASMG,ASML,2.0,1.982601,285,ols
AVGG,AVGO,2.0,2.000988,200,ols
BAIG,BBAI,2.0,2.010568,134,ols
BEG,BE,2.0,2.006185,53,ols
BIDG,BIDU,2.0,2.011866,51,ols
BLSG,BLSH,2.0,2.00898,88,ols
BMNG,BMNR,2.0,1.994923,88,ols
BOEG,BA,2.0,1.997404,181,ols
BULG,BULL,2.0,1.986254,142,ols
CIFG,CIFR,2.0,1.998197,56,ols
CMGG,CMG,2.0,1.972551,73,ols
CNCG,CNC,2.0,1.960854,50,ols
COIG,COIN,2.0,1.996117,243,ols
COTG,COST,2.0,1.982655,115,ols
CRCG,CRCL,2.0,1.988745,142,ols
CRMG,CRM,2.0,1.983732,229,ols
CRWG,CRWV,2.0,1.9967,142,ols
DUOG,DUOL,2.0,2.03388,56,ols
FIGG,FIG,2.0,1.997438,97,ols
FUTG,FUTU,2.0,1.999337,97,ols
GEMG,GEMI,2.0,1.985747,81,ols
GEVG,GEV,2.0,1.965572,53,ols
GLGG,GLXY,2.0,2.002863,134,ols
GRAG,GRAB,2.0,1.981911,56,ols
HOOG,HOOD,2.0,2.006407,239,ols
IREG,IREN,2.0,1.973071,53,ols
KLAG,KLAC,2.0,2.025854,51,ols
LACG,LAC,2.0,2.028322,56,ols
LULG,LULU,2.0,1.991436,81,ols
MPG,MP,2.0,1.98373,88,ols
NBIG,NBIS,2.0,2.006059,88,ols
NEMG,NEM,2.0,1.99996,73,ols
NETG,NET,2.0,2.006496,73,ols
NIOG,NIO,2.0,2.024427,51,ols
NUG,NU,2.0,1.983506,73,ols
NVDG,NVDA,2.0,1.968561,304,ols
OKTG,OKTA,2.0,2.000863,73,ols
OPEG,OPEN,2.0,2.011352,56,ols
OSCG,OSCR,2.0,1.980298,81,ols
PANG,PANW,2.0,1.997541,239,ols
PBRG,PBR,2.0,1.912682,51,ols
PLTG,PLTR,2.0,1.99467,215,ols
PYPG,PYPL,2.0,1.995309,229,ols
RTXG,RTX,2.0,2.007653,186,ols
SATG,SATS,2.0,2.008074,53,ols
SBU,SBUX,2.0,1.993342,72,ols
SNAG,SNAP,2.0,2.013609,51,ols
SPOG,SPOT,2.0,1.983323,73,ols
TERG,TER,2.0,1.997489,73,ols
TSLG,TSLA,2.0,1.991132,304,ols
TSMG,TSM,2.0,1.979256,285,ols
UNHG,UNH,2.0,1.996953,156,ols
UPSG,UPS,2.0,2.000753,56,ols
VALG,VALE,2.0,1.92948,51,ols
XYZG,XYZ,2.0,2.000714,229,ols
COIO,COIN,2.0,0.948981,140,ols
MSOO,MSTR,2.0,0.975425,140,ols
NVDO,NVDA,2.0,0.932301,140,ols
PLOO,PLTR,2.0,0.908028,140,ols
TSLO,TSLA,2.0,0.850705,140,ols
CRCA,CRCL,2.0,1.977218,144,ols
NVDB,NVDA,2.0,1.997426,121,ols
PLTA,PLTR,2.0,1.990057,121,ols
TSLI,TSLA,2.0,1.978833,121,ols
COIA,COIN,2.0,1.998852,121,ols
BITU,IBIT,2.0,1.992675,482,ols
ETHT,ETHA,2.0,1.991491,405,ols
UXRP,XRPZ,2.0,2.003609,68,ols
SOLT,SOEZ,2.0,2.020812,62,ols
TSLR,TSLA,2.0,1.99997,501,ols
AAPB,AAPL,2.0,1.990289,501,ols
AMDL,AMD,2.0,1.999154,492,ols
AMZZ,AMZN,2.0,1.993852,492,ols
AVGU,AVGO,2.0,1.986391,161,ols
BABX,BABA,2.0,2.005521,501,ols
BULX,BULL,2.0,1.951542,126,ols
CONL,COIN,2.0,1.987236,501,ols
CRWL,CRWD,2.0,1.9962,326,ols
DLLL,DELL,2.0,1.98647,263,ols
ETRL,ETOR,2.0,1.998827,126,ols
GOU,GOOGL,2.0,2.05507,63,ols
INTW,INTC,2.0,1.988565,264,ols
IONL,IONQ,2.0,1.988429,236,ols
ISUL,ISRG,2.0,1.999361,102,ols
LCDL,LCID,2.0,1.963284,218,ols
MRAL,MARA,2.0,1.981604,249,ols
FBL,META,2.0,1.998191,501,ols
MVLL,MRVL,2.0,1.997666,249,ols
MSFL,MSFT,2.0,1.99043,492,ols
MSTP,MSTR,2.0,1.995369,184,ols
MULL,MU,2.0,1.998104,326,ols
NBIL,NBIS,2.0,1.999978,102,ols
NOWL,NOW,2.0,1.994424,161,ols
NVDL,NVDA,2.0,1.987642,501,ols
PDDL,PDD,2.0,2.004711,161,ols
PTIR,PLTR,2.0,1.996803,375,ols
QCML,QCOM,2.0,1.969974,230,ols
RDTL,RDDT,2.0,1.982227,237,ols
RVNL,RIVN,2.0,1.993903,218,ols
SMCL,SMCI,2.0,1.987996,304,ols
TSMU,TSM,2.0,1.993723,326,ols
UBRL,UBER,2.0,1.996365,375,ols
VRTL,VRT,2.0,1.983662,237,ols
AMYY,AMD,2.0,0.319492,117,ols
AZYY,AMZN,2.0,0.638357,116,ols
BBYY,BABA,2.0,0.628786,91,ols
XBTY,IBIT,2.0,0.545689,203,ols
COYY,COIN,2.0,0.491891,151,ols
NUGY,GDX,2.0,0.548706,72,ols
HMYY,HIMS,2.0,0.437723,63,ols
HOYY,HOOD,2.0,0.519408,107,ols
IOYY,IONQ,2.0,0.376603,82,ols
MAAY,MARA,2.0,0.336925,82,ols
FBYY,META,2.0,0.602543,91,ols
MTYY,MSTR,2.0,0.388859,112,ols
NVYY,NVDA,2.0,0.65482,203,ols
PLYY,PLTR,2.0,0.557949,112,ols
QBY,QBTS,2.0,0.300408,64,ols
TQQY,QQQ,2.0,0.863479,256,ols
RGYY,RGTI,2.0,0.327052,67,ols
RTYY,RIOT,2.0,0.383271,63,ols
SEMY,SOXX,2.0,0.855548,72,ols
SMYY,SMCI,2.0,0.448863,107,ols
YSPY,SPY,2.0,0.80189,230,ols
TSYY,TSLA,2.0,0.539322,301,ols
QYLD,QQQ,1.0,0.618028,501,ols
QYLG,QQQ,1.0,0.794417,501,ols
QQQX,QQQ,1.0,0.774298,501,ols
JEPQ,QQQ,1.0,0.764531,501,ols
XYLD,SPY,1.0,0.636279,501,ols
XYLG,SPY,1.0,0.809963,501,ols
JEPI,SPY,1.0,0.592572,501,ols
SPYI,SPY,1.0,0.821438,501,ols
RYLD,IWM,1.0,0.568335,501,ols
ABNY,ABNB,1.0,0.794933,424,ols
AIYY,AI,1.0,0.771929,501,ols
AMDY,AMD,1.0,0.806568,501,ols
AMZY,AMZN,1.0,0.765559,501,ols
APLY,AAPL,1.0,0.779862,501,ols
BABO,BABA,1.0,0.771701,393,ols
BRKC,BRK-B,1.0,0.815959,187,ols
CONY,COIN,1.0,0.769473,501,ols
CRCO,CRCL,1.0,0.829959,107,ols
CVNY,CVNA,1.0,0.817607,273,ols
DISO,DIS,1.0,0.75727,501,ols
DRAY,DKNG,1.0,0.805924,161,ols
FBY,META,1.0,0.782639,501,ols
GMEY,GME,1.0,0.642686,122,ols
GOOY,GOOGL,1.0,0.741965,501,ols
HIYY,HIMS,1.0,0.885625,112,ols
HOOY,HOOD,1.0,0.791219,206,ols
MARO,MARA,1.0,0.78483,307,ols
MRNY,MRNA,1.0,0.756322,501,ols
MSFO,MSFT,1.0,0.78109,501,ols
MSTY,MSTR,1.0,0.756565,501,ols
NFLY,NFLX,1.0,0.781333,501,ols
NVDY,NVDA,1.0,0.787716,501,ols
PLTY,PLTR,1.0,0.795434,351,ols
PYPY,PYPL,1.0,0.807082,501,ols
RBLY,RBLX,1.0,0.841315,151,ols
RDYY,RDDT,1.0,0.828033,122,ols
SMCY,SMCI,1.0,0.744586,369,ols
SNOY,SNOW,1.0,0.792748,433,ols
TSLY,TSLA,1.0,0.754108,501,ols
TSMY,TSM,1.0,0.794659,384,ols
XOMO,XOM,1.0,0.800923,501,ols
XYZY,XYZ,1.0,0.805646,501,ols
AAPW,AAPL,1.0,1.094884,260,ols
AMDW,AMD,1.0,1.195614,154,ols
AMZW,AMZN,1.0,1.216125,178,ols
ARMW,ARM,1.0,1.181495,90,ols
AVGW,AVGO,1.0,1.198309,154,ols
BABW,BABA,1.0,1.221526,90,ols
BRKW,BRK-B,1.0,1.177011,178,ols
COIW,COIN,1.0,1.217908,261,ols
COSW,COST,1.0,1.241153,90,ols
GOOW,GOOGL,1.0,1.223223,154,ols
HOOW,HOOD,1.0,1.211295,178,ols
METW,META,1.0,1.184552,178,ols
MSFW,MSFT,1.0,1.219754,154,ols
MSTW,MSTR,1.0,1.223239,154,ols
NFLW,NFLX,1.0,1.19204,178,ols
NVDW,NVDA,1.0,1.201824,261,ols
PLTW,PLTR,1.0,1.192527,261,ols
TSLW,TSLA,1.0,1.198438,261,ols
UBEW,UBER,1.0,1.21525,90,ols
UNHW,UNH,1.0,1.203441,62,ols
TSYW,TLT,1.0,1.173534,75,ols
GLDW,GOLD,1.0,0.319574,85,ols
GDXW,GDX,1.0,1.200953,85,ols
SDS,SPY,-2.0,-1.932928,501,ols
QID,QQQ,-2.0,-1.993032,501,ols
DXD,DIA,-2.0,-1.988385,501,ols
TWM,IWM,-2.0,-2.002267,501,ols
SCO,USO,-2.0,-1.592747,501,ols
MSTZ,MSTR,-2.0,-1.982643,365,ols
NVDQ,NVDA,-2.0,-1.991871,501,ols
BTCZ,IBIT,-2.0,-1.99296,414,ols
ETHD,ETHA,-2.0,-1.980707,405,ols
CRCD,CRCL,-2.0,-2.010976,109,ols
CORD,CRWV,-2.0,-2.002588,109,ols
TSLQ,TSLA,-2.0,-1.842416,501,ols
ZSL,SLV,-2.0,-2.025422,501,ols
SQQQ,QQQ,-3.0,-2.9752,501,ols
SPXS,SPY,-3.0,-2.898244,501,ols
TZA,IWM,-3.0,-2.990785,501,ols
SOXS,SOXX,-3.0,-5.043768,501,ols
FAZ,XLF,-3.0,-3.001423,501,ols
LABD,XBI,-3.0,-2.993738,501,ols
TECS,XLK,-3.0,-2.961636,501,ols
SDOW,DIA,-3.0,-2.987945,501,ols
DUST,GDX,-3.0,-4.024378,501,ols
TTXD,XLK,-2.0,-1.866471,105,ols
TSXD,SOXX,-2.0,-1.881033,105,ols
WEBS,XLK,-3.0,-2.2343,501,ols
FNGD,XLK,-3.0,-2.850075,501,ols
REW,XLK,-2.0,-1.999824,501,ols
SKF,XLF,-2.0,-2.001452,501,ols
SPXU,SPY,-3.0,-2.890695,501,ols
DUG,XLE,-2.0,-1.974186,501,ols
DRIP,XOP,-2.0,-1.99916,501,ols
TMV,TLT,-3.0,-2.963605,501,ols
TBT,TLT,-2.0,-1.980546,501,ols
TBX,TLT,-2.0,-0.427383,501,ols
NVDS,NVDA,-1.5,-1.444911,501,ols
EWV,EWJ,-2.0,-1.967044,501,ols
APLZ,APLD,-2.0,-1.984511,29,ols_short_history
HIBS,SPY,-3.0,-6.600008,501,ols
CLSZ,CLSK,-2.0,-2.07431,10,ols_short_history
