ETF,Underlying,Beta,Beta_n_obs,Beta_source,borrow_fee_annual,borrow_rebate_annual,borrow_net_annual,shares_available,borrow_current,borrow_spiking,borrow_missing_from_ftp,protected,cagr_positive,borrow_leq_low,borrow_gt_low,protected_ok,protected_bad,include_for_algo,purgatory,exclude_borrow_gt_low,exclude_no_shares,exclude_borrow_spike,vol_etf_annual,gross_decay_annual,vol_underlying_annual,expected_gross_decay_annual,blended_gross_decay,net_decay_annual,decay_score,maint_pct_long,maint_pct_short,init_pct_long,init_pct_short
AAPU,AAPL,1.975421,501,ols,0.045663,-0.009363,0.055026000000000005,100000,0.055026000000000005,False,False,False,,True,False,False,False,True,False,False,False,False,0.562235,0.169488,0.284259,0.077848,0.169488,0.114462,0.114462,0.49385525,0.5926263,0.5,0.5926263
AMUU,AMD,2.007501,230,ols,0.020884,0.015416000000000001,0.005467999999999999,45000,0.005467999999999999,False,False,False,,True,False,False,False,True,False,False,False,False,1.311995,0.501202,0.556413,0.313088,0.484779,0.49573400000000006,0.47931100000000004,0.50187525,0.6022503,0.50187525,0.6022503
AMZU,AMZN,1.981274,501,ols,0.040859,-0.0045590000000000006,0.045418,350000,0.045418,False,False,False,,True,False,False,False,True,False,False,False,False,0.626807,0.212301,0.316088,0.097123,0.212301,0.166883,0.166883,0.4953185,0.5943822,0.5,0.5943822
ASMU,ASML,1.949936,15,ols_short_history,0.047886,-0.011586,0.059472,8000,0.059472,False,False,False,,True,False,False,False,True,False,False,False,False,0.757943,,0.433194,0.1738,0.1738,,0.11432800000000001,0.487484,0.5849808,0.5,0.5849808
AVL,AVGO,1.987262,349,ols,0.052503,-0.016203000000000002,0.068706,100000,0.068706,False,False,False,,True,False,False,False,True,False,False,False,False,1.085638,0.382126,0.535795,0.281614,0.382126,0.31342000000000003,0.31342000000000003,0.4968155,0.5961786,0.5,0.5961786
BOEU,BA,1.990803,217,ols,0.041474000000000004,-0.005174,0.046648,20000,0.046648,False,False,False,,True,False,False,False,True,False,False,False,False,0.573595,0.184706,0.348673,0.119901,0.175705,0.13805800000000001,0.129057,0.49770075,0.5972409,0.5,0.5972409
BABU,BABA,2.048956,14,ols_short_history,0.033715,0.002585,0.03113,100,0.03113,False,False,False,,True,False,False,False,True,False,False,True,False,0.478346,,0.440347,0.208377,0.208377,,0.17724700000000002,0.512239,0.6146868,0.512239,0.6146868
BRKU,BRK-B,1.946156,306,ols,0.059427,-0.023126999999999998,0.082554,1000,0.082554,False,False,False,,True,False,False,False,True,False,False,False,False,0.362376,0.136271,0.171966,0.027227,0.136271,0.053717,0.053717,0.486539,0.5838468,0.5,0.5838468
CONX,COIN,1.998357,71,ols,0.096824,-0.060523999999999994,0.157348,25000,0.157348,False,False,False,,True,False,False,False,True,False,False,False,False,1.604959,0.743101,0.800337,0.638962,0.668303,0.585753,0.510955,0.49958925,0.5995071,0.5,0.5995071
CSCL,CSCO,2.031022,174,ols,0.044955999999999996,-0.008656,0.05361199999999999,4000,0.05361199999999999,False,False,False,,True,False,False,False,True,False,False,False,False,0.533332,0.207184,0.234256,0.057456,0.16084,0.15357200000000001,0.10722800000000002,0.5077555,0.6093066,0.5077555,0.6093066
FRDU,F,1.945671,155,ols,0.049801000000000005,-0.013501,0.06330200000000001,100,0.06330200000000001,False,False,False,,True,False,False,False,True,False,False,True,False,0.626653,0.100656,0.347453,0.111064,0.104662,0.037353999999999984,0.041359999999999994,0.48641775,0.5837013,0.5,0.5837013
GGLL,GOOGL,1.979296,501,ols,0.037625,-0.001325,0.03895,350000,0.03895,False,False,False,,True,False,False,False,True,False,False,False,False,0.590025,0.215541,0.297714,0.0859,0.215541,0.176591,0.176591,0.494824,0.5937888,0.5,0.5937888
HODU,HOOD,2.010323,71,ols,0.10047700000000001,-0.064177,0.16465400000000002,20000,0.16465400000000002,False,False,False,,True,False,False,False,True,False,False,False,False,1.50007,0.728368,0.706045,0.506245,0.568827,0.563714,0.40417299999999995,0.50258075,0.6030969,0.50258075,0.6030969
LINT,INTC,1.98803,71,ols,0.20406,-0.16776,0.37182,35000,0.37182,False,False,False,,False,True,False,False,False,True,True,False,False,1.45502,0.617979,0.616795,0.373633,0.442477,0.24615899999999996,0.07065700000000003,0.4970075,0.596409,0.5,0.596409
ELIL,LLY,1.992265,235,ols,0.09182,-0.05551999999999999,0.14734,7000,0.14734,False,False,False,,True,False,False,False,True,False,False,False,False,0.859617,0.285594,0.371881,0.136695,0.275549,0.13825400000000002,0.128209,0.49806625,0.5976794999999999,0.5,0.5976794999999999
LMTL,LMT,1.983322,145,ols,0.09064399999999999,-0.054344,0.144988,9000,0.144988,False,False,False,,True,False,False,False,True,False,False,False,False,0.480407,0.155493,0.239562,0.055962,0.113232,0.010504999999999987,-0.031756000000000006,0.4958305,0.5949966,0.5,0.5949966
METU,META,1.998721,436,ols,0.070396,-0.034096,0.104492,250000,0.104492,False,False,False,,True,False,False,False,True,False,False,False,False,0.708883,0.234314,0.353347,0.124615,0.234314,0.129822,0.129822,0.49968025,0.5996163,0.5,0.5996163
