symbol,target_net_usd,actual_net_usd,discrepancy_usd,abs_discrepancy_usd,target_gross_usd,actual_gross_usd,gross_gap_usd,under_exposed
HMYY,-136298.24418330207,-7283.4834,129014.76078330207,129014.76078330207,136298.24418330207,7283.4834,-129014.76078330207,True
QBY,-85713.30666715837,-3736.635,81976.67166715837,81976.67166715837,85713.30666715837,3736.635,-81976.67166715837,True
MTYY,-93060.5983270738,-46993.824,46066.77432707381,46066.77432707381,93060.5983270738,46993.824,-46066.77432707381,True
NVTX,-8133.118572384865,-30814.0,-22680.881427615135,22680.881427615135,8133.118572384865,30814.0,22680.881427615135,False
INTW,-3934.0912097532696,-18968.690000000002,-15034.598790246733,15034.598790246733,3934.0912097532696,18968.690000000002,15034.598790246733,False
NFLU,-1158.4976614738655,-14365.679999999998,-13207.182338526132,13207.182338526132,1158.4976614738655,14365.679999999998,13207.182338526132,False
LABX,0.0,-12833.73,-12833.73,12833.73,0.0,12833.73,12833.73,False
AMZZ,-992.269852135944,-13673.159999999998,-12680.890147864055,12680.890147864055,992.269852135944,13673.159999999998,12680.890147864055,False
MSFX,0.0,-10451.34,-10451.34,10451.34,0.0,10451.34,10451.34,False
AMDL,-2861.181814189727,-12602.85,-9741.668185810273,9741.668185810273,2861.181814189727,12602.85,9741.668185810273,False
RIOX,-9591.348307037808,0.0,9591.348307037808,9591.348307037808,9591.348307037808,0.0,-9591.348307037808,True
IOYY,-26434.245969301825,-35595.0,-9160.754030698175,9160.754030698175,26434.245969301825,35595.0,9160.754030698175,False
CWVX,0.0,-9097.23,-9097.23,9097.23,0.0,9097.23,9097.23,False
AMUU,-3552.579358861676,-12358.77,-8806.190641138324,8806.190641138324,3552.579358861676,12358.77,8806.190641138324,False
AAPB,0.0,-8777.470000000001,-8777.470000000001,8777.470000000001,0.0,8777.470000000001,8777.470000000001,False
XBTY,-4285.591624078831,-12807.1944,-8521.602775921168,8521.602775921168,4285.591624078831,12807.1944,8521.602775921168,False
SRPU,0.0,-8343.263500000001,-8343.263500000001,8343.263500000001,0.0,8343.263500000001,8343.263500000001,False
MRAL,-8303.330651685923,0.0,8303.330651685923,8303.330651685923,8303.330651685923,0.0,-8303.330651685923,True
AMDG,-4780.31817547668,-12547.6939,-7767.37572452332,7767.37572452332,4780.31817547668,12547.6939,7767.37572452332,False
AMZO,0.0,-7494.580800000001,-7494.580800000001,7494.580800000001,0.0,7494.580800000001,7494.580800000001,False
PANG,-813.6410412098256,-8234.72,-7421.078958790174,7421.078958790174,813.6410412098256,8234.72,7421.078958790174,False
DOGD,-7329.831616363325,0.0,7329.831616363325,7329.831616363325,7329.831616363325,0.0,-7329.831616363325,True
FGRU,0.0,-6874.875000000001,-6874.875000000001,6874.875000000001,0.0,6874.875000000001,6874.875000000001,False
UNX,0.0,-6659.8399,-6659.8399,6659.8399,0.0,6659.8399,6659.8399,False
FBYY,-27175.642693982096,-20690.12,6485.522693982097,6485.522693982097,27175.642693982096,20690.12,-6485.522693982097,True
DUST,0.0,-6435.72,-6435.72,6435.72,0.0,6435.72,6435.72,False
QUBX,-5489.900703559384,-11728.11,-6238.2092964406165,6238.2092964406165,5489.900703559384,11728.11,6238.2092964406165,False
IONX,-9507.51783395226,-3339.0,6168.517833952261,6168.517833952261,9507.51783395226,3339.0,-6168.517833952261,True
QCMU,-731.0795020938801,-6840.418,-6109.338497906119,6109.338497906119,731.0795020938801,6840.418,6109.338497906119,False
CRCA,0.0,-5994.3,-5994.3,5994.3,0.0,5994.3,5994.3,False
PLUL,-2849.4124845041174,-8778.821100000001,-5929.408615495884,5929.408615495884,2849.4124845041174,8778.821100000001,5929.408615495884,False
USGG,-3087.8780447368467,-9014.6796,-5926.801555263153,5926.801555263153,3087.8780447368467,9014.6796,5926.801555263153,False
RGTX,-10253.839730582014,-4351.360000000001,5902.479730582014,5902.479730582014,10253.839730582014,4351.360000000001,-5902.479730582014,True
GGLL,-480.4975566293492,-6320.86,-5840.36244337065,5840.36244337065,480.4975566293492,6320.86,5840.36244337065,False
GOOX,-1805.051679842516,-7400.879999999999,-5595.828320157483,5595.828320157483,1805.051679842516,7400.879999999999,5595.828320157483,False
UNHG,-1379.8740280390853,-6955.65,-5575.775971960915,5575.775971960915,1379.8740280390853,6955.65,5575.775971960915,False
HIMZ,0.0,-5317.320000000001,-5317.320000000001,5317.320000000001,0.0,5317.320000000001,5317.320000000001,False
CEGX,-481.09392565129,-5765.04,-5283.94607434871,5283.94607434871,481.09392565129,5765.04,5283.94607434871,False
