underlying,pnl_total,pnl_share_b1,pnl_share_b2,pnl_share_b4,exp_net_total,exp_share_b1,exp_share_b2,exp_share_b4,ratio_spot_b1,ratio_spot_b2,ratio_spot_b4,diff_exp_b1,diff_exp_b2,diff_exp_b4,diff_pnl_b1,diff_pnl_b2,diff_pnl_b4,max_diff
RIOT,-8.180233,1.0,0.0,0.0,5272.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
AI,-775.025912,1.0,0.0,0.0,833.5600000000001,0.0,0.9418875377897211,0.0,0.0,0.9418875377897211,0.0,0.0,0.0,0.0,1.0,0.9418875377897211,0.0,1.0
MARA,1376.791764,1.0,0.0,0.0,17682.780000000002,0.0,0.943311712233936,0.0,0.0,0.943311712233936,0.0,0.0,0.0,0.0,1.0,0.943311712233936,0.0,1.0
DKNG,-446.1587518999999,1.0,0.0,0.0,989.0,0.0,0.9689937548374115,0.0,0.0,0.9689937548374115,0.0,0.0,0.0,0.0,1.0,0.9689937548374115,0.0,1.0
META,-1206.86861821,1.0,0.0,0.0,18871.095,0.3779403905989556,0.5721818344531676,0.0,0.3779403905989556,0.5721818344531676,0.0,0.0,0.0,0.0,0.6220596094010444,0.5721818344531676,0.0,0.6220596094010444
MSTR,5386.514177,1.0,0.0,0.0,30296.069999999996,0.40712301951243185,0.582712143823803,0.0,0.40712301951243185,0.582712143823803,0.0,0.0,0.0,0.0,0.5928769804875682,0.582712143823803,0.0,0.5928769804875682
IONQ,4537.33836,1.0,0.0,0.0,34650.0,0.6600133959382396,0.26887117272727273,0.0,0.6600133959382396,0.26887117272727273,0.0,0.0,0.0,0.0,0.3399866040617604,0.26887117272727273,0.0,0.3399866040617604
RBLX,-3790.753932,1.0,0.0,0.0,5957.160000000001,0.7066453823214416,0.0,0.0,0.7066453823214416,0.0,0.0,0.0,0.0,0.0,0.2933546176785584,0.0,0.0,0.2933546176785584
RDW,-205.823996,1.0,0.0,0.0,5977.6,0.7513469819325482,0.0,0.0,0.7513469819325482,0.0,0.0,0.0,0.0,0.0,0.24865301806745177,0.0,0.0,0.24865301806745177
LMND,-119.547257,1.0,0.0,0.0,736.5799999999999,0.781550877549757,0.0,0.0,0.781550877549757,0.0,0.0,0.0,0.0,0.0,0.21844912245024295,0.0,0.0,0.21844912245024295
FCX,-82.400514,1.0,0.0,0.0,2601.2999999999997,0.7893753661624188,0.0,0.0,0.7893753661624188,0.0,0.0,0.0,0.0,0.0,0.21062463383758123,0.0,0.0,0.21062463383758123
FLY,-1747.870534,1.0,0.0,0.0,10984.999999999998,0.7898954862084663,0.0,0.0,0.7898954862084663,0.0,0.0,0.0,0.0,0.0,0.21010451379153372,0.0,0.0,0.21010451379153372
MRNA,-574.02436,1.0,0.0,0.0,7304.57,0.8024038923614942,0.0,0.0,0.8024038923614942,0.0,0.0,0.0,0.0,0.0,0.19759610763850577,0.0,0.0,0.19759610763850577
HIMS,90.52016800000001,1.0,0.0,0.0,13211.62,0.8037594587673579,0.14175746710414014,0.0,0.8037594587673579,0.14175746710414014,0.0,0.0,0.0,0.0,0.19624054123264212,0.14175746710414014,0.0,0.19624054123264212
KTOS,-721.255657,1.0,0.0,0.0,1675.35,0.8080260450413347,0.0,0.0,0.8080260450413347,0.0,0.0,0.0,0.0,0.0,0.19197395495866532,0.0,0.0,0.19197395495866532
IBIT,-1109.004341,1.0,0.0,0.0,41446.04,0.8090703001536456,0.1645632970510283,0.0,0.8090703001536456,0.1645632970510283,0.0,0.0,0.0,0.0,0.19092969984635444,0.1645632970510283,0.0,0.19092969984635444
NOW,-473.254257,1.0,0.0,0.0,1823.1999999999998,0.8136383862439667,0.0,0.0,0.8136383862439667,0.0,0.0,0.0,0.0,0.0,0.18636161375603333,0.0,0.0,0.18636161375603333
ASTS,-4434.886504,1.0,0.0,0.0,12122.19,0.8355819305505028,0.0,0.0,0.8355819305505028,0.0,0.0,0.0,0.0,0.0,0.16441806944949722,0.0,0.0,0.16441806944949722
