symbol,overlay_type,net_notional_usd,gross_notional_usd,n_legs
AMZO,flow_program,14997.5480359152,14997.5480359152,1
DUST,flow_program,12786.7459248,12786.7459248,1
ZSL,flow_program,10125.896414399998,10125.896414399998,1
FAZ,flow_program,9938.4911808,9938.4911808,1
SDS,flow_program,9671.182091129998,9671.182091129998,1
LABD,flow_program,9377.178142499999,9377.178142499999,1
TSLQ,flow_program,9153.1268191,9153.1268191,1
SQQQ,flow_program,8429.83920576,8429.83920576,1
NVDQ,flow_program,6933.63929544,6933.63929544,1
SOXS,flow_program,3779.32292012,3779.32292012,1
EWV,flow_program,2116.5630888583996,2116.5630888583996,1
TSYY,flow_program,-58.206031079999995,58.206031079999995,1
NVYY,flow_program,-68.65498552600002,68.65498552600002,1
TQQY,flow_program,-344.97834839999996,344.97834839999996,1
