run_date,underlying,qty_b1,qty_b2,qty_b4,ledger_total,ibkr_position,diff_ledger_minus_ibkr
2026-05-02,CC,-14523.0,0.0,0.0,-14523.0,0.0,-14523.0
2026-05-02,INV,-1000.0,0.0,0.0,-1000.0,9000.0,-10000.0
2026-05-02,QDEL,9000.0,0.0,0.0,9000.0,17000.0,-8000.0
2026-05-02,JPM,72.0,0.0,0.0,72.0,7648.0,-7576.0
2026-05-02,JILL,-6800.0,0.0,0.0,-6800.0,0.0,-6800.0
2026-05-02,MCHB,186.0,0.0,0.0,186.0,6883.0,-6697.0
2026-05-02,BJRI,-5000.0,0.0,0.0,-5000.0,0.0,-5000.0
2026-05-02,BFF,-4000.0,0.0,0.0,-4000.0,0.0,-4000.0
2026-05-02,HEI.A,1.0,0.0,0.0,1.0,3356.0,-3355.0
2026-05-02,3905,3000.0,0.0,0.0,3000.0,0.0,3000.0
2026-05-02,LBRDK,-2272.0,0.0,0.0,-2272.0,-30.0,-2242.0
2026-05-02,FTRE,500.0,0.0,0.0,500.0,2500.0,-2000.0
2026-05-02,ASO,5.0,0.0,0.0,5.0,1297.0,-1292.0
2026-05-02,LBRDP,-1245.0,0.0,0.0,-1245.0,0.0,-1245.0
2026-05-02,NNEX,-1042.0,0.0,0.0,-1042.0,0.0,-1042.0
2026-05-02,VSTS,-1000.0,0.0,0.0,-1000.0,0.0,-1000.0
2026-05-02,SPHR,-1000.0,0.0,0.0,-1000.0,0.0,-1000.0
2026-05-02,GLIBK,-637.0,0.0,0.0,-637.0,0.0,-637.0
2026-05-02,MCO,1.0,0.0,0.0,1.0,622.0,-621.0
2026-05-02,BLSX,-575.0,0.0,0.0,-575.0,0.0,-575.0
2026-05-02,STRZ,-513.0,0.0,0.0,-513.0,0.0,-513.0
2026-05-02,DASX,-387.0,0.0,0.0,-387.0,0.0,-387.0
2026-05-02,CELT,-338.0,0.0,0.0,-338.0,0.0,-338.0
2026-05-02,DKUP,-277.0,0.0,0.0,-277.0,0.0,-277.0
2026-05-02,BTFL,-185.0,0.0,0.0,-185.0,0.0,-185.0
2026-05-02,MDBX,-145.0,0.0,0.0,-145.0,0.0,-145.0
2026-05-02,GSX,-141.0,0.0,0.0,-141.0,0.0,-141.0
2026-05-02,OPEN,5740.0,0.0,0.0,5740.0,5862.0,-122.0
2026-05-02,FRDU,-113.0,0.0,0.0,-113.0,0.0,-113.0
2026-05-02,AXUP,-101.0,0.0,0.0,-101.0,0.0,-101.0
2026-05-02,MARA,0.0,1484.0,0.0,1484.0,1543.0,-59.0
2026-05-02,SNPX,-46.0,0.0,0.0,-46.0,0.0,-46.0
2026-05-02,AI,0.0,51.0,0.0,51.0,91.0,-40.0
2026-05-02,ENPX,-33.0,0.0,0.0,-33.0,0.0,-33.0
2026-05-02,ETHA,1996.0,0.0,0.0,1996.0,2028.0,-32.0
2026-05-02,GLXY,364.0,0.0,0.0,364.0,396.0,-32.0
2026-05-02,GXRP,-20.0,0.0,0.0,-20.0,0.0,-20.0
2026-05-02,NVDO,19.0,0.0,0.0,19.0,0.0,19.0
2026-05-02,BRK.B,15.0,4.0,0.0,19.0,0.0,19.0
2026-05-02,CMG,192.0,0.0,0.0,192.0,211.0,-19.0
2026-05-02,BLSH,222.0,0.0,0.0,222.0,240.0,-18.0
2026-05-02,IREN,498.0,0.0,0.0,498.0,516.0,-18.0
2026-05-02,UPST,179.0,0.0,0.0,179.0,195.0,-16.0
2026-05-02,DKNG,0.0,28.0,0.0,28.0,43.0,-15.0
2026-05-02,IBIT,103.21311475409836,814.7868852459017,0.0,918.0,932.0,-14.0
2026-05-02,TEM,159.0,0.0,0.0,159.0,171.0,-12.0
2026-05-02,ABNY,11.0,0.0,0.0,11.0,0.0,11.0
2026-05-02,CSCO,-9.0,0.0,0.0,-9.0,0.0,-9.0
2026-05-02,ASTS,162.0,0.0,0.0,162.0,171.0,-9.0
2026-05-02,PYPL,0.0,41.0,0.0,41.0,50.0,-9.0
2026-05-02,CRWV,332.0,0.0,0.0,332.0,341.0,-9.0
2026-05-02,XYZ,0.0,84.0,0.0,84.0,92.0,-8.0
2026-05-02,RBLX,60.23203901647546,65.76796098352455,0.0,126.0,132.0,-6.0
2026-05-02,XOM,-3.033492822966508,-2.966507177033492,0.0,-6.0,0.0,-6.0
2026-05-02,NFLX,45.13516442717332,270.8648355728267,0.0,316.0,321.0,-5.0
2026-05-02,ABNB,-4.0,0.0,0.0,-4.0,0.0,-4.0
2026-05-02,HOOD,0.0,228.0,0.0,228.0,232.0,-4.0
2026-05-02,ALAB,120.0,0.0,0.0,120.0,124.0,-4.0
2026-05-02,QCOM,57.0,0.0,0.0,57.0,61.0,-4.0
2026-05-02,ARM,0.0,12.0,0.0,12.0,16.0,-4.0
2026-05-02,MSTR,-1.0699049637922005,169.06990496379217,0.0,167.99999999999997,171.0,-3.0000000000000284
2026-05-02,QQQ,0.0,4.0,0.0,4.0,7.0,-3.0
2026-05-02,PANW,140.0,0.0,0.0,140.0,143.0,-3.0
2026-05-02,PLTR,90.16770502663718,134.83229497336282,0.0,225.0,228.0,-3.0
2026-05-02,AMD,141.22332046168904,29.77667953831096,0.0,171.0,174.0,-3.0
2026-05-02,SPY,0.0,0.0,0.0,0.0,3.0,-3.0
2026-05-02,BABA,13.55486870211148,42.44513129788853,0.0,56.000000000000014,59.0,-2.999999999999986
2026-05-02,UNH,34.0,0.0,0.0,34.0,36.0,-2.0
2026-05-02,ASML,4.0,0.0,0.0,4.0,6.0,-2.0
2026-05-02,MU,34.0,0.0,0.0,34.0,36.0,-2.0
2026-05-02,SNOW,10.511376129348026,42.48862387065197,0.0,53.0,55.0,-2.0
2026-05-02,RDDT,0.0,48.0,0.0,48.0,50.0,-2.0
2026-05-02,LLY,0.0,0.0,0.0,0.0,2.0,-2.0
2026-05-02,AMZN,16.842026156988112,79.15797384301189,0.0,96.0,98.0,-2.0
2026-05-02,CEG,34.0,0.0,0.0,34.0,36.0,-2.0
2026-05-02,CRM,51.0,0.0,0.0,51.0,53.0,-2.0
2026-05-02,COIN,-6.357398873527905,116.35739887352791,0.0,110.00000000000001,112.0,-1.9999999999999858
2026-05-02,NVDA,31.62470887830352,174.3752911216965,0.0,206.00000000000003,208.0,-1.9999999999999716
2026-05-02,GOOGL,12.779687440780402,48.22031255921959,0.0,60.99999999999999,62.0,-1.000000000000007
2026-05-02,AAPL,21.3772326415451,39.622767358454894,0.0,60.99999999999999,62.0,-1.000000000000007
2026-05-02,TSM,14.768278869459438,29.231721130540564,0.0,44.0,45.0,-1.0
2026-05-02,MSFT,31.73291006894221,44.26708993105778,0.0,76.0,77.0,-1.0
2026-05-02,APP,18.0,0.0,0.0,18.0,19.0,-1.0
2026-05-02,TSLA,3.217126797865288,70.78287320213471,0.0,74.0,75.0,-1.0
2026-05-02,LMT,-1.0,0.0,0.0,-1.0,0.0,-1.0
2026-05-02,ALB,0.0,0.0,0.0,0.0,0.0,0.0
2026-05-02,ANET,17.0,0.0,0.0,17.0,17.0,0.0
2026-05-02,APH,18.0,0.0,0.0,18.0,18.0,0.0
2026-05-02,VOXR,0.0,0.0,0.0,0.0,0.0,0.0
2026-05-02,APLD,12000.0,0.0,9000.0,21000.0,21000.0,0.0
2026-05-02,XLE,0.0,0.0,0.0,0.0,0.0,0.0
2026-05-02,XLF,0.0,0.0,0.0,0.0,0.0,0.0
2026-05-02,ADBE,8.0,0.0,0.0,8.0,8.0,0.0
2026-05-02,AFRM,78.0,0.0,0.0,78.0,78.0,0.0
2026-05-02,VST,5.0,0.0,0.0,5.0,5.0,0.0
2026-05-02,XRP,0.0,0.0,0.0,0.0,0.0,0.0
2026-05-02,XRPZ,1722.0,0.0,0.0,1722.0,1722.0,0.0
2026-05-02,XBI,0.0,0.0,0.0,0.0,0.0,0.0
2026-05-02,EWJ,0.0,0.0,0.0,0.0,0.0,0.0
2026-05-02,ETOR,111.0,0.0,0.0,111.0,111.0,0.0
2026-05-02,EOSE,1601.0,0.0,0.0,1601.0,1601.0,0.0
2026-05-02,EWW,39.0,0.0,0.0,39.0,39.0,0.0
2026-05-02,FIG,298.0,0.0,0.0,298.0,298.0,0.0
2026-05-02,FIGR,384.0,0.0,0.0,384.0,384.0,0.0
2026-05-02,F,0.0,0.0,0.0,0.0,0.0,0.0
2026-05-02,EWY,20.0,0.0,0.0,20.0,20.0,0.0
2026-05-02,FUTU,0.0,0.0,0.0,0.0,0.0,0.0
2026-05-02,FXI,271.0,0.0,0.0,271.0,271.0,0.0
2026-05-02,XLK,121.0,0.0,-121.0,0.0,0.0,0.0
2026-05-02,XOP,68.0,0.0,0.0,68.0,68.0,0.0
2026-05-02,XPEV,119.0,0.0,0.0,119.0,119.0,0.0
2026-05-02,WDC,10.0,0.0,0.0,10.0,10.0,0.0
2026-05-02,WULF,741.0,0.0,0.0,741.0,741.0,0.0
2026-05-02,VRT,37.0,0.0,0.0,37.0,37.0,0.0
2026-05-02,CRCL,304.0,0.0,0.0,304.0,304.0,0.0
2026-05-02,CRDO,103.0,0.0,0.0,103.0,103.0,0.0
2026-05-02,CRML,2523.0,0.0,0.0,2523.0,2523.0,0.0
2026-05-02,CRWD,5.0,0.0,0.0,5.0,5.0,0.0
2026-05-02,CVNA,8.0,0.0,0.0,8.0,8.0,0.0
2026-05-02,DASH,0.0,0.0,0.0,0.0,0.0,0.0
2026-05-02,DDOG,18.0,0.0,0.0,18.0,18.0,0.0
2026-05-02,DELL,22.0,0.0,0.0,22.0,22.0,0.0
