underlying,symbols,net_notional_usd,gross_notional_usd,n_legs
AMD,AMD,70481.35379562044,70481.35379562044,1
NVTS,NVTS,68868.8,68868.8,1
NBIS,NBIS,49219.9,49219.9,1
NVDA,NVDA,39954.617123118674,39954.617123118674,1
CRCL,CRCL,34555.68,34555.68,1
CRWV,CRWV,33309.326115793614,33309.326115793614,1
TSLA,TSLA,32028.6583864588,32028.6583864588,1
CRML,CRML,31613.19,31613.19,1
ETHA,ETHA,31166.034005763693,31166.034005763693,1
IBIT,"IBIT, XBTY",29961.401254289594,43329.3687040496,2
IREN,IREN,29738.82857142857,29738.82857142857,1
INTC,INTC,27750.251720930235,27750.251720930235,1
PLTR,PLTR,27422.7670781893,27422.7670781893,1
OPEN,OPEN,27347.39198203526,27347.39198203526,1
IONQ,"IONQ, IOYY",27181.113389306003,46678.886610694,2
XRPZ,XRPZ,26570.46,26570.46,1
AVGO,AVGO,25938.214285714286,25938.214285714286,1
NFLX,NFLX,25219.911662199214,25219.911662199214,1
QUBT,QUBT,24825.6,24825.6,1
AMZN,AMZN,23474.705702479336,23474.705702479336,1
COIN,COIN,23406.454357398874,23406.454357398874,1
PANW,PANW,23216.504672897197,23216.504672897197,1
SNDK,SNDK,20310.42,20310.42,1
ALAB,ALAB,20250.763065590098,20250.763065590098,1
MSFT,MSFT,19666.18762894223,19666.18762894223,1
KEEL,KEEL,19599.89,19599.89,1
CRDO,CRDO,19416.015,19416.015,1
QBTS,"QBTS, QBY",18526.337327867,20294.062672133,2
GDX,GDX,18445.05,18445.05,1
USAR,USAR,18144.08,18144.08,1
HOOD,HOOD,17562.84,17562.84,1
WULF,WULF,17331.99,17331.99,1
PLUG,PLUG,17325.36,17325.36,1
GOOGL,GOOGL,17187.422989008468,17187.422989008468,1
MU,MU,17023.87495256098,17023.87495256098,1
HUT,HUT,16836.66,16836.66,1
TSM,TSM,16202.548571428571,16202.548571428571,1
AAPL,AAPL,16059.683864510474,16059.683864510474,1
SRPT,SRPT,14966.249999999998,14966.249999999998,1
RCAT,RCAT,14756.509999999998,14756.509999999998,1
MSTR,"MSTR, MTYY",14345.310619157772,49086.33632515777,2
SOXX,SOXX,14048.099999999999,14048.099999999999,1
CORZ,CORZ,13981.2,13981.2,1
BE,BE,13834.589999999998,13834.589999999998,1
FIGR,FIGR,13509.170000000002,13509.170000000002,1
ONDS,ONDS,13118.880000000001,13118.880000000001,1
KLAC,KLAC,13084.33,13084.33,1
U,U,12981.76,12981.76,1
EOSE,EOSE,12824.01,12824.01,1
ASTS,ASTS,12698.46,12698.46,1
BBAI,BBAI,12640.32,12640.32,1
SOFI,SOFI,12615.75,12615.75,1
BA,BA,12596.011227089162,12596.011227089162,1
FLY,FLY,11983.359999999999,11983.359999999999,1
GLXY,GLXY,11971.08,11971.08,1
ASML,ASML,11940.149999999998,11940.149999999998,1
UNH,UNH,11644.548387096775,11644.548387096775,1
HIMS,"HIMS, HMYY",11374.593980723599,15199.2060192764,2
XOP,XOP,11230.88,11230.88,1
LEU,LEU,10988.490000000002,10988.490000000002,1
CIFR,CIFR,10665.45,10665.45,1
CNC,CNC,10632.4,10632.4,1
RGTI,RGTI,10246.54,10246.54,1
CLSK,CLSK,10181.4,10181.4,1
CEG,CEG,10019.789999999999,10019.789999999999,1
TER,TER,9822.811212121213,9822.811212121213,1
BLSH,BLSH,9692.52,9692.52,1
SBET,SBET,9634.800000000001,9634.800000000001,1
UUUU,UUUU,9621.0,9621.0,1
LITE,LITE,9038.0,9038.0,1
LAC,LAC,9023.4,9023.4,1
RKLB,RKLB,8964.95,8964.95,1
OKLO,OKLO,8846.22,8846.22,1
VRT,VRT,8740.807631578948,8740.807631578948,1
COPX,COPX,8682.97,8682.97,1
ORCL,ORCL,8033.95,8033.95,1
APP,APP,7913.28888888889,7913.28888888889,1
OSCR,OSCR,7799.459999999999,7799.459999999999,1
DUOL,DUOL,7775.28,7775.28,1
META,"FBYY, META",7732.906977137998,30064.153022862,2
BABA,BABA,7703.3,7703.3,1
RDDT,RDDT,7478.400000000001,7478.400000000001,1
RKT,RKT,7248.779999999999,7248.779999999999,1
RDW,RDW,7084.8,7084.8,1
ACHR,ACHR,7050.240000000001,7050.240000000001,1
CRM,CRM,6974.782267346087,6974.782267346087,1
PONY,PONY,6707.379999999999,6707.379999999999,1
NVO,NVO,6588.01,6588.01,1
CMG,CMG,6450.94551724138,6450.94551724138,1
QCOM,QCOM,6397.615975629113,6397.615975629113,1
SNOW,SNOW,6292.723829024964,6292.723829024964,1
XYZ,XYZ,6287.4,6287.4,1
FIG,FIG,6156.68,6156.68,1
DELL,DELL,5730.12,5730.12,1
GEV,GEV,5663.999709128765,5663.999709128765,1
UPST,UPST,5647.2,5647.2,1
RBLX,RBLX,5196.84,5196.84,1
SMCI,SMCI,4951.799999999999,4951.799999999999,1
FXI,FXI,4668.928256701849,4668.928256701849,1
AFRM,AFRM,4544.710000000001,4544.710000000001,1
SATS,SATS,4450.25,4450.25,1
UEC,UEC,4439.595219741936,4439.595219741936,1
MRNA,MRNA,4402.984460683253,4402.984460683253,1
SOEZ,SOEZ,4344.0794399262095,4344.0794399262095,1
WDC,WDC,4320.0,4320.0,1
GRAB,GRAB,4289.160000000001,4289.160000000001,1
QS,QS,4275.18,4275.18,1
URA,URA,4177.643828868998,4177.643828868998,1
CLS,CLS,4077.4,4077.4,1
TEM,TEM,4055.1064945509042,4055.1064945509042,1
UBER,UBER,4035.875238554174,4035.875238554174,1
ETOR,ETOR,3991.52,3991.52,1
KWEB,KWEB,3970.1000641964756,3970.1000641964756,1
NOK,NOK,3858.82,3858.82,1
EWY,EWY,3804.0,3804.0,1
MP,MP,3776.0800000000004,3776.0800000000004,1
NU,NU,3772.1226188960927,3772.1226188960927,1
MRVL,MRVL,3572.73,3572.73,1
BULL,BULL,3515.0,3515.0,1
SOUN,SOUN,3152.4,3152.4,1
EWW,EWW,3114.9300000000003,3114.9300000000003,1
SNAP,SNAP,3021.76,3021.76,1
