underlying,pnl_total,pnl_share_b1,pnl_share_b2,pnl_share_b4,exp_net_total,exp_share_b1,exp_share_b2,exp_share_b4,ratio_spot_b1,ratio_spot_b2,ratio_spot_b4,diff_exp_b1,diff_exp_b2,diff_exp_b4,diff_pnl_b1,diff_pnl_b2,diff_pnl_b4,max_diff
QQQ,-789.2242640000001,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
NFLX,2800.7505003799997,0.18552210366317123,0.8144778963368288,0.0,28634.76,0.790404209080153,0.19835965675958872,0.0,0.790404209080153,0.19835965675958872,0.0,0.0,0.0,0.0,0.6048821054169817,0.61611823957724,0.0,0.61611823957724
MSFT,-6198.304894000001,0.4130970053215763,0.5869029946784237,0.0,26922.0,0.8598618709969543,0.12122714399375975,0.0,0.8598618709969543,0.12122714399375975,0.0,0.0,0.0,0.0,0.44676486567537804,0.4656758506846639,0.0,0.4656758506846639
META,-2331.08780421,0.08957333425802022,0.9104266657419797,0.0,12336.74,0.4632524967292819,0.4539588389375962,0.0,0.4632524967292819,0.4539588389375962,0.0,0.0,0.0,0.0,0.3736791624712617,0.4564678268043835,0.0,0.4564678268043835
IBIT,-7002.623026879999,0.34863803541820215,0.651361964581798,0.0,32329.44,0.7627148564176491,0.21908747700228645,0.0,0.7627148564176491,0.21908747700228645,0.0,0.0,0.0,0.0,0.414076820999447,0.4322744875795115,0.0,0.4322744875795115
PLTR,-2987.0896828699997,0.500900475891253,0.4990995241087471,0.0,29435.7,0.8384671132087905,0.10423644649354355,0.0,0.8384671132087905,0.10423644649354355,0.0,0.0,0.0,0.0,0.33756663731753755,0.39486307761520356,0.0,0.39486307761520356
HOOD,-3402.41706,0.24613417644208765,0.7538658235579123,0.0,4235.4,0.0,0.9600177610284745,0.0,0.0,0.9600177610284745,0.0,0.0,0.0,0.0,0.24613417644208765,0.20615193747056215,0.0,0.24613417644208765
MARA,-2286.277109,0.20033303965945357,0.7996669603405464,0.0,8309.47,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.20033303965945357,0.2003330396594536,0.0,0.2003330396594536
COIN,-2488.1815275500003,0.8114963316186375,0.18850366838136254,0.0,4019.75,0.9903504141961067,0.0,0.0,0.9903504141961067,0.0,0.0,0.0,0.0,0.0,0.17885408257746915,0.18850366838136254,0.0,0.18850366838136254
LRCX,-234.839257,1.0,0.0,0.0,1999.3000000000002,0.8378477494623116,0.0,0.0,0.8378477494623116,0.0,0.0,0.0,0.0,0.0,0.16215225053768845,0.0,0.0,0.16215225053768845
SMCI,-1432.790416,1.0,0.0,0.0,2590.3799999999997,0.8390903363560559,0.0,0.0,0.8390903363560559,0.0,0.0,0.0,0.0,0.0,0.1609096636439441,0.0,0.0,0.1609096636439441
