ETF,Underlying,sleeve,strategy_tag,Delta,borrow_current,optimal_gross_target_usd,optimal_long_usd,optimal_short_usd,optimal_underlying_target_usd,optimal_etf_target_usd,optimal_binding_cap,binding_cap,liquidity_gap_usd,executable_pct_of_optimal,gross_target_usd,long_usd,short_usd
MUU,MU,core_leveraged,ETF_LS,1.987159,0.022879,4719.2544996574,3139.407394211255,-1579.8471054461445,3139.407394211255,-1579.8471054461445,haircut,haircut,-643.9534829321265,1.136452374623762,5363.207982589526,3567.786988062778,-1795.420994526748
NFXL,NFLX,core_leveraged,ETF_LS,1.999256,0.038169,227.24405504670244,151.4772465292893,-75.76680851741312,151.4772465292893,-75.76680851741312,haircut,haircut,-31.00799093025546,1.136452374623762,258.2520459769579,172.14667651967986,-86.10536945727803
NVDU,NVDA,core_leveraged,ETF_LS,1.99672,0.037495,663.6682485766271,442.2033641107353,-221.4648844658917,442.2033641107353,-221.4648844658917,haircut,haircut,-95.79671692835109,1.1443442821527274,759.4649655049782,506.03289126882055,-253.43207423615755
ORCU,ORCL,core_leveraged,ETF_LS,2.0015,0.046478,1837.4190163932176,1225.2520943898135,-612.1669220034041,1225.2520943898135,-612.1669220034041,haircut,haircut,-257.6849362537455,1.1402428808860219,2095.103952646963,1397.0849779186728,-698.0189747282901
PALU,PANW,core_leveraged,ETF_LS,1.998167,0.110247,219.06384847995147,145.9979223724493,-73.06592610750216,145.9979223724493,-73.06592610750216,haircut,haircut,-29.891782319309442,1.1364523746237623,248.95563079926092,165.91968557030572,-83.03594522895519
PLTU,PLTR,core_leveraged,ETF_LS,1.997283,0.039193,1854.3019212060071,1235.6409802117776,-618.6609409942295,1235.6409802117776,-618.6609409942295,haircut,haircut,-271.08593164483045,1.1461929842948773,2125.3878528508376,1416.2830226259848,-709.1048302248529
QCMU,QCOM,core_leveraged,ETF_LS,2.005697,0.070354,1500.2356246580277,1001.1049322901583,-499.1306923678693,1001.1049322901583,-499.1306923678693,haircut,haircut,-223.9606540699424,1.149283652773539,1724.1962787279701,1150.5535333920395,-573.6427453359304
SHPU,SHOP,core_leveraged,ETF_LS,2.004446,0.071738,2755.2809801695407,1838.2130814056618,-917.0678987638787,1838.2130814056618,-917.0678987638787,haircut,haircut,-375.9646324998207,1.136452374623762,3131.2456126693614,2089.0416214279276,-1042.203991241434
SOFA,SOFI,core_leveraged,ETF_LS,2.00089,0.056095,3720.6053254563517,2480.771367711699,-1239.8339577446532,2480.771367711699,-1239.8339577446532,haircut,haircut,-507.68543169633494,1.1364523746237623,4228.290757152687,2819.2785117345984,-1409.012245418088
TSLL,TSLA,core_leveraged,ETF_LS,1.995994,0.026537,1919.2222852515038,1278.626114080432,-640.5961711710717,1278.626114080432,-640.5961711710717,haircut,haircut,-280.6000827711605,1.146205098246027,2199.8223680226643,1465.5677707094972,-734.2545973131669
TSMX,TSM,,ETF_LS,1.994574,0.105479,0.0,0.0,0.0,0.0,0.0,none,none,0.0,1.0,0.0,0.0,0.0
XOMX,XOM,,ETF_LS,2.003271,0.077827,0.0,0.0,0.0,0.0,0.0,none,none,0.0,1.0,0.0,0.0,0.0
YINN,FXI,core_leveraged,ETF_LS,2.989421,0.01638,734.504384676783,550.3913555738674,-184.11302910291568,550.3913555738674,-184.11302910291568,haircut,haircut,-100.75305931348998,1.1371714878976877,835.257443990273,625.8893567439601,-209.36808724631294
MEXX,EWW,core_leveraged,ETF_LS,2.985479,0.0505959999999999,935.2963047944652,700.6202960149772,-234.676008779488,700.6202960149772,-234.676008779488,haircut,haircut,-133.11331920878752,1.1423220839496844,1068.4096240032527,800.3340366012735,-268.0755874019792
KORU,EWY,core_leveraged,ETF_LS,2.984431,0.118201,11649.907893972093,8726.05053668015,-2923.857357291943,8726.05053668015,-2923.857357291943,haircut,haircut,-1659.6865052595003,1.142463487296604,13309.594399231593,9969.194126462007,-3340.400272769586
LABU,XBI,core_leveraged,ETF_LS,2.99297,0.199851,20.62710399785788,15.46124900824917,-5.1658549896087065,15.46124900824917,-5.1658549896087065,haircut,haircut,-2.9197599724682988,1.1415496801088274,23.54686397032618,17.649783859449766,-5.897080110876408
SOXL,SOXX,core_leveraged,ETF_LS,2.988261,0.0833189999999999,4260.944503564635,3192.572974328049,-1068.3715292365857,3192.572974328049,-1068.3715292365857,haircut,haircut,-617.7398084004535,1.1449772011542658,4878.684311965088,3655.4232686268797,-1223.261043338209
CHAU,ASHR,,ETF_LS,1.989052,0.038543,0.0,0.0,0.0,0.0,0.0,none,none,0.0,1.0,0.0,0.0,0.0
CWEB,KWEB,core_leveraged,ETF_LS,1.997766,0.009198,520.7359912653915,347.0279729392808,-173.70801832611068,347.0279729392808,-173.70801832611068,haircut,haircut,-75.7517947306286,1.1454706338744731,596.4877859960201,397.5103521349315,-198.9774338610886
ERX,XLE,,ETF_LS,2.001856,0.055575,0.0,0.0,0.0,0.0,0.0,none,none,0.0,1.0,0.0,0.0,0.0
NUGT,GDX,core_leveraged,ETF_LS,1.992095,0.014489,1201.5039200021033,799.9445042742927,-401.5594157278106,799.9445042742927,-401.5594157278106,haircut,haircut,-163.94806300404548,1.136452374623762,1365.4519830061488,909.0988314497481,-456.3531515564008
JNUG,GDXJ,core_leveraged,ETF_LS,1.995692,0.029352,1531.7453094940035,1020.4292898584724,-511.31601963553106,1020.4292898584724,-511.31601963553106,haircut,haircut,-230.87870736706077,1.1507291753635787,1762.6240168610643,1174.2377552356822,-588.3862616253821
GUSH,XOP,core_leveraged,ETF_LS,2.00436,0.059371,288.2864932159525,192.33045159112973,-95.95604162482275,192.33045159112973,-95.95604162482275,haircut,haircut,-39.72408565667564,1.137793780116222,328.0105788726281,218.83239154733153,-109.1781873252966
URAA,URA,core_leveraged,ETF_LS,1.950716,0.023818,1816.0297916552847,1200.5758504236362,-615.4539412316484,1200.5758504236362,-615.4539412316484,haircut,haircut,-262.5005034874623,1.1445463641035298,2078.530295142747,1374.114724432876,-704.4155707098706
TQQQ,QQQ,core_leveraged,ETF_LS,2.991034,0.007157,623.3181651496186,467.138547248689,-156.1796179009296,467.138547248689,-156.1796179009296,haircut,haircut,-82.8562845019934,1.1329277552533783,706.174449651612,529.2342257267815,-176.9402239248305
SPXL,SPY,core_leveraged,ETF_LS,2.99179,0.014474,242.34549209930333,181.6345097832738,-60.71098231602948,181.6345097832738,-60.71098231602948,haircut,haircut,-33.46940040462192,1.1381061397705203,275.81489250392525,206.71935077855258,-69.09554172537264
URTY,IWM,core_leveraged,ETF_LS,2.996238,0.073037,179.70480604545085,134.73631166512342,-44.9684943803274,134.73631166512342,-44.9684943803274,haircut,haircut,-28.767132796923846,1.1600799301363598,208.4719388423747,156.3048910233072,-52.167047819067506
MSTU,MSTR,core_leveraged,ETF_LS,1.992268,0.1423754666666666,1710.1002570521564,1138.5938755876095,-571.5063814645467,1138.5938755876095,-571.5063814645467,haircut,haircut,-233.3472409194726,1.136452374623762,1943.447497971629,1293.9577136436112,-649.4897843280177
NVDX,NVDA,,ETF_LS,1.99982,0.070217,0.0,0.0,0.0,0.0,0.0,none,none,0.0,1.0,0.0,0.0,0.0
TSLT,TSLA,core_leveraged,ETF_LS,1.995896,0.050936,1129.6975039223425,752.6158215400627,-377.08168238227984,752.6158215400627,-377.08168238227984,haircut,haircut,-165.16753454925743,1.1462050982460268,1294.8650384716,862.6520916698419,-432.21294680175816
BTCL,IBIT,,ETF_LS,1.999747,,1036.380710958643,690.8913377019506,-345.48937325669226,690.8913377019506,-345.48937325669226,haircut,none,1036.380710958643,0.0,0.0,0.0,0.0
ETU,ETHA,,ETF_LS,1.994833,,4538.516118726304,3023.0673044764594,-1515.4488142498442,3023.0673044764594,-1515.4488142498442,haircut,none,4538.516118726304,0.0,0.0,0.0,0.0
CCUP,CRCL,core_leveraged,ETF_LS,1.997086,0.3069104303456828,10471.8479395192,6977.838111466485,-3494.0098280527154,6977.838111466485,-3494.0098280527154,haircut,haircut,-1449.6563543006705,1.1384336711794565,11921.504293819871,7943.805858132717,-3977.6984356871544
CRWU,CRWV,core_leveraged,ETF_LS,1.997167,0.148543,10751.293272166213,7164.141381008258,-3587.151891157954,7164.141381008258,-3587.151891157954,haircut,haircut,-1487.015131521306,1.1383103496368205,12238.308403687519,8155.016280263125,-4083.292123424393
AAPX,AAPL,,ETF_LS,2.001075,0.026129,0.0,0.0,0.0,0.0,0.0,none,none,0.0,1.0,0.0,0.0,0.0
GOOX,GOOGL,core_leveraged,ETF_LS,1.986101,0.040336,391.4058043944197,260.32992839611296,-131.0758759983067,260.32992839611296,-131.0758759983067,haircut,haircut,-56.17882802425976,1.1435309016716786,447.58463241867946,297.6953177509306,-149.8893146677488
MSFX,MSFT,core_leveraged,ETF_LS,2.005911,0.0417089999999999,185.94198079179665,124.08320293982544,-61.85877785197121,124.08320293982544,-61.85877785197121,haircut,haircut,-25.72703318783951,1.138360541703848,211.66901397963616,141.2514221149282,-70.41759186470794
NFLU,NFLX,core_leveraged,ETF_LS,2.000492,0.087349,107.40057262021831,71.60625201539139,-35.79432060482691,71.60625201539139,-35.79432060482691,haircut,haircut,-14.655063169980593,1.136452374623762,122.0556357901989,81.3770951407991,-40.6785406493998
ROBN,HOOD,,ETF_LS,1.998155,,5715.581331840165,3809.2151393517297,-1906.3661924884354,3809.2151393517297,-1906.3661924884354,haircut,none,5715.581331840165,0.0,0.0,0.0,0.0
DJTU,DJT,,ETF_LS,2.00969,0.4365843568773758,0.0,0.0,0.0,0.0,0.0,none,none,0.0,1.0,0.0,0.0,0.0
RBLU,RBLX,core_leveraged,ETF_LS,2.004187,0.1069529999999999,4577.69128092122,3053.9208628609526,-1523.770418060267,3053.9208628609526,-1523.770418060267,haircut,haircut,-624.6368455761931,1.1364523746237625,5202.328126497413,3470.635616511379,-1731.6925099860337
SNOU,SNOW,core_leveraged,ETF_LS,2.000026,0.045141,3175.6504727621063,2117.1094891965954,-1058.5409835655114,2117.1094891965954,-1058.5409835655114,haircut,haircut,-476.0720757225731,1.1499132476341127,3651.7225484846795,2434.4922483190544,-1217.230300165625
GLXU,GLXY,core_leveraged,ETF_LS,2.001465,0.110924,20157.234079765247,13441.43560143375,-6715.798478331497,13441.43560143375,-6715.798478331497,haircut,haircut,-2750.502456030994,1.1364523746237623,22907.73653579624,15275.551407601763,-7632.185128194479
AFRU,AFRM,core_leveraged,ETF_LS,2.000104,0.142784,1517.275096234976,1011.5342631721969,-505.7408330627792,1011.5342631721969,-505.7408330627792,haircut,haircut,-207.24504832907792,1.136590291927511,1724.520144564054,1149.7000234735672,-574.8201210904869
KTUP,KTOS,core_leveraged,ETF_LS,2.006811,0.326071,1203.056288293267,802.9459094589249,-400.1103788343421,802.9459094589249,-400.1103788343421,haircut,haircut,-179.68423178922353,1.1493564628169934,1382.7405200824905,922.8710703290839,-459.8694497534067
TTDU,TTD,core_leveraged,ETF_LS,2.001869,0.162343,539.0118502994136,359.4530986352292,-179.5587516641844,359.4530986352292,-179.5587516641844,haircut,haircut,-73.50940971424757,1.1363780957198142,612.5212600136612,408.4746277276883,-204.0466322859729
BMNU,BMNR,core_leveraged,ETF_LS,1.990009,0.1680809853228344,11401.714935075534,7588.443826167321,-3813.2711089082118,7588.443826167321,-3813.2711089082118,haircut,haircut,-1633.079522056245,1.143231042992694,13034.794457131778,8675.344550080736,-4359.449907051042
SBTU,SBET,core_leveraged,ETF_LS,2.005626,0.1321157341218977,7036.774530839642,4695.573552793922,-2341.200978045719,4695.573552793922,-2341.200978045719,haircut,haircut,-1020.5020570285978,1.1450241232763827,8057.276587868239,5376.5449905676305,-2680.731597300609
XRPT,XRPZ,core_leveraged,ETF_LS,1.997475,0.050559,6672.880385696909,4446.71323311118,-2226.1671525857296,4446.71323311118,-2226.1671525857296,haircut,haircut,-931.668070446517,1.139620076577952,7604.548456143426,5067.563675238355,-2536.9847809050707
CHNU,CHNL,,ETF_LS,1.999464,,2254.669360978044,1502.9786052370036,-751.6907557410403,1502.9786052370036,-751.6907557410403,haircut,none,2254.669360978044,0.0,0.0,0.0,0.0
APPX,APP,core_leveraged,ETF_LS,1.997256,0.021358,9895.810656659662,6594.187219535952,-3301.62343712371,6594.187219535952,-3301.62343712371,haircut,haircut,-1399.5909735080222,1.1414326751054122,11295.401630167684,7526.820758140842,-3768.5808720268424
ARCX,ACHR,core_leveraged,ETF_LS,1.995709,0.059341,5552.132018873977,3698.7704210438883,-1853.3615978300886,3698.7704210438883,-1853.3615978300886,haircut,haircut,-764.1036293894795,1.13762346190472,6316.235648263457,4207.808011178728,-2108.427637084729
ASTX,ASTS,core_leveraged,ETF_LS,1.997074,0.063407,33607.6756779323,22394.18022272088,-11213.495455211414,22394.18022272088,-11213.495455211414,haircut,haircut,-4768.731287204813,1.1418941117173447,38376.40696513711,25571.78253306199,-12804.624432075121
BEX,BE,core_leveraged,ETF_LS,1.99446,0.038907,47174.48864798405,31420.56685641427,-15753.921791569785,31420.56685641427,-15753.921791569785,haircut,haircut,-6553.242325598607,1.1389149625870645,53727.73097358266,35785.35372573742,-17942.37724784524
CEGX,CEG,core_leveraged,ETF_LS,2.002312,0.048504,686.7748256082958,458.02617270070465,-228.74865290759118,458.02617270070465,-228.74865290759118,haircut,haircut,-100.04939330333798,1.1456800534508838,786.8242189116338,524.7514500216471,-262.0727688899868
CLSX,CLSK,core_leveraged,ETF_LS,2.00074,0.10046,14944.361086521007,9964.135846573192,-4980.225239947816,9964.135846573192,-4980.225239947816,haircut,haircut,-2198.9299839505184,1.147141117055438,17143.291070471525,11430.269925530101,-5713.021144941423
COZX,CORZ,core_leveraged,ETF_LS,2.007265,0.10572,3379.550119445069,2255.7548704580095,-1123.7952489870593,2255.7548704580095,-1123.7952489870593,haircut,haircut,-535.7245724067257,1.1585194932675515,3915.2746918517946,2613.3359894588243,-1301.9387023929698
CRDU,CRDO,core_leveraged,ETF_LS,1.99517,0.086873,11920.985846263951,7940.915985032719,-3980.069861231233,7940.915985032719,-3980.069861231233,haircut,haircut,-1653.7746453071304,1.1387280101356236,13574.760491571082,9042.543458290473,-4532.217033280609
CSEX,CLS,core_leveraged,ETF_LS,2.00416,0.038819,11936.102863353988,7962.911401063701,-3973.191462290287,7962.911401063701,-3973.191462290287,haircut,haircut,-1640.1593471877677,1.1374116297391634,13576.262210541756,9057.10803415243,-4519.154176389325
CWVX,CRWV,core_leveraged,ETF_LS,1.997922,0.106582,13279.635897412934,8850.0223526266,-4429.6135447863335,8850.0223526266,-4429.6135447863335,haircut,haircut,-1836.711084020857,1.1383103496368205,15116.346981433791,10074.072038512062,-5042.2749429217265
FLYT,FLY,core_leveraged,ETF_LS,1.99662,0.20373,19968.111901485376,13304.567007075882,-6663.544894409492,13304.567007075882,-6663.544894409492,haircut,haircut,-3121.2431163270267,1.1563113794496938,23089.355017812402,15384.222228932798,-7705.132788879605
GEVX,GEV,core_leveraged,ETF_LS,1.998816,0.026928,3381.6039128423126,2253.957564135919,-1127.6463487063936,2253.957564135919,-1127.6463487063936,haircut,haircut,-461.42788394433865,1.136452374623762,3843.0317967866513,2561.5154260634554,-1281.516370723196
IREX,IREN,core_leveraged,ETF_LS,1.996813,0.120464,20944.73848132264,13955.734335477491,-6989.004145845151,13955.734335477491,-6989.004145845151,haircut,haircut,-3064.5324610118914,1.146315145626892,24009.270942334533,15997.669637103096,-8011.601305231435
JOBX,JOBY,core_leveraged,ETF_LS,1.989024,0.261121,1975.953290016527,1314.8835595571775,-661.0697304593497,1314.8835595571775,-661.0697304593497,haircut,haircut,-283.0916866661207,1.1432684102890676,2259.0449766826478,1503.2648368501648,-755.7801398324831
LABX,ALAB,core_leveraged,ETF_LS,1.997424,0.034894,11501.070289083127,7664.085501784725,-3836.9847872984024,7664.085501784725,-3836.9847872984024,haircut,haircut,-1741.217682617309,1.1513961430415813,13242.287971700436,8824.398486695834,-4417.889485004603
LRCU,LRCX,,ETF_LS,2.0073,0.37343,788.2249072603396,526.1210575412096,-262.10384971913,526.1210575412096,-262.10384971913,haircut,none,788.2249072603396,0.0,0.0,0.0,0.0
NEBX,NBIS,core_leveraged,ETF_LS,1.99307,0.062054,16776.78501030545,11171.575305786197,-5605.209704519258,11171.575305786197,-5605.209704519258,haircut,haircut,-2271.6362177956325,1.1354035482006974,19048.421228101084,12684.246241180937,-6364.174986920147
NVTX,NVTS,core_leveraged,ETF_LS,1.987289,0.325903,45581.09438185032,30322.74663516417,-15258.34774668615,30322.74663516417,-15258.34774668615,haircut,haircut,-6430.720932695898,1.1410830744611633,52011.81531454622,34600.772956560024,-17411.042357986193
OPEX,OPEN,,ETF_LS,2.001448,0.437929,4262.384415514597,2842.2750497969178,-1420.1093657176793,2842.2750497969178,-1420.1093657176793,haircut,none,4262.384415514597,0.0,0.0,0.0,0.0
PONX,PONY,core_leveraged,ETF_LS,2.008348,0.114597,2021.685147284598,1349.6601198327878,-672.0250274518102,1349.6601198327878,-672.0250274518102,haircut,haircut,-275.863739088574,1.1364523746237623,2297.548886373172,1533.8244481189633,-763.7244382542086
QBTX,QBTS,core_leveraged,ETF_LS,1.983447,0.295956,22156.83025961005,14730.24273866195,-7426.587520948102,14730.24273866195,-7426.587520948102,haircut,haircut,-3160.4515467011333,1.142640057700959,25317.281806311184,16831.365412853822,-8485.91639345736
QUBX,QUBT,core_leveraged,ETF_LS,1.99174,0.223239,17977.443660444722,11968.417588511758,-6009.026071932963,11968.417588511758,-6009.026071932963,haircut,haircut,-2652.3965573541536,1.147540251409056,20629.840217798876,13734.240928489351,-6895.5992893095245
RGTU,RGTI,,ETF_LS,1.997424,0.451912,9484.755069898756,6320.452965859169,-3164.302104039587,6320.452965859169,-3164.302104039587,haircut,none,9484.755069898756,0.0,0.0,0.0,0.0
TARK,ARKK,core_leveraged,ETF_LS,1.990949,0.040339,1039.249721559938,691.7848461775969,-347.46487538234123,691.7848461775969,-347.46487538234123,haircut,haircut,-149.68905963723068,1.1440356985735285,1188.9387811971687,791.426559759368,-397.5122214378008
TEMT,TEM,core_leveraged,ETF_LS,1.993051,0.055652,6385.4806593160365,4252.04535890985,-2133.4353004061863,4252.04535890985,-2133.4353004061863,haircut,haircut,-871.3139990777781,1.136452374623762,7256.794658393815,4832.247045141045,-2424.5476132527697
UNX,U,core_leveraged,ETF_LS,2.00206,0.05187,7196.665841302373,4799.423334056558,-2397.2425072458154,4799.423334056558,-2397.2425072458154,haircut,haircut,-1028.80288951919,1.1429554896956295,8225.468730821563,5485.527247033244,-2739.9414837883196
UPSX,UPST,core_leveraged,ETF_LS,1.998701,0.108657,6761.733715326662,4506.8461105515735,-2254.887604775088,4506.8461105515735,-2254.887604775088,haircut,haircut,-922.6546220298751,1.1364523746237618,7684.388337356537,5121.815964400202,-2562.572372956336
WULX,WULF,core_leveraged,ETF_LS,1.994675,0.15121,17348.08806059461,11555.109503457488,-5792.978557137122,11555.109503457488,-5792.978557137122,haircut,haircut,-2429.0051458196103,1.1400157260751393,19777.09320641422,13173.006550461832,-6604.08665595239
CRMU,CRML,core_leveraged,ETF_LS,1.991022,0.159637,72908.17897109756,48532.50437856779,-24375.674592529766,48532.50437856779,-24375.674592529766,haircut,haircut,-10628.460295149678,1.145778710223486,83536.63926624724,55607.510270791085,-27929.128995456147
UECG,UEC,core_leveraged,ETF_LS,1.999129,0.11769,5155.014342223625,3436.177192429927,-1718.8371497936985,3436.177192429927,-1718.8371497936985,haircut,haircut,-787.1350850381441,1.1526930931289343,5942.149427261769,3960.85771648115,-1981.29171078062
DNNG,DNN,core_leveraged,ETF_LS,1.998562,0.105512,1301.7742919902332,867.6414336433879,-434.13285834684535,867.6414336433879,-434.13285834684535,haircut,haircut,-207.7220919410338,1.1595684391826908,1509.496383931267,1006.0896229800954,-503.4067609511716
RCAX,RCAT,core_leveraged,ETF_LS,2.001471,0.14654,30962.18773720403,20646.516608879272,-10315.671128324753,20646.516608879272,-10315.671128324753,haircut,haircut,-4282.125443750145,1.138301772474713,35244.313180954174,23501.96645131588,-11742.346729638291
OKLL,OKLO,core_leveraged,ETF_LS,2.000464,0.128819,16342.621551369495,10895.923456884944,-5446.698094484552,10895.923456884944,-5446.698094484552,haircut,haircut,-2363.25666505098,1.1446069504591165,18705.878216420475,12471.549720421031,-6234.3284959994435
GDXU,GDX,core_leveraged,ETF_LS,2.432849,0.081777,1666.410978381281,1180.9800787462314,-485.43089963504985,1180.9800787462314,-485.43089963504985,haircut,haircut,-227.3857350992323,1.136452374623762,1893.7967134805133,1342.127614874512,-551.6690986060014
MRNX,MRNA,core_leveraged,ETF_LS,1.995578,0.151465,2058.2560954770997,1371.1579476481668,-687.0981478289331,1371.1579476481668,-687.0981478289331,haircut,haircut,-308.8401045277715,1.150049406002698,2367.096200004871,1576.8993832286526,-790.1968167762185
ZETX,ZETA,core_leveraged,ETF_LS,1.996232,0.203171,3309.5956815576114,2205.0097611223405,-1104.5859204352703,2205.0097611223405,-1104.5859204352703,haircut,haircut,-476.0813284194669,1.143848788259056,3785.6770099770783,2522.19774335918,-1263.4792666178982
LITX,LITE,core_leveraged,ETF_LS,1.999565,0.057725,23718.430099585155,15811.140176017852,-7907.289923567302,15811.140176017852,-7907.289923567302,haircut,haircut,-3236.4361094361084,1.136452374623762,26954.866209021264,17968.607798544657,-8986.258410476607
SNXX,SNDK,core_leveraged,ETF_LS,1.988997,0.054033,17045.936891686713,11343.041608858824,-5702.895282827891,11343.041608858824,-5702.895282827891,haircut,haircut,-2521.5967996681647,1.1479294928575,19567.533691354878,13021.012001518831,-6546.5216898360495
WDCX,WDC,core_leveraged,ETF_LS,2.004062,0.029845,6855.402570733319,4573.358268474139,-2282.044302259181,4573.358268474139,-2282.044302259181,haircut,haircut,-935.4359597784032,1.1364523746237618,7790.838530511723,5197.403864212651,-2593.4346662990724
LNOK,NOK,core_leveraged,ETF_LS,2.01075,0.19154,222.79578965176185,148.79569344591218,-74.00009620584966,148.79569344591218,-74.00009620584966,haircut,haircut,-31.271416850199415,1.1403591014851664,254.06720650196127,169.68052328284267,-84.38668321911858
USGG,USAR,core_leveraged,ETF_LS,1.996188,0.349047,10519.291359272707,7008.399733222303,-3510.891626050404,7008.399733222303,-3510.891626050404,haircut,haircut,-1515.436494206595,1.1440626029310181,12034.727853479302,8018.0480411713625,-4016.6798123079407
ONDG,ONDS,core_leveraged,ETF_LS,1.998618,0.223876,25834.75520875079,17219.201240639217,-8615.553968111573,17219.201240639217,-8615.553968111573,haircut,haircut,-3549.378863416423,1.1373877489736839,29384.134072167213,19584.908538215503,-9799.225533951712
PLUL,PLUG,,ETF_LS,1.99243,0.3528529999999999,5319.529890373915,3541.8676258016726,-1777.6622645722423,3541.8676258016726,-1777.6622645722423,haircut,none,5319.529890373915,0.0,0.0,0.0,0.0
ALBG,ALB,core_leveraged,ETF_LS,2.000903,0.085639,643.7363386246262,429.22212786052415,-214.51421076410207,429.22212786052415,-214.51421076410207,haircut,haircut,-87.83935203693659,1.1364523746237623,731.5756906615628,487.7905064481568,-243.78518421340604
UUUG,UUUU,core_leveraged,ETF_LS,1.995269,0.141154,8937.503595894183,5953.630162191172,-2983.8734337030105,5953.630162191172,-2983.8734337030105,haircut,haircut,-1356.0833777203497,1.1517295476494491,10293.586973614532,6856.971773572555,-3436.615200041977
HUTG,HUT,core_leveraged,ETF_LS,1.995492,0.177091,17585.29973975802,11714.711622761539,-5870.588116996479,11714.711622761539,-5870.588116996479,haircut,haircut,-2360.2687222282075,1.1342182821536988,19945.568461986226,13287.040092694562,-6658.528369291664
XPEG,XPEV,core_leveraged,ETF_LS,2.004173,0.079667,504.6609626222202,336.67431118030254,-167.9866514419177,336.67431118030254,-167.9866514419177,haircut,haircut,-73.90506648900947,1.1464449837867356,578.5660291112297,385.97857522251235,-192.58745388871736
ORLG,ORLY,,ETF_LS,1.999494,0.13934,0.0,0.0,0.0,0.0,0.0,none,none,0.0,1.0,0.0,0.0,0.0
