symbol,overlay_type,net_notional_usd,gross_notional_usd,n_legs
AMZO,flow_program,16638.48402621,16638.48402621,1
DUST,flow_program,11560.5874872,11560.5874872,1
ZSL,flow_program,10191.771205199999,10191.771205199999,1
TSLQ,flow_program,9982.486808250002,9982.486808250002,1
FAZ,flow_program,9870.591569999999,9870.591569999999,1
SDS,flow_program,9735.804266649999,9735.804266649999,1
SQQQ,flow_program,9009.309719519999,9009.309719519999,1
LABD,flow_program,8398.17998425,8398.17998425,1
NVDQ,flow_program,6944.088971560001,6944.088971560001,1
SOXS,flow_program,4477.038532999999,4477.038532999999,1
EWV,flow_program,1928.9089825648,1928.9089825648,1
TSYY,flow_program,-54.794653200000006,54.794653200000006,1
NVYY,flow_program,-64.6136240058,64.6136240058,1
TQQY,flow_program,-310.7066348925,310.7066348925,1
