underlying,symbol,leg_class,net_notional_usd,gross_notional_usd,_ratio_b1,_ratio_b2,_ratio_b4
AAOI,AAOI,spot,110865.43999999999,110865.43999999999,1.0,0.0,0.0
AAOI,AAOG,core_levered_etf,-41416.137915600004,41416.137915600004,1.0,0.0,0.0
AAOI,AAOX,core_levered_etf,-49040.00151102,49040.00151102,1.0,0.0,0.0
ACHR,ACHR,spot,3201.3700000000003,3201.3700000000003,1.0,0.0,0.0
ACHR,ARCX,core_levered_etf,-3063.46244256,3063.46244256,1.0,0.0,0.0
ADBE,ADBE,spot,941.24,941.24,1.0,0.0,0.0
ADBE,ADBG,core_levered_etf,-1056.7435769600002,1056.7435769600002,1.0,0.0,0.0
AFRM,AFRM,spot,1037.92,1037.92,1.0,0.0,0.0
AFRM,AFRU,core_levered_etf,-1168.0336812816001,1168.0336812816001,1.0,0.0,0.0
ALAB,ALAB,spot,7993.5,7993.5,1.0,0.0,0.0
ALAB,LABX,core_levered_etf,-6578.7411834899995,6578.7411834899995,1.0,0.0,0.0
ALB,ALB,spot,1319.089266,1319.089266,1.0,0.0,0.0
ALB,ALBG,core_levered_etf,-1252.8525526271999,1252.8525526271999,1.0,0.0,0.0
AMAT,AMAT,spot,8974.88,8974.88,1.0,0.0,0.0
AMAT,AMAU,core_levered_etf,-3955.772184,3955.772184,1.0,0.0,0.0
AMAT,AMA,core_levered_etf,-4309.1377301699995,4309.1377301699995,1.0,0.0,0.0
AMD,AMD,spot_b4_structural,7514.1,7514.1,1.1715182687908623,0.0,-0.17151826879086232
AMD,DAMD,inverse_b4_etf,6046.6287765,6046.6287765,0.0,0.0,1.0
AMD,AMDG,core_levered_etf,-2405.1385012608002,2405.1385012608002,1.0,0.0,0.0
AMD,AMUU,core_levered_etf,-2492.1214790424,2492.1214790424,1.0,0.0,0.0
AMD,AMDL,core_levered_etf,-6164.748688799999,6164.748688799999,1.0,0.0,0.0
AMKR,AMKR,spot,7940.52,7940.52,1.0,0.0,0.0
AMKR,AMKL,core_levered_etf,-7139.61631656,7139.61631656,1.0,0.0,0.0
AMPX,AMPX,spot,12503.8,12503.8,1.0,0.0,0.0
AMPX,AMPU,core_levered_etf,-11035.055353920001,11035.055353920001,1.0,0.0,0.0
AMZN,AMZN,spot,1499.34,1499.34,1.0,0.0,0.0
AMZN,AMZU,core_levered_etf,-653.04478656,653.04478656,1.0,0.0,0.0
AMZN,AMZZ,core_levered_etf,-940.2593950400001,940.2593950400001,1.0,0.0,0.0
ANET,ANET,spot,2359.84,2359.84,1.0,0.0,0.0
ANET,ANEL,core_levered_etf,-2109.759374944,2109.759374944,1.0,0.0,0.0
APH,APH,spot,1227.5855539999998,1227.5855539999998,1.0,0.0,0.0
APH,APHU,core_levered_etf,-1199.35264826,1199.35264826,1.0,0.0,0.0
APP,APP,spot,5213.76,5213.76,1.0,0.0,0.0
APP,APPX,core_levered_etf,-4888.98924705,4888.98924705,1.0,0.0,0.0
ARKK,ARKK,spot,1303.39,1303.39,1.0,0.0,0.0
ARKK,TARK,core_levered_etf,-1279.8114107489998,1279.8114107489998,1.0,0.0,0.0
ARM,ARM,spot,2096.08,2096.08,1.0,0.0,0.0
ARM,ARMG,core_levered_etf,-1725.17871708,1725.17871708,1.0,0.0,0.0
ASML,ASML,spot,1784.87,1784.87,1.0,0.0,0.0
