underlying,symbols,net_notional_usd,gross_notional_usd,n_legs
CRWV,"CORD, CRWV",113478.21169950793,113479.26212049209,2
QBTS,"QBTS, QBTZ",80962.34878115999,80962.34878115999,2
LITE,"LITE, LITZ",61572.03377328,88408.77377328,2
SNDK,"SNDK, SNDQ",34613.77581866001,105167.77581866001,2
NBIS,"NBIS, NBIZ",32150.753542320006,89178.39354232002,2
ASTS,"ASTN, ASTS",23004.69514608,61621.715146079994,2
RKLB,"RKLB, RKLZ",19276.585069190005,37461.085069190005,2
SPY,"SDS, SPY",9054.815174239999,12057.69517424,2
XLF,"FAZ, XLF",8139.053693519999,8139.053693519999,2
MSTR,"MSTR, MSTZ",7800.231311859998,36949.531311859995,2
AMD,"AMD, DAMD",4757.823352978581,7335.434200021418,2
NVDA,"NVDA, NVDQ",3833.88233996,7987.73101996,2
SPCX,"SPCG, SPCX, SSPC",1824.6463816356068,7198.873618364392,3
EWJ,"EWJ, EWV",1636.9021242,4915.2961242,2
BMNR,BMNR,0.0,0.0,1
BE,BE,0.0,0.0,1
BLSH,BLSH,0.0,0.0,1
AXON,AXON,0.0,0.0,1
AAOI,AAOI,0.0,0.0,1
DKNG,DKNG,0.0,0.0,1
CRCL,CRCL,0.0,0.0,1
COIN,"COIN, CONI",0.0,25689.8349229214,2
IWM,IWM,0.0,0.0,1
KEEL,KEEL,0.0,0.0,1
IONQ,IONQ,0.0,0.0,1
IBIT,IBIT,0.0,0.0,1
HOOD,HOOD,0.0,0.0,1
OKTA,OKTA,0.0,0.0,1
OKLO,OKLO,0.0,0.0,1
NET,NET,0.0,0.0,1
NEM,NEM,0.0,0.0,1
MU,"MU, MUZ",0.0,11494.000000000002,2
IREN,"IREN, IREZ",0.0,76657.27424261,2
QS,QS,0.0,0.0,1
ORCL,ORCL,0.0,0.0,1
SMCI,SMCI,0.0,0.0,1
RGTI,RGTI,0.0,0.0,1
QQQ,QQQ,0.0,0.0,1
TSLA,TSLA,0.0,0.0,1
XOP,XOP,0.0,0.0,1
TSM,TSM,0.0,0.0,1
XRPZ,XRPZ,0.0,0.0,1
SVIX,"SVIX, UVIX",-462.1139665800001,41023.94603342,2
