run_date,underlying,qty_b1,qty_b2,qty_b4,cost_b1_base,cost_b2_base,cost_b4_base
2026-07-17,3905,3000.0,0.0,0.0,43142.1429,0.0,0.0
2026-07-17,AAG,0.0,0.0,0.0,0.0,0.0,0.0
2026-07-17,AAL,0.0,0.0,0.0,0.0,0.0,0.0
2026-07-17,AAOI,1106.0,0.0,0.0,149666.85773684696,0.0,0.0
2026-07-17,AAPL,-0.710379638946707,-0.28962036105328937,0.0,-221.3969182741307,-90.26308172586818,0.0
2026-07-17,ABNB,-4.0,0.0,0.0,-573.44,0.0,0.0
2026-07-17,ABNY,11.0,0.0,0.0,435.71,0.0,0.0
2026-07-17,ACHR,713.0,0.0,0.0,3791.45042738565,0.0,0.0
2026-07-17,ADBE,4.0,0.0,0.0,872.7379428571428,0.0,0.0
2026-07-17,AFRM,13.0,0.0,0.0,788.216274509804,0.0,0.0
2026-07-17,AI,0.0,-40.0,0.0,0.0,-372.0,0.0
2026-07-17,ALAB,21.0,0.0,0.0,4609.039789246077,0.0,0.0
2026-07-17,ALB,11.0421,0.0,0.0,1543.363679039126,0.0,0.0
2026-07-17,AMAT,16.0,0.0,0.0,9326.16,0.0,0.0
2026-07-17,AMD,-0.5844403977846467,12.584440397784647,0.0,-309.6681385167395,6505.148930422839,0.0
2026-07-17,AMKR,126.0,0.0,0.0,8811.0,0.0,0.0
2026-07-17,AMPX,1238.0,0.0,0.0,16262.995352323836,0.0,0.0
2026-07-17,AMZN,1.3751142132552854,2.624885786744718,0.0,336.5234545758245,641.2195268596638,0.0
2026-07-17,ANET,14.0,0.0,0.0,2434.6600000000003,0.0,0.0
2026-07-17,APH,8.0161,0.0,0.0,1237.413419142857,0.0,0.0
2026-07-17,APLD,12000.0,0.0,9000.0,337366.82660000003,0.0,231069.11500000005
2026-07-17,APP,11.0,0.0,0.0,5014.668304093568,0.0,0.0
2026-07-17,AREB,0.0,0.0,0.0,0.0,0.0,0.0
2026-07-17,ARKK,17.0,0.0,0.0,1330.8240896895954,0.0,0.0
2026-07-17,ARM,0.0,4.0,0.0,0.0,1196.9037500000002,0.0
2026-07-17,ASHR,0.0,0.0,0.0,0.0,0.0,0.0
2026-07-17,ASML,-1.0,0.0,0.0,-1591.49,0.0,0.0
