underlying,etf,delta,realized_pnl,unrealized_pnl,dividends,withholding_tax,pil_dividends,borrow_fees,short_credit_interest,other_fees,bond_interest,total_pnl
COIN,CONI,-1.928377,0.0,1988.540682,0.0,0.0,0.0,-259.4,49.09907332758285,0.0,0.0,1778.239755327583
MSTR,MSTZ,-1.993434,0.0,1491.242343502189,0.0,0.0,0.0,-156.48,82.7356609758377,0.0,0.0,1417.4980044780266
MSTR,SMST,-1.972912,0.0,1230.176212502189,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1230.176212502189
NVDA,NVDQ,-1.997353,0.0,1541.494204,0.0,0.0,0.0,-365.21999999999997,21.813521945621147,0.0,0.0,1198.0877259456213
XLF,FAZ,-2.995074,-9.3879135,1024.311216,0.0,0.0,-46.84,-106.09,20.030888723350824,0.0,0.0,882.0241912233508
SPY,SDS,-1.989734,0.0,959.97656,0.0,0.0,-84.78999999999999,-96.77,39.10647945792297,0.0,0.0,817.523039457923
BE,BEZ,-1.994356,1562.93144603,0.0,0.0,0.0,0.0,-854.81,0.0,0.0,0.0,708.12144603
XLK,WEBS,-2.71955,313.26477971,0.0,0.0,0.0,0.0,-1.1875,0.0,0.0,0.0,312.07727971
AMD,DAMD,-2.021405,0.0,297.9383550867881,0.0,0.0,0.0,-24.03,22.049250569704036,0.0,0.0,295.9576056564921
SPCX,SNK,-2.0,-13.148884,147.1034800880496,0.0,0.0,0.0,0.0,0.0,0.0,0.0,133.95459608804958
QQQ,QID,-1.995832,72.44317078,0.0,0.0,0.0,0.0,-0.79,0.0,0.0,0.0,71.65317078
AAOI,AAOZ,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
XRPZ,XRP,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AUR,AURU,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AXON,AXUP,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
XLE,DUG,-1.994022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IWM,TWM,-2.002205,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NET,NETX,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IBIT,BTCZ,-1.995964,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DASH,DASX,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BLSH,BLSX,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
