underlying,realized_pnl,unrealized_pnl,dividends,withholding_tax,pil_dividends,borrow_fees,short_credit_interest,other_fees,bond_interest,total_pnl
QBTS,6741.828929339999,22494.573848,0.0,0.0,-10074.97,-2866.46,757.0101907083063,0.0,0.0,17051.98296804831
CRWV,-754.4302394331016,19087.443657,0.0,0.0,-2946.25,-750.78,288.69775993399037,0.0,0.0,14924.681177500888
IREN,3299.8258295500004,10203.231289,0.0,0.0,0.0,-1239.9,232.88528576350666,0.0,0.0,12496.042404313503
SNDK,8810.453979459999,2586.7106036675805,0.0,0.0,0.0,-365.34000000000003,223.01763248728656,0.0,0.0,11254.842215614866
ASTS,-804.2308533600001,11724.682289948008,0.0,0.0,0.0,-406.62,124.68230916876306,0.0,0.0,10638.51374575677
NBIS,11174.85889617,-731.9161328918598,0.0,0.0,0.0,-534.8199999999999,180.0351198934116,0.0,0.0,10088.157883171552
RKLB,4739.45141655,4617.811521427213,0.0,0.0,0.0,-258.63,91.47656386189799,0.0,0.0,9190.10950183911
SMCI,15344.11124987,11917.320076999998,0.0,0.0,-17205.52,-3185.65,728.959516400147,0.0,0.0,7599.220843270145
COIN,6374.08518455,16536.403202999998,-14.11,0.0,-13512.09,-2566.4,707.3778900928512,0.0,0.0,7525.266277642851
MU,7935.439972020002,17334.947879,3.0,0.0,-16478.11,-2688.77,858.3105496440076,0.0,0.0,6964.818400664006
BE,4978.818524140001,446.797638,0.0,0.0,0.0,-515.81,90.84537430341713,0.0,0.0,5000.651536443418
GDX,2121.63620452,2459.434931,0.0,0.0,-12.04,-57.879999999999995,10.263335344411729,0.0,0.0,4521.414470864412
MSTR,511.59064178999506,32210.778475995623,-0.37,0.0,-26263.760000000002,-2792.85,847.8327882309725,0.0,0.0,4513.221906016581
RGTI,4272.84043601,766.5898419999999,0.0,0.0,0.0,-581.26,41.214105645665924,0.0,0.0,4499.384383655666
AAOI,8741.49663613,-3966.724377999999,0.0,0.0,0.0,-1069.4,333.34106102980763,0.0,0.0,4038.7133191598114
META,1767.02822185,7050.293234,-211.79000000000002,0.0,-4379.880000000001,-689.6899999999999,369.79179733667297,0.0,0.0,3905.753253186672
LITE,10521.042524819999,-7290.517689343557,0.0,0.0,0.0,-247.45,232.93592540226365,0.0,0.0,3216.010760878705
POET,0.0,2888.242663,0.0,0.0,0.0,-84.52,218.73537657230992,0.0,0.0,3022.4580395723096
HOOD,16630.318125899998,-1044.234578,0.0,0.0,-9781.08,-3145.35,28.611617031508636,0.0,0.0,2688.2651649315085
CRCL,-2652.19420232,7633.4815229999995,0.0,0.0,-1768.54,-767.09,212.71574615150666,0.0,0.0,2658.3730668315075
CRML,410.7644168800001,4176.202809999995,0.0,0.0,0.0,-2318.2799999999997,179.94128545361875,0.0,0.0,2448.6285123336165
BLSH,1486.42309078,878.3873799999999,0.0,0.0,0.0,-94.68,10.682678728529156,0.0,0.0,2280.8131495085286
BABA,2794.2445302499996,2979.079694,241.95000000000002,0.0,-3847.4,-917.41,264.28967518690155,-5.82,0.0,1508.9338994369018
QUBT,1319.9937409699996,596.9520839999999,0.0,0.0,0.0,-534.91,36.98823884808248,0.0,0.0,1419.0240638180817
XRPZ,-1827.9384191999998,3298.8229650000003,0.0,0.0,-15.370000000000001,-175.76,49.03265947820864,0.0,0.0,1328.7872052782095
NVTS,13432.731733089999,-10749.198135999999,0.0,0.0,0.0,-1455.22,85.90517164092212,0.0,0.0,1314.2187687309233
SOXX,2093.74969187,472.679835,5.37,0.0,-1171.26,-188.92000000000002,8.401904780320077,0.0,0.0,1220.0214316503188
MARA,6302.73756489,17925.249836000003,-9.29,0.0,-21930.74,-1802.34,651.9922041442062,0.0,0.0,1137.6096050342057
TSLA,1265.30413323,522.002429,0.0,0.0,-410.53,-287.47,15.378233703928771,0.0,0.0,1104.6847959339289
SLV,950.869985,0.0,0.0,0.0,0.0,-0.5800000000000001,0.0,0.0,0.0,950.289985
BA,792.6373735600001,299.060968,0.0,0.0,-18.61,-150.9,6.1969060120851065,0.0,0.0,928.3852475720854
AVGO,844.7090617100002,155.524666,38.35,0.0,-32.69,-119.41,12.144004548555174,0.0,0.0,898.6277322585556
ETHA,-4462.48061671,5536.457559,-0.81,0.0,-25.45,-189.63,38.519221813123615,0.0,0.0,896.6061641031238
HUT,763.2428037200007,388.40791599999966,0.0,0.0,0.0,-349.43,35.25654010962745,0.0,0.0,837.4772598296267
KLAC,737.86066044,148.761605,13.7,0.0,0.0,-83.51,18.243537980148258,0.0,0.0,835.0558034201481
RCAT,-7329.656139770001,8614.763895,0.0,0.0,0.0,-503.1,48.02443680147141,0.0,0.0,830.0321920314709
LEU,507.91991070000006,592.5711630000001,0.0,0.0,0.0,-291.26,8.08037624428207,0.0,0.0,817.3114499442822
CRDO,1152.0687963499995,-179.51994700000023,0.0,0.0,0.0,-185.13,25.643116984896395,0.0,0.0,813.0619663348962
UEC,-27.954793210000048,878.1415710000001,0.0,0.0,0.0,-121.56,15.972493918861922,0.0,0.0,744.5992717088616
AXTI,0.0,1094.3992560000042,0.0,0.0,0.0,-782.0799999999999,404.9588519711169,0.0,0.0,717.2781079711276
KEEL,446.74873300000036,480.64241300000003,0.0,0.0,0.0,-237.30999999999997,24.001198566683048,0.0,0.0,714.0823445666829
CIFR,-113.28488356000071,1348.540394,0.0,0.0,0.0,-582.91,22.42296668105495,0.0,0.0,674.7684771210543
OKLO,-188.64765225999997,1168.598089,0.0,0.0,0.0,-357.54,29.499248079415484,0.0,0.0,651.9096848194158
