symbol,overlay_type,net_notional_usd,gross_notional_usd,n_legs
AMZO,flow_program,19591.29520023,19591.29520023,1
DUST,flow_program,15553.9372032,15553.9372032,1
ZSL,flow_program,14647.730268599998,14647.730268599998,1
SDS,flow_program,11099.773861099999,11099.773861099999,1
FAZ,flow_program,9699.405514199998,9699.405514199998,1
TSLQ,flow_program,9144.817363,9144.817363,1
SQQQ,flow_program,8667.7782156,8667.7782156,1
NVDQ,flow_program,7066.573534020001,7066.573534020001,1
LABD,flow_program,5539.306160499999,5539.306160499999,1
EWV,flow_program,3228.7006044,3228.7006044,1
SOXS,flow_program,1565.44762704,1565.44762704,1
TSYY,flow_program,-65.55050501999999,65.55050501999999,1
NVYY,flow_program,-94.45836399299999,94.45836399299999,1
TQQY,flow_program,-461.96970406649996,461.96970406649996,1
