underlying,symbols,net_notional_usd,gross_notional_usd,n_legs
CRWV,CORD,73954.97797325,73954.97797325,1
LITE,LITZ,64417.116553199994,64417.116553199994,1
SNDK,SNDQ,43251.6755582,43251.6755582,1
NBIS,NBIZ,40489.942178268,40489.942178268,1
ASTS,ASTN,35437.538262,35437.538262,1
MSTR,MSTZ,33371.327525759996,33371.327525759996,1
QBTS,QBTZ,29925.79586568,29925.79586568,1
IREN,IREZ,24943.499220530004,24943.499220530004,1
SVIX,UVIX,21165.217374,21165.217374,1
RKLB,RKLZ,16149.428609299997,16149.428609299997,1
COIN,CONI,15722.3081471295,15722.3081471295,1
RGTI,RGTZ,13874.192285850002,13874.192285850002,1
AMD,DAMD,6203.4675534,6203.4675534,1
SPCX,"SPCG, SSPC",3566.2400000000002,3566.2400000000002,2
