run_date,underlying,qty_b1,qty_b2,qty_b4,ledger_total,ibkr_position,diff_ledger_minus_ibkr
2026-06-28,CC,-14523.0,0.0,0.0,-14523.0,0.0,-14523.0
2026-06-28,INV,-1000.0,0.0,0.0,-1000.0,9000.0,-10000.0
2026-06-28,QDEL,9000.0,0.0,0.0,9000.0,17000.0,-8000.0
2026-06-28,JPM,72.0,0.0,0.0,72.0,7648.0,-7576.0
2026-06-28,JILL,-6800.0,0.0,0.0,-6800.0,0.0,-6800.0
2026-06-28,MCHB,516.0,0.0,0.0,516.0,7213.0,-6697.0
2026-06-28,BUR,71.65090000000001,0.0,0.0,71.65090000000001,5161.6509,-5090.0
2026-06-28,BJRI,-5000.0,0.0,0.0,-5000.0,0.0,-5000.0
2026-06-28,SLND,4000.0,0.0,0.0,4000.0,0.0,4000.0
2026-06-28,BFF,-4000.0,0.0,0.0,-4000.0,0.0,-4000.0
2026-06-28,HEI.A,1.0,0.0,0.0,1.0,3356.0,-3355.0
2026-06-28,3905,3000.0,0.0,0.0,3000.0,0.0,3000.0
2026-06-28,GPGI,0.5119,0.0,0.0,0.5119,2408.5119,-2408.0
2026-06-28,LBRDK,-2272.0,0.0,0.0,-2272.0,-30.0,-2242.0
2026-06-28,FTRE,500.0,0.0,0.0,500.0,2500.0,-2000.0
2026-06-28,ASO,-1292.0,0.0,0.0,-1292.0,0.0,-1292.0
2026-06-28,LBRDP,-1245.0,0.0,0.0,-1245.0,0.0,-1245.0
2026-06-28,CLSZ,-1202.0,0.0,0.0,-1202.0,0.0,-1202.0
2026-06-28,NNEX,-1042.0,0.0,0.0,-1042.0,0.0,-1042.0
2026-06-28,VSTS,-1000.0,0.0,0.0,-1000.0,0.0,-1000.0
2026-06-28,SPHR,-1000.0,0.0,0.0,-1000.0,0.0,-1000.0
2026-06-28,SOLX,-689.0,0.0,0.0,-689.0,0.0,-689.0
2026-06-28,GLIBK,-637.0,0.0,0.0,-637.0,0.0,-637.0
2026-06-28,MCO,2.4213,0.0,0.0,2.4213,623.4213,-621.0
2026-06-28,BLSX,-575.0,0.0,0.0,-575.0,0.0,-575.0
2026-06-28,STRZ,-513.0,0.0,0.0,-513.0,0.0,-513.0
2026-06-28,DASX,-387.0,0.0,0.0,-387.0,0.0,-387.0
2026-06-28,AXP,1.0,0.0,0.0,1.0,365.0,-364.0
2026-06-28,CELT,-338.0,0.0,0.0,-338.0,0.0,-338.0
2026-06-28,SRPU,-306.0,0.0,0.0,-306.0,0.0,-306.0
2026-06-28,DKUP,-277.0,0.0,0.0,-277.0,0.0,-277.0
2026-06-28,BULX,-191.0,0.0,0.0,-191.0,0.0,-191.0
2026-06-28,BTFL,-185.0,0.0,0.0,-185.0,0.0,-185.0
2026-06-28,MDBX,-145.0,0.0,0.0,-145.0,0.0,-145.0
2026-06-28,GSX,-141.0,0.0,0.0,-141.0,0.0,-141.0
2026-06-28,OPEN,3903.0,0.0,0.0,3903.0,4025.0,-122.0
2026-06-28,FRDU,-113.0,0.0,0.0,-113.0,0.0,-113.0
2026-06-28,HLXX,-112.0,0.0,0.0,-112.0,0.0,-112.0
2026-06-28,AXUP,-101.0,0.0,0.0,-101.0,0.0,-101.0
2026-06-28,MSDD,-82.0,0.0,0.0,-82.0,0.0,-82.0
2026-06-28,DOGD,-75.0,0.0,0.0,-75.0,0.0,-75.0
2026-06-28,ETRL,-70.0,0.0,0.0,-70.0,0.0,-70.0
2026-06-28,MARA,0.0,2195.0,0.0,2195.0,2254.0,-59.0
2026-06-28,CVNX,-58.0,0.0,0.0,-58.0,0.0,-58.0
2026-06-28,SNPX,-46.0,0.0,0.0,-46.0,0.0,-46.0
2026-06-28,AI,0.0,-40.0,0.0,-40.0,0.0,-40.0
2026-06-28,ENPX,-33.0,0.0,0.0,-33.0,0.0,-33.0
2026-06-28,GLXY,684.0,0.0,0.0,684.0,716.0,-32.0
2026-06-28,ETHA,1464.0,0.0,0.0,1464.0,1496.0,-32.0
2026-06-28,CVNA,-32.0,0.0,0.0,-32.0,0.0,-32.0
2026-06-28,BU,-31.0,0.0,0.0,-31.0,0.0,-31.0
2026-06-28,GXRP,-20.0,0.0,0.0,-20.0,0.0,-20.0
2026-06-28,CMG,-4.0,0.0,0.0,-4.0,15.0,-19.0
2026-06-28,BRK.B,15.0,4.0,0.0,19.0,0.0,19.0
2026-06-28,BLSH,291.0,0.0,0.0,291.0,309.0,-18.0
2026-06-28,IREN,892.0,0.0,0.0,892.0,910.0,-18.0
2026-06-28,SATS,16.0,0.0,0.0,16.0,0.0,16.0
2026-06-28,UPST,181.0,0.0,0.0,181.0,197.0,-16.0
2026-06-28,DKNG,18.71186440677966,29.28813559322034,0.0,48.0,63.0,-15.0
2026-06-28,IBIT,59.308427769382575,2076.691572230617,0.0,2135.9999999999995,2150.0,-14.000000000000455
2026-06-28,TEM,94.0,0.0,0.0,94.0,106.0,-12.0
2026-06-28,ABNY,11.0,0.0,0.0,11.0,0.0,11.0
2026-06-28,KLAC,1.0011,0.0,0.0,1.0011,10.011,-9.009899999999998
2026-06-28,CRWV,-8.302135423674969,-0.5564777258361637,-0.14138685048892352,-9.000000000000057,0.0,-9.000000000000057
2026-06-28,ASTS,486.0,0.0,0.0,486.0,495.0,-9.0
2026-06-28,CSCO,-9.0,0.0,0.0,-9.0,0.0,-9.0
2026-06-28,PYPL,9.0,6.049,0.0,15.049,24.049,-9.0
2026-06-28,XYZ,0.0,11.0,0.0,11.0,19.0,-8.0
2026-06-28,RBLX,43.42883344784414,27.57116655215586,0.0,71.0,77.0,-6.0
2026-06-28,XOM,-3.033492822966508,-2.966507177033492,0.0,-6.0,0.0,-6.0
2026-06-28,NFLX,6.217678380531008,8.782321619468977,0.0,14.999999999999986,20.0,-5.000000000000014
2026-06-28,QCOM,3.0321,0.0,0.0,3.0321,7.0321,-4.0
2026-06-28,ALAB,22.0,0.0,0.0,22.0,26.0,-4.0
2026-06-28,ARM,0.0,5.0,0.0,5.0,9.0,-4.0
2026-06-28,ABNB,-4.0,0.0,0.0,-4.0,0.0,-4.0
2026-06-28,HOOD,9.009469794620605,484.9905302053794,0.0,494.0,498.0,-4.0
2026-06-28,MSTR,-6.743425222152609,359.74342522215255,0.0,352.99999999999994,356.0,-3.000000000000057
2026-06-28,BABA,0.002500906049876663,249.9974990939501,0.0,249.99999999999997,253.0,-3.0000000000000284
2026-06-28,PANW,5.0,0.0,0.0,5.0,8.0,-3.0
2026-06-28,SPY,0.0,-1.0,0.0,-1.0,2.0,-3.0
2026-06-28,QQQ,0.0,-1.0,0.0,-1.0,2.0,-3.0
2026-06-28,PLTR,56.93042349403351,29.069576505966506,0.0,86.00000000000001,89.0,-2.999999999999986
2026-06-28,AMD,-0.3339211132991582,50.33392111329917,0.0,50.000000000000014,53.0,-2.999999999999986
2026-06-28,SNOW,6.499854376947065,9.500145623052935,0.0,16.0,18.0,-2.0
2026-06-28,AMZN,1.5004568691746147,2.4995431308253853,0.0,4.0,6.0,-2.0
