symbol,description,realized_pnl,unrealized_pnl,dividends,withholding_tax,pil_dividends,borrow_fees,short_credit_interest,other_fees,bond_interest,total_pnl
AMZO,TRADR 2X SHORT AMZN DAILY ET,0.0,4405.179989,0.0,0.0,0.0,-253.44,18.49690113972724,0.0,0.0,4170.236890139728
SOXS,DIREXION DAILY SEMI BEAR 3X,0.0,2744.1535,0.0,0.0,-25.53,-55.75,1.6536262497096665,0.0,0.0,2664.5271262497095
SQQQ,PROSHARES ULTRAPRO SHORT QQQ,0.0,1829.81796,0.0,0.0,-29.37,-28.21,5.7367000330454445,0.0,0.0,1777.9746600330457
NVDQ,T-REX 2X INVERSE NVIDIA DLY,0.0,1799.651385,0.0,0.0,0.0,-174.01,6.291666738540487,0.0,0.0,1631.9330517385404
SDS,PROSHARES ULTRASHORT S&P500,0.0,1005.530018,0.0,0.0,-26.99,-64.39,11.725623353322678,0.0,0.0,925.8756413533227
LABD,DRX DLY S&P BIOTECH BEAR 3X,0.0,807.486303,0.0,0.0,-15.54,-110.21000000000001,7.067157825522086,0.0,0.0,688.803460825522
TSLQ,TRADR 2X SHORT TSLA DAILY ET,0.0,739.800199,0.0,0.0,0.0,-66.05,9.289265269560143,0.0,0.0,683.0394642695602
AZYY,GRANITE YIELDBOOST AMZN ETF,149.34178575,0.0,0.0,0.0,-43.59,-6.33,0.0,0.0,0.0,99.42178575000001
TSYY,GRANITE YIELDBOOST TSLA ETF,0.0,19.564984,0.0,0.0,-15.28,-1.38,0.3526031554250273,0.0,0.0,3.257587155425027
TQQY,GRANITE YIELDBOOST QQQ,159.88451495,-19.594684,0.0,0.0,-136.81,-36.66,1.4939524462161924,0.0,0.0,-31.686216603783798
NVYY,GRANITE YIELDBOOST NVDA,104.42386226,9.524815,0.0,0.0,-162.78,-7.94,0.42022277058245555,0.0,0.0,-56.35109996941753
FAZ,DIREXION DAILY FIN BEAR 3X,0.0,31.867311,0.0,0.0,-26.13,-74.86,8.547383513446816,0.0,0.0,-60.57530548655318
EWV,PROSHARES ULTSHRT MSCI JAPAN,-379.67922922,126.853182,0.0,0.0,-1.46,-12.61,3.3524187230072213,0.0,0.0,-263.54362849699277
ZSL,PROSHARES ULTRASHORT SILVER,0.0,-1121.397632,0.0,0.0,0.0,-468.5,11.341557147105878,0.0,0.0,-1578.556074852894
DUST,DIREXION DAILY GOLD MINERS I,-3.4059583,-1999.295048,0.0,0.0,-90.65,-238.85,15.680392041975368,0.0,0.0,-2316.5206142580246
