symbol,underlying,overlay_type,net_notional_usd,gross_notional_usd,n_legs
UVIX,SVIX,volatility_etp_bucket5,4527.032509799999,4527.032509799999,1
SVIX,SVIX,volatility_etp_bucket5,-3416.3999999999996,3416.3999999999996,1
