symbol,target_net_usd,actual_net_usd,discrepancy_usd,abs_discrepancy_usd,target_gross_usd,actual_gross_usd,gross_gap_usd,under_exposed
MUYY,-289382.3003262129,-54416.5,234965.8003262129,234965.8003262129,289382.3003262129,54416.5,-234965.8003262129,True
QBY,-270252.34198222734,-61637.735700000005,208614.60628222732,208614.60628222732,270252.34198222734,61637.735700000005,-208614.60628222732,True
MTYY,0.0,-141410.5449,-141410.5449,141410.5449,0.0,141410.5449,141410.5449,False
IOYY,0.0,-138097.75,-138097.75,138097.75,0.0,138097.75,138097.75,False
SMYY,-261701.63159071776,-124257.66,137443.97159071776,137443.97159071776,261701.63159071776,124257.66,-137443.97159071776,True
AMYY,-220604.51176376143,-94686.09,125918.42176376143,125918.42176376143,220604.51176376143,94686.09,-125918.42176376143,True
COYY,0.0,-123381.97,-123381.97,123381.97,0.0,123381.97,123381.97,False
RTYY,0.0,-94202.0,-94202.0,94202.0,0.0,94202.0,94202.0,False
MAAY,0.0,-67556.925,-67556.925,67556.925,0.0,67556.925,67556.925,False
FBYY,-120071.38059278124,-53984.7,66086.68059278124,66086.68059278124,120071.38059278124,53984.7,-66086.68059278124,True
XBTY,-129421.27593261289,-78280.95,51140.32593261289,51140.32593261289,129421.27593261289,78280.95,-51140.32593261289,True
BBYY,0.0,-50715.0,-50715.0,50715.0,0.0,50715.0,50715.0,False
HOYY,0.0,-50241.3249,-50241.3249,50241.3249,0.0,50241.3249,50241.3249,False
CWY,0.0,-28331.19,-28331.19,28331.19,0.0,28331.19,28331.19,False
TMYY,0.0,-24965.0,-24965.0,24965.0,0.0,24965.0,24965.0,False
HMYY,0.0,-24279.989999999998,-24279.989999999998,24279.989999999998,0.0,24279.989999999998,24279.989999999998,False
RCAX,-12956.58018882193,-29760.92,-16804.33981117807,16804.33981117807,12956.58018882193,29760.92,16804.33981117807,False
ASTN,0.0,-11858.1,-11858.1,11858.1,0.0,11858.1,11858.1,False
AMZO,0.0,-7842.494000000001,-7842.494000000001,7842.494000000001,0.0,7842.494000000001,7842.494000000001,False
DUST,0.0,-6648.32,-6648.32,6648.32,0.0,6648.32,6648.32,False
CLSZ,-9900.0,-3906.6202000000003,5993.3798,5993.3798,9900.0,3906.6202000000003,-5993.3798,True
CLSX,-5859.336499402448,-11779.2,-5919.863500597553,5919.863500597553,5859.336499402448,11779.2,5919.863500597553,False
SDS,0.0,-4971.54,-4971.54,4971.54,0.0,4971.54,4971.54,False
ZSL,0.0,-4808.7,-4808.7,4808.7,0.0,4808.7,4808.7,False
AAOX,-28722.551382554266,-33062.0,-4339.448617445734,4339.448617445734,28722.551382554266,33062.0,4339.448617445734,False
RGTX,0.0,-4010.0400000000004,-4010.0400000000004,4010.0400000000004,0.0,4010.0400000000004,4010.0400000000004,False
TSLQ,0.0,-3938.5499999999997,-3938.5499999999997,3938.5499999999997,0.0,3938.5499999999997,3938.5499999999997,False
NBIZ,-9900.0,-6062.14,3837.8599999999997,3837.8599999999997,9900.0,6062.14,-3837.8599999999997,True
FAZ,0.0,-3624.0,-3624.0,3624.0,0.0,3624.0,3624.0,False
NBIG,-8317.405552879212,-11817.0,-3499.5944471207877,3499.5944471207877,8317.405552879212,11817.0,3499.5944471207877,False
RDWU,0.0,-3396.69,-3396.69,3396.69,0.0,3396.69,3396.69,False
CCUP,-2931.904240364806,-6277.599999999999,-3345.6957596351936,3345.6957596351936,2931.904240364806,6277.599999999999,3345.6957596351936,False
QBTX,-5736.649164024767,-8969.73,-3233.0808359752327,3233.0808359752327,5736.649164024767,8969.73,3233.0808359752327,False
CRCD,0.0,-3183.1800000000003,-3183.1800000000003,3183.1800000000003,0.0,3183.1800000000003,3183.1800000000003,False
PLU,-1572.8915364903,-4747.6,-3174.7084635097003,3174.7084635097003,1572.8915364903,4747.6,3174.7084635097003,False
CWVX,-6876.597309817818,-10034.900000000001,-3158.302690182183,3158.302690182183,6876.597309817818,10034.900000000001,3158.302690182183,False
BEZ,-7272.921843247553,-10404.0,-3131.0781567524473,3131.0781567524473,7272.921843247553,10404.0,3131.0781567524473,False
NEBX,-8476.598923688407,-11549.34,-3072.741076311593,3072.741076311593,8476.598923688407,11549.34,3072.741076311593,False
LABD,0.0,-2996.3999999999996,-2996.3999999999996,2996.3999999999996,0.0,2996.3999999999996,2996.3999999999996,False
CORD,-8869.275057920375,-6137.16,2732.115057920375,2732.115057920375,8869.275057920375,6137.16,-2732.115057920375,True
ONDG,-6481.577291821526,-9188.802,-2707.2247081784735,2707.2247081784735,6481.577291821526,9188.802,2707.2247081784735,False
NVDQ,0.0,-2667.6000000000004,-2667.6000000000004,2667.6000000000004,0.0,2667.6000000000004,2667.6000000000004,False
CRWG,-7366.987184270574,-10007.24,-2640.2528157294255,2640.2528157294255,7366.987184270574,10007.24,2640.2528157294255,False
FLYT,-12950.92540437434,-15587.92,-2636.9945956256597,2636.9945956256597,12950.92540437434,15587.92,2636.9945956256597,False
GEMG,-1617.2435337025313,-4194.4176,-2577.1740662974685,2577.1740662974685,1617.2435337025313,4194.4176,2577.1740662974685,False
SQQQ,0.0,-2432.3,-2432.3,2432.3,0.0,2432.3,2432.3,False
SRPU,0.0,-2313.9108,-2313.9108,2313.9108,0.0,2313.9108,2313.9108,False
KEEX,-8758.099681003972,-11044.024,-2285.924318996027,2285.924318996027,8758.099681003972,11044.024,2285.924318996027,False
SNOU,-847.1079199804394,-3129.2999999999997,-2282.1920800195603,2282.1920800195603,847.1079199804394,3129.2999999999997,2282.1920800195603,False
NBIL,-6999.420348351537,-9252.880000000001,-2253.4596516484644,2253.4596516484644,6999.420348351537,9252.880000000001,2253.4596516484644,False
CRMU,-30086.932893132496,-32308.680000000004,-2221.7471068675077,2221.7471068675077,30086.932893132496,32308.680000000004,2221.7471068675077,False
CRWU,-5042.845606465861,-7202.96,-2160.114393534139,2160.114393534139,5042.845606465861,7202.96,2160.114393534139,False
IREZ,-9900.0,-7846.565,2053.4350000000004,2053.4350000000004,9900.0,7846.565,-2053.4350000000004,True
OSCX,0.0,-2015.3475999999998,-2015.3475999999998,2015.3475999999998,0.0,2015.3475999999998,2015.3475999999998,False
CRMX,-16060.401574447484,-18074.13,-2013.7284255525174,2013.7284255525174,16060.401574447484,18074.13,2013.7284255525174,False
BAIG,-3117.449354517709,-5128.2176,-2010.7682454822911,2010.7682454822911,3117.449354517709,5128.2176,2010.7682454822911,False
IREG,-8950.282080596915,-10958.22,-2007.9379194030844,2007.9379194030844,8950.282080596915,10958.22,2007.9379194030844,False
ONDL,-4959.969102562825,-6959.04,-1999.0708974371746,1999.0708974371746,4959.969102562825,6959.04,1999.0708974371746,False
EOSU,-10923.228468543302,-12864.060000000001,-1940.831531456699,1940.831531456699,10923.228468543302,12864.060000000001,1940.831531456699,False
RKTL,0.0,-1925.3975999999998,-1925.3975999999998,1925.3975999999998,0.0,1925.3975999999998,1925.3975999999998,False
ARMG,-1175.0677845785597,-3031.6,-1856.5322154214402,1856.5322154214402,1175.0677845785597,3031.6,1856.5322154214402,False
IREX,-7147.882523954425,-8989.08,-1841.197476045575,1841.197476045575,7147.882523954425,8989.08,1841.197476045575,False
LITX,-7527.868380388914,-9330.320000000002,-1802.4516196110872,1802.4516196110872,7527.868380388914,9330.320000000002,1802.4516196110872,False
USGG,-5046.080351475352,-6837.28,-1791.1996485246482,1791.1996485246482,5046.080351475352,6837.28,1791.1996485246482,False
BMNU,-4844.454817503302,-6540.82,-1696.3651824966973,1696.3651824966973,4844.454817503302,6540.82,1696.3651824966973,False
SMCL,-1194.3427318947038,-2714.3599999999997,-1520.017268105296,1520.017268105296,1194.3427318947038,2714.3599999999997,1520.017268105296,False
OKLL,-6144.990651754997,-7567.790000000001,-1422.7993482450038,1422.7993482450038,6144.990651754997,7567.790000000001,1422.7993482450038,False
EWV,0.0,-1421.3891999999998,-1421.3891999999998,1421.3891999999998,0.0,1421.3891999999998,1421.3891999999998,False
GLGG,-982.3315047738632,-2384.58,-1402.2484952261366,1402.2484952261366,982.3315047738632,2384.58,1402.2484952261366,False
FIGG,-2665.6558630998848,-4035.2899999999995,-1369.6341369001148,1369.6341369001148,2665.6558630998848,4035.2899999999995,1369.6341369001148,False
