date,book_equity_start,book_equity,daily_price_pnl,daily_borrow_cost,daily_short_credit,daily_margin_cost,daily_txn_cost,daily_net_pnl,pnl_recon_residual,long_notional,short_notional,gross_notional,net_notional,gross_leverage,net_exposure_pct,turnover_usd,n_positions,largest_pair_gross_share,top5_gross_share,gross_hhi,n_stale_etf,n_stale_underlying,is_rebalance,active_plan_date,drawdown,core_leveraged,core_leveraged__price_pnl,core_leveraged__borrow_cost,core_leveraged__short_credit,core_leveraged__margin_cost,core_leveraged__txn_cost,yieldboost,yieldboost__price_pnl,yieldboost__borrow_cost,yieldboost__short_credit,yieldboost__margin_cost,yieldboost__txn_cost,inverse_decay_bucket4,inverse_decay_bucket4__price_pnl,inverse_decay_bucket4__borrow_cost,inverse_decay_bucket4__short_credit,inverse_decay_bucket4__margin_cost,inverse_decay_bucket4__txn_cost,volatility_etp_bucket5,volatility_etp_bucket5__price_pnl,volatility_etp_bucket5__borrow_cost,volatility_etp_bucket5__short_credit,volatility_etp_bucket5__margin_cost,volatility_etp_bucket5__txn_cost,core_leveraged_cum_pnl,yieldboost_cum_pnl,inverse_decay_bucket4_cum_pnl,volatility_etp_bucket5_cum_pnl
2026-02-27,1050000.0,1050000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,,,0,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-03-02,1050000.0,1044914.0293283986,0.0,0.0,0.0,0.0,5085.970671601369,-5085.970671601361,8.185452315956354e-12,1434947.2340853896,822552.7659146105,2257500.0,612394.4681707792,2.1604648197239453,0.5860716298013394,2257500.0000000005,26,0.0853953488372093,0.420205488698369,0.054943102738969664,0,0,1,2026-02-28,-0.004843781592001273,-4835.370606839074,0.0,0.0,0.0,0.0,4835.370606839074,0.0,0.0,0.0,0.0,0.0,0.0,-250.60006476229455,0.0,0.0,0.0,0.0,250.60006476229455,0.0,0.0,0.0,0.0,0.0,0.0,-4835.370606839074,0.0,-250.60006476229455,0.0
2026-03-03,1044914.0293283986,1042034.4029270426,-2528.672569028742,390.75734873069007,79.63776508735366,39.83424868405067,0.0,-2879.626401356072,5.6843418860808015e-11,1364328.8332714173,754463.0376696666,2118791.870941084,609865.7956017508,2.033322378790434,0.5852645497007167,0.0,26,0.08836843436303503,0.4218050836484981,0.054762761558881316,0,0,0,2026-03-02,-0.007586282926626109,627.9404727502706,929.3094219330956,328.6157897093043,67.08108921052991,39.83424868405068,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3507.5668741064,-3457.981990961838,62.14155902138574,12.55667587682375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4207.430134088803,0.0,-3758.1669388686946,0.0
2026-03-04,1042034.4029270426,1054722.9274867876,13057.858428587053,408.1004748553738,85.4377444647778,46.67113845144463,0.0,12688.524559744983,-3.092281986027956e-11,1432333.8647492856,809410.2107189476,2241744.0754682333,622923.654030338,2.1254340993704393,0.5906040703169804,0.0,26,0.08872445858405206,0.41844685900662876,0.055131127776895016,0,0,0,2026-03-03,0.0,4971.857856740294,5303.42845921504,358.5990557746891,73.69959175138774,46.67113845144463,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7716.66670300472,7754.429969372015,49.50141908068473,11.738152713390036,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,764.4277226514905,0.0,3958.4997641360255,0.0
2026-03-05,1054722.9274867876,1051300.3059001751,-3069.2216458892294,392.9506133822124,80.59451935213878,41.043846693085676,0.0,-3422.6215866124257,-3.728928277269006e-11,1383381.4578257636,763527.0254413148,2146908.483267078,619854.4323844486,2.042145780057383,0.589607392774131,0.0,26,0.09675367721642657,0.41656681985464095,0.05479244462273073,0,0,0,2026-03-04,-0.003245043316511431,-859.748278321153,-548.3767362473307,338.9179728345786,68.59027745384208,41.04384669308568,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2562.873308291236,-2520.8449096418985,54.03264054763374,12.004241898296682,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-95.32055566966244,0.0,1395.6264558447897,0.0
2026-03-06,1051300.3059001751,1036756.100297971,-7592.053419370993,362.83923798466054,74.6334332487081,34.10380003984059,6629.842578057345,-14544.205602204078,5.275069270282984e-11,1479669.5973386946,815992.1260182392,2295661.723356934,663677.4713204554,2.2142736586716434,0.6401481227163359,3002329.281998266,129,0.0767376815735937,0.24721821083875023,0.024145331127287534,0,0,1,2026-03-05,-0.017034641724939292,-9550.487253995265,-2727.720661227953,303.74310672981466,62.11573400371856,34.10380003984059,6547.035420001374,0.0,0.0,0.0,0.0,0.0,0.0,-4993.71834820887,-4864.332758143041,59.096131254845886,12.517699244989558,0.0,82.80715805597238,0.0,0.0,0.0,0.0,0.0,0.0,-9645.807809664928,0.0,-3598.0918923640806,0.0
2026-03-09,1036756.100297971,1043766.1147502059,7594.435334452899,531.1002048481357,91.89807699812049,61.555111308998946,83.66364305913721,7010.014452234842,9.367795428261161e-11,1541885.267689734,908887.8529092456,2450773.1205989798,632997.4147804884,2.3480098519825,0.6064552257782169,38274.49187441972,130,0.07550070426114812,0.25035328426462666,0.024354537374287166,0,0,1,2026-03-06,-0.010388332756442242,2971.066006877312,3475.890638446089,527.102418301116,83.8328980413379,61.55511130899891,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4038.9484453574305,4118.544696006805,3.997786547019644,8.065178956782574,0.0,83.66364305913721,0.0,0.0,0.0,0.0,0.0,0.0,-6674.741802787616,0.0,440.85655299334985,0.0
2026-03-10,1043766.1147502059,1043380.9398899253,164.0310360738726,583.6329092534869,95.2232625974378,60.79624969843977,0.0,-385.1748602805892,2.7114310796605423e-11,1535276.5651607094,902115.1193441473,2437391.684504857,633161.4458165623,2.3360515716934573,0.6068363160662678,0.0,130,0.07509524616920599,0.2474873374516261,0.024299075631395304,0,0,0,2026-03-06,-0.010753523319994684,-723.5561139662103,-222.46557660538264,523.453082914304,83.15879525191595,60.79624969843975,0.0,0.0,0.0,0.0,0.0,0.0,0.0,338.38125368559395,386.496612679255,60.17982633918291,12.064467345521846,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-7398.297916753826,0.0,779.2378066789438,0.0
2026-03-11,1043380.9398899253,1043263.3406670052,457.72043820512005,609.0163757260651,99.08025930165554,65.3835447008288,0.0,-117.59922292013653,-1.8204104890173767e-11,1572274.2543757143,938655.0881209469,2510929.3424966615,633619.1662547677,2.406803004207271,0.607343459274306,0.0,130,0.0757338999641399,0.24811013660781295,0.024485701299744006,0,0,0,2026-03-10,-0.010865021060164626,-1660.1315955780854,-1132.9991281648695,548.9326239560818,87.18370124369494,65.38354470082882,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1542.5323726579652,1590.719566369988,60.08375176998337,11.896558057960569,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-9058.429512331912,0.0,2321.7701793369088,0.0
2026-03-12,1043263.3406670052,1042854.8608997748,223.72573999987077,582.515109396414,95.2819099284982,61.00378724150197,83.96852052086439,-408.47976723033935,7.207745511550456e-11,1536513.617633171,864243.7950331204,2400757.4126662915,672269.8226000506,2.302101186539917,0.6446437062392522,38426.93060528331,129,0.07394720533558383,0.2544201900859965,0.02489106509150774,0,0,1,2026-03-11,-0.011252307385876348,1249.7027691098501,1749.0495342569811,521.5673233756617,83.2243454700327,61.003787241502,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1658.182536340261,-1525.32379425711,60.947786020752275,12.057564458465487,0.0,83.96852052086439,0.0,0.0,0.0,0.0,0.0,0.0,-7808.7267432220615,0.0,663.5876429966477,0.0
