,BOOK_NAV,core_leveraged,yieldboost,inverse_decay_bucket4,volatility_etp_bucket5
2026-02-27,1050000.0,1050000.0,1050000.0,1050000.0,1050000.0
2026-03-02,1044914.0293283986,1045164.6293931609,1050000.0,1049749.3999352376,1050000.0
2026-03-03,1042034.4029270426,1045792.5698659112,1050000.0,1046241.8330611313,1050000.0
2026-03-04,1054722.9274867876,1050764.4277226515,1050000.0,1053958.499764136,1050000.0
2026-03-05,1051300.3059001751,1049904.6794443303,1050000.0,1051395.6264558448,1050000.0
2026-03-06,1036756.100297971,1040354.192190335,1050000.0,1046401.9081076359,1050000.0
2026-03-09,1043766.1147502059,1043325.2581972124,1050000.0,1050440.8565529934,1050000.0
2026-03-10,1043380.9398899253,1042601.7020832462,1050000.0,1050779.237806679,1050000.0
2026-03-11,1043263.3406670052,1040941.570487668,1050000.0,1052321.770179337,1050000.0
2026-03-12,1042854.8608997748,1042191.2732567779,1050000.0,1050663.5876429966,1050000.0
2026-03-13,1042637.606371303,1041682.0617426046,1050000.0,1050955.5446286981,1050000.0
2026-03-16,1045314.395705688,1041629.3221049912,1050000.0,1053685.0736006966,1050000.0
2026-03-17,1045887.0804683837,1042930.6437636537,1050000.0,1052956.4367047297,1050000.0
2026-03-18,1047543.5355018186,1045244.6105610247,1050000.0,1052298.9249407935,1050000.0
2026-03-19,1048121.9032798915,1046621.7414406689,1050000.0,1051500.1618392223,1050000.0
2026-03-20,1044882.0063207132,1044794.9741467204,1050000.0,1050087.0321739926,1050000.0
2026-03-23,1049869.0281298165,1047009.9976585668,1050000.0,1052859.0304712495,1050000.0
2026-03-24,1048261.0410995083,1046388.71661141,1050000.0,1051872.324488098,1050000.0
2026-03-25,1050300.4977562414,1046180.0836486961,1050000.0,1054120.414107545,1050000.0
2026-03-26,1049614.7721548164,1048439.81997402,1050000.0,1051174.9521807963,1050000.0
2026-03-27,1042665.696694819,1044883.9346063638,1050000.0,1047781.762088455,1050000.0
2026-03-30,1037539.0483705874,1045898.2666727416,1050000.0,1041640.7816978456,1050000.0
2026-03-31,1055158.512557037,1054513.2936344116,1050000.0,1050645.2189226248,1050000.0
2026-04-01,1053671.5296865252,1051495.4041525917,1050000.0,1052176.125533933,1050000.0
2026-04-02,1054395.0912682016,1051576.6691742237,1050000.0,1052818.4220939775,1050000.0
2026-04-06,1053761.325916763,1049664.1021061467,1050000.0,1054097.2238106157,1050000.0
2026-04-07,1053616.4514581026,1050033.7365651529,1050000.0,1053582.7148929494,1050000.0
2026-04-08,1056771.388586775,1045277.7581304709,1050000.0,1061493.6304563037,1050000.0
2026-04-09,1059865.4521053594,1045248.1805555882,1050000.0,1064617.2715497708,1050000.0
2026-04-10,1055568.2996829015,1039471.4693854993,1050000.0,1066096.8302974019,1050000.0
2026-04-13,1058327.8463850755,1040338.3459388969,1050000.0,1067989.5004461785,1050000.0
2026-04-14,1056906.6890251562,1036131.950992574,1050000.0,1070774.738032582,1050000.0
2026-04-15,1051777.388537977,1030533.1896406326,1050000.0,1071244.198897344,1050000.0
2026-04-16,1049612.343687963,1028156.2538117007,1050000.0,1071456.0898762618,1050000.0
