sleeve,mode,n_rebal,turnover_l1,turnover_usd,cash_days,first_plan,n_plans_used,start_usd,end_usd,execution_lag_sessions,target_notional_mode,scale_sleeves_to_budget,commission_per_share,margin_rate_annual,financing_daycount,short_proceeds_credit_annual,retarget_on_plan_change,use_resize_bands,enter_band_pct,exit_band_pct,min_trade_usd,b4_execution,n_b4_cadence_rebals,n_delist_flat,n_b4_cadence_pairs,n_purgatory_reductions,purgatory_blocked_add_usd,cagr,vol,sharpe,maxdd
BOOK,prod,60,27.793428054746503,30253100.955663644,2,2026-02-27,82,1050000.0,1210351.406850975,1,equity_scaled,True,0.0035,0.0445,360.0,0.038,False,True,0.12,0.04,250.0,cadence,32,5,56,0,0.0,0.46475469773607525,0.1516040773039633,2.644800898886203,-0.045649535515711714
