date,plan_date,n_pairs,turnover_step,turnover_usd,txn_cost_usd,target_planned_gross_usd,target_tradeable_gross_usd,deployed_gross_usd,untradeable_plan_gross_usd,blocked_pairs,n_added,n_exited,n_resize_candidates,n_resized,equity
2026-06-02,2026-06-01,263,0.006464442369444569,7390.508624607286,19.03496880722528,4543345.162914912,4543345.162914911,4441195.496634172,9.313225746154785e-10,58,5,23,186,1,1138663.9632554816
2026-06-05,2026-06-04,263,1.4988832467087627,1691575.523727985,3849.511838332781,4511189.549419144,4511189.549419144,4666908.956647966,0.0,80,4,22,187,87,1126774.4353845103
2026-06-08,2026-06-06,265,0.03808083712103274,42908.51374602116,93.72233127774084,4459715.979830691,4459715.97983069,4749154.645093332,9.313225746154785e-10,61,8,30,186,2,1117629.5808844343
2026-06-10,2026-06-09,265,0.004258175275453872,4738.481955738696,12.70700731589859,4545776.903498051,4545776.903498051,4523956.478757824,0.0,80,9,23,196,1,1139279.7500097393
2026-06-11,2026-06-10,265,0.002703874031780954,3080.468930985231,7.323807623497713,4556119.857419169,4556119.857419169,4662419.508511473,0.0,48,8,22,188,1,1141877.3522372807
2026-06-12,2026-06-11,269,0.9181545809109763,1048419.9217951557,2366.4309790242773,4693040.821669451,4693040.82166945,4794427.457280274,9.313225746154785e-10,36,7,19,192,75,1173834.2762063015
2026-06-15,2026-06-14,269,0.0008966163617934567,1052.4790180805496,2.296635133796867,4694425.075838197,4694425.075838197,4951661.158392765,0.0,65,3,21,189,1,1176545.3414195522
2026-06-17,2026-06-16,271,0.009101677610724931,10998.776616897194,25.359753318540843,4781235.7616480095,4781235.761648009,4904315.303408985,9.313225746154785e-10,55,6,21,198,0,1198279.342414102
2026-06-18,2026-06-17,270,0.010674437134555912,12790.95751023633,32.13607450051787,4763366.321777436,4763366.321777436,4943147.927268184,0.0,50,3,20,202,1,1193794.0097343805
2026-06-22,2026-06-20,270,0.019022306173659333,22708.715161447835,56.47872307823988,4776494.767860499,4776494.767860502,4948009.987092117,0.0,54,5,21,217,1,1197060.0044499794
2026-06-23,2026-06-22,269,0.015969023811320676,19115.879714641356,46.35102368135907,4829640.778715171,4829640.778715171,4731493.844523359,0.0,21,5,19,207,3,1210389.934368592
2026-06-25,2026-06-24,270,0.015275891837409454,18614.079283885265,43.08198473830946,4833557.911849855,4816173.85848106,4504415.419497656,17384.053368795663,47,13,44,204,1,1208346.3959777253
2026-06-26,2026-06-25,267,1.1815054394322955,1427667.8395660927,3274.2051884983143,4770980.483597188,4765761.996996945,4387474.781406725,5218.4866002434865,42,10,43,197,137,1189470.915710799
2026-06-29,2026-06-27,266,0.009164639536585974,10901.072181742311,22.79360449595984,4782189.847105218,4781246.96071546,4529836.0302227,942.8863897584379,62,4,38,176,1,1195524.6681718086
2026-06-30,2026-06-29,266,0.0017893683871079526,2139.2340472343594,5.807309260054974,4836466.747786957,4832717.687364804,4564253.74849575,3749.060422153212,64,2,33,194,1,1209110.879637479
2026-07-01,2026-06-30,266,0.015651912449428287,18924.897629737046,62.69585912301204,4888468.265560235,4888468.265560235,4461324.827818319,0.0,54,4,42,188,1,1222054.3705309357
2026-07-02,2026-07-01,265,0.004507173379292629,5508.010926905245,13.651560201285843,4948491.345384952,4944635.179314639,4340539.239142176,3856.1660703122616,43,5,22,209,0,1237109.1847860364
2026-07-06,2026-07-05,265,0.005570708547705877,6891.574710133023,14.904601810982257,4960150.145208952,4950978.161541638,4406499.649899482,9171.983667314053,55,6,28,203,2,1240022.6317004273
2026-07-07,2026-07-06,264,0.005986990275125213,7424.003436925632,17.034975121031923,5073053.177970433,4878398.761810774,4241993.815480461,194654.4161596587,51,6,28,205,0,1268246.2595174871
2026-07-08,2026-07-07,264,0.013928728926393115,17665.05836073109,41.56187854128147,4981141.892226965,4800765.86994331,4240579.514366026,180376.0222836556,52,6,24,207,2,1245243.9111782005
2026-07-10,2026-07-09,271,1.73597078212881,2155007.984876558,4985.038562431018,5064118.148475166,4894209.305516427,5707966.278652015,169908.84295873903,44,9,27,200,152,1261044.4985563606
