ETF,Underlying,Delta,Delta_n_obs,Delta_source,borrow_fee_annual,shares_available,borrow_current,borrow_spiking,borrow_missing_from_ftp,borrow_price_ref,borrow_current_raw_annual,borrow_floor_factor,protected,borrow_leq_low,borrow_gt_low,protected_ok,protected_bad,purgatory,include_for_algo,exclude_borrow_gt_low,exclude_no_shares,exclude_borrow_spike,vol_etf_annual,gross_decay_annual,vol_underlying_annual,expected_gross_decay_annual,blended_gross_decay,net_decay_annual,decay_score,maint_pct_long,maint_pct_short,init_pct_long,init_pct_short,net_edge_p50_annual,edge_used_for_prod_replay,borrow_annual,strategy_tag,long_usd,short_usd,underlying_target_usd,etf_target_usd,underlying_target_from_b12_usd,underlying_target_from_b4_usd,underlying_internalized_usd,underlying_external_trade_usd,sleeve,b1_trend_xsec_pctile,b1_trend_multiplier,optimal_gross_target_usd,optimal_long_usd,optimal_short_usd,optimal_underlying_target_usd,optimal_etf_target_usd,model_gross_target_usd,model_long_usd,model_short_usd,execution_policy,purgatory_reason,gross_target_usd,pair_override_gross_mult,pair_override_hedge_add,pair_override_note,ratchet_released,ratchet_trim_lambda,ratchet_trim_usd,optimal_binding_cap,binding_cap,liquidity_gap_usd,executable_pct_of_optimal,reduce_only,keep_open,hard_exit,_plan_date
CWVX,CRWV,1.98922,183,ols,0.059543,250000,0.059543,False,False,21.59000015258789,0.059543,1.0,False,True,False,False,False,False,True,False,False,False,1.944178,0.954036,1.190455,1.39435,1.074598,0.894493,1.015055,0.497305,0.596766,0.5,0.596766,0.894493,net_decay_annual,0.059543,ETF_LS,25832.15786935769,-12986.073872853523,25832.15786935769,-12986.073872853523,81183.36485443971,-678.4608200991131,678.4608200991131,80504.90403434061,core_leveraged,0.5,1.0,38692.20461248636,25748.2912797486,-12943.913332737757,25748.2912797486,-12943.913332737757,38692.20461248636,25748.2912797486,-12943.913332737757,normal,,38818.23174221122,1.0,0.0,,False,0.0,0.0,haircut,haircut,-126.0271297248546,1.003257171075855,False,False,False,2026-04-04
DOGD,DDOG,2.013121,161,ols,0.0719,10000,0.0719,False,False,16.709999084472656,0.0719,1.0,False,True,False,False,False,False,True,False,False,False,1.184393,0.412191,0.482424,0.237333,0.349048,0.3402909999999999,0.277148,0.50328025,0.6039363,0.50328025,0.6039363,0.3402909999999999,net_decay_annual,0.0719,ETF_LS,4435.949787253471,-2203.5187091354524,4435.949787253471,-2203.5187091354524,4435.949787253471,0.0,-0.0,4435.949787253471,core_leveraged,0.5,1.0,6617.912822162047,4421.548048838292,-2196.364773323756,4421.548048838292,-2196.364773323756,6617.912822162047,4421.548048838292,-2196.364773323756,normal,,6639.468496388923,1.0,0.0,,False,0.0,0.0,haircut,haircut,-21.555674226876363,1.003257171075855,False,False,False,2026-04-04
ENPX,ENPH,2.019387,137,ols,0.220776,15000,0.220776,False,False,14.010000228881836,0.220776,1.0,False,True,False,False,False,False,True,False,False,False,1.651465,0.752577,0.728551,0.546322,0.658453,0.5318010000000001,0.437677,0.50484675,0.6058161,0.50484675,0.6058161,0.5318010000000001,net_decay_annual,0.220776,ETF_LS,8784.343256941993,-4350.004856395526,8784.343256941993,-4350.004856395526,8784.343256941993,0.0,-0.0,8784.343256941993,core_leveraged,0.5,1.0,13091.70618661289,8755.824040133195,-4335.8821464796965,8755.824040133195,-4335.8821464796965,13091.70618661289,8755.824040133195,-4335.8821464796965,normal,,13134.34811333752,1.0,0.0,,False,0.0,0.0,haircut,haircut,-42.64192672462923,1.003257171075855,False,False,False,2026-04-04
FLYT,FLY,1.980808,110,ols,0.184603,5000,0.184603,False,False,19.950000762939453,0.184603,1.0,False,True,False,False,False,False,True,False,False,False,2.361957,1.528939,1.106538,1.189403,1.337613,1.344336,1.15301,0.495202,0.5942424,0.5,0.5942424,1.344336,net_decay_annual,0.184603,ETF_LS,51139.70589157642,-25817.598622166523,51139.70589157642,-25817.598622166523,51139.70589157642,0.0,-0.0,51139.70589157642,core_leveraged,0.5,1.0,76707.45520933266,50973.67590877635,-25733.779300556314,50973.67590877635,-25733.779300556314,76707.45520933266,50973.67590877635,-25733.779300556314,normal,,76957.30451374294,1.0,0.0,,False,0.0,0.0,haircut,haircut,-249.84930441027973,1.0032571710758549,False,False,False,2026-04-04
GEVX,GEV,1.996559,183,ols,0.037616,10000,0.037616,False,False,54.630001068115234,0.037616,1.0,False,True,False,False,False,False,True,False,False,False,1.013089,0.331564,0.53158,0.28112,0.317752,0.293948,0.280136,0.49913975,0.5989677,0.5,0.5989677,0.293948,net_decay_annual,0.037616,ETF_LS,3578.91736877476,-1792.542754195974,3578.91736877476,-1792.542754195974,5383.568304605149,0.0,-0.0,5383.568304605149,core_leveraged,0.5,1.0,5354.021160108513,3567.2980686864807,-1786.723091422032,3567.2980686864807,-1786.723091422032,5354.021160108513,3567.2980686864807,-1786.723091422032,normal,,5371.460122970734,1.0,0.0,,False,0.0,0.0,haircut,haircut,-17.43896286222116,1.003257171075855,False,False,False,2026-04-04
IREX,IREN,1.981848,110,ols,0.31843,35000,0.31843,False,False,17.899999618530273,0.31843,1.0,False,False,True,False,False,True,False,True,False,False,2.179274,1.421809,1.053089,1.078983,1.228629,1.103379,0.910199,0.495462,0.5945544,0.5,0.5945544,1.103379,net_decay_annual,0.31843,ETF_LS,0.0,0.0,0.0,0.0,37305.39589222839,0.0,-0.0,37305.39589222839,core_leveraged,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,reduce_only,,0.0,,,,False,0.0,0.0,none,none,0.0,1.0,True,False,False,2026-04-04
JOBX,JOBY,1.978657,142,ols,0.226609,40000,0.226609,False,False,19.459999084472656,0.226609,1.0,False,True,False,False,False,False,True,False,False,False,1.441421,0.725946,0.811946,0.638301,0.687688,0.499337,0.4610789999999999,0.49466425,0.5935971,0.5,0.5935971,0.499337,net_decay_annual,0.226609,ETF_LS,7785.384675491611,-3934.681289122678,7785.384675491611,-3934.681289122678,7785.384675491611,0.0,-0.0,7785.384675491611,core_leveraged,0.5,1.0,11682.01564116022,7760.108673973255,-3921.9069671869634,7760.108673973255,-3921.9069671869634,11682.01564116022,7760.108673973255,-3921.9069671869634,normal,,11720.06596461429,1.0,0.0,,False,0.0,0.0,haircut,haircut,-38.05032345407017,1.0032571710758549,False,False,False,2026-04-04
LABX,ALAB,1.995478,161,ols,0.037029,25000,0.037029,False,False,16.889999389648438,0.037029,1.0,False,True,False,False,False,False,True,False,False,False,1.790984,0.99791,0.907844,0.818599,0.933159,0.960881,0.89613,0.4988695,0.5986434,0.5,0.5986434,0.960881,net_decay_annual,0.037029,ETF_LS,29607.53756688469,-14837.315954816182,29607.53756688469,-14837.315954816182,29607.53756688469,0.0,-0.0,29607.53756688469,core_leveraged,0.5,1.0,44300.559022209534,29511.413843306687,-14789.145178902842,29511.413843306687,-14789.145178902842,44300.559022209534,29511.413843306687,-14789.145178902842,normal,,44444.85352170088,1.0,0.0,,False,0.0,0.0,haircut,haircut,-144.2944994913414,1.0032571710758549,False,False,False,2026-04-04
LRCU,LRCX,2.039648,156,ols,0.06701,35000,0.06701,False,False,32.45000076293945,0.06701,1.0,False,True,False,False,False,False,True,False,False,False,1.100365,0.432081,0.499475,0.264508,0.368244,0.365071,0.301234,0.509912,0.6118944000000001,0.509912,0.6118944000000001,0.365071,net_decay_annual,0.06701,ETF_LS,5053.2050354491175,-2477.488780146926,5053.2050354491175,-2477.488780146926,5053.2050354491175,0.0,-0.0,5053.2050354491175,core_leveraged,0.5,1.0,7506.244692495357,5036.799318394357,-2469.445374101,5036.799318394357,-2469.445374101,7506.244692495357,5036.799318394357,-2469.445374101,normal,,7530.693815596043,1.0,0.0,,False,0.0,0.0,haircut,haircut,-24.449123100685934,1.003257171075855,False,False,False,2026-04-04
MDBX,MDB,1.990915,156,ols,0.079776,10000,0.079776,False,False,21.059999465942383,0.079776,1.0,False,True,False,False,False,False,True,False,False,False,1.55028,0.625723,0.668938,0.441399,0.555504,0.5459470000000001,0.475728,0.49772875,0.5972744999999999,0.5,0.5972744999999999,0.5459470000000001,net_decay_annual,0.079776,ETF_LS,10501.007205674108,-5274.462850334699,10501.007205674108,-5274.462850334699,10501.007205674108,0.0,-0.0,10501.007205674108,core_leveraged,0.5,1.0,15724.253472409066,10466.914673944691,-5257.338798464371,10466.914673944691,-5257.338798464371,15724.253472409066,10466.914673944691,-5257.338798464371,normal,,15775.470056008808,1.0,0.0,,False,0.0,0.0,haircut,haircut,-51.21658359974208,1.0032571710758549,False,False,False,2026-04-04
NEBX,NBIS,1.997853,142,ols,0.065076,35000,0.065076,False,False,35.310001373291016,0.065076,1.0,False,True,False,False,False,False,True,False,False,False,1.882479,0.983583,1.115504,1.240345,1.095662,0.918507,1.030586,0.49946325,0.5993559,0.5,0.5993559,0.918507,net_decay_annual,0.065076,ETF_LS,26957.83186477587,-13493.40109846714,26957.83186477587,-13493.40109846714,91432.06522655828,0.0,-0.0,91432.06522655828,core_leveraged,0.5,1.0,40319.90413770443,26870.310666075093,-13449.59347162934,26870.310666075093,-13449.59347162934,40319.90413770443,26870.310666075093,-13449.59347162934,normal,,40451.232963243005,1.0,0.0,,False,0.0,0.0,haircut,haircut,-131.3288255385778,1.003257171075855,False,False,False,2026-04-04
NNEX,NNE,1.984944,95,ols,0.104475,600,0.104475,False,False,6.130000114440918,0.104475,1.0,False,True,False,False,False,False,True,False,True,False,1.647554,0.844747,1.512082,2.235015,1.710906,0.740272,1.606431,0.496236,0.5954832,0.5,0.5954832,0.740272,net_decay_annual,0.104475,ETF_LS,7300.62416829529,-3678.0000686645512,7300.62416829529,-3678.0000686645512,7300.62416829529,0.0,-0.0,7300.62416829529,core_leveraged,0.5,1.0,26912.49570871924,17896.415102610972,-9016.080606108268,17896.415102610972,-9016.080606108268,26912.49570871924,17896.415102610972,-9016.080606108268,normal,no_locate,10978.62423695984,1.0,0.0,,False,0.0,0.0,haircut,shares_available,15933.8714717594,0.4079377979576577,False,False,False,2026-04-04
NVTX,NVTS,1.997983,142,ols,0.235278,10000,0.235278,False,False,21.18000030517578,0.235278,1.0,False,True,False,False,False,False,True,False,False,False,2.459311,1.657738,1.610146,2.584732,2.062378,1.42246,1.8271,0.49949575,0.5993949,0.5,0.5993949,1.42246,net_decay_annual,0.235278,ETF_LS,55537.46489028269,-27796.765483131083,55537.46489028269,-27796.765483131083,55537.46489028269,0.0,-0.0,55537.46489028269,core_leveraged,0.5,1.0,83063.67776474431,55357.15715914238,-27706.520605601934,55357.15715914238,-27706.520605601934,83063.67776474431,55357.15715914238,-27706.520605601934,normal,,83334.23037341377,1.0,0.0,,False,0.0,0.0,haircut,haircut,-270.552608669459,1.0032571710758549,False,False,False,2026-04-04
OPEX,OPEN,1.994673,110,ols,0.302116,25000,0.302116,False,False,21.489999771118164,0.302116,1.0,False,False,True,False,False,True,False,True,False,False,1.870229,1.138016,1.29726,1.66946,1.43748,0.8358999999999999,1.135364,0.49866825,0.5984018999999999,0.5,0.5984018999999999,0.8358999999999999,net_decay_annual,0.302116,ETF_LS,0.0,0.0,0.0,0.0,12482.835112158498,0.0,-0.0,12482.835112158498,core_leveraged,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,reduce_only,,0.0,,,,False,0.0,0.0,none,none,0.0,1.0,True,False,False,2026-04-04
PONX,PONY,2.005926,142,ols,0.263029,40000,0.263029,False,False,6.579999923706055,0.263029,1.0,False,True,False,False,False,False,True,False,False,False,1.605711,0.847347,1.248769,1.573313,1.164237,0.5843179999999999,0.901208,0.5014815,0.6017778,0.5014815,0.6017778,0.5843179999999999,net_decay_annual,0.263029,ETF_LS,10210.388706140213,-5090.112350176532,10210.388706140213,-5090.112350176532,10210.388706140213,0.0,-0.0,10210.388706140213,core_leveraged,0.5,1.0,15250.826505340669,10177.239695372402,-5073.586809968265,10177.239695372402,-5073.586809968265,15250.826505340669,10177.239695372402,-5073.586809968265,normal,,15300.501056316743,1.0,0.0,,False,0.0,0.0,haircut,haircut,-49.674550976078535,1.003257171075855,False,False,False,2026-04-04
QBTX,QBTS,1.992184,235,ols,0.075824,200000,0.075824,False,False,7.699999809265137,0.075824,1.0,False,True,False,False,False,False,True,False,False,False,2.368474,1.3875,1.399087,1.934555,1.424405,1.3116759999999998,1.3485809999999998,0.498046,0.5976551999999999,0.5,0.5976551999999999,1.3116759999999998,net_decay_annual,0.075824,ETF_LS,50642.990743643975,-25420.84001459904,50642.990743643975,-25420.84001459904,50642.990743643975,0.0,-0.0,50642.990743643975,core_leveraged,0.5,1.0,75816.88220247162,50478.5733944332,-25338.30880803841,50478.5733944332,-25338.30880803841,75816.88220247162,50478.5733944332,-25338.30880803841,normal,,76063.83075824301,1.0,0.0,,False,0.0,0.0,haircut,haircut,-246.9485557713924,1.0032571710758549,False,False,False,2026-04-04
QUBX,QUBT,1.962745,195,ols,0.234936,40000,0.234936,False,False,7.53000020980835,0.234936,1.0,False,True,False,False,False,False,True,False,False,False,1.945107,1.259516,1.733685,2.839786,1.616958,1.02458,1.382022,0.49068625,0.5888234999999999,0.5,0.5888234999999999,1.02458,net_decay_annual,0.234936,ETF_LS,30595.17604292745,-15587.952608681951,30595.17604292745,-15587.952608681951,30595.17604292745,0.0,-0.0,30595.17604292745,core_leveraged,0.5,1.0,46033.19067441539,30495.84585587198,-15537.344818543408,30495.84585587198,-15537.344818543408,46033.19067441539,30495.84585587198,-15537.344818543408,normal,,46183.12865160941,1.0,0.0,,False,0.0,0.0,haircut,haircut,-149.9379771940221,1.0032571710758549,False,False,False,2026-04-04
RGTU,RGTI,1.986086,195,ols,0.367527,35000,0.367527,False,False,14.619999885559082,0.367527,1.0,False,False,True,False,False,True,False,True,False,False,2.111945,1.235359,1.480073,2.145108,1.441136,0.8678320000000002,1.073609,0.4965215,0.5958258,0.5,0.5958258,0.8678320000000002,net_decay_annual,0.367527,ETF_LS,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,core_leveraged,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,reduce_only,,0.0,,,,False,0.0,0.0,none,none,0.0,1.0,True,False,False,2026-04-04
SMU,SMR,1.98534,183,ols,,0,0.0,False,True,12.130000114440918,,1.0,False,False,False,False,False,False,True,False,True,False,2.000781,1.254565,1.120699,1.228483,1.247424,1.254565,1.247424,0.496335,1.0,0.5,1.0,1.254565,net_decay_annual,,ETF_LS,48124.96500847444,-24240.162898281626,48124.96500847444,-24240.162898281626,48124.96500847444,-624.0612663914167,624.0612663914167,47500.90374208303,core_leveraged,0.5,1.0,72130.18754618462,47968.722672440046,-24161.46487374457,47968.722672440046,-24161.46487374457,72130.18754618462,47968.722672440046,-24161.46487374457,normal,no_locate,72365.12790675607,1.0,0.0,,False,0.0,0.0,haircut,haircut,-234.94036057144692,1.003257171075855,False,False,False,2026-04-04
SNPX,SNPS,1.919582,95,ols,0.040639,5000,0.040639,False,False,22.40999984741211,0.040639,1.0,False,True,False,False,False,False,True,False,False,False,0.787025,0.241517,0.482379,0.205373,0.218999,0.200878,0.17836,0.4798955,0.5758745999999999,0.5,0.5758745999999999,0.200878,net_decay_annual,0.040639,ETF_LS,1805.9673452877416,-940.8128151273254,1805.9673452877416,-940.8128151273254,1805.9673452877416,0.0,-0.0,1805.9673452877416,core_leveraged,0.5,1.0,2737.862473955231,1800.1040982852787,-937.7583756699524,1800.1040982852787,-937.7583756699524,2737.862473955231,1800.1040982852787,-937.7583756699524,normal,,2746.780160415067,1.0,0.0,,False,0.0,0.0,haircut,haircut,-8.91768645983575,1.0032571710758549,False,False,False,2026-04-04
SRPU,SRPT,1.964962,110,ols,0.126021,8000,0.126021,False,False,13.960000038146973,0.126021,1.0,False,True,False,False,False,False,True,False,False,False,1.986192,1.457684,0.879001,0.732509,1.049054,1.331663,0.923033,0.4912405,0.5894886,0.5,0.5894886,1.331663,net_decay_annual,0.126021,ETF_LS,51446.39571648425,-26181.878182114597,51446.39571648425,-26181.878182114597,51446.39571648425,0.0,-0.0,51446.39571648425,core_leveraged,0.5,1.0,77376.24622742862,51279.37003561617,-26096.87619181245,51279.37003561617,-26096.87619181245,77376.24622742862,51279.37003561617,-26096.87619181245,normal,,77628.27389859884,1.0,0.0,,False,0.0,0.0,haircut,haircut,-252.0276711702172,1.003257171075855,False,False,False,2026-04-04
TARK,ARKK,1.977541,501,ols,0.039741,15000,0.039741,False,False,36.38999938964844,0.039741,1.0,False,True,False,False,False,False,True,False,False,False,0.805629,0.233463,0.406738,0.159904,0.233463,0.193722,0.193722,0.49438525,0.5932623,0.5,0.5932623,0.193722,net_decay_annual,0.039741,ETF_LS,1672.114184172129,-845.5522207489649,1672.114184172129,-845.5522207489649,1672.114184172129,0.0,-0.0,1672.114184172129,core_leveraged,0.5,1.0,2509.4925583449794,1666.6855043547978,-842.8070539901815,1666.6855043547978,-842.8070539901815,2509.4925583449794,1666.6855043547978,-842.8070539901815,normal,,2517.666404921094,1.0,0.0,,False,0.0,0.0,haircut,haircut,-8.173846576114556,1.0032571710758549,False,False,False,2026-04-04
TEMT,TEM,1.984595,223,ols,0.0940179999999999,150000,0.0940179999999999,False,False,19.34000015258789,0.0940179999999999,1.0,False,True,False,False,False,False,True,False,False,False,1.324603,0.622986,1.005298,0.987391,0.664921,0.5289680000000001,0.5709029999999999,0.49614875,0.5953785,0.5,0.5953785,0.5289680000000001,net_decay_annual,0.0940179999999999,ETF_LS,9806.90971838044,-4941.516893059007,9806.90971838044,-4941.516893059007,9806.90971838044,0.0,-0.0,9806.90971838044,core_leveraged,0.5,1.0,14700.54442334441,9775.070641024058,-4925.473782320351,9775.070641024058,-4925.473782320351,14700.54442334441,9775.070641024058,-4925.473782320351,normal,,14748.426611439449,1.0,0.0,,False,0.0,0.0,haircut,haircut,-47.88218809503815,1.0032571710758549,False,False,False,2026-04-04
UNX,U,2.029477,137,ols,0.0447459999999999,8000,0.0447459999999999,False,False,31.92200088500977,0.0447459999999999,1.0,False,True,False,False,False,False,True,False,False,False,1.710693,1.119414,0.73823,0.569317,0.868378,1.074668,0.823632,0.50736925,0.6088431,0.50736925,0.6088431,1.074668,net_decay_annual,0.0447459999999999,ETF_LS,35710.6889186386,-17596.005728884138,35710.6889186386,-17596.005728884138,35710.6889186386,0.0,-0.0,35710.6889186386,core_leveraged,0.5,1.0,53133.62932692388,35594.75072612121,-17538.878600802676,35594.75072612121,-17538.878600802676,53133.62932692388,35594.75072612121,-17538.878600802676,normal,,53306.69464752274,1.0,0.0,,False,0.0,0.0,haircut,haircut,-173.0653205988565,1.0032571710758549,False,False,False,2026-04-04
UPSX,UPST,1.985386,204,ols,0.126265,30000,0.126265,False,False,13.899999618530272,0.126265,1.0,False,True,False,False,False,False,True,False,False,False,1.406183,0.711855,0.895861,0.78506,0.725799,0.58559,0.599534,0.4963465,0.5956158,0.5,0.5956158,0.58559,net_decay_annual,0.126265,ETF_LS,11512.71826968816,-5798.730458302899,11512.71826968816,-5798.730458302899,11512.71826968816,0.0,-0.0,11512.71826968816,core_leveraged,0.5,1.0,17255.245441631796,11475.34112050488,-5779.9043211269145,11475.34112050488,-5779.9043211269145,17255.245441631796,11475.34112050488,-5779.9043211269145,normal,,17311.44872799106,1.0,0.0,,False,0.0,0.0,haircut,haircut,-56.203286359264894,1.003257171075855,False,False,False,2026-04-04
VOYX,VOYG,1.968437,142,ols,0.467348,99,0.467348,False,False,11.40999984741211,0.467348,1.0,False,False,True,False,False,False,False,True,True,False,1.707855,1.058371,0.886663,0.749342,0.923477,0.591023,0.456129,0.49210925,0.5905311,0.5,0.5905311,0.591023,net_decay_annual,0.467348,ETF_LS,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,core_leveraged,,,13226.633554788204,8770.87668516685,-4455.756869621354,8770.87668516685,-4455.756869621354,13226.633554788204,8770.87668516685,-4455.756869621354,normal,no_locate,0.0,,,,False,0.0,0.0,haircut,none,13226.633554788204,0.0,False,False,False,2026-04-04
WULX,WULF,1.994924,110,ols,0.12834,200,0.12834,False,False,20.350000381469727,0.12834,1.0,False,True,False,False,False,False,True,False,True,False,2.025575,1.19122,1.148096,1.308105,1.257084,1.0628799999999998,1.1287440000000002,0.498731,0.5984771999999999,0.5,0.5984771999999999,1.0628799999999998,net_decay_annual,0.12834,ETF_LS,8119.340832200622,-4070.000076293945,8119.340832200622,-4070.000076293945,8119.340832200622,0.0,-0.0,8119.340832200622,core_leveraged,0.5,1.0,50960.88393736246,33945.1319725839,-17015.751964778556,33945.1319725839,-17015.751964778556,50960.88393736246,33945.1319725839,-17015.751964778556,normal,no_locate,12189.340908494569,1.0,0.0,,False,0.0,0.0,haircut,shares_available,38771.54302886789,0.2391901389206052,False,False,False,2026-04-04
CRMU,CRML,1.965705,36,ols,0.120612,20000,0.120612,False,False,6.079999923706055,0.120612,1.0,False,True,False,False,False,False,True,False,False,False,2.009597,1.252941,1.527851,2.215618,2.078093,1.132329,1.957481,0.49142625,0.5897114999999999,0.5,0.5897114999999999,1.132329,net_decay_annual,0.120612,ETF_LS,38524.16722543048,-19598.142765791654,38524.16722543048,-19598.142765791654,38524.16722543048,0.0,-0.0,38524.16722543048,core_leveraged,0.5,1.0,57933.610311396005,38399.09480449427,-19534.51550690173,38399.09480449427,-19534.51550690173,57933.610311396005,38399.09480449427,-19534.51550690173,normal,,58122.30999122214,1.0,0.0,,False,0.0,0.0,haircut,haircut,-188.6996798261316,1.0032571710758549,False,False,False,2026-04-04
UECG,UEC,1.995229,36,ols,0.063528,900,0.063528,False,False,8.630000114440918,0.063528,1.0,False,True,False,False,False,False,True,False,True,False,1.2979,0.612009,0.704589,0.492898,0.509914,0.548481,0.4463859999999999,0.49880725,0.5985687,0.5,0.5985687,0.548481,net_decay_annual,0.063528,ETF_LS,10722.874487766449,-5374.257535233523,10722.874487766449,-5374.257535233523,10722.874487766449,0.0,-0.0,10722.874487766449,core_leveraged,0.5,1.0,16044.871132830294,10688.061642527451,-5356.809490302843,10688.061642527451,-5356.809490302843,16044.871132830294,10688.061642527451,-5356.809490302843,normal,no_locate,16097.13202299997,1.0,0.0,,False,0.0,0.0,haircut,haircut,-52.260890169674894,1.0032571710758549,False,False,False,2026-04-04
DNNG,DNN,1.980528,36,ols,,0,0.0,False,True,11.6899995803833,,1.0,False,False,False,False,False,False,True,False,True,False,1.190152,0.693143,0.611681,0.363296,0.410417,0.693143,0.410417,0.495132,1.0,0.5,1.0,0.693143,net_decay_annual,,ETF_LS,17056.286179663133,-8611.989418813131,17056.286179663133,-8611.989418813131,17056.286179663133,0.0,-0.0,17056.286179663133,core_leveraged,0.5,1.0,25584.94106845065,17000.91130310349,-8584.029765347164,17000.91130310349,-8584.029765347164,25584.94106845065,17000.91130310349,-8584.029765347164,normal,no_locate,25668.275598476263,1.0,0.0,,False,0.0,0.0,haircut,haircut,-83.33453002561146,1.0032571710758549,False,False,False,2026-04-04
RCAX,RCAT,2.011774,41,ols,0.196627,10000,0.196627,False,False,13.220000267028809,0.196627,1.0,False,True,False,False,False,False,True,False,False,False,2.543486,1.71023,1.277016,1.659684,1.667908,1.5136029999999998,1.4712809999999998,0.5029435,0.6035322,0.5029435,0.6035322,1.5136029999999998,net_decay_annual,0.196627,ETF_LS,62739.83787839779,-31186.325043666828,62739.83787839779,-31186.325043666828,62739.83787839779,0.0,-0.0,62739.83787839779,core_leveraged,0.5,1.0,93621.22258377857,62536.146949358925,-31085.075634419634,62536.146949358925,-31085.075634419634,93621.22258377857,62536.146949358925,-31085.075634419634,normal,,93926.1629220646,1.0,0.0,,False,0.0,0.0,haircut,haircut,-304.9403382860619,1.0032571710758549,False,False,False,2026-04-04
RDWU,RDW,1.978199,43,ols,0.1935259999999999,10000,0.1935259999999999,False,False,10.920000076293944,0.1935259999999999,1.0,False,True,False,False,False,False,True,False,False,False,2.020453,1.619418,1.067895,1.103378,1.191432,1.4258920000000002,0.997906,0.49454975,0.5934597,0.5,0.5934597,1.4258920000000002,net_decay_annual,0.1935259999999999,ETF_LS,56763.91591910109,-28694.745027725265,56763.91591910109,-28694.745027725265,56763.91591910109,0.0,-0.0,56763.91591910109,core_leveraged,0.5,1.0,85181.21116959845,56579.62639651966,-28601.58477307878,56579.62639651966,-28601.58477307878,85181.21116959845,56579.62639651966,-28601.58477307878,normal,,85458.66094682636,1.0,0.0,,False,0.0,0.0,haircut,haircut,-277.4497772279137,1.003257171075855,False,False,False,2026-04-04
OKLL,OKLO,1.997919,195,ols,0.203016,10000,0.203016,False,False,5.659999847412109,0.203016,1.0,False,True,False,False,False,False,True,False,False,False,2.015015,1.263873,1.30228,1.690643,1.360404,1.060857,1.157388,0.49947975,0.5993757,0.5,0.5993757,1.060857,net_decay_annual,0.203016,ETF_LS,32847.84948744724,-16441.031637142067,32847.84948744724,-16441.031637142067,32847.84948744724,0.0,-0.0,32847.84948744724,core_leveraged,0.5,1.0,49128.860022733534,32741.205778995285,-16387.654243738252,32741.205778995285,-16387.654243738252,49128.860022733534,32741.205778995285,-16387.654243738252,normal,,49288.8811245893,1.0,0.0,,False,0.0,0.0,haircut,haircut,-160.02110185576748,1.0032571710758549,False,False,False,2026-04-04
GDXU,GDX,3.043032,501,ols,0.0427219999999999,45000,0.0427219999999999,False,False,218.0200042724609,0.0427219999999999,1.0,False,True,False,False,False,False,True,False,False,False,1.198057,0.71793,0.392784,0.479578,0.71793,0.6752079999999999,0.6752079999999999,0.760758,0.9129096,0.760758,0.9129096,0.6752079999999999,net_decay_annual,0.0427219999999999,ETF_LS,13003.479826509612,-4273.198515989845,13003.479826509612,-4273.198515989845,14759.213410894175,0.0,-0.0,14759.213410894175,core_leveraged,0.5,1.0,17220.587941547034,12961.262776288131,-4259.325165258903,12961.262776288131,-4259.325165258903,17220.587941547034,12961.262776288131,-4259.325165258903,normal,,17276.678342499457,1.0,0.0,,False,0.0,0.0,haircut,haircut,-56.090400952423806,1.0032571710758549,False,False,False,2026-04-04
MRNX,MRNA,2.016613,40,ols,,0,0.0,False,True,24.450000762939453,,1.0,False,False,False,False,False,False,True,False,True,False,1.370782,0.657867,0.672643,0.463786,0.494593,0.657867,0.494593,0.50415325,1.0,0.50415325,1.0,0.657867,net_decay_annual,,ETF_LS,15449.704639809705,-7661.214442141207,15449.704639809705,-7661.214442141207,15449.704639809705,0.0,-0.0,15449.704639809705,core_leveraged,0.5,1.0,23035.88725627312,15399.54568502314,-7636.341571249982,15399.54568502314,-7636.341571249982,23035.88725627312,15399.54568502314,-7636.341571249982,normal,no_locate,23110.91908195091,1.0,0.0,,False,0.0,0.0,haircut,haircut,-75.03182567779004,1.003257171075855,False,False,False,2026-04-04
ZETX,ZETA,2.057423,40,ols,0.099474,10000,0.099474,False,False,13.960000038146973,0.099474,1.0,False,True,False,False,False,False,True,False,False,False,1.536252,0.733442,0.765019,0.63663,0.651997,0.6339680000000001,0.5525230000000001,0.51435575,0.6172269,0.51435575,0.6172269,0.6339680000000001,net_decay_annual,0.099474,ETF_LS,13388.201966812216,-6507.267570554142,13388.201966812216,-6507.267570554142,13388.201966812216,0.0,-0.0,13388.201966812216,core_leveraged,0.5,1.0,19830.87697846327,13344.735879091912,-6486.141099371356,13344.735879091912,-6486.141099371356,19830.87697846327,13344.735879091912,-6486.141099371356,normal,,19895.46953736636,1.0,0.0,,False,0.0,0.0,haircut,haircut,-64.5925589030885,1.0032571710758549,False,False,False,2026-04-04
