ETF,Underlying,Delta,Delta_n_obs,Delta_source,borrow_fee_annual,borrow_rebate_annual,borrow_net_annual,shares_available,borrow_current,borrow_spiking,borrow_missing_from_ftp,protected,borrow_leq_low,borrow_gt_low,protected_ok,protected_bad,purgatory,include_for_algo,exclude_borrow_gt_low,exclude_no_shares,exclude_borrow_spike,vol_etf_annual,gross_decay_annual,vol_underlying_annual,expected_gross_decay_annual,blended_gross_decay,net_decay_annual,decay_score,maint_pct_long,maint_pct_short,init_pct_long,init_pct_short,net_edge_p50_annual,edge_used_for_prod_replay,borrow_annual,strategy_tag,long_usd,short_usd,underlying_target_usd,etf_target_usd,underlying_target_from_b12_usd,underlying_target_from_b4_usd,underlying_internalized_usd,underlying_external_trade_usd,sleeve,b1_trend_xsec_pctile,b1_trend_multiplier,gross_target_usd,wrapper_utility,shared_underlying_group_size,shared_underlying_wrapper_rank,shared_underlying_group_score,shared_underlying_weight_pre_caps,shared_underlying_allocation_reason,shared_underlying_incumbent,shared_underlying_switch_blocked,shared_underlying_capacity_usd,shared_underlying_capacity_binding,pair_override_gross_mult,pair_override_hedge_add,pair_override_note,ratchet_released,ratchet_trim_lambda,ratchet_trim_usd,optimal_gross_target_usd,optimal_long_usd,optimal_short_usd,optimal_underlying_target_usd,optimal_etf_target_usd,optimal_binding_cap,binding_cap,liquidity_gap_usd,executable_pct_of_optimal,execution_policy,reduce_only,keep_open,hard_exit,model_gross_target_usd,model_long_usd,model_short_usd,_plan_date
AMUU,AMD,2.007923,242,ols,0.045529,-0.009129,0.054658,30000,0.054658,False,False,False,True,False,False,False,False,True,False,False,False,1.287763,0.484299,0.555668,0.312446,0.477479,0.429641,0.422821,0.50198075,0.6023769,0.50198075,0.6023769,0.429641,net_decay_annual,0.054658,ETF_LS,17882.87610627546,-8906.156314896269,17882.87610627546,-8906.156314896269,17882.87610627546,0.0,-0.0,17882.87610627546,core_leveraged,0.5,1.0,26789.03242117173,0.254709666917287,3.0,1.0,0.0918798636840585,0.0057180432062266,primary,AMUU,True,421650.0,pair_cap,1.0,0.0,,False,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,haircut,haircut,-26789.03242117173,1.0,normal,False,False,False,0.0,0.0,-0.0,2026-03-24
AMZU,AMZN,1.987126,499,ols,0.0414179999999999,-0.005018,0.046436,100000,0.046436,False,False,False,True,False,False,False,False,True,False,False,False,0.630687,0.207674,0.317219,0.098693,0.207674,0.161238,0.161238,0.4967815,0.5961377999999999,0.5,0.5961377999999999,0.161238,net_decay_annual,0.046436,ETF_LS,3231.139130083016,-1626.0363610978952,3231.139130083016,-1626.0363610978952,3231.139130083016,0.0,-0.0,3231.139130083016,core_leveraged,0.5,1.0,4857.175491180911,0.0963381601929508,2.0,1.0,0.0166589302294678,0.0010367503716501,primary,AMZU,False,421650.0,pair_cap,1.0,0.0,,False,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,haircut,haircut,-4857.175491180911,1.0,normal,False,False,False,0.0,0.0,-0.0,2026-03-24
ASMU,ASML,1.987493,27,ols_short_history,0.050176,-0.013776,0.063952,1000,0.063952,False,False,False,True,False,False,False,False,True,False,False,False,0.822888,0.240024,0.434051,0.184881,0.190789,0.176072,0.1268369999999999,0.49687325,0.5962478999999999,0.5,0.5962478999999999,0.176072,net_decay_annual,0.063952,ETF_LS,3768.4894807674887,-1896.1020143303592,3768.4894807674887,-1896.1020143303592,3768.4894807674887,0.0,-0.0,3768.4894807674887,core_leveraged,0.5,1.0,5664.591495097849,0.1051867632899118,2.0,1.0,0.0194281706861551,0.0012090910341724,primary,ASMU,False,421650.0,pair_cap,1.0,0.0,,False,0.0,0.0,4406.39469495444,2931.447408063913,-1474.9472868905264,2931.447408063913,-1474.9472868905264,haircut,haircut,-1258.1968001434088,1.285538833274312,normal,False,False,False,4406.39469495444,2931.447408063913,-1474.9472868905264,2026-03-24
AVL,AVGO,1.987317,361,ols,0.05025,-0.01385,0.0641,100000,0.0641,False,False,False,True,False,False,False,False,True,False,False,False,1.07607,0.375031,0.53419,0.279953,0.375031,0.310931,0.310931,0.49682925,0.5961951,0.5,0.5961951,0.310931,net_decay_annual,0.0641,ETF_LS,10195.50948500003,-5130.288466812305,10195.50948500003,-5130.288466812305,10195.50948500003,0.0,-0.0,10195.50948500003,core_leveraged,0.5,1.0,15325.797951812336,0.185764902045498,2.0,1.0,0.0525637583516855,0.0032712482287753,primary,AVL,False,421650.0,pair_cap,1.0,0.0,,False,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,haircut,haircut,-15325.797951812336,1.0,normal,False,False,False,0.0,0.0,-0.0,2026-03-24
BOEU,BA,1.990878,229,ols,0.054309,-0.0179089999999999,0.072218,10000,0.072218,False,False,False,True,False,False,False,False,True,False,False,False,0.589139,0.186492,0.351063,0.121564,0.180566,0.1142739999999999,0.108348,0.4977195,0.5972634,0.5,0.5972634,0.1142739999999999,net_decay_annual,0.072218,ETF_LS,1765.6090114112628,-886.8494259373316,1765.6090114112628,-886.8494259373316,1765.6090114112628,0.0,-0.0,1765.6090114112628,core_leveraged,0.5,1.0,2652.4584373485945,0.068181090619516,1.0,1.0,0.0090972871218228,0.0005661597518353,primary,BOEU,False,,,1.0,0.0,,False,0.0,0.0,1132.1358051458028,753.606221142108,-378.5295840036948,753.606221142108,-378.5295840036948,haircut,haircut,-1520.3226322027915,2.0,normal,False,False,False,1132.1358051458028,753.606221142108,-378.5295840036948,2026-03-24
FRDU,F,1.983669,167,ols,,,,0,0.0,False,True,False,False,False,False,False,False,True,False,True,False,0.622939,0.19871,0.346688,0.117264,0.171238,0.19871,0.171238,0.49591725,1.0,0.5,1.0,0.19871,net_decay_annual,,ETF_LS,0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,core_leveraged,0.5,1.0,0.0,-inf,1.0,,0.0,0.0,not_selected,,False,,,1.0,0.0,,False,0.0,0.0,4038.817271231704,2685.176076034883,-1353.641195196821,2685.176076034883,-1353.641195196821,haircut,haircut,4038.817271231704,0.0,normal,False,False,False,4038.817271231704,2685.176076034883,-1353.641195196821,2026-03-24
HODU,HOOD,2.007325,83,ols,0.095572,-0.059172,0.154744,15000,0.154744,False,False,False,True,False,False,False,False,True,False,False,False,1.41409,0.626128,0.703268,0.500033,0.541564,0.471384,0.38682,0.50183125,0.6021974999999999,0.50183125,0.6021974999999999,0.471384,net_decay_annual,0.154744,ETF_LS,0.0,-0.0,0.0,-0.0,29416.01577587812,0.0,-0.0,29416.01577587812,core_leveraged,0.5,1.0,0.0,0.2795191501586569,3.0,2.0,0.1510338020578756,0.0093994241081732,not_selected,ROBN,False,421650.0,pair_cap,1.0,0.0,,False,0.0,0.0,48748.64833036323,32538.678230569145,-16209.970099794078,32538.678230569145,-16209.970099794078,haircut,haircut,48748.64833036323,0.0,normal,False,False,False,48748.64833036323,32538.678230569145,-16209.970099794078,2026-03-24
LINT,INTC,1.98632,83,ols,0.193681,-0.157281,0.350962,35000,0.350962,False,False,False,False,True,False,False,True,False,True,False,False,1.403208,0.576424,0.620483,0.377135,0.442774,0.225462,0.091812,0.49658,0.595896,0.5,0.595896,0.225462,net_decay_annual,0.350962,ETF_LS,0.0,0.0,0.0,0.0,21521.80682010004,0.0,-0.0,21521.80682010004,core_leveraged,,,0.0,,,,,,,,,,,,,,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,none,none,0.0,1.0,reduce_only,True,False,False,0.0,0.0,0.0,2026-03-24
ELIL,LLY,1.991229,247,ols,0.087935,-0.051535,0.13947,8000,0.13947,False,False,False,True,False,False,False,False,True,False,False,False,0.846733,0.27902,0.373072,0.137357,0.276209,0.1395499999999999,0.1367389999999999,0.49780725,0.5973687,0.5,0.5973687,0.1395499999999999,net_decay_annual,0.13947,ETF_LS,2504.314492202395,-1257.6727700341823,2504.314492202395,-1257.6727700341823,2504.314492202395,0.0,-0.0,2504.314492202395,core_leveraged,0.5,1.0,3761.9872622365774,0.0832508994450528,1.0,1.0,0.0129027010532223,0.0008029855415659,primary,ELIL,False,,,1.0,0.0,,False,0.0,0.0,1311.9290156048098,873.3370470177141,-438.5919685870958,873.3370470177141,-438.5919685870958,haircut,haircut,-2450.058246631768,2.0,normal,False,False,False,1311.9290156048098,873.3370470177141,-438.5919685870958,2026-03-24
MRVU,MRVL,2.020881,26,ols_short_history,0.051603,-0.015203,0.066806,10000,0.066806,False,False,False,True,False,False,False,False,True,False,False,False,1.351916,0.431326,0.631841,0.411814,0.413827,0.3645199999999999,0.347021,0.50522025,0.6062643,0.50522025,0.6062643,0.3645199999999999,net_decay_annual,0.066806,ETF_LS,0.0,-0.0,0.0,-0.0,13185.60018434297,0.0,-0.0,13185.60018434297,core_leveraged,0.5,1.0,0.0,0.2150630526813546,2.0,2.0,0.0679188244672714,0.0042268540379578,not_selected,MVLL,True,421650.0,pair_cap,1.0,0.0,,False,0.0,0.0,19527.552664183648,13063.361368934466,-6464.191295249184,13063.361368934466,-6464.191295249184,haircut,haircut,19527.552664183648,0.0,normal,False,False,False,19527.552664183648,13063.361368934466,-6464.191295249184,2026-03-24
