ETF,Underlying,Delta,Delta_n_obs,Delta_source,borrow_fee_annual,borrow_rebate_annual,borrow_net_annual,shares_available,borrow_current,borrow_spiking,borrow_missing_from_ftp,protected,borrow_leq_low,borrow_gt_low,protected_ok,protected_bad,purgatory,include_for_algo,exclude_borrow_gt_low,exclude_no_shares,exclude_borrow_spike,vol_etf_annual,gross_decay_annual,vol_underlying_annual,expected_gross_decay_annual,blended_gross_decay,net_decay_annual,decay_score,maint_pct_long,maint_pct_short,init_pct_long,init_pct_short,net_edge_p50_annual,edge_used_for_prod_replay,borrow_annual,strategy_tag,long_usd,short_usd,underlying_target_usd,etf_target_usd,underlying_target_from_b12_usd,underlying_target_from_b4_usd,underlying_internalized_usd,underlying_external_trade_usd,sleeve,b1_trend_xsec_pctile,b1_trend_multiplier,gross_target_usd,wrapper_utility,shared_underlying_group_size,shared_underlying_wrapper_rank,shared_underlying_group_score,shared_underlying_weight_pre_caps,shared_underlying_allocation_reason,shared_underlying_incumbent,shared_underlying_switch_blocked,shared_underlying_capacity_usd,shared_underlying_capacity_binding,pair_override_gross_mult,pair_override_hedge_add,pair_override_note,ratchet_released,ratchet_trim_lambda,ratchet_trim_usd,optimal_gross_target_usd,optimal_long_usd,optimal_short_usd,optimal_underlying_target_usd,optimal_etf_target_usd,optimal_binding_cap,binding_cap,liquidity_gap_usd,executable_pct_of_optimal,execution_policy,reduce_only,keep_open,hard_exit,model_gross_target_usd,model_long_usd,model_short_usd,_plan_date
AMUU,AMD,2.007489,246,ols,0.048345,-0.0119449999999999,0.0602899999999999,60000,0.0602899999999999,False,False,False,True,False,False,False,False,True,False,False,False,1.297559,0.503143,0.560646,0.317864,0.498732,0.442853,0.438442,0.50187225,0.6022467,0.50187225,0.6022467,0.442853,net_decay_annual,0.0602899999999999,ETF_LS,20469.870234612725,-10196.75337429631,20469.870234612725,-10196.75337429631,20469.870234612725,0.0,-0.0,20469.870234612725,core_leveraged,0.5,1.0,30666.62360890903,0.2625848770751082,3.0,1.0,0.1017703959184204,0.0065457040787425,primary,AMUU,True,421650.0,pair_cap,1.0,0.0,,False,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,haircut,haircut,-30666.62360890903,1.0,normal,False,False,False,0.0,0.0,-0.0,2026-03-28
ASMU,ASML,1.982376,31,ols,0.054442,-0.018042,0.072484,10000,0.072484,False,False,False,True,False,False,False,False,True,False,False,False,0.836864,0.310072,0.435815,0.184943,0.200336,0.237588,0.1278519999999999,0.495594,0.5947127999999999,0.5,0.5947127999999999,0.237588,net_decay_annual,0.072484,ETF_LS,6596.359950140057,-3327.501922006752,6596.359950140057,-3327.501922006752,6596.359950140057,0.0,-0.0,6596.359950140057,core_leveraged,0.5,1.0,9923.861872146808,0.1422115854820343,2.0,1.0,0.0329333729284332,0.0021182202501914,primary,ASMU,False,421650.0,pair_cap,1.0,0.0,,False,0.0,0.0,7461.421760170981,4959.583708841779,-2501.8380513292027,4959.583708841779,-2501.8380513292027,haircut,haircut,-2462.4401119758268,1.3300229086526532,normal,False,False,False,7461.421760170981,4959.583708841779,-2501.8380513292027,2026-03-28
AVL,AVGO,1.987599,365,ols,0.043128,-0.006728,0.049856,100000,0.049856,False,False,False,True,False,False,False,False,True,False,False,False,1.074503,0.382001,0.535007,0.28093,0.382001,0.3321449999999999,0.3321449999999999,0.49689975,0.5962797,0.5,0.5962797,0.3321449999999999,net_decay_annual,0.049856,ETF_LS,11825.457764910176,-5949.619498153388,11825.457764910176,-5949.619498153388,11825.457764910176,0.0,-0.0,11825.457764910176,core_leveraged,0.5,1.0,17775.077263063566,0.1984180338890882,2.0,1.0,0.0589884518625963,0.0037940399707713,primary,AVL,False,421650.0,pair_cap,1.0,0.0,,False,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,haircut,haircut,-17775.077263063566,1.0,normal,False,False,False,0.0,0.0,-0.0,2026-03-28
BOEU,BA,1.991117,233,ols,0.048808,-0.0124079999999999,0.0612159999999999,45000,0.0612159999999999,False,False,False,True,False,False,False,False,True,False,False,False,0.591036,0.199807,0.351396,0.121839,0.193928,0.138591,0.132712,0.49777925,0.5973351,0.5,0.5973351,0.138591,net_decay_annual,0.0612159999999999,ETF_LS,2557.288075326531,-1284.348471398984,2557.288075326531,-1284.348471398984,2557.288075326531,0.0,-0.0,2557.288075326531,core_leveraged,0.5,1.0,3841.6365467255146,0.0826822798433293,1.0,1.0,0.0127488724328083,0.000819986456078,primary,BOEU,False,,,1.0,0.0,,False,0.0,0.0,1860.7433154553064,1238.6535357993096,-622.089779655997,1238.6535357993096,-622.089779655997,haircut,haircut,-1980.893231270208,2.0,normal,False,False,False,1860.7433154553064,1238.6535357993096,-622.089779655997,2026-03-28
HODU,HOOD,2.0088,87,ols,0.095324,-0.058924,0.154248,10000,0.154248,False,False,False,True,False,False,False,False,True,False,False,False,1.426244,0.678107,0.706436,0.505659,0.565195,0.5238590000000001,0.410947,0.5022,0.60264,0.5022,0.60264,0.5238590000000001,net_decay_annual,0.154248,ETF_LS,25978.177297456485,-12932.18702581466,25978.177297456485,-12932.18702581466,25978.177297456485,0.0,-0.0,25978.177297456485,core_leveraged,0.5,1.0,38910.36432327115,0.3104644547907603,3.0,1.0,0.1291281111677021,0.0083053072194815,primary,ROBN,False,421650.0,pair_cap,1.0,0.0,,False,0.0,0.0,79676.42567440537,53195.29509929058,-26481.13057511479,53195.29509929058,-26481.13057511479,haircut,haircut,40766.06135113422,0.4883547924486076,normal,False,False,False,79676.42567440537,53195.29509929058,-26481.13057511479,2026-03-28
ELIL,LLY,1.991542,251,ols,0.0965429999999999,-0.060143,0.156686,25000,0.156686,False,False,False,True,False,False,False,False,True,False,False,False,0.844698,0.28634,0.373878,0.138016,0.285751,0.129654,0.1290649999999999,0.4978855,0.5974626,0.5,0.5974626,0.129654,net_decay_annual,0.156686,ETF_LS,2275.244350876646,-1142.4536117624664,2275.244350876646,-1142.4536117624664,2275.244350876646,0.0,-0.0,2275.244350876646,core_leveraged,0.5,1.0,3417.697962639112,0.0773381568425663,1.0,1.0,0.0113419879287368,0.0007294979642772,primary,,False,,,1.0,0.0,,False,0.0,0.0,1082.679059770907,720.7656854071485,-361.9133743637586,720.7656854071485,-361.9133743637586,haircut,haircut,-2335.0189028682053,2.0,normal,False,False,False,1082.679059770907,720.7656854071485,-361.9133743637586,2026-03-28
LMTL,LMT,1.988793,161,ols,0.185731,-0.149331,0.3350619999999999,25000,0.3350619999999999,False,False,False,False,True,False,False,True,False,True,False,False,0.479215,0.161988,0.241999,0.057583,0.124286,-0.1730739999999999,-0.2107759999999999,0.49719825,0.5966378999999999,0.5,0.5966378999999999,-0.1730739999999999,net_decay_annual,0.3350619999999999,ETF_LS,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,core_leveraged,,,0.0,,,,,,,,,,,,,,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,none,none,0.0,1.0,reduce_only,True,False,False,0.0,0.0,0.0,2026-03-28
MSFU,MSFT,1.992492,500,ols,0.039758,-0.003358,0.043116,100000,0.043116,False,False,False,True,False,False,False,False,True,False,False,False,0.480433,0.166187,0.240883,0.057373,0.166187,0.123071,0.123071,0.498123,0.5977475999999999,0.5,0.5977475999999999,0.123071,net_decay_annual,0.043116,ETF_LS,2130.2704886568326,-1069.148829032605,2130.2704886568326,-1069.148829032605,2130.2704886568326,0.0,-0.0,2130.2704886568326,core_leveraged,0.5,1.0,3199.419317689437,0.0733851674707673,2.0,1.0,0.0106176074295868,0.0006829070048429,primary,MSFU,True,421650.0,pair_cap,1.0,0.0,,False,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,haircut,haircut,-3199.419317689437,1.0,normal,False,False,False,0.0,0.0,-0.0,2026-03-28
MUU,MU,1.994537,365,ols,0.040384,-0.003984,0.044368,200000,0.044368,False,False,False,True,False,False,False,False,True,False,False,False,1.260738,0.514363,0.60474,0.362719,0.514363,0.469995,0.469995,0.49863425,0.5983611,0.5,0.5983611,0.469995,net_decay_annual,0.044368,ETF_LS,21636.017596196903,-10847.63912436666,21636.017596196903,-10847.63912436666,21636.017596196903,0.0,-0.0,21636.017596196903,core_leveraged,0.5,1.0,32483.65672056356,0.2800345809523923,2.0,1.0,0.1078004102274048,0.0069335446575375,primary,MUU,False,421650.0,pair_cap,1.0,0.0,,False,0.0,0.0,32407.28488648138,21585.149482416786,-10822.135404064597,21585.149482416786,-10822.135404064597,haircut,haircut,-76.3718340821797,1.002356625504102,normal,False,False,False,32407.28488648138,21585.149482416786,-10822.135404064597,2026-03-28
ORCU,ORCL,2.004831,87,ols,0.139442,-0.103042,0.242484,100000,0.242484,False,False,False,True,False,False,False,False,True,False,False,False,1.08097,0.408206,0.51324,0.265327,0.314654,0.165722,0.0721699999999999,0.50120775,0.6014493,0.50120775,0.6014493,0.165722,net_decay_annual,0.242484,ETF_LS,3473.285115376338,-1732.457805858119,3473.285115376338,-1732.457805858119,3473.285115376338,0.0,-0.0,3473.285115376338,core_leveraged,0.5,1.0,5205.742921234457,0.0983607517084371,1.0,1.0,0.0172758020217665,0.0011111511037853,primary,ORCU,False,,,1.0,0.0,,False,0.0,0.0,1400.0948621991338,934.1469063243662,-465.9479558747677,934.1469063243662,-465.9479558747677,haircut,haircut,-3805.648059035323,2.0,normal,False,False,False,1400.0948621991338,934.1469063243662,-465.9479558747677,2026-03-28
