ETF,Underlying,Delta,Delta_n_obs,Delta_source,borrow_fee_annual,borrow_rebate_annual,borrow_net_annual,shares_available,borrow_current,borrow_spiking,borrow_missing_from_ftp,protected,borrow_leq_low,borrow_gt_low,protected_ok,protected_bad,include_for_algo,purgatory,exclude_borrow_gt_low,exclude_no_shares,exclude_borrow_spike,vol_etf_annual,gross_decay_annual,vol_underlying_annual,expected_gross_decay_annual,blended_gross_decay,net_decay_annual,decay_score,maint_pct_long,maint_pct_short,init_pct_long,init_pct_short,net_edge_p50_annual,edge_used_for_prod_replay,borrow_annual,strategy_tag,long_usd,short_usd,underlying_target_usd,etf_target_usd,underlying_target_from_b12_usd,underlying_target_from_b4_usd,underlying_internalized_usd,underlying_external_trade_usd,sleeve,b1_trend_xsec_pctile,b1_trend_multiplier,gross_target_usd,wrapper_utility,shared_underlying_group_size,shared_underlying_wrapper_rank,shared_underlying_group_score,shared_underlying_weight_pre_caps,shared_underlying_allocation_reason,shared_underlying_incumbent,shared_underlying_switch_blocked,shared_underlying_capacity_usd,shared_underlying_capacity_binding,pair_override_gross_mult,pair_override_hedge_add,pair_override_note,ratchet_released,ratchet_trim_lambda,ratchet_trim_usd,optimal_gross_target_usd,optimal_long_usd,optimal_short_usd,optimal_underlying_target_usd,optimal_etf_target_usd,optimal_binding_cap,binding_cap,liquidity_gap_usd,executable_pct_of_optimal,execution_policy,reduce_only,keep_open,hard_exit,model_gross_target_usd,model_long_usd,model_short_usd,_plan_date
ORCU,ORCL,2.008612,74,ols,0.147293,-0.110993,0.258286,100000,0.258286,False,False,False,True,False,False,False,True,False,False,False,False,1.079424,0.350643,0.512638,0.266202,0.290998,0.0923569999999999,0.0327119999999999,0.502153,0.6025835999999999,0.502153,0.6025835999999999,0.0923569999999999,net_decay_annual,0.258286,ETF_LS,1688.0060919542295,-840.384350961873,1688.0060919542295,-840.384350961873,1688.0060919542295,0.0,-0.0,1688.0060919542295,core_leveraged,0.5,1.0,2528.3904429161025,0.0547391157672979,1.0,1.0,0.0061947118677539,0.0005396777893097,primary,ORCU,False,,,1.0,0.0,,False,0.0,0.0,200.95601317751752,134.1624176000494,-66.79359557746812,134.1624176000494,-66.79359557746812,haircut,haircut,-2327.434429738585,2.0,normal,False,False,False,200.95601317751752,134.1624176000494,-66.79359557746812,2026-03-11
PALU,PANW,2.005147,238,ols,0.050897,-0.014597,0.065494,300000,0.065494,False,False,False,True,False,False,False,True,False,False,False,False,0.722648,0.240851,0.339726,0.116306,0.233932,0.175357,0.168438,0.50128675,0.6015441,0.50128675,0.6015441,0.175357,net_decay_annual,0.065494,ETF_LS,5192.805458806712,-2589.738038561118,5192.805458806712,-2589.738038561118,5192.805458806712,0.0,-0.0,5192.805458806712,core_leveraged,0.5,1.0,7782.543497367831,0.104067098070874,2.0,1.0,0.0190677095381093,0.001661161899118,primary,PALU,False,421650.0,pair_cap,1.0,0.0,,False,0.0,0.0,7130.110099823807,4757.477380085369,-2372.6327197384376,4757.477380085369,-2372.6327197384376,haircut,haircut,-652.433397544024,1.09150397236645,normal,False,False,False,7130.110099823807,4757.477380085369,-2372.6327197384376,2026-03-11
QCMU,QCOM,2.004056,177,ols,0.025977,0.010323,0.015654,20000,0.015654,False,False,False,True,False,False,False,True,False,False,False,False,0.663241,0.226945,0.383796,0.148197,0.203508,0.211291,0.187854,0.501014,0.6012167999999999,0.501014,0.6012167999999999,0.211291,net_decay_annual,0.015654,ETF_LS,7199.6257762573705,-3592.5272428801245,7199.6257762573705,-3592.5272428801245,7199.6257762573705,0.0,-0.0,7199.6257762573705,core_leveraged,0.5,1.0,10792.153019137497,0.125443628835476,1.0,1.0,0.0264414377034117,0.0023035545398372,primary,QCMU,False,,,1.0,0.0,,False,0.0,0.0,6784.090582086235,4525.780290238735,-2258.3102918475006,4525.780290238735,-2258.3102918475006,haircut,haircut,-4008.06243705126,1.5908032017784033,normal,False,False,False,6784.090582086235,4525.780290238735,-2258.3102918475006,2026-03-11
SHPU,SHOP,2.009156,148,ols,0.178689,-0.142389,0.321078,35000,0.321078,False,False,False,False,True,False,False,False,True,True,False,False,1.028693,0.343351,0.575204,0.335418,0.340077,0.022273,0.018999,0.502289,0.6027467999999999,0.502289,0.6027467999999999,0.022273,net_decay_annual,0.321078,ETF_LS,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,core_leveraged,,,0.0,,,,,,,,,,,,,,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,none,none,0.0,1.0,reduce_only,True,False,False,0.0,0.0,0.0,2026-03-11
YINN,FXI,2.974197,500,ols,0.022503,0.0137969999999999,0.008706,250000,0.008706,False,False,False,True,False,False,False,True,False,False,False,False,0.855022,0.366722,0.286784,0.241457,0.366722,0.358016,0.358016,0.74354925,0.8922591000000001,0.74354925,0.8922591000000001,0.358016,net_decay_annual,0.008706,ETF_LS,12105.280574177656,-4070.1004587717807,12105.280574177656,-4070.1004587717807,12105.280574177656,0.0,-0.0,12105.280574177656,core_leveraged,0.5,1.0,16175.381032949435,0.1580793485839946,1.0,1.0,0.0396306769514154,0.0034525893346743,primary,YINN,False,,,1.0,0.0,,False,0.0,0.0,12979.520258339298,9713.572380481382,-3265.9478778579164,9713.572380481382,-3265.9478778579164,haircut,haircut,-3195.860774610137,1.2462233357628767,normal,False,False,False,12979.520258339298,9713.572380481382,-3265.9478778579164,2026-03-11
MEXX,EWW,2.954875,500,ols,0.045445,-0.009145,0.05459,20000,0.05459,False,False,False,True,False,False,False,True,False,False,False,False,0.726346,0.294106,0.245198,0.173645,0.294106,0.2395159999999999,0.2395159999999999,0.73871875,0.8864624999999999,0.73871875,0.8864624999999999,0.2395159999999999,net_decay_annual,0.05459,ETF_LS,6032.290145498779,-2041.47050061298,6032.290145498779,-2041.47050061298,6032.290145498779,0.0,-0.0,6032.290145498779,core_leveraged,0.5,1.0,8073.760646111759,0.1062747751899324,1.0,1.0,0.0197812094378071,0.0017233213759043,primary,,False,,,1.0,0.0,,False,0.0,0.0,5887.545147530663,4398.864684170717,-1488.680463359945,4398.864684170717,-1488.680463359945,haircut,haircut,-2186.2154985810967,1.3713288720168937,normal,False,False,False,5887.545147530663,4398.864684170717,-1488.680463359945,2026-03-11
KORU,EWY,2.94019,500,ols,0.097424,-0.061124,0.158548,200000,0.158548,False,False,False,True,False,False,False,True,False,False,False,False,0.83798,0.339784,0.284699,0.231186,0.339784,0.1812359999999999,0.1812359999999999,0.7350475,0.882057,0.7350475,0.882057,0.1812359999999999,net_decay_annual,0.158548,ETF_LS,3722.7714365802944,-1266.1669608359646,3722.7714365802944,-1266.1669608359646,3722.7714365802944,0.0,-0.0,3722.7714365802944,core_leveraged,0.5,1.0,4988.938397416258,0.0807166114045442,1.0,1.0,0.0122232054723019,0.0010648747913375,primary,KORU,False,,,1.0,0.0,,False,0.0,0.0,2610.1468749458977,1947.7049939843455,-662.4418809615521,1947.7049939843455,-662.4418809615521,haircut,haircut,-2378.7915224703606,1.9113630904466503,normal,False,False,False,2610.1468749458977,1947.7049939843455,-662.4418809615521,2026-03-11
SOXL,SOXX,2.960216,500,ols,0.008002,0.028298,0.0,4900000,0.0,False,False,False,True,False,False,False,True,False,False,False,False,1.11483,0.537487,0.376284,0.410798,0.537487,0.537487,0.537487,0.740054,0.8880648,0.740054,0.8880648,0.537487,net_decay_annual,0.0,ETF_LS,24771.91208318505,-8368.27855912712,24771.91208318505,-8368.27855912712,24771.91208318505,0.0,-0.0,24771.91208318505,core_leveraged,0.5,1.0,33140.19064231217,0.2381636148128608,1.0,1.0,0.0811955023982711,0.0070736799663419,primary,SOXL,False,,,1.0,0.0,,False,0.0,0.0,26806.65061569379,20037.66361708215,-6768.986998611639,20037.66361708215,-6768.986998611639,haircut,haircut,-6333.540026618379,1.2362674888936125,normal,False,False,False,26806.65061569379,20037.66361708215,-6768.986998611639,2026-03-11
CWEB,KWEB,1.986977,500,ols,0.0129129999999999,0.0233869999999999,0.0,400000,0.0,False,False,False,True,False,False,False,True,False,False,False,False,0.70382,0.186966,0.353954,0.122847,0.186966,0.186966,0.186966,0.49674425,0.5960930999999999,0.5,0.5960930999999999,0.186966,net_decay_annual,0.0,ETF_LS,5861.2534625549615,-2949.834579139548,5861.2534625549615,-2949.834579139548,5861.2534625549615,0.0,-0.0,5861.2534625549615,core_leveraged,0.5,1.0,8811.08804169451,0.1117166763645963,1.0,1.0,0.0215877068403873,0.0018807018232005,primary,CWEB,False,,,1.0,0.0,,False,0.0,0.0,5695.490757922649,3788.716531699063,-1906.7742262235863,3788.716531699063,-1906.7742262235863,haircut,haircut,-3115.59728377186,1.54702876647424,normal,False,False,False,5695.490757922649,3788.716531699063,-1906.7742262235863,2026-03-11
NUGT,GDX,1.980247,500,ols,0.028848,0.0074519999999999,0.021396,350000,0.021396,False,False,False,True,False,False,False,True,False,False,False,False,0.751338,0.203036,0.379066,0.139462,0.203036,0.18164,0.18164,0.49506175,0.5940741,0.5,0.5940741,0.18164,net_decay_annual,0.021396,ETF_LS,0.0,-0.0,0.0,-0.0,31716.524064461373,0.0,-0.0,31716.524064461373,core_leveraged,0.5,1.0,0.0,0.1088107917007597,2.0,2.0,0.1032473025585351,0.008994813186878,not_selected,GDXU,False,421650.0,pair_cap,1.0,0.0,,False,0.0,0.0,38880.42905033673,25834.38654099548,-13046.042509341249,25834.38654099548,-13046.042509341249,haircut,haircut,38880.42905033673,0.0,normal,False,False,False,38880.42905033673,25834.38654099548,-13046.042509341249,2026-03-11
JNUG,GDXJ,1.971093,500,ols,0.049279,-0.012979,0.062258,150000,0.062258,False,False,False,True,False,False,False,True,False,False,False,False,0.834612,0.229914,0.422317,0.170693,0.229914,0.167656,0.167656,0.49277325,0.5913279,0.5,0.5913279,0.167656,net_decay_annual,0.062258,ETF_LS,4881.398180838227,-2476.493083197103,4881.398180838227,-2476.493083197103,4881.398180838227,0.0,-0.0,4881.398180838227,core_leveraged,0.5,1.0,7357.891264035329,0.1007833438798654,1.0,1.0,0.0180272854861741,0.001570521080904,primary,JNUG,False,,,1.0,0.0,,False,0.0,0.0,3992.495919905276,2648.7157286068964,-1343.7801912983791,2648.7157286068964,-1343.7801912983791,haircut,haircut,-3365.3953441300537,1.84293018994742,normal,False,False,False,3992.495919905276,2648.7157286068964,-1343.7801912983791,2026-03-11
GUSH,XOP,2.011149,500,ols,0.048672,-0.012372,0.061044,400000,0.061044,False,False,False,True,False,False,False,True,False,False,False,False,0.57771,0.146123,0.287039,0.083774,0.146123,0.0850789999999999,0.0850789999999999,0.50278725,0.6033447,0.50278725,0.6033447,0.0850789999999999,net_decay_annual,0.061044,ETF_LS,1460.3387682461612,-726.1216191570894,1460.3387682461612,-726.1216191570894,1460.3387682461612,0.0,-0.0,1460.3387682461612,core_leveraged,0.5,1.0,2186.4603874032505,0.0503777992124838,1.0,1.0,0.0053569622319088,0.0004666937859985,primary,GUSH,False,,,1.0,0.0,,False,0.0,0.0,1006.8179239578656,672.4545550386041,-334.36336891926163,672.4545550386041,-334.36336891926163,haircut,haircut,-1179.642463445385,2.0,normal,False,False,False,1006.8179239578656,672.4545550386041,-334.36336891926163,2026-03-11
URAA,URA,1.929702,426,ols,0.073199,-0.036899,0.110098,55000,0.110098,False,False,False,True,False,False,False,True,False,False,False,False,0.880601,0.373241,0.435035,0.169767,0.373241,0.263143,0.263143,0.4824255,0.5789105999999999,0.5,0.5789105999999999,0.263143,net_decay_annual,0.110098,ETF_LS,10967.801130482409,-5683.676096351876,10967.801130482409,-5683.676096351876,10967.801130482409,0.0,-0.0,10967.801130482409,core_leveraged,0.5,1.0,16651.477226834286,0.1607215589921478,1.0,1.0,0.0407971418661655,0.0035542107207757,primary,URAA,False,,,1.0,0.0,,False,0.0,0.0,8726.496301827956,5747.866973033438,-2978.6293287945177,5747.866973033438,-2978.6293287945177,haircut,haircut,-7924.98092500633,1.908151525068116,normal,False,False,False,8726.496301827956,5747.866973033438,-2978.6293287945177,2026-03-11
TSLT,TSLA,1.992854,500,ols,0.084811,-0.048511,0.133322,200000,0.133322,False,False,False,True,False,False,False,True,False,False,False,False,1.250285,0.531823,0.627155,0.389117,0.531823,0.398501,0.398501,0.4982135,0.5978562,0.5,0.5978562,0.398501,net_decay_annual,0.133322,ETF_LS,22775.38020933869,-11428.52422171353,22775.38020933869,-11428.52422171353,22775.38020933869,0.0,-0.0,22775.38020933869,core_leveraged,0.5,1.0,34203.90443105222,0.2375870710000521,5.0,1.0,0.083801666509302,0.0073007266661797,primary,TSLT,True,421650.0,pair_cap,1.0,0.0,,False,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,haircut,haircut,-34203.90443105222,1.0,normal,False,False,False,0.0,0.0,-0.0,2026-03-11
BTCL,IBIT,2.006586,417,ols,0.041028,-0.0047279999999999,0.045756,10000,0.045756,False,False,False,True,False,False,False,True,False,False,False,False,1.012814,0.431298,0.509031,0.261678,0.431298,0.385542,0.385542,0.5016465,0.6019758,0.5016465,0.6019758,0.385542,net_decay_annual,0.045756,ETF_LS,0.0,-0.0,0.0,-0.0,22396.018972342,0.0,-0.0,22396.018972342,core_leveraged,0.5,1.0,0.0,0.2286800942636549,3.0,2.0,0.0822542148513743,0.0071659140538028,not_selected,BITX,False,421650.0,pair_cap,1.0,0.0,,False,0.0,0.0,56373.25930979068,37623.33520657504,-18749.924103215635,37623.33520657504,-18749.924103215635,haircut,haircut,56373.25930979068,0.0,normal,False,False,False,56373.25930979068,37623.33520657504,-18749.924103215635,2026-03-11
CCUP,CRCL,1.981947,145,ols,0.202808,-0.166508,0.369316,250000,0.369316,False,False,False,False,True,False,False,False,True,True,False,False,1.9394,0.942253,1.204359,1.411439,1.141471,0.572937,0.7721549999999999,0.49548675,0.5945841,0.5,0.5945841,0.572937,net_decay_annual,0.369316,ETF_LS,0.0,0.0,0.0,0.0,76770.68106723625,0.0,-0.0,76770.68106723625,core_leveraged,,,0.0,,,,,,,,,,,,,,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,none,none,0.0,1.0,reduce_only,True,False,False,0.0,0.0,0.0,2026-03-11
CRWU,CRWV,1.989211,155,ols,0.178038,-0.141738,0.319776,100000,0.319776,False,False,False,False,True,False,False,False,True,True,False,False,1.987949,1.139738,1.209597,1.439532,1.255135,0.8199619999999999,0.9353589999999998,0.49730275,0.5967633,0.5,0.5967633,0.8199619999999999,net_decay_annual,0.319776,ETF_LS,0.0,0.0,0.0,0.0,87534.74034637542,0.0,-0.0,87534.74034637542,core_leveraged,,,0.0,,,,,,,,,,,,,,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,none,none,0.0,1.0,reduce_only,True,False,False,0.0,0.0,0.0,2026-03-11
NFLU,NFLX,1.988856,361,ols,0.055854,-0.019554,0.075408,35000,0.075408,False,False,False,True,False,False,False,True,False,False,False,False,0.697545,0.232715,0.328923,0.106389,0.232715,0.157307,0.157307,0.497214,0.5966568,0.5,0.5966568,0.157307,net_decay_annual,0.075408,ETF_LS,4328.2623701625735,-2176.257290705096,4328.2623701625735,-2176.257290705096,4328.2623701625735,0.0,-0.0,4328.2623701625735,core_leveraged,0.5,1.0,6504.51966086767,0.093928101386322,1.0,1.0,0.0159364726480865,0.0013883713256921,primary,NFLU,False,,,1.0,0.0,,False,0.0,0.0,3364.56396502034,2238.861032185724,-1125.7029328346164,2238.861032185724,-1125.7029328346164,haircut,haircut,-3139.955695847329,1.9332429784340115,normal,False,False,False,3364.56396502034,2238.861032185724,-1125.7029328346164,2026-03-11
ROBN,HOOD,2.012135,276,ols,0.09527,-0.05897,0.15424,150000,0.15424,False,False,False,True,False,False,False,True,False,False,False,False,1.54164,0.75989,0.706784,0.508673,0.75989,0.60565,0.60565,0.50303375,0.6036404999999999,0.50303375,0.6036404999999999,0.60565,net_decay_annual,0.15424,ETF_LS,45283.89354019088,-22505.395284208505,45283.89354019088,-22505.395284208505,45283.89354019088,0.0,-0.0,45283.89354019088,core_leveraged,0.5,1.0,67789.28882439938,0.3584915183027982,3.0,1.0,0.166087920939449,0.0144694319795943,primary,ROBN,False,421650.0,pair_cap,1.0,0.0,,False,0.0,0.0,79250.86845063206,52940.33839449842,-26310.530056133623,52940.33839449842,-26310.530056133623,haircut,haircut,11461.579626232677,0.8553759744175867,normal,False,False,False,79250.86845063206,52940.33839449842,-26310.530056133623,2026-03-11
RBLU,RBLX,2.020121,255,ols,0.057703,-0.021403,0.079106,80000,0.079106,False,False,False,True,False,False,False,True,False,False,False,False,1.125164,0.490111,0.521078,0.279772,0.490111,0.411005,0.411005,0.50503025,0.6060363,0.50503025,0.6060363,0.411005,net_decay_annual,0.079106,ETF_LS,22887.62281651925,-11329.827676916011,22887.62281651925,-11329.827676916011,22887.62281651925,0.0,-0.0,22887.62281651925,core_leveraged,0.5,1.0,34217.450493435266,0.2425571425293972,1.0,1.0,0.08383485519408,0.0073036180348847,primary,RBLU,False,,,1.0,0.0,,False,0.0,0.0,20479.128808509915,13698.232013808672,-6780.896794701244,13698.232013808672,-6780.896794701244,haircut,haircut,-13738.321684925351,1.6708450253614555,normal,False,False,False,20479.128808509915,13698.232013808672,-6780.896794701244,2026-03-11
SNOU,SNOW,2.02256,219,ols,0.024432,0.011868,0.0125639999999999,30000,0.0125639999999999,False,False,False,True,False,False,False,True,False,False,False,False,0.9982,0.357624,0.518461,0.277966,0.347193,0.34506,0.3346289999999999,0.50564,0.606768,0.50564,0.606768,0.34506,net_decay_annual,0.0125639999999999,ETF_LS,16833.30870421471,-8322.773467395138,16833.30870421471,-8322.773467395138,16833.30870421471,0.0,-0.0,16833.30870421471,core_leveraged,0.5,1.0,25156.082171609847,0.203455089097289,1.0,1.0,0.0616339462962589,0.0053694945937267,primary,SNOU,False,,,1.0,0.0,,False,0.0,0.0,16163.327303119124,10815.76520241008,-5347.562100709043,10815.76520241008,-5347.562100709043,haircut,haircut,-8992.754868490723,1.5563678010006852,normal,False,False,False,16163.327303119124,10815.76520241008,-5347.562100709043,2026-03-11
