ETF,Underlying,Delta,Delta_n_obs,Delta_source,borrow_fee_annual,shares_available,borrow_current,borrow_spiking,borrow_missing_from_ftp,borrow_price_ref,borrow_current_raw_annual,borrow_floor_factor,protected,borrow_leq_low,borrow_gt_low,protected_ok,protected_bad,purgatory,exclude_borrow_gt_low,exclude_no_shares,exclude_borrow_spike,vol_etf_annual,gross_decay_annual,vol_underlying_annual,expected_gross_decay_annual,blended_gross_decay,net_decay_annual,decay_score,maint_pct_long,maint_pct_short,init_pct_long,init_pct_short,net_edge_p50_annual,edge_used_for_prod_replay,borrow_annual,strategy_tag,long_usd,short_usd,underlying_target_usd,etf_target_usd,underlying_target_from_b12_usd,underlying_target_from_b4_usd,underlying_internalized_usd,underlying_external_trade_usd,sleeve,b1_trend_xsec_pctile,b1_trend_multiplier,gross_target_usd,wrapper_utility,shared_underlying_group_size,shared_underlying_wrapper_rank,shared_underlying_group_score,shared_underlying_weight_pre_caps,shared_underlying_allocation_reason,shared_underlying_incumbent,shared_underlying_switch_blocked,shared_underlying_capacity_usd,shared_underlying_capacity_binding,pair_override_gross_mult,pair_override_hedge_add,pair_override_note,ratchet_released,ratchet_trim_lambda,ratchet_trim_usd,optimal_gross_target_usd,optimal_long_usd,optimal_short_usd,optimal_underlying_target_usd,optimal_etf_target_usd,optimal_binding_cap,binding_cap,liquidity_gap_usd,executable_pct_of_optimal,execution_policy,reduce_only,keep_open,hard_exit,model_gross_target_usd,model_long_usd,model_short_usd,_plan_date
AMUU,AMD,2.007393,252,ols,0.043197,10000,0.043197,False,False,50.20500183105469,0.043197,1.0,False,True,False,False,False,False,False,False,False,1.288361,0.490692,0.55878,0.315706,0.490692,0.447495,0.447495,0.50184825,0.6022179,0.50184825,0.6022179,0.447495,net_decay_annual,0.043197,ETF_LS,11904.014900062706,-5930.086883865146,11904.014900062706,-5930.086883865146,11904.014900062706,0.0,-0.0,11904.014900062706,core_leveraged,0.5,1.0,17834.101783927854,0.2653468174706024,3.0,1.0,0.1009923195426754,0.0037883579192541,primary,AMUU,True,421649.9999999998,pair_cap,1.0,0.0,,False,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,haircut,haircut,-17834.101783927854,1.0,normal,False,False,False,0.0,0.0,-0.0,2026-04-08
ASMU,ASML,1.993393,37,ols,0.067128,9000,0.067128,False,False,20.299999237060547,0.067128,1.0,False,True,False,False,False,False,False,False,False,0.874121,0.289721,0.437696,0.189683,0.204371,0.222593,0.137243,0.49834825,0.5980179,0.5,0.5980179,0.222593,net_decay_annual,0.067128,ETF_LS,3430.2162084698966,-1720.7927430616526,3430.2162084698966,-1720.7927430616526,3430.2162084698966,0.0,-0.0,3430.2162084698966,core_leveraged,0.5,1.0,5151.008951531549,0.1326834654822873,2.0,1.0,0.029169528597682,0.0010941883022821,primary,ASMU,False,421649.9999999998,pair_cap,1.0,0.0,,False,0.0,0.0,5784.738218272902,3852.2361317533896,-1932.502086519512,3852.2361317533896,-1932.502086519512,haircut,haircut,633.7292667413521,0.890448064747421,normal,False,False,False,5784.738218272902,3852.2361317533896,-1932.502086519512,2026-04-08
AVL,AVGO,1.986734,371,ols,0.043181,100000,0.043181,False,False,38.09000015258789,0.043181,1.0,False,True,False,False,False,False,False,False,False,1.074563,0.375365,0.53744,0.28312,0.375365,0.332184,0.332184,0.4966835,0.5960202,0.5,0.5960202,0.332184,net_decay_annual,0.043181,ETF_LS,6934.424554332842,-3490.3638606541394,6934.424554332842,-3490.3638606541394,6934.424554332842,0.0,-0.0,6934.424554332842,core_leveraged,0.5,1.0,10424.78841498698,0.198506127550595,3.0,1.0,0.0590342914673703,0.0022144557784264,primary,AVL,False,421649.9999999998,pair_cap,1.0,0.0,,False,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,haircut,haircut,-10424.78841498698,1.0,normal,False,False,False,0.0,0.0,-0.0,2026-04-08
BOEU,BA,1.992881,239,ols,0.062428,10000,0.062428,False,False,33.74800109863281,0.062428,1.0,False,True,False,False,False,False,False,False,False,0.601185,0.192868,0.354301,0.124192,0.189325,0.13044,0.1268969999999999,0.49822025,0.5978642999999999,0.5,0.5978642999999999,0.13044,net_decay_annual,0.062428,ETF_LS,1346.6489612586302,-675.7297406411271,1346.6489612586302,-675.7297406411271,1346.6489612586302,0.0,-0.0,1346.6489612586302,core_leveraged,0.5,1.0,2022.3787018997573,0.0777677913916966,1.0,1.0,0.011452481239208,0.0004295979951161,primary,BOEU,False,,,1.0,0.0,,False,0.0,0.0,1262.3015330953583,840.5334998540238,-421.7680332413345,840.5334998540238,-421.7680332413345,haircut,haircut,-760.077168804399,1.6021359785094869,normal,False,False,False,1262.3015330953583,840.5334998540238,-421.7680332413345,2026-04-08
FRDU,F,1.984399,177,ols,0.1030219999999999,10000,0.1030219999999999,False,False,24.14200019836425,0.1030219999999999,1.0,False,True,False,False,False,False,False,False,False,0.616449,0.197487,0.3438,0.115447,0.17307,0.094465,0.070048,0.49609975,0.5953197,0.5,0.5953197,0.094465,net_decay_annual,0.1030219999999999,ETF_LS,768.8136251182495,-387.4289520999807,768.8136251182495,-387.4289520999807,768.8136251182495,0.0,-0.0,768.8136251182495,core_leveraged,0.5,1.0,1156.2425772182305,0.0565000951594936,1.0,1.0,0.0065476591555906,0.000245611513103,primary,FRDU,False,,,1.0,0.0,,False,0.0,0.0,515.4837987835397,342.75763221414337,-172.72616656939627,342.75763221414337,-172.72616656939627,haircut,haircut,-640.7587784346906,2.0,normal,False,False,False,515.4837987835397,342.75763221414337,-172.72616656939627,2026-04-08
HODU,HOOD,2.006207,93,ols,0.097261,20000,0.097261,False,False,7.086999893188477,0.097261,1.0,False,True,False,False,False,False,False,False,False,1.399176,0.618395,0.706728,0.504124,0.546295,0.521134,0.449034,0.50155175,0.6018621,0.50155175,0.6018621,0.521134,net_decay_annual,0.097261,ETF_LS,0.0,-0.0,0.0,-0.0,21294.248599793867,0.0,-0.0,21294.248599793867,core_leveraged,0.5,1.0,0.0,0.3091488265901219,3.0,2.0,0.180543846835447,0.0067724428454448,not_selected,ROBN,False,421649.9999999998,pair_cap,1.0,0.0,,False,0.0,0.0,54413.40568551981,36313.05341918559,-18100.35226633423,36313.05341918559,-18100.35226633423,haircut,haircut,54413.40568551981,0.0,normal,False,False,False,54413.40568551981,36313.05341918559,-18100.35226633423,2026-04-08
ELIL,LLY,1.992878,257,ols,0.106067,10000,0.106067,False,False,19.733999252319336,0.106067,1.0,False,True,False,False,False,False,False,False,False,0.843059,0.280828,0.37519,0.139267,0.280828,0.174761,0.174761,0.4982195,0.5978633999999999,0.5,0.5978633999999999,0.174761,net_decay_annual,0.106067,ETF_LS,2246.7982104341827,-1127.4138258509463,2246.7982104341827,-1127.4138258509463,2246.7982104341827,0.0,-0.0,2246.7982104341827,core_leveraged,0.5,1.0,3374.2120362851288,0.1041919068971668,1.0,1.0,0.0191077467372285,0.0007167573138123,primary,ELIL,False,,,1.0,0.0,,False,0.0,0.0,1973.595317748827,1314.164723602047,-659.4305941467801,1314.164723602047,-659.4305941467801,haircut,haircut,-1400.6167185363015,1.7096777672405046,normal,False,False,False,1973.595317748827,1314.164723602047,-659.4305941467801,2026-04-08
MRVU,MRVL,2.009321,36,ols,0.073683,15000,0.073683,False,False,40.68000030517578,0.073683,1.0,False,True,False,False,False,False,False,False,False,1.501575,0.551449,0.642217,0.418227,0.437259,0.4777659999999999,0.363576,0.50233025,0.6027963,0.50233025,0.6027963,0.4777659999999999,net_decay_annual,0.073683,ETF_LS,0.0,-0.0,0.0,-0.0,12920.446054101529,0.0,-0.0,12920.446054101529,core_leveraged,0.5,1.0,0.0,0.2830924244076118,2.0,2.0,0.1098688132611682,0.0041213271532111,not_selected,MVLL,True,421649.9999999998,pair_cap,1.0,0.0,,False,0.0,0.0,25679.56182806946,17146.220975408858,-8533.340852660604,17146.220975408858,-8533.340852660604,haircut,haircut,25679.56182806946,0.0,normal,False,False,False,25679.56182806946,17146.220975408858,-8533.340852660604,2026-04-08
MSFU,MSFT,1.991717,500,ols,0.035389,300000,0.035389,False,False,23.239999771118164,0.035389,1.0,False,True,False,False,False,False,False,False,False,0.481551,0.161128,0.241548,0.057623,0.161128,0.125739,0.125739,0.49792925,0.5975151,0.5,0.5975151,0.125739,net_decay_annual,0.035389,ETF_LS,1263.590214308307,-634.4225682204385,1263.590214308307,-634.4225682204385,1263.590214308307,0.0,-0.0,1263.590214308307,core_leveraged,0.5,1.0,1898.0127825287452,0.0749979304688608,3.0,1.0,0.0107482123715348,0.000403179921403,primary,MSFU,False,421649.9999999998,pair_cap,1.0,0.0,,False,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,haircut,haircut,-1898.0127825287452,1.0,normal,False,False,False,0.0,0.0,-0.0,2026-04-08
MUU,MU,1.994182,371,ols,0.044568,100000,0.044568,False,False,148.82000732421875,0.044568,1.0,False,True,False,False,False,False,False,False,False,1.272466,0.515806,0.611006,0.370077,0.515806,0.471238,0.471238,0.4985455,0.5982546,0.5,0.5982546,0.471238,net_decay_annual,0.044568,ETF_LS,14654.685944329543,-7348.720399807814,14654.685944329543,-7348.720399807814,14654.685944329543,0.0,-0.0,14654.685944329543,core_leveraged,0.5,1.0,22003.406344137355,0.2808126773386847,2.0,1.0,0.1246025772117708,0.0046740104819577,primary,MUU,True,421649.9999999998,pair_cap,1.0,0.0,,False,0.0,0.0,30403.04504945696,20249.00463058564,-10154.040418871318,20249.00463058564,-10154.040418871318,haircut,haircut,8399.638705319601,0.7237237687325128,normal,False,False,False,30403.04504945696,20249.00463058564,-10154.040418871318,2026-04-08
