ETF,Underlying,Delta,Delta_n_obs,Delta_source,borrow_fee_annual,borrow_rebate_annual,borrow_net_annual,shares_available,borrow_current,borrow_spiking,borrow_missing_from_ftp,protected,borrow_leq_low,borrow_gt_low,protected_ok,protected_bad,purgatory,include_for_algo,exclude_borrow_gt_low,exclude_no_shares,exclude_borrow_spike,vol_etf_annual,gross_decay_annual,vol_underlying_annual,expected_gross_decay_annual,blended_gross_decay,net_decay_annual,decay_score,maint_pct_long,maint_pct_short,init_pct_long,init_pct_short,net_edge_p50_annual,edge_used_for_prod_replay,borrow_annual,strategy_tag,long_usd,short_usd,underlying_target_usd,etf_target_usd,underlying_target_from_b12_usd,underlying_target_from_b4_usd,underlying_internalized_usd,underlying_external_trade_usd,sleeve,b1_trend_xsec_pctile,b1_trend_multiplier,gross_target_usd,wrapper_utility,shared_underlying_group_size,shared_underlying_wrapper_rank,shared_underlying_group_score,shared_underlying_weight_pre_caps,shared_underlying_allocation_reason,shared_underlying_incumbent,shared_underlying_switch_blocked,shared_underlying_capacity_usd,shared_underlying_capacity_binding,pair_override_gross_mult,pair_override_hedge_add,pair_override_note,ratchet_released,ratchet_trim_lambda,ratchet_trim_usd,optimal_gross_target_usd,optimal_long_usd,optimal_short_usd,optimal_underlying_target_usd,optimal_etf_target_usd,optimal_binding_cap,binding_cap,liquidity_gap_usd,executable_pct_of_optimal,execution_policy,reduce_only,keep_open,hard_exit,model_gross_target_usd,model_long_usd,model_short_usd,_plan_date
MUU,MU,1.994219,363,ols,0.040108,-0.003708,0.043816,350000,0.043816,False,False,False,True,False,False,False,False,True,False,False,False,1.258009,0.509353,0.602603,0.359988,0.509353,0.4655369999999999,0.4655369999999999,0.49855475,0.5982657,0.5,0.5982657,0.4655369999999999,net_decay_annual,0.043816,ETF_LS,21933.13617990387,-10998.358846196868,21933.13617990387,-10998.358846196868,21933.13617990387,0.0,-0.0,21933.13617990387,core_leveraged,0.5,1.0,32931.49502610074,0.2774115675035646,2.0,1.0,0.1060395780814844,0.0070291344772893,primary,MUU,False,421650.0,pair_cap,1.0,0.0,,False,0.0,0.0,33166.608415588926,22089.72712681582,-11076.881288773107,22089.72712681582,-11076.881288773107,haircut,haircut,235.11338948818596,0.9929111416355229,normal,False,False,False,33166.608415588926,22089.72712681582,-11076.881288773107,2026-03-25
NFXL,NFLX,1.997562,368,ols,0.216684,-0.180284,0.396968,15000,0.396968,False,False,False,False,True,False,False,True,False,True,False,False,0.698691,0.233215,0.330382,0.108753,0.233215,-0.1637529999999999,-0.1637529999999999,0.4993905,0.5992686,0.5,0.5992686,-0.1637529999999999,net_decay_annual,0.396968,ETF_LS,0.0,0.0,0.0,0.0,4373.036355555237,0.0,-0.0,4373.036355555237,core_leveraged,,,0.0,,,,,,,,,,,,,,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,none,none,0.0,1.0,reduce_only,True,False,False,0.0,0.0,0.0,2026-03-25
ORCU,ORCL,2.005126,85,ols,0.142262,-0.105862,0.248124,100000,0.248124,False,False,False,True,False,False,False,False,True,False,False,False,1.090569,0.406677,0.512782,0.264971,0.312769,0.158553,0.064645,0.5012815,0.6015378,0.5012815,0.6015378,0.158553,net_decay_annual,0.248124,ETF_LS,3312.5833182927963,-1652.0574359380887,3312.5833182927963,-1652.0574359380887,3312.5833182927963,0.0,-0.0,3312.5833182927963,core_leveraged,0.5,1.0,4964.640754230884,0.0940953609309358,1.0,1.0,0.0159861679673982,0.0010596885281175,primary,ORCU,False,,,1.0,0.0,,False,0.0,0.0,1202.775192791045,802.5340072996395,-400.2411854914053,802.5340072996395,-400.2411854914053,haircut,haircut,-3761.86556143984,2.0,normal,False,False,False,1202.775192791045,802.5340072996395,-400.2411854914053,2026-03-25
PALU,PANW,2.007583,249,ols,0.051376,-0.014976,0.066352,200000,0.066352,False,False,False,True,False,False,False,False,True,False,False,False,0.720481,0.244264,0.341938,0.118255,0.242764,0.177912,0.176412,0.50189575,0.6022749,0.50189575,0.6022749,0.177912,net_decay_annual,0.066352,ETF_LS,4047.618165804372,-2016.1647940854116,4047.618165804372,-2016.1647940854116,4047.618165804372,0.0,-0.0,4047.618165804372,core_leveraged,0.5,1.0,6063.782959889783,0.10548728378598,2.0,1.0,0.0195254113466388,0.0012942973233489,primary,PALU,False,421650.0,pair_cap,1.0,0.0,,False,0.0,0.0,4095.814888208068,2733.9855095315465,-1361.8293786765214,2733.9855095315465,-1361.8293786765214,haircut,haircut,-1967.968071681716,1.4804826696019722,normal,False,False,False,4095.814888208068,2733.9855095315465,-1361.8293786765214,2026-03-25
QCMU,QCOM,2.002794,188,ols,0.032473,0.003927,0.028546,10000,0.028546,False,False,False,True,False,False,False,False,True,False,False,False,0.649321,0.234753,0.383414,0.147623,0.212625,0.2062069999999999,0.184079,0.5006985,0.6008382,0.5006985,0.6008382,0.2062069999999999,net_decay_annual,0.028546,ETF_LS,5252.759727898458,-2622.7159297953044,5252.759727898458,-2622.7159297953044,5252.759727898458,0.0,-0.0,5252.759727898458,core_leveraged,0.5,1.0,7875.475657693762,0.1224831065037282,1.0,1.0,0.0253590708612213,0.0016809980059111,primary,QCMU,False,,,1.0,0.0,,False,0.0,0.0,4272.967047617135,2849.9699830109266,-1422.9970646062084,2849.9699830109266,-1422.9970646062084,haircut,haircut,-3602.5086100766275,1.8430930007020776,normal,False,False,False,4272.967047617135,2849.9699830109266,-1422.9970646062084,2026-03-25
SOFA,SOFI,1.989267,29,ols_short_history,0.043823,-0.007423,0.051246,7000,0.051246,False,False,False,True,False,False,False,False,True,False,False,False,0.812467,0.325578,0.572016,0.321953,0.32237,0.2743319999999999,0.271124,0.49731675,0.5967800999999999,0.5,0.5967800999999999,0.2743319999999999,net_decay_annual,0.051246,ETF_LS,8714.068780424883,-4380.542571924675,8714.068780424883,-4380.542571924675,8714.068780424883,0.0,-0.0,8714.068780424883,core_leveraged,0.5,1.0,13094.61135234956,0.163778413963429,1.0,1.0,0.0421647138049345,0.0027950077593062,primary,SOFA,False,,,1.0,0.0,,False,0.0,0.0,6923.248174868218,4607.2127806166445,-2316.035394251573,4607.2127806166445,-2316.035394251573,haircut,haircut,-6171.363177481341,1.8913970757084424,normal,False,False,False,6923.248174868218,4607.2127806166445,-2316.035394251573,2026-03-25
YINN,FXI,2.973363,500,ols,0.01934,0.01706,0.00228,1000000,0.00228,False,False,False,True,False,False,False,False,True,False,False,False,0.856507,0.369711,0.287363,0.242263,0.369711,0.367431,0.367431,0.74334075,0.8920089,0.74334075,0.8920089,0.367431,net_decay_annual,0.00228,ETF_LS,9641.683579944363,-3242.686338648986,9641.683579944363,-3242.686338648986,9641.683579944363,0.0,-0.0,9641.683579944363,core_leveraged,0.5,1.0,12884.36991859335,0.1622706011760609,1.0,1.0,0.0414877353406077,0.0027501323198705,primary,YINN,False,,,1.0,0.0,,False,0.0,0.0,9260.542351140351,6929.886342328586,-2330.6560088117685,6929.886342328586,-2330.6560088117685,haircut,haircut,-3623.827567452996,1.3913191506550104,normal,False,False,False,9260.542351140351,6929.886342328586,-2330.6560088117685,2026-03-25
MEXX,EWW,2.956381,500,ols,,,,0,0.0,False,True,False,False,False,False,False,False,True,False,True,False,0.736614,0.298573,0.248508,0.178593,0.298573,0.298573,0.298573,0.73909525,1.0,0.73909525,1.0,0.298573,net_decay_annual,,ETF_LS,0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,core_leveraged,0.5,1.0,0.0,-inf,1.0,,0.0,0.0,not_selected,,False,,,1.0,0.0,,False,0.0,0.0,6485.788704688156,4846.465114597071,-1639.3235900910845,4846.465114597071,-1639.3235900910845,haircut,haircut,6485.788704688156,0.0,normal,False,False,False,6485.788704688156,4846.465114597071,-1639.3235900910845,2026-03-25
KORU,EWY,2.929236,500,ols,0.11618,-0.07978,0.19596,100000,0.19596,False,False,False,True,False,False,False,False,True,False,False,False,0.885638,0.368297,0.302025,0.257748,0.368297,0.1723369999999999,0.1723369999999999,0.732309,0.8787708,0.732309,0.8787708,0.1723369999999999,net_decay_annual,0.19596,ETF_LS,2603.976307194085,-888.9609123997128,2603.976307194085,-888.9609123997128,2603.976307194085,0.0,-0.0,2603.976307194085,core_leveraged,0.5,1.0,3492.9372195937985,0.0769684527671323,1.0,1.0,0.011247275252377,0.0007455575708844,primary,KORU,False,,,1.0,0.0,,False,0.0,0.0,1390.2852960046723,1036.4543487150029,-353.83094728966967,1036.4543487150029,-353.83094728966967,haircut,haircut,-2102.651923589126,2.0,normal,False,False,False,1390.2852960046723,1036.4543487150029,-353.83094728966967,2026-03-25
LABU,XBI,2.988179,500,ols,0.188776,-0.152376,0.341152,75000,0.341152,False,False,False,False,True,False,False,True,False,True,False,False,0.779937,0.322795,0.260812,0.202063,0.322795,-0.018357,-0.018357,0.74704475,0.8964537,0.74704475,0.8964537,-0.018357,net_decay_annual,0.341152,ETF_LS,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,core_leveraged,,,0.0,,,,,,,,,,,,,,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,none,none,0.0,1.0,reduce_only,True,False,False,0.0,0.0,0.0,2026-03-25
SOXL,SOXX,2.960528,500,ols,0.03331,0.00309,0.03022,7800000,0.03022,False,False,False,True,False,False,False,False,True,False,False,False,1.115814,0.538098,0.37658,0.411554,0.538098,0.5078779999999999,0.5078779999999999,0.740132,0.8881584,0.740132,0.8881584,0.5078779999999999,net_decay_annual,0.03022,ETF_LS,17067.36407912081,-5764.973031540592,17067.36407912081,-5764.973031540592,17067.36407912081,0.0,-0.0,17067.36407912081,core_leveraged,0.5,1.0,22832.3371106614,0.2250259070792864,1.0,1.0,0.073520239269727,0.004873497782425,primary,,False,,,1.0,0.0,,False,0.0,0.0,15990.281395408922,11952.869869620208,-4037.411525788713,11952.869869620208,-4037.411525788713,haircut,haircut,-6842.055715252478,1.427888387080977,normal,False,False,False,15990.281395408922,11952.869869620208,-4037.411525788713,2026-03-25
CWEB,KWEB,1.987208,500,ols,0.016898,0.019502,0.0,500000,0.0,False,False,False,True,False,False,False,False,True,False,False,False,0.70427,0.195079,0.354126,0.123009,0.195079,0.195079,0.195079,0.496802,0.5961624,0.5,0.5961624,0.195079,net_decay_annual,0.0,ETF_LS,4803.362509792602,-2417.141290590921,4803.362509792602,-2417.141290590921,4803.362509792602,0.0,-0.0,4803.362509792602,core_leveraged,0.5,1.0,7220.503800383522,0.1165542262215184,1.0,1.0,0.0232500582169615,0.0015411961153433,primary,CWEB,False,,,1.0,0.0,,False,0.0,0.0,4148.399595183798,2759.6782221880785,-1388.7213729957198,2759.6782221880785,-1388.7213729957198,haircut,haircut,-3072.1042051997247,1.7405516596728945,normal,False,False,False,4148.399595183798,2759.6782221880785,-1388.7213729957198,2026-03-25
NUGT,GDX,1.979741,500,ols,0.024523,0.011877,0.012646,250000,0.012646,False,False,False,True,False,False,False,False,True,False,False,False,0.768315,0.213313,0.387744,0.145807,0.213313,0.200667,0.200667,0.49493525,0.5939223,0.5,0.5939223,0.200667,net_decay_annual,0.012646,ETF_LS,0.0,-0.0,0.0,-0.0,25309.192881728188,0.0,-0.0,25309.192881728188,core_leveraged,0.5,1.0,0.0,0.1202318902384504,2.0,2.0,0.108283397381674,0.0071778724097588,not_selected,GDXU,False,421650.0,pair_cap,1.0,0.0,,False,0.0,0.0,27984.74946730603,18593.07768532698,-9391.671781979048,18593.07768532698,-9391.671781979048,haircut,haircut,27984.74946730603,0.0,normal,False,False,False,27984.74946730603,18593.07768532698,-9391.671781979048,2026-03-25
JNUG,GDXJ,1.973988,500,ols,0.045084,-0.0086839999999999,0.0537679999999999,100000,0.0537679999999999,False,False,False,True,False,False,False,False,True,False,False,False,0.854354,0.246296,0.431731,0.179182,0.246296,0.1925279999999999,0.1925279999999999,0.493497,0.5921964,0.5,0.5921964,0.1925279999999999,net_decay_annual,0.0537679999999999,ETF_LS,4724.690989398549,-2393.475030951834,4724.690989398549,-2393.475030951834,4724.690989398549,0.0,-0.0,4724.690989398549,core_leveraged,0.5,1.0,7118.166020350383,0.115607369154956,1.0,1.0,0.0229205300553063,0.0015193524056244,primary,JNUG,False,,,1.0,0.0,,False,0.0,0.0,3589.584238255795,2382.5907203748234,-1206.9935178809717,2382.5907203748234,-1206.9935178809717,haircut,haircut,-3528.581782094589,1.9830057042509055,normal,False,False,False,3589.584238255795,2382.5907203748234,-1206.9935178809717,2026-03-25
GUSH,XOP,2.009411,500,ols,0.037483,-0.001083,0.038566,250000,0.038566,False,False,False,True,False,False,False,False,True,False,False,False,0.581388,0.145047,0.2891,0.084762,0.145047,0.106481,0.106481,0.50235275,0.6028233,0.50235275,0.6028233,0.106481,net_decay_annual,0.038566,ETF_LS,1646.9452870602329,-819.6159407210533,1646.9452870602329,-819.6159407210533,1646.9452870602329,0.0,-0.0,1646.9452870602329,core_leveraged,0.5,1.0,2466.561227781286,0.0630914544853315,1.0,1.0,0.0079423394443153,0.000526480518203,primary,GUSH,False,,,1.0,0.0,,False,0.0,0.0,1207.772197031883,806.4404424021953,-401.3317546296877,806.4404424021953,-401.3317546296877,haircut,haircut,-1258.789030749403,2.0,normal,False,False,False,1207.772197031883,806.4404424021953,-401.3317546296877,2026-03-25
URAA,URA,1.933227,437,ols,0.031187,0.005213,0.025974,30000,0.025974,False,False,False,True,False,False,False,False,True,False,False,False,0.878681,0.379056,0.436843,0.172144,0.379056,0.353082,0.353082,0.48330675,0.5799681,0.5,0.5799681,0.353082,net_decay_annual,0.025974,ETF_LS,13935.310580521626,-7208.315723151821,13935.310580521626,-7208.315723151821,13935.310580521626,0.0,-0.0,13935.310580521626,core_leveraged,0.5,1.0,21143.626303673445,0.2153592048039426,1.0,1.0,0.0680825820563901,0.0045130472366432,primary,URAA,False,,,1.0,0.0,,False,0.0,0.0,11578.632984322345,7631.228646259744,-3947.404338062599,7631.228646259744,-3947.404338062599,haircut,haircut,-9564.993319351102,1.8260900343159905,normal,False,False,False,11578.632984322345,7631.228646259744,-3947.404338062599,2026-03-25
BTCL,IBIT,2.006218,428,ols,0.044295,-0.007895,0.05219,15000,0.05219,False,False,False,True,False,False,False,False,True,False,False,False,1.005521,0.430862,0.500904,0.25325,0.430862,0.378672,0.378672,0.5015545,0.6018654,0.5015545,0.6018654,0.378672,net_decay_annual,0.05219,ETF_LS,0.0,-0.0,0.0,-0.0,15345.802704918324,0.0,-0.0,15345.802704918324,core_leveraged,0.5,1.0,0.0,0.2246361263352818,3.0,2.0,0.0740662168612653,0.0049096894570992,not_selected,BITX,False,421650.0,pair_cap,1.0,0.0,,False,0.0,0.0,35041.13331338538,23384.914997419808,-11656.218315965569,23384.914997419808,-11656.218315965569,haircut,haircut,35041.13331338538,0.0,normal,False,False,False,35041.13331338538,23384.914997419808,-11656.218315965569,2026-03-25
CCUP,CRCL,1.982577,156,ols,0.216868,-0.180468,0.397336,100000,0.397336,False,False,False,False,True,False,False,True,False,True,False,False,1.962729,1.019552,1.200936,1.404774,1.166303,0.622216,0.7689670000000001,0.49564425,0.5947730999999999,0.5,0.5947730999999999,0.622216,net_decay_annual,0.397336,ETF_LS,0.0,0.0,0.0,0.0,68846.33559497936,0.0,-0.0,68846.33559497936,core_leveraged,,,0.0,,,,,,,,,,,,,,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,none,none,0.0,1.0,reduce_only,True,False,False,0.0,0.0,0.0,2026-03-25
CRWU,CRWV,1.988827,166,ols,0.192328,-0.155928,0.348256,85000,0.348256,False,False,False,False,True,False,False,True,False,True,False,False,1.950152,1.112167,1.189932,1.392296,1.207767,0.7639109999999999,0.859511,0.49720675,0.5966480999999999,0.5,0.5966480999999999,0.7639109999999999,net_decay_annual,0.348256,ETF_LS,0.0,0.0,0.0,0.0,67147.00085224814,0.0,-0.0,67147.00085224814,core_leveraged,,,0.0,,,,,,,,,,,,,,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,none,none,0.0,1.0,reduce_only,True,False,False,0.0,0.0,0.0,2026-03-25
GOOX,GOOGL,1.980869,500,ols,0.012362,0.024038,0.0,30000,0.0,False,False,False,True,False,False,False,False,True,False,False,False,0.592318,0.200882,0.297482,0.085972,0.200882,0.200882,0.200882,0.49521725,0.5942607,0.5,0.5942607,0.200882,net_decay_annual,0.0,ETF_LS,5072.008041110874,-2560.496449341614,5072.008041110874,-2560.496449341614,5072.008041110874,0.0,-0.0,5072.008041110874,core_leveraged,0.5,1.0,7632.504490452488,0.1203093019589841,2.0,1.0,0.0245767024919806,0.0016291364974284,primary,GOOX,False,421650.0,pair_cap,1.0,0.0,,False,0.0,0.0,6192.375233290974,4115.00275120908,-2077.3724820818943,4115.00275120908,-2077.3724820818943,haircut,haircut,-1440.129257161514,1.2325649210369554,normal,False,False,False,6192.375233290974,4115.00275120908,-2077.3724820818943,2026-03-25
NFLU,NFLX,1.991848,372,ols,0.041845,-0.005445,0.04729,15000,0.04729,False,False,False,True,False,False,False,False,True,False,False,False,0.694078,0.232423,0.330382,0.107821,0.232423,0.185133,0.185133,0.497962,0.5975544,0.5,0.5975544,0.185133,net_decay_annual,0.04729,ETF_LS,4373.036355555237,-2195.4669008655464,4373.036355555237,-2195.4669008655464,4373.036355555237,0.0,-0.0,4373.036355555237,core_leveraged,0.5,1.0,6568.503256420783,0.1104184619230881,1.0,1.0,0.0211506132164868,0.0014020284432061,primary,NFLU,False,,,1.0,0.0,,False,0.0,0.0,3366.6351493210555,2241.365700698981,-1125.2694486220742,2241.365700698981,-1125.2694486220742,haircut,haircut,-3201.868107099728,1.9510588362227024,normal,False,False,False,3366.6351493210555,2241.365700698981,-1125.2694486220742,2026-03-25
ROBN,HOOD,2.011808,287,ols,0.103519,-0.067119,0.170638,80000,0.170638,False,False,False,True,False,False,False,False,True,False,False,False,1.526117,0.749555,0.704941,0.505778,0.749555,0.5789169999999999,0.5789169999999999,0.502952,0.6035423999999999,0.502952,0.6035423999999999,0.5789169999999999,net_decay_annual,0.170638,ETF_LS,31843.72853001027,-15828.413312806328,31843.72853001027,-15828.413312806328,31843.72853001027,0.0,-0.0,31843.72853001027,core_leveraged,0.5,1.0,47672.1418428166,0.3427097063013143,3.0,1.0,0.1535045342838631,0.0101754838511881,primary,ROBN,False,421650.0,pair_cap,1.0,0.0,,False,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,haircut,haircut,-47672.1418428166,1.0,normal,False,False,False,0.0,0.0,-0.0,2026-03-25
