ETF,Underlying,Delta,Delta_n_obs,Delta_source,borrow_fee_annual,borrow_rebate_annual,borrow_net_annual,shares_available,borrow_current,borrow_spiking,borrow_missing_from_ftp,protected,borrow_leq_low,borrow_gt_low,protected_ok,protected_bad,include_for_algo,purgatory,exclude_borrow_gt_low,exclude_no_shares,exclude_borrow_spike,vol_etf_annual,gross_decay_annual,vol_underlying_annual,expected_gross_decay_annual,blended_gross_decay,net_decay_annual,decay_score,maint_pct_long,maint_pct_short,init_pct_long,init_pct_short,net_edge_p50_annual,edge_used_for_prod_replay,borrow_annual,strategy_tag,long_usd,short_usd,underlying_target_usd,etf_target_usd,underlying_target_from_b12_usd,underlying_target_from_b4_usd,underlying_internalized_usd,underlying_external_trade_usd,sleeve,b1_trend_xsec_pctile,b1_trend_multiplier,gross_target_usd,wrapper_utility,shared_underlying_group_size,shared_underlying_wrapper_rank,shared_underlying_group_score,shared_underlying_weight_pre_caps,shared_underlying_allocation_reason,shared_underlying_incumbent,shared_underlying_switch_blocked,shared_underlying_capacity_usd,shared_underlying_capacity_binding,pair_override_gross_mult,pair_override_hedge_add,pair_override_note,ratchet_released,ratchet_trim_lambda,ratchet_trim_usd,optimal_gross_target_usd,optimal_long_usd,optimal_short_usd,optimal_underlying_target_usd,optimal_etf_target_usd,optimal_binding_cap,binding_cap,liquidity_gap_usd,executable_pct_of_optimal,execution_policy,reduce_only,keep_open,hard_exit,model_gross_target_usd,model_long_usd,model_short_usd,_plan_date
AMUU,AMD,2.007548,229,ols,0.020751,0.015649,0.0051019999999999,40000,0.0051019999999999,False,False,False,True,False,False,False,True,False,False,False,False,1.30945,0.500182,0.554978,0.311497,0.482961,0.49508,0.477859,0.501887,0.6022643999999999,0.501887,0.6022643999999999,0.49508,net_decay_annual,0.0051019999999999,ETF_LS,29259.21126593355,-14574.601088458932,29259.21126593355,-14574.601088458932,29259.21126593355,0.0,-0.0,29259.21126593355,core_leveraged,0.5,1.0,43833.81235439249,0.2935458391034727,3.0,1.0,0.1170665650152886,0.0093562032773516,primary,AMUU,False,421650.0,pair_cap,1.0,0.0,,False,0.0,0.0,72635.50649281558,48484.4350908577,-24151.071401957863,48484.4350908577,-24151.071401957863,haircut,haircut,28801.69413842309,0.6034763777509848,normal,False,False,False,72635.50649281558,48484.4350908577,-24151.071401957863,2026-03-04
AMZU,AMZN,1.980348,501,ols,0.0408739999999999,-0.004474,0.0453479999999999,500000,0.0453479999999999,False,False,False,True,False,False,False,True,False,False,False,False,0.626416,0.211892,0.316022,0.096945,0.211892,0.166544,0.166544,0.495087,0.5941044,0.5,0.5941044,0.166544,net_decay_annual,0.0453479999999999,ETF_LS,4406.090394341453,-2224.907134676054,4406.090394341453,-2224.907134676054,4406.090394341453,0.0,-0.0,4406.090394341453,core_leveraged,0.5,1.0,6630.997529017508,0.0997637707271503,2.0,1.0,0.0177093449474777,0.0014153676689471,primary,,False,421650.0,pair_cap,1.0,0.0,,False,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,haircut,haircut,-6630.997529017508,1.0,normal,False,False,False,0.0,0.0,-0.0,2026-03-04
AVL,AVGO,1.987238,348,ols,0.046412,-0.010012,0.056424,100000,0.056424,False,False,False,True,False,False,False,True,False,False,False,False,1.085418,0.381806,0.536111,0.281936,0.381806,0.3253819999999999,0.3253819999999999,0.4968095,0.5961714,0.5,0.5961714,0.3253819999999999,net_decay_annual,0.056424,ETF_LS,14177.254074023082,-7134.150048470833,14177.254074023082,-7134.150048470833,14177.254074023082,0.0,-0.0,14177.254074023082,core_leveraged,0.5,1.0,21311.404122493917,0.1944044097179428,2.0,1.0,0.0569161736629787,0.0045488589375654,primary,,False,421650.0,pair_cap,1.0,0.0,,False,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,haircut,haircut,-21311.404122493917,1.0,normal,False,False,False,0.0,0.0,-0.0,2026-03-04
BOEU,BA,1.990144,216,ols,0.042129,-0.005729,0.047858,20000,0.047858,False,False,False,True,False,False,False,True,False,False,False,False,0.568548,0.18644,0.347606,0.119049,0.176813,0.1385819999999999,0.128955,0.497536,0.5970432,0.5,0.5970432,0.1385819999999999,net_decay_annual,0.047858,ETF_LS,3178.8482886921083,-1597.2956171473563,3178.8482886921083,-1597.2956171473563,3178.8482886921083,0.0,-0.0,3178.8482886921083,core_leveraged,0.5,1.0,4776.143905839464,0.0827072247987489,1.0,1.0,0.0127556042024097,0.0010194544089305,primary,,False,,,1.0,0.0,,False,0.0,0.0,2874.867331247793,1913.419544369371,-961.4477868784224,1913.419544369371,-961.4477868784224,haircut,haircut,-1901.2765745916715,1.661344109318064,normal,False,False,False,2874.867331247793,1913.419544369371,-961.4477868784224,2026-03-04
GGLL,GOOGL,1.979129,501,ols,0.037808,-0.001408,0.039216,500000,0.039216,False,False,False,True,False,False,False,True,False,False,False,False,0.589798,0.214799,0.297624,0.085826,0.214799,0.175583,0.175583,0.49478225,0.5937387,0.5,0.5937387,0.175583,net_decay_annual,0.039216,ETF_LS,4835.965751206812,-2443.4818302429057,4835.965751206812,-2443.4818302429057,4835.965751206812,0.0,-0.0,4835.965751206812,core_leveraged,0.5,1.0,7279.447581449718,0.105226927131921,2.0,1.0,0.0194411546200766,0.0015537774987085,primary,,False,421650.0,pair_cap,1.0,0.0,,False,0.0,0.0,6839.330842319278,4543.582372776912,-2295.748469542365,4543.582372776912,-2295.748469542365,haircut,haircut,-440.1167391304398,1.0643508479524282,normal,False,False,False,6839.330842319278,4543.582372776912,-2295.748469542365,2026-03-04
LINT,INTC,1.987268,70,ols,0.204168,-0.167768,0.371936,30000,0.371936,False,False,False,False,True,False,False,False,True,True,False,False,1.454224,0.628314,0.617086,0.373554,0.444321,0.256378,0.0723849999999999,0.496817,0.5961803999999999,0.5,0.5961803999999999,0.256378,net_decay_annual,0.371936,ETF_LS,0.0,0.0,0.0,0.0,31011.14096403009,0.0,-0.0,31011.14096403009,core_leveraged,,,0.0,,,,,,,,,,,,,,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,none,none,0.0,1.0,reduce_only,True,False,False,0.0,0.0,0.0,2026-03-04
ELIL,LLY,1.992236,234,ols,0.088194,-0.051794,0.139988,4000,0.139988,False,False,False,True,False,False,False,True,False,False,False,False,0.858539,0.284031,0.371363,0.136309,0.273479,0.1440429999999999,0.133491,0.498059,0.5976708,0.5,0.5976708,0.1440429999999999,net_decay_annual,0.139988,ETF_LS,3397.799956860177,-1705.5208102153445,3397.799956860177,-1705.5208102153445,3397.799956860177,0.0,-0.0,3397.799956860177,core_leveraged,0.5,1.0,5103.320767075522,0.0858986958409751,1.0,1.0,0.0136293924777193,0.0010892893846479,primary,,False,,,1.0,0.0,,False,0.0,0.0,2211.7121581104934,1472.561851079065,-739.1503070314285,1472.561851079065,-739.1503070314285,haircut,haircut,-2891.6086089650285,2.0,normal,False,False,False,2211.7121581104934,1472.561851079065,-739.1503070314285,2026-03-04
MSFU,MSFT,1.975682,501,ols,0.035773,0.000627,0.035146,1300000,0.035146,False,False,False,True,False,False,False,True,False,False,False,False,0.477239,0.169696,0.241096,0.056024,0.169696,0.13455,0.13455,0.4939205,0.5927045999999999,0.5,0.5927045999999999,0.13455,net_decay_annual,0.035146,ETF_LS,3040.358203264832,-1538.8904708676964,3040.358203264832,-1538.8904708676964,3040.358203264832,0.0,-0.0,3040.358203264832,core_leveraged,0.5,1.0,4579.248674132528,0.0807413338638781,1.0,1.0,0.0122297578932303,0.0009774276785768,primary,,False,,,1.0,0.0,,False,0.0,0.0,2856.603363980097,1896.620622551377,-959.9827414287204,1896.620622551377,-959.9827414287204,haircut,haircut,-1722.6453101524312,1.6030397260865346,normal,False,False,False,2856.603363980097,1896.620622551377,-959.9827414287204,2026-03-04
MUU,MU,1.994677,348,ols,0.021177,0.015223,0.005954,200000,0.005954,False,False,False,True,False,False,False,True,False,False,False,False,1.257599,0.504585,0.604267,0.362228,0.504585,0.4986309999999999,0.4986309999999999,0.49866925,0.5984031,0.5,0.5984031,0.4986309999999999,net_decay_annual,0.005954,ETF_LS,29814.664865848543,-14947.114177307176,29814.664865848543,-14947.114177307176,29814.664865848543,0.0,-0.0,29814.664865848543,core_leveraged,0.5,1.0,44761.77904315572,0.2970809747475577,2.0,1.0,0.1195448772328942,0.0095542751426159,primary,,False,421650.0,pair_cap,1.0,0.0,,False,0.0,0.0,51377.49401755575,34221.22173257952,-17156.272284976225,34221.22173257952,-17156.272284976225,haircut,haircut,6615.714974400027,0.8712332101651469,normal,False,False,False,51377.49401755575,34221.22173257952,-17156.272284976225,2026-03-04
ORCU,ORCL,2.008649,70,ols,0.145821,-0.109421,0.255242,50000,0.255242,False,False,False,True,False,False,False,True,False,False,False,False,1.104486,0.378496,0.512588,0.266165,0.297368,0.1232539999999999,0.042126,0.50216225,0.6025947,0.50216225,0.6025947,0.1232539999999999,net_decay_annual,0.255242,ETF_LS,2565.9554814723965,-1277.4533935358525,2565.9554814723965,-1277.4533935358525,2565.9554814723965,0.0,-0.0,2565.9554814723965,core_leveraged,0.5,1.0,3843.4088750082487,0.0730504646707056,1.0,1.0,0.0102645572168993,0.0008203647545375,primary,,False,,,1.0,0.0,,False,0.0,0.0,760.1893152214104,507.5213186483936,-252.6679965730168,507.5213186483936,-252.6679965730168,haircut,haircut,-3083.2195597868385,2.0,normal,False,False,False,760.1893152214104,507.5213186483936,-252.6679965730168,2026-03-04
